,RSL24D1 (51187)
ACH-000421,-1.27217024335
ACH-000424,-1.7888932366699999
ACH-000425,-1.8395944392400003
ACH-000426,-1.7110153432100002
ACH-000427,-1.49591122514
ACH-000433,-1.5741731084000001
ACH-000436,-1.51499540368
ACH-000444,-1.5249595448500002
ACH-000445,-1.26002200897
ACH-000448,-1.6359240766999998
ACH-000450,-1.8404255268599998
ACH-000452,-1.57403333648
ACH-000454,-1.7912748148599997
ACH-000458,-1.60336081888
ACH-000459,-1.5652536137000002
ACH-000460,-1.48816961262
ACH-000461,-1.38982206331
ACH-000463,-1.49483610956
ACH-000464,-1.4940953265799999
ACH-000466,-1.5229110934299999
ACH-000467,-1.6120143137600003
ACH-000468,-1.75781206493
ACH-000469,-1.5610911590399998
ACH-000470,-1.9342317725799998
ACH-000471,-1.56652667181
ACH-000472,-1.7198313512599999
ACH-000473,-1.48852918625
ACH-000475,-1.4379416726700003
ACH-000476,-1.73930355497
ACH-000477,-2.09846828787
ACH-000480,-1.58513747544
ACH-000481,-1.55797946106
ACH-000483,-1.6027569227200003
ACH-000484,-1.2149523899099999
ACH-000485,-1.73471467095
ACH-000486,-1.60845443002
ACH-000487,-1.64968026289
ACH-000488,-1.48924995715
ACH-000490,-1.36710667436
ACH-000491,-1.8804008643599999
ACH-000495,-1.1913746236
ACH-000496,-1.2416460305299999
ACH-000499,-1.4598817225799998
ACH-000500,-1.8552179749900002
ACH-000502,-1.45637154304
ACH-000503,-1.59613433201
ACH-000505,-1.69784727319
ACH-000507,-1.63008833464
ACH-000510,-1.62407523256
ACH-000511,-1.6061706136200002
ACH-000512,-1.36851261007
ACH-000516,-1.61173677004
ACH-000517,-1.7005816308000001
ACH-000518,-1.70264171551
ACH-000520,-1.82622565565
ACH-000521,-1.34079549035
ACH-000522,-1.5577683699399998
ACH-000524,-1.6404564853999999
ACH-000527,-1.3387990757500001
ACH-000528,-1.3061395414399999
ACH-000537,-1.5471790883
ACH-000541,-1.54094980737
ACH-000542,-1.74101695913
ACH-000544,-1.55586418794
ACH-000545,-1.5680911032700002
ACH-000547,-1.57811175395
ACH-000548,-1.59991535256
ACH-000549,-1.5134496207199999
ACH-000550,-1.61279129972
ACH-000552,-1.32902848649
ACH-000556,-1.60209565127
ACH-000557,-1.57242079363
ACH-000570,-1.74187918088
ACH-000571,-2.17625773706
ACH-000573,-1.6702600629100002
ACH-000576,-1.5416119407700002
ACH-000580,-1.6769064065000001
ACH-000584,-1.3388607936299999
ACH-000585,-1.3570604448199999
ACH-000588,-1.4056265752200001
ACH-000589,-1.45211183257
ACH-000591,-1.7539649783400002
ACH-000593,-1.5411284560499998
ACH-000600,-1.84178254447
ACH-000601,-1.6035774654
ACH-000604,-1.52382189255
ACH-000605,-1.5323869346599999
ACH-000606,-1.30191509046
ACH-000608,-1.65718706683
ACH-000614,-1.8313232351800002
ACH-000616,-1.6595840759600002
ACH-000618,-1.30563023559
ACH-000619,-1.51112983973
ACH-000620,-1.73191989815
ACH-000621,-1.6537591215600003
ACH-000622,-1.58105512968
ACH-000623,-1.5894280646099999
ACH-000624,-1.7589174976900002
ACH-000627,-1.60413100861
ACH-000630,-1.44101847764
ACH-000632,-1.62634444266
ACH-000633,-1.6891321057700002
ACH-000637,-1.6596610432899999
ACH-000638,-1.2795029582600002
ACH-000646,-1.6170120244100001
ACH-000647,-1.60321666071
ACH-000648,-1.48185937514
ACH-000649,-1.654541536
ACH-000651,-1.6947319876299998
ACH-000652,-1.5694380925
ACH-000653,-1.50347209389
ACH-000657,-1.68337978416
ACH-000658,-1.46451370417
ACH-000661,-1.5045492243
ACH-000662,-1.3843574515500001
ACH-000663,-1.68367160991
ACH-000665,-1.4847043829799997
ACH-000671,-1.5497203081
ACH-000673,-1.54925685068
ACH-000676,-1.62086039612
ACH-000677,-1.93203773478
ACH-000681,-1.3881999743900002
ACH-000682,-1.53036518276
ACH-000683,-1.52487195396
ACH-000684,-1.4260616920299998
ACH-000688,-1.06390597429
ACH-000693,-1.60742935359
ACH-000694,-1.3901747164700002
ACH-000695,-2.07809063055
ACH-000696,-1.50244084631
ACH-000697,-1.58159202909
ACH-000699,-1.24100262669
ACH-000701,-1.7072937417200003
ACH-000706,-1.4237044032600001
ACH-000711,-1.5376907723700002
ACH-000713,-1.83400043768
ACH-000714,-1.50562178064
ACH-000718,-1.9553602334
ACH-000720,-1.6144805494999999
ACH-000721,-1.6568775475400002
ACH-000724,-2.1911510618400003
ACH-000725,-1.6286118691100002
ACH-000732,-1.5466535609399998
ACH-000734,-1.5476606268000002
ACH-000735,-1.69145621088
ACH-000736,-1.68901459305
ACH-000738,-1.4900496663799998
ACH-000746,-1.2419346964
ACH-000747,-1.3961596946700001
ACH-000748,-1.4630786597999998
ACH-000753,-1.63892310265
ACH-000756,-1.8390392057299998
ACH-000757,-1.6749208963799997
ACH-000758,-1.3862429156799998
ACH-000760,-1.5001701139399999
ACH-000763,-1.69700039301
ACH-000764,-1.55767160933
ACH-000765,-1.53774745059
ACH-000766,-1.77837833542
ACH-000767,-1.7993246845299997
ACH-000768,-1.5664122825799998
ACH-000769,-1.41692227085
ACH-000770,-1.53396059514
ACH-000771,-1.4711234032799998
ACH-000773,-1.66982788196
ACH-000776,-2.0512170410799997
ACH-000777,-1.4939486989200002
ACH-000778,-1.3505511636899998
ACH-000781,-1.42383528695
ACH-000782,-1.66294498376
ACH-000783,-1.3528109482799997
ACH-000784,-1.7541299873400003
ACH-000785,-1.45994723625
ACH-000787,-1.3887897329799999
ACH-000788,-1.6265960048399999
ACH-000791,-1.41116950525
ACH-000792,-1.54645044286
ACH-000794,-1.6505574395299998
ACH-000796,-1.57342982536
ACH-000799,-1.6417886314399999
ACH-000800,-1.57482308482
ACH-000802,-1.43590835477
ACH-000804,-1.6730164888299999
ACH-000805,-1.60201172363
ACH-000809,-1.7262202220299998
ACH-000810,-1.8420740892299998
ACH-000811,-1.53389481303
ACH-000817,-1.38626067508
ACH-000819,-1.35090229341
ACH-000820,-1.58542036102
ACH-000821,-1.65971219808
ACH-000822,-1.47761968841
ACH-000823,-1.6870009569799997
ACH-000824,-1.88813460183
ACH-000827,-1.4738250334799998
ACH-000829,-1.5940916649
ACH-000831,-1.5294552152899998
ACH-000832,-1.60038791942
ACH-000833,-1.96761626248
ACH-000834,-1.4723700312399999
ACH-000835,-1.3981402938
ACH-000836,-1.64783446261
ACH-000837,-1.4263508298700003
ACH-000838,-1.61996241373
ACH-000839,-1.13670044138
ACH-000840,-1.4906296338
ACH-000841,-1.55163496053
ACH-000843,-1.5983151334299999
ACH-000846,-1.8256857826
ACH-000847,-1.5828857470299997
ACH-000848,-1.5016568841
ACH-000849,-1.4743450222499999
ACH-000851,-1.27988087763
ACH-000855,-1.31658427396
ACH-000856,-1.4016822328799998
ACH-000858,-1.44126561093
ACH-000859,-1.4098911402899998
ACH-000861,-1.4874278218399999
ACH-000862,-1.22167775652
ACH-000865,-1.4536062090200002
ACH-000866,-1.65264835834
ACH-000867,-1.47904856088
ACH-000869,-1.317925278
ACH-000872,-1.4169838557700003
ACH-000873,-1.42382266894
ACH-000876,-1.18954086166
ACH-000878,-1.6491482318700001
ACH-000880,-1.38669282743
ACH-000881,-1.5355468758700002
ACH-000882,-1.8326314813299998
ACH-000884,-1.55284338001
ACH-000885,-1.5355653324399998
ACH-000887,-1.7592380445500002
ACH-000888,-1.64251321647
ACH-000889,-1.68302384872
ACH-000890,-1.564112895
ACH-000896,-1.1727164762
ACH-000898,-1.73980465252
ACH-000900,-1.49399320745
ACH-000901,-1.7657180491599997
ACH-000905,-1.4101397874700001
ACH-000906,-1.68827928671
ACH-000907,-1.32119616903
ACH-000910,-1.29174460182
ACH-000911,-1.46079322723
ACH-000912,-1.40751010308
ACH-000913,-1.55360539192
ACH-000915,-1.5313012597100002
ACH-000916,-1.72282080368
ACH-000917,-1.3510695195700002
ACH-000921,-1.30620818686
ACH-000924,-1.5502770161000001
ACH-000926,-1.4448467124899997
ACH-000928,-1.44079276075
ACH-000929,-1.6623937834600002
ACH-000932,-1.57057750381
ACH-000935,-1.7198457934
ACH-000936,-1.22597351816
ACH-000937,-1.82984532683
ACH-000938,-1.6123289488299999
ACH-000939,-1.22171335455
ACH-000941,-1.6443547768900002
ACH-000943,-1.5675964947999999
ACH-000946,-1.57397490296
ACH-000947,-1.51804229072
ACH-000948,-1.31660692191
ACH-000950,-1.25268545969
ACH-000953,-1.6683635349000001
ACH-000957,-1.5142857283200002
ACH-000958,-1.53771283034
ACH-000960,-1.9668555636400002
ACH-000963,-1.60074977051
ACH-000968,-1.4732468916299999
ACH-000969,-1.2922667141600002
ACH-000973,-1.5864619944
ACH-000974,-1.61225009398
ACH-000975,-1.5730229885799998
ACH-000976,-1.3810446860699999
ACH-000978,-1.94586282551
ACH-000980,-1.50380554295
ACH-000984,-1.3240614331899998
ACH-000986,-1.55813876385
ACH-000988,-1.51607333736
ACH-000993,-1.45205367803
ACH-000994,-1.56575267986
ACH-000996,-1.40043572458
ACH-001001,-1.41680369481
ACH-001020,-1.41886412001
ACH-001028,-1.60213845085
ACH-001031,-1.7019561077399998
ACH-001038,-1.65900594074
ACH-001048,-1.4293838322799999
ACH-001050,-1.24204311247
ACH-001053,-1.55836168276
ACH-001054,-1.75744617175
ACH-001061,-1.4759495362200001
ACH-001067,-1.68019512236
ACH-001075,-1.64725507019
ACH-001096,-1.4381876480200002
ACH-001128,-1.7561561903599998
ACH-001134,-1.70241217155
ACH-001151,-1.49026976936
ACH-001163,-1.64022261303
ACH-001164,-1.3499432845
ACH-001173,-1.67401073125
ACH-001183,-1.7226762381999998
ACH-001184,-1.48723508216
ACH-001190,-1.34751847734
ACH-001192,-1.54812352143
ACH-001193,-1.49262481573
ACH-001196,-1.6436312740999999
ACH-001197,-1.6045163858899998
ACH-001205,-1.62091462213
ACH-001211,-1.7149912222400001
ACH-001212,-1.62356495716
ACH-001228,-1.7880900864900002
ACH-001232,-1.43334867882
ACH-001239,-1.7115512285799999
ACH-001274,-1.9571505771000002
ACH-001275,-1.33543932801
ACH-001277,-1.54889348785
ACH-001278,-1.35297152001
ACH-001280,-2.17379803625
ACH-001283,-1.6106460150400002
ACH-001289,-1.40807359245
ACH-001295,-1.69962790275
ACH-001300,-1.6570495504799998
ACH-001301,-1.75705803594
ACH-001302,-1.7334045555700002
ACH-001303,-1.7762243601400003
ACH-001306,-1.29501919976
ACH-001318,-1.51710119376
ACH-001322,-1.5494326406
ACH-001328,-1.4780712046000002
ACH-001332,-1.4932448818700002
ACH-001333,-1.32597873928
ACH-001336,-1.62756551627
ACH-001340,-1.48547096921
ACH-001346,-1.3958399544600002
ACH-001353,-1.47036400065
ACH-001354,-1.6764348199799999
ACH-001367,-1.35837872916
ACH-001368,-1.54299192489
ACH-001374,-1.40555940771
ACH-001375,-1.59731571866
ACH-001377,-1.5327877766100002
ACH-001380,-1.6502885773500002
ACH-001391,-1.54911102727
ACH-001407,-1.63430550796
ACH-001408,-1.5780779238799998
ACH-001413,-1.6094396419499999
ACH-001430,-1.7668148961400003
ACH-001431,-1.41935594382
ACH-001450,-1.74442838443
ACH-001496,-1.82517971284
ACH-001500,-1.4616815235799998
ACH-001521,-1.39879819014
ACH-001523,-1.252145008
ACH-001532,-1.4707801331700001
ACH-001536,-1.3029442260200002
ACH-001550,-1.40461545257
ACH-001552,-1.2374025017899999
ACH-001554,-1.5625132068099998
ACH-001645,-1.6062744275299998
ACH-001654,-1.70909880413
ACH-001715,-1.48564960909
ACH-001735,-1.62515619345
ACH-001736,-1.4057768127899999
ACH-001737,-1.70767654035
ACH-001740,-1.4482584424
ACH-001745,-1.3829402757799998
ACH-001750,-1.58854755954
ACH-001765,-1.77266920281
ACH-001956,-1.39721053985
ACH-001957,-1.6285844117500001
