,RTEL1 (51750)
ACH-000427,-0.671330367449
ACH-000433,-0.857125341062
ACH-000436,-0.528946971884
ACH-000444,-0.6985587292569999
ACH-000445,-0.717623939707
ACH-000448,-0.6480639596159999
ACH-000450,-0.37790825431
ACH-000452,-0.675096615341
ACH-000454,-0.6888829753650001
ACH-000458,-0.242770614839
ACH-000459,-0.435490377095
ACH-000460,-0.493463776513
ACH-000461,-0.152211975909
ACH-000463,-0.600645949132
ACH-000464,-0.31611538315000004
ACH-000466,-0.565878703369
ACH-000467,-0.413757899006
ACH-000468,-0.620688670315
ACH-000469,-1.03555916042
ACH-000470,-0.45212992262400004
ACH-000471,-0.6145015951739999
ACH-000472,-0.376184320071
ACH-000473,-0.692289716552
ACH-000475,-0.24026965074
ACH-000476,-0.645847040995
ACH-000477,-0.51489771187
ACH-000480,-0.6166155141690001
ACH-000481,-0.6434916568819999
ACH-000483,-0.7740028337479999
ACH-000484,-0.8318491153350001
ACH-000485,-0.614735631963
ACH-000486,-0.558798833617
ACH-000487,-0.502822926669
ACH-000488,-0.5353323421739999
ACH-000490,-0.531089888644
ACH-000491,-0.24926050611499997
ACH-000495,-0.806745457945
ACH-000496,-0.373019156472
ACH-000499,-0.632054188552
ACH-000500,-0.8217511886750001
ACH-000502,-0.48736715845899997
ACH-000503,-0.131886991758
ACH-000505,-0.43527632316299997
ACH-000507,-0.30635041432599996
ACH-000510,-0.789347489824
ACH-000511,-0.8319105713160001
ACH-000512,-0.781281323147
ACH-000516,-0.626077538508
ACH-000517,-0.6514060197029999
ACH-000518,-0.622496764868
ACH-000520,-1.00223379805
ACH-000521,-0.55232123406
ACH-000522,-0.636564769434
ACH-000524,-0.657847613932
ACH-000527,-0.550619586229
ACH-000528,-0.427810754872
ACH-000537,-0.804996665798
ACH-000541,-0.10678244668400001
ACH-000542,-0.49633210915299997
ACH-000544,-0.635708400537
ACH-000545,-0.37276392596999997
ACH-000547,-0.287781960006
ACH-000548,-0.24524500382
ACH-000549,-0.166223189242
ACH-000550,-0.754115776426
ACH-000552,-0.609114099597
ACH-000556,-0.897161324438
ACH-000557,-0.17478157185899998
ACH-000570,-0.302726462348
ACH-000571,-0.484061911405
ACH-000573,-0.27576637703400003
ACH-000576,-0.319811709907
ACH-000580,-0.5471171428589999
ACH-000584,-0.624543447429
ACH-000585,-0.650218153742
ACH-000588,-0.42958068016199996
ACH-000589,-0.7933942049789999
ACH-000591,-0.536507559755
ACH-000593,-0.413115198348
ACH-000600,-0.343890031396
ACH-000601,-0.569541690787
ACH-000604,-0.529204754201
ACH-000605,-0.5261180674729999
ACH-000606,-0.685271835871
ACH-000608,-0.9270333793359999
ACH-000614,-0.427489606146
ACH-000616,-0.9008275108920001
ACH-000618,-0.5482637425060001
ACH-000619,-0.486381502067
ACH-000620,-0.212833074485
ACH-000621,-0.6727007023289999
ACH-000622,-0.757106120674
ACH-000623,-0.59974938625
ACH-000624,-0.676191111276
ACH-000627,-0.597527634512
ACH-000630,-0.327064017145
ACH-000632,-0.298166156051
ACH-000633,-0.700179279693
ACH-000637,-0.227260961859
ACH-000638,-0.42222514010799994
ACH-000646,-0.508651945525
ACH-000647,-0.172082591011
ACH-000648,-0.650654466699
ACH-000649,-0.755365538578
ACH-000651,-0.42367151921999996
ACH-000652,-0.474023862679
ACH-000653,-0.405132320419
ACH-000657,-0.64741682767
ACH-000658,-0.304867766393
ACH-000661,-0.43564831763499995
ACH-000662,-0.7271893022560001
ACH-000663,-0.627244860854
ACH-000665,-0.6153437697559999
ACH-000671,-0.49709543914300003
ACH-000673,-0.5280698233560001
ACH-000676,-0.479759818983
ACH-000677,-0.627535834775
ACH-000681,-0.390621357286
ACH-000682,-0.529364250525
ACH-000683,-0.5312470324
ACH-000684,-0.677103782335
ACH-000688,-0.614387836141
ACH-000693,-0.584016322337
ACH-000694,-0.6303526536649999
ACH-000695,-0.337869373369
ACH-000696,-0.595803458408
ACH-000697,-0.395261526427
ACH-000699,-0.519868891115
ACH-000701,-0.739906785494
ACH-000706,-0.168013018549
ACH-000711,-0.40744180518399997
ACH-000713,-0.653922328926
ACH-000714,-0.360868975428
ACH-000718,-0.488785342864
ACH-000720,-0.620008407781
ACH-000721,-0.5655476098059999
ACH-000724,-0.6376332309749999
ACH-000725,-0.384663316749
ACH-000732,-0.798213173826
ACH-000734,-0.245090046911
ACH-000735,-0.766939270562
ACH-000736,-0.894672554612
ACH-000738,-0.612398296993
ACH-000746,-0.303896471641
ACH-000747,-0.43536887453199996
ACH-000748,-0.989630433822
ACH-000753,-0.409884300295
ACH-000756,-0.842425404989
ACH-000757,-0.470261491607
ACH-000758,-1.01664004582
ACH-000760,-0.292152729548
ACH-000763,-0.427974962535
ACH-000764,-0.599510767073
ACH-000765,-0.361560723347
ACH-000766,-1.1293613556200002
ACH-000767,-0.508917348238
ACH-000768,-0.385133929692
ACH-000769,-0.44517086957199997
ACH-000770,-0.6026600316290001
ACH-000771,-0.577361570483
ACH-000773,-0.53576068519
ACH-000776,-0.441746044403
ACH-000777,-0.624508880013
ACH-000778,-0.808635275116
ACH-000781,-0.452470529021
ACH-000782,-0.565492188568
ACH-000783,-0.664835263406
ACH-000784,-0.316068572152
ACH-000785,-0.34541476688199996
ACH-000787,-0.8265190617739999
ACH-000788,-0.702850954967
ACH-000791,-0.494225062908
ACH-000792,-0.49810438072400004
ACH-000794,-0.586380723255
ACH-000796,-0.775366012472
ACH-000799,-0.5590431705910001
ACH-000800,-0.540798068425
ACH-000802,-0.620684072451
ACH-000804,-0.5031675039060001
ACH-000805,-0.247886122711
ACH-000809,-0.533050829317
ACH-000810,-0.7264294659909999
ACH-000811,-0.517398055276
ACH-000817,-0.46946671417900004
ACH-000819,-0.586413929731
ACH-000820,-0.41426558757700005
ACH-000821,-0.401702702462
ACH-000822,-0.423581854636
ACH-000823,-0.574962749487
ACH-000824,-0.470450452451
ACH-000827,-0.35058462935
ACH-000829,-0.533073471573
ACH-000831,-0.5619958603809999
ACH-000832,-0.526649167989
ACH-000833,-0.5964747075119999
ACH-000834,-0.637639201253
ACH-000835,-0.616357162139
ACH-000836,-0.5548953859920001
ACH-000837,-0.603812634423
ACH-000838,-0.276171186694
ACH-000839,-0.9036654461920001
ACH-000840,-0.915848696346
ACH-000841,-0.614740817002
ACH-000843,-0.524591492016
ACH-000846,-0.43405683473300005
ACH-000847,-0.574581748506
ACH-000848,-0.174591147871
ACH-000849,-0.218890221229
ACH-000851,-0.674317867346
ACH-000855,-0.393344327178
ACH-000856,-1.0
ACH-000858,-0.579346816699
ACH-000859,-0.658887679353
ACH-000861,-0.566018025488
ACH-000862,-0.37545224812899997
ACH-000865,-0.23899657111900002
ACH-000866,-0.43541639827399997
ACH-000867,-0.53951014949
ACH-000869,-0.801151760364
ACH-000872,-0.656329746777
ACH-000873,-0.211417639687
ACH-000876,-0.513864871948
ACH-000878,-1.03426497748
ACH-000880,-0.540102028099
ACH-000881,-0.378185700669
ACH-000882,-0.432469994961
ACH-000884,-0.229028339561
ACH-000885,-0.36029122144000003
ACH-000887,-0.48533170875299997
ACH-000888,-0.277991801518
ACH-000889,-0.29114333402
ACH-000890,-0.290157698606
ACH-000896,-0.46880944687299997
ACH-000898,-0.539826489451
ACH-000900,-0.508341701056
ACH-000901,-0.708793368781
ACH-000905,-0.510917546822
ACH-000906,-0.6649831465389999
ACH-000907,-0.9621920742100001
ACH-000910,-0.48055728461999997
ACH-000911,-0.533380639445
ACH-000912,-0.8160134530769999
ACH-000913,-0.7395096653030001
ACH-000915,-0.410037130998
ACH-000916,-0.144515602977
ACH-000917,-0.7665326842229999
ACH-000921,-0.727420831039
ACH-000924,-0.36035869041699997
ACH-000926,-0.466310719497
ACH-000928,-0.73504609962
ACH-000929,-0.634799308722
ACH-000932,-0.301107739471
ACH-000935,-0.507838767583
ACH-000936,-0.559877362238
ACH-000937,-0.610090985515
ACH-000938,-0.686039695448
ACH-000939,-0.532821620832
ACH-000941,-0.41474779588699995
ACH-000943,-0.299286685887
ACH-000946,-0.535542950351
ACH-000947,-0.622764560161
ACH-000948,-0.223139980622
ACH-000950,-0.8195852378820001
ACH-000953,-0.8042879087010001
ACH-000957,-0.544258755552
ACH-000958,-0.461239059576
ACH-000960,-0.851631580103
ACH-000963,-0.713383794519
ACH-000968,-0.172087646765
ACH-000969,-0.10185706508600001
ACH-000973,-0.5341961905579999
ACH-000974,-0.610848302888
ACH-000975,-0.5797285025
ACH-000976,-0.5702477916359999
ACH-000978,-0.10547500521400001
ACH-000980,-0.6908382654790001
ACH-000984,-0.670505251992
ACH-000986,-0.536255449829
ACH-000988,-0.429539612858
ACH-000993,-0.7386913387340001
ACH-000994,-0.42060914225400003
ACH-000996,-0.672921887949
ACH-001001,-0.428434293661
ACH-001020,-0.934881188662
ACH-001028,-0.851469843561
ACH-001031,-0.540232068637
ACH-001038,-0.806581468198
ACH-001048,-0.327134077889
ACH-001050,-0.616648327394
ACH-001053,-0.44709266737400005
ACH-001054,-0.732478912122
ACH-001061,-0.15646288031400002
ACH-001067,-0.487317153742
ACH-001075,-0.690456125783
ACH-001096,-0.7963674314779999
ACH-001128,-0.891285143098
ACH-001134,-0.749464365679
ACH-001151,-0.696479507915
ACH-001163,-0.641213222677
ACH-001164,-0.57786012144
ACH-001173,-0.417463606988
ACH-001183,-0.771666205165
ACH-001184,-0.6468550690020001
ACH-001190,-0.301903581902
ACH-001192,-0.991517561941
ACH-001193,-0.45754734838399996
ACH-001196,-0.565719315621
ACH-001197,-0.702790901048
ACH-001205,-0.6159152101250001
ACH-001211,-0.7377061140279999
ACH-001212,-0.42965551988999995
ACH-001228,-0.233078267887
ACH-001232,-0.417075052998
ACH-001239,-0.7405123838240001
ACH-001274,-0.49683688245700003
ACH-001275,-0.757425999358
ACH-001277,-0.749509523713
ACH-001278,-0.6406313672899999
ACH-001280,-0.6850061108930001
ACH-001283,-0.657944085899
ACH-001289,-0.48171689830200004
ACH-001295,-0.485646798673
ACH-001300,-0.6765905740729999
ACH-001301,-0.400096154648
ACH-001302,-0.7016670859999999
ACH-001303,-1.40521125375
ACH-001306,-0.40010912275399996
ACH-001318,-0.668349663351
ACH-001322,-0.757355193451
ACH-001328,-0.256715397759
ACH-001332,-0.42176126674500003
ACH-001333,-0.522950831336
ACH-001336,-0.487233341068
ACH-001340,-0.5943315715559999
ACH-001346,-0.563350290441
ACH-001353,-1.0812758216399998
ACH-001354,-0.439329669541
ACH-001367,-0.449899555018
ACH-001368,-0.7750714258600001
ACH-001374,-0.666994113481
ACH-001375,-0.632682015212
ACH-001377,-0.748788614416
ACH-001380,-0.458290628913
ACH-001391,-0.7665568188390001
ACH-001407,-0.606072867988
ACH-001408,-0.557600107683
ACH-001413,-0.53062166041
ACH-001430,-0.379588548016
ACH-001431,-0.674781798549
ACH-001450,-0.509441731514
ACH-001496,-0.89534383028
ACH-001500,-0.405478493846
ACH-001521,-0.416891647209
ACH-001523,-0.261346935881
ACH-001532,-0.681723767596
ACH-001536,-0.751607920239
ACH-001550,-0.585270602399
ACH-001552,-0.515503112851
ACH-001554,-0.650702172137
ACH-001645,-0.536642560157
ACH-001654,-0.8689100774169999
ACH-001715,-1.11968929641
ACH-001735,-0.6877623654870001
ACH-001736,-0.937903754032
ACH-001737,-0.0267626259125
ACH-001740,-0.641321952812
ACH-001745,-0.646220068103
ACH-001750,-0.43403018395900006
ACH-001765,-0.684579910373
ACH-001956,-1.21586547075
ACH-001957,-1.00725847519
