,OSBP2 (23762)
ACH-000004,0.0328316449874
ACH-000007,-0.05467739642609999
ACH-000009,-0.0436820235245
ACH-000011,-0.10449411257300001
ACH-000012,-0.014009951030800001
ACH-000013,-0.10886448999600001
ACH-000014,-0.000618292552795
ACH-000015,-0.256911801924
ACH-000017,-0.112070453966
ACH-000018,-0.0853386584358
ACH-000019,-0.211354809472
ACH-000021,0.0268198728816
ACH-000022,-0.130104273652
ACH-000025,-0.17560919841400002
ACH-000028,-0.07201322666610001
ACH-000030,-0.04684840311459999
ACH-000035,-0.0795834021689
ACH-000036,-0.0970908441595
ACH-000037,0.09984864908980001
ACH-000039,0.0953998632116
ACH-000040,-0.08636075336389999
ACH-000041,-0.017640000592599996
ACH-000042,-0.255307429171
ACH-000045,-0.00822431027342
ACH-000047,-0.0992801276299
ACH-000052,-0.0658077537783
ACH-000053,0.059484761587500004
ACH-000054,0.0733105426395
ACH-000055,0.250422139527
ACH-000060,-0.004622247145229999
ACH-000067,0.0008473074108300001
ACH-000070,0.062069295008699996
ACH-000075,-0.19968692628899998
ACH-000078,0.14297020412699998
ACH-000082,-0.0373948170252
ACH-000085,-0.0064736363137099994
ACH-000086,0.232906330556
ACH-000087,0.018129985505099998
ACH-000092,-0.096950377364
ACH-000095,0.09677628444189999
ACH-000097,-0.07715687921639999
ACH-000098,-0.053549767644400004
ACH-000099,0.0293871554361
ACH-000108,0.146621852954
ACH-000113,-0.108155509637
ACH-000115,0.167764033966
ACH-000116,0.00914820920339
ACH-000118,-0.0326411443271
ACH-000120,-0.0028431358872499997
ACH-000123,0.104359930074
ACH-000127,0.102747818403
ACH-000128,0.0848355299398
ACH-000132,-0.0102723979481
ACH-000133,-0.17080517166200002
ACH-000137,-0.243235761054
ACH-000138,0.192916101891
ACH-000142,0.0797213433151
ACH-000143,-0.0594584612608
ACH-000146,0.19231234779399997
ACH-000148,-0.0112706657509
ACH-000150,-0.0219645822443
ACH-000152,0.051440573263800006
ACH-000153,0.0915482078431
ACH-000159,0.12066729075200001
ACH-000160,-0.09146583207180001
ACH-000163,-0.106010292749
ACH-000167,0.17222990970199997
ACH-000168,0.211033500969
ACH-000169,-0.15086359423100001
ACH-000178,0.0502384795352
ACH-000182,-0.0341945836399
ACH-000183,-0.28890245275299997
ACH-000188,-0.0207211466587
ACH-000189,0.0297130477452
ACH-000190,-0.144513774364
ACH-000198,-0.0517823008823
ACH-000204,0.155291333071
ACH-000206,0.0991331723911
ACH-000207,0.0878510016667
ACH-000211,-0.0433599669357
ACH-000215,-0.035359939494
ACH-000221,-0.28222156023
ACH-000222,0.131346199695
ACH-000223,0.026367853144200003
ACH-000226,0.117526903711
ACH-000227,0.16847679378
ACH-000228,0.052857239989
ACH-000231,0.06621534878219999
ACH-000232,-0.154258388651
ACH-000233,0.0771091985097
ACH-000234,-0.0228400094646
ACH-000235,0.127462640264
ACH-000237,0.09497523242210001
ACH-000238,-0.0866409681538
ACH-000243,-0.0487498544098
ACH-000244,0.18540333033700002
ACH-000246,0.142997511646
ACH-000248,0.0331360346479
ACH-000250,0.030131826378700002
ACH-000251,0.129211276983
ACH-000253,-0.00270908798747
ACH-000255,-0.18076738022100003
ACH-000256,-0.181076064051
ACH-000257,0.18824961302700002
ACH-000258,-0.198611868208
ACH-000259,-0.05654291120780001
ACH-000260,-0.0199699563071
ACH-000261,-0.0625487514374
ACH-000262,0.0793107939462
ACH-000263,0.144485917547
ACH-000264,-0.0795495173062
ACH-000265,0.06488660626579999
ACH-000266,0.125091382286
ACH-000272,-0.169876167603
ACH-000273,-0.129683371492
ACH-000274,-0.07368810654749999
ACH-000277,-0.050669080281499995
ACH-000278,-0.1290859691
ACH-000279,-0.07484883324510001
ACH-000280,-0.182362201119
ACH-000281,0.025222467754099996
ACH-000288,-0.10101612648399999
ACH-000291,-0.116255478301
ACH-000293,0.151291942028
ACH-000294,0.193146504095
ACH-000295,-0.118939097068
ACH-000296,-0.10009860165899999
ACH-000302,-0.114446450155
ACH-000304,0.13606166502
ACH-000307,0.08146829919689999
ACH-000308,0.012831937718100001
ACH-000310,0.212415260425
ACH-000311,-0.040842607836
ACH-000312,0.0343714915359
ACH-000315,-0.139397254877
ACH-000316,-0.0008206568030830001
ACH-000317,0.0651184705364
ACH-000318,0.0832097067864
ACH-000319,-0.000828352550001
ACH-000320,3.58989522285e-06
ACH-000322,0.044456844372199995
ACH-000323,-0.150542422115
ACH-000324,0.0476296877332
ACH-000329,-0.00552262711045
ACH-000330,0.0533790949149
ACH-000331,0.0711252421628
ACH-000332,-0.0276198067637
ACH-000334,-0.043392441754
ACH-000335,0.19059302584499999
ACH-000336,0.0371333591383
ACH-000337,-0.23514649569
ACH-000339,0.0114824926756
ACH-000341,-0.05950381807030001
ACH-000348,0.00109989353455
ACH-000350,0.14323032273800002
ACH-000352,-0.07109495618339999
ACH-000356,-0.36151051733499995
ACH-000361,0.157535740738
ACH-000362,0.0949928837845
ACH-000363,-0.0887366390382
ACH-000364,0.058518841664
ACH-000365,-0.0979068023618
ACH-000366,0.00669073001501
ACH-000368,-0.19708957521499998
ACH-000374,0.19275452855500003
ACH-000375,-0.0966248455457
ACH-000376,0.00456644817647
ACH-000381,0.0486066813624
ACH-000383,-0.0891781695809
ACH-000387,-0.041903720557499996
ACH-000389,0.0767146618817
ACH-000390,0.00529505079379
ACH-000393,-0.16272119535399998
ACH-000395,0.0938456294767
ACH-000397,-0.113127305817
ACH-000401,-0.0902784496967
ACH-000402,-0.42981329840899996
ACH-000403,-0.0505969979144
ACH-000404,-0.11960164276900001
ACH-000406,-0.018267897255599998
ACH-000407,0.018413086778099996
ACH-000408,-0.340720775976
ACH-000410,-0.0326193711278
ACH-000411,0.214714571201
ACH-000414,0.0684092570593
ACH-000415,-0.11446582261
ACH-000416,-0.06546079743819999
ACH-000420,-0.024710826099400004
ACH-000421,-0.246913126043
ACH-000424,0.023786862934599997
ACH-000425,-0.0693348167435
ACH-000426,0.26899010362799997
ACH-000427,-0.33605477037
ACH-000433,0.00889614679506
ACH-000436,-0.035000654023000004
ACH-000444,-0.026658363135799997
ACH-000445,0.0980738810657
ACH-000448,0.03502524486980001
ACH-000450,0.133312584179
ACH-000452,-0.0317876312736
ACH-000454,-0.0572551041339
ACH-000458,-0.15769703429
ACH-000459,-0.0860419813064
ACH-000460,0.0703303536351
ACH-000461,-0.169987508709
ACH-000463,0.0658505416569
ACH-000464,-0.0844450589542
ACH-000466,-0.206298397958
ACH-000467,-0.119622097428
ACH-000468,-0.147338614367
ACH-000469,-0.118500726415
ACH-000470,-0.044241600273000004
ACH-000471,-0.09169011312610001
ACH-000472,-0.07205119495569999
ACH-000473,-0.051639941979300004
ACH-000475,-0.0822101931387
ACH-000476,-0.05884771812419999
ACH-000477,0.12873873007099998
ACH-000480,-0.10840881004200001
ACH-000481,0.0039597437711
ACH-000483,-0.103719733037
ACH-000484,0.00197084810599
ACH-000485,-0.0790627396138
ACH-000486,-0.221660382201
ACH-000487,0.0272522956123
ACH-000488,-0.128627395557
ACH-000490,-0.0519601768741
ACH-000491,-0.0101628150524
ACH-000495,0.30104496594
ACH-000496,0.245078024595
ACH-000499,-0.22111415863699999
ACH-000500,-0.07213109320899999
ACH-000502,0.00798494162393
ACH-000503,0.0045880483523699995
ACH-000505,-0.01001907722
ACH-000507,-0.109916304223
ACH-000510,-0.0886954515471
ACH-000511,-0.0322516923247
