,STAG3 (10734)
ACH-000004,-0.007369537142439999
ACH-000007,-0.135518578399
ACH-000009,0.04962669927109999
ACH-000011,0.028165916383500002
ACH-000012,-0.0762796623977
ACH-000013,0.0138215766222
ACH-000014,-0.11611935518899999
ACH-000015,-0.0027952519006500002
ACH-000017,-0.12067900460200001
ACH-000018,-0.22860905463199999
ACH-000019,-0.08292364123399999
ACH-000021,-0.21081089173099998
ACH-000022,-0.176446958172
ACH-000025,-0.126395245929
ACH-000028,-0.049691791588
ACH-000030,0.026498155364099996
ACH-000035,-0.059264125894099996
ACH-000036,-0.183010680324
ACH-000037,-0.00251595051995
ACH-000039,0.123776471885
ACH-000040,-0.080384203216
ACH-000041,0.0195796330616
ACH-000042,0.0372791887734
ACH-000045,-0.09251674374430001
ACH-000047,-0.0075807804372
ACH-000052,-0.572004846148
ACH-000053,-0.0396544683272
ACH-000054,0.0211068848637
ACH-000055,0.09012691545089999
ACH-000060,-0.0933401030406
ACH-000067,-0.09853542709339999
ACH-000070,-0.014423157490299997
ACH-000075,-0.013586868563099999
ACH-000078,-0.012805527204
ACH-000082,0.04240528795680001
ACH-000085,-0.0216443288769
ACH-000086,0.08833034179610001
ACH-000087,-0.094233215525
ACH-000092,0.0797706667504
ACH-000095,-0.0583059226855
ACH-000097,-0.0222540315724
ACH-000098,-0.134323750228
ACH-000099,0.00291473908032
ACH-000108,0.048179566207
ACH-000113,0.0633432791151
ACH-000115,-0.0837126415879
ACH-000116,-0.0133581886421
ACH-000118,-0.0246969479666
ACH-000120,-0.0632427547445
ACH-000123,0.067488420316
ACH-000127,-0.0474275604607
ACH-000128,-0.0628453582816
ACH-000132,0.018112459024
ACH-000133,-0.0315352959617
ACH-000137,-0.09587487362060002
ACH-000138,-0.025443529821
ACH-000142,-0.0883193130497
ACH-000143,0.0139087033957
ACH-000146,0.0107565684898
ACH-000148,0.156900795713
ACH-000150,0.0702797628962
ACH-000152,-0.109039406888
ACH-000153,-0.154428543911
ACH-000159,0.0248064088666
ACH-000160,-0.288519912602
