,AHSA2 (130872)
ACH-000004,-0.0904846648473
ACH-000007,-0.059607552316800004
ACH-000009,-0.264384533583
ACH-000011,-0.115976197055
ACH-000012,-0.38480242261
ACH-000013,-0.0952171964282
ACH-000014,-0.26224293884100003
ACH-000015,0.018583348472
ACH-000017,-0.040496033575
ACH-000018,-0.21637417345100002
ACH-000019,0.038680689874300005
ACH-000021,-0.23454605316500002
ACH-000022,-0.019671757365400003
ACH-000025,-0.183680046336
ACH-000028,-0.325501279717
ACH-000030,-0.35186735200900005
ACH-000035,-0.10507015708999999
ACH-000036,-0.221951871536
ACH-000037,-0.406551748367
ACH-000039,-0.121456362334
ACH-000040,-0.00562496921531
ACH-000041,-0.126211869947
ACH-000042,-0.304090976474
ACH-000045,-0.101268707062
ACH-000047,-0.214462539005
ACH-000052,-0.09409338996160001
ACH-000053,-0.210425921234
ACH-000054,-0.10729075962099999
ACH-000055,-0.17177727428800002
ACH-000060,-0.126199022057
ACH-000067,-0.264929343506
ACH-000070,-0.00957351779066
ACH-000075,-0.08599778427819998
ACH-000078,-0.399625124648
ACH-000082,-0.0989890834437
ACH-000085,-0.0179341361887
ACH-000086,-0.218672371413
ACH-000087,-0.19660445517099998
ACH-000092,-0.381421095668
ACH-000095,-0.17742926617600002
ACH-000097,-0.0232809999493
ACH-000098,-0.0376610840993
ACH-000099,-0.349948548935
ACH-000108,-0.341994873283
ACH-000113,-0.17107362550799998
ACH-000115,-0.00238767581492
ACH-000116,-0.232863125137
ACH-000118,-0.23280293801399998
ACH-000120,-0.19095752758600001
ACH-000123,-0.450036581163
ACH-000127,-0.179200200644
ACH-000128,-0.17882538882
ACH-000132,-0.334335900773
ACH-000133,-0.25117990707800003
ACH-000137,-0.0493534077955
ACH-000138,-0.40093697152400004
ACH-000142,-0.314797859694
ACH-000143,-0.121500163141
ACH-000146,-0.142932968361
ACH-000148,-0.17528535342300003
ACH-000150,0.0213610512547
ACH-000152,-0.037598134835
ACH-000153,-0.012287946560500002
ACH-000159,-0.107216442026
ACH-000160,-0.393087671854
ACH-000163,-0.296079488124
ACH-000167,-0.240775489945
ACH-000168,-0.233996912173
ACH-000169,-0.11356751744999999
ACH-000178,-0.184797567677
ACH-000182,0.013130110730700001
ACH-000183,-0.338760873879
ACH-000188,-0.146261595258
ACH-000189,-0.324634512363
ACH-000190,-0.326609961455
ACH-000198,-0.261855701965
ACH-000204,-0.36969106937299995
ACH-000206,-0.0694578966352
ACH-000207,-0.276341371641
ACH-000211,-0.14479315809499999
ACH-000215,-0.13910273985899999
ACH-000221,-0.112957619263
ACH-000222,-0.188416414126
ACH-000223,-0.323203514154
ACH-000226,-0.13311392587
ACH-000227,-0.0513292376047
ACH-000228,-0.0340808053252
ACH-000231,-0.04382432357319999
ACH-000232,-0.164794041412
ACH-000233,0.00428533715995
ACH-000234,-0.0466405633244
ACH-000235,-0.155849071416
ACH-000237,-0.135579285785
ACH-000238,-0.28743392579599997
ACH-000243,-0.301683019307
ACH-000244,0.046700550481599996
ACH-000246,-0.14700357931500002
ACH-000248,0.0640518588793
ACH-000250,-0.10821767640900001
ACH-000251,-0.0677227374087
ACH-000253,-0.0576483157785
ACH-000255,-0.0491010937257
ACH-000256,-0.111201524689
ACH-000257,-0.129194684795
ACH-000258,-0.279911059761
ACH-000259,-0.210007911917
ACH-000260,-0.19195046131700003
ACH-000261,-0.12548686471599999
ACH-000262,-0.20873854767900002
ACH-000263,-0.24384351690699999
ACH-000264,-0.262822673717
ACH-000265,-0.18455260998599998
ACH-000266,-0.195375552718
ACH-000272,-0.393042756781
ACH-000273,-0.070455172096
ACH-000274,-0.203940157669
ACH-000277,-0.151262138736
ACH-000278,-0.124426900822
ACH-000279,-0.135049714432
ACH-000280,-0.12716753035199999
ACH-000281,-0.0867563934059
ACH-000288,-0.280295214062
ACH-000291,-0.29913744851
ACH-000293,-0.365408189809
ACH-000294,-0.051669626969
ACH-000295,-0.133227555303
ACH-000296,-0.22897581232500003
ACH-000302,-0.057646873254
ACH-000304,-0.125561618245
ACH-000307,-0.11144724310999998
ACH-000308,-0.161266094708
ACH-000310,-0.198727493708
ACH-000311,-0.518055536633
ACH-000312,-0.23049401755600002
ACH-000315,-0.12314492821100001
ACH-000316,0.07639929373439999
ACH-000317,-0.30336226523800003
ACH-000318,-0.34023995515199995
ACH-000319,-0.00126289418949
ACH-000320,-0.386323696949
ACH-000322,-0.154634743897
ACH-000323,-0.14991029775800002
ACH-000324,-0.253563552964
ACH-000329,-0.170146866657
ACH-000330,-0.237216965815
ACH-000331,-0.0885341936671
ACH-000332,-0.232377914781
ACH-000334,-0.321950578898
ACH-000335,-0.0156159649224
ACH-000336,-0.295197217023
ACH-000337,0.055066874539400006
ACH-000339,-0.194034454426
ACH-000341,0.05781134683209999
ACH-000348,-0.144538096648
ACH-000350,-0.11958545955600001
ACH-000352,-0.13379406147700001
ACH-000356,-0.189764986583
ACH-000361,-0.404155436183
ACH-000362,-0.267247387061
ACH-000363,-0.143511080226
ACH-000364,0.0009742240713910001
ACH-000365,-0.13916057121099998
ACH-000366,-0.199034267874
ACH-000368,-0.42808266142800006
ACH-000374,-0.194542998404
ACH-000375,-0.31495774337
ACH-000376,-0.222932470018
ACH-000381,-0.202442074407
ACH-000383,-0.0900728589137
ACH-000387,-0.182574470978
ACH-000389,-0.052341541244800005
ACH-000390,-0.261139948341
ACH-000393,-0.273936604556
ACH-000395,-0.238254815927
ACH-000397,-0.108198467418
ACH-000401,-0.0478863832869
ACH-000402,-0.0585589813233
ACH-000403,-0.126746831718
ACH-000404,-0.44925805609700004
ACH-000406,-0.130814414503
ACH-000407,-0.413934200175
ACH-000408,-0.0747419146474
ACH-000410,-0.0849304515467
ACH-000411,-0.233888928519
ACH-000414,-0.177868963792
ACH-000415,-0.176110728755
ACH-000416,-0.060187355366400005
ACH-000420,-0.0102209443839
ACH-000421,-0.156322298127
ACH-000424,-0.28533441514400004
ACH-000425,-0.00475631611005
ACH-000426,-0.07006454625910001
ACH-000427,0.0356033715229
ACH-000433,-0.271283618201
ACH-000436,-0.14034680284
ACH-000444,0.0285734329589
ACH-000445,-0.36347953267800004
ACH-000448,-0.287290638709
ACH-000450,0.0209545286555
ACH-000452,-0.10183853845100001
ACH-000454,-0.430990976215
ACH-000458,0.0244185978534
ACH-000459,-0.132115029006
ACH-000460,-0.28813525446800003
ACH-000461,-0.24546606467300003
ACH-000463,-0.15164160132500001
ACH-000464,-0.44352434653399997
ACH-000466,-0.117809031278
ACH-000467,-0.313219680788
ACH-000468,0.0357830803435
ACH-000469,0.11584988185100001
ACH-000470,-0.0005649804694580001
ACH-000471,-0.21492244865899998
ACH-000472,-0.218565928042
ACH-000473,-0.183568445978
ACH-000475,-0.180198227219
ACH-000476,-0.106806025177
ACH-000477,0.010474498159299999
ACH-000480,-0.39512544801
ACH-000481,-0.176610154833
ACH-000483,-0.110028227405
ACH-000484,0.15967968223600001
ACH-000485,0.0131165635784
ACH-000486,-0.331550723211
ACH-000487,-0.241036408546
ACH-000488,-0.11704977464500001
ACH-000490,-0.153960579756
ACH-000491,-0.171735106307
ACH-000495,-0.290795568971
ACH-000496,-0.213840223583
ACH-000499,-0.44757563563
ACH-000500,-0.330347230127
ACH-000502,-0.354193767975
ACH-000503,-0.155386043044
ACH-000505,-0.11542688757000001
ACH-000507,-0.110131354373
ACH-000510,-0.13433445781099998
ACH-000511,-0.16450760372099998
ACH-000512,-0.0422545864411
ACH-000516,0.0333770860791
ACH-000517,-0.0616784918965
ACH-000518,-0.125087851211
ACH-000520,-0.18098017066599997
ACH-000521,-0.34400108143700003
ACH-000522,-0.138407149845
ACH-000524,-0.241550255639
ACH-000527,-0.149443881742
ACH-000528,-0.258325104626
ACH-000537,-0.07402958610100001
ACH-000541,0.11468306204399999
ACH-000542,-0.300716045898
ACH-000544,-0.240815163719
ACH-000545,-0.13205735033
ACH-000547,-0.20662930073
ACH-000548,-0.21658569276599998
ACH-000549,-0.0443140449486
ACH-000550,-0.127174310866
ACH-000552,-0.13570532414300002
ACH-000556,-0.148281627851
ACH-000557,-0.00811218744398
ACH-000570,-0.0505261149973
