,PLD1 (5337)
ACH-000004,-0.1811552275
ACH-000007,-0.045377975607
ACH-000009,-0.13100442641899998
ACH-000011,-0.08976298060969999
ACH-000012,-0.193374939252
ACH-000013,-0.155635492272
ACH-000014,-0.138649693216
ACH-000015,-0.09903164855310001
ACH-000017,-0.048635233745099996
ACH-000018,-0.222263155257
ACH-000019,-0.35412273744499995
ACH-000021,-0.129644068191
ACH-000022,0.0276230402716
ACH-000025,-0.408158819382
ACH-000028,-0.205782505227
ACH-000030,-0.11799637648900001
ACH-000035,-0.19317625542
ACH-000036,-0.175413775739
ACH-000037,0.19712249608100002
ACH-000039,-0.264143450607
ACH-000040,-0.164205271884
ACH-000041,0.0683568091381
ACH-000042,-0.276220951591
ACH-000045,-0.11751347319800001
ACH-000047,-0.150500407553
ACH-000052,-0.0819786375675
ACH-000053,-0.187491905702
ACH-000054,0.00240437192902
ACH-000055,-0.14998781659399998
ACH-000060,-0.20141316386
ACH-000067,-0.0857403392321
ACH-000070,-0.264132307036
ACH-000075,-0.0742630412013
ACH-000078,-0.140595941645
ACH-000082,0.00647906442151
ACH-000085,-0.046683611747900006
ACH-000086,-0.027836992914200002
ACH-000087,0.0992575248371
ACH-000092,-0.133138213834
ACH-000095,0.0396811901799
ACH-000097,-0.021598717029400003
ACH-000098,-0.053951189134900004
ACH-000099,-0.023872905877
ACH-000108,-0.147111516314
ACH-000113,-0.25394664753
ACH-000115,0.28457932008000003
ACH-000116,-0.171522543609
ACH-000118,-0.141389987628
ACH-000120,-0.0188221750645
ACH-000123,-0.028307833969099996
ACH-000127,-0.0506860036974
ACH-000128,-0.397567794024
ACH-000132,-0.06887624977489999
ACH-000133,-0.10367987343900001
ACH-000137,-0.18002258276500002
ACH-000138,-0.251162170252
ACH-000142,-0.217266887847
ACH-000143,0.0277683917113
ACH-000146,-0.211422229399
ACH-000148,-0.0400542752063
ACH-000150,-0.024352519665599995
ACH-000152,-0.0882364587112
ACH-000153,-0.153808928095
ACH-000159,-0.12366143275800001
ACH-000160,-0.14873303074000002
ACH-000163,-0.0898248824134
ACH-000167,-0.11777587292300001
ACH-000168,-0.157399511345
ACH-000169,-0.277875454681
ACH-000178,-0.0410764160281
ACH-000182,-0.131499095021
ACH-000183,-0.16733499345
ACH-000188,-0.21916677953299998
ACH-000189,-0.033908030739
ACH-000190,-0.264141054231
ACH-000198,-0.225965645383
ACH-000204,0.05136241617719999
ACH-000206,0.0100637991022
ACH-000207,-0.5312014564299999
ACH-000211,-0.120829071402
ACH-000215,-0.111077033455
ACH-000221,-0.133339797271
ACH-000222,-0.341190464317
ACH-000223,-0.08258622533389999
ACH-000226,-0.0670087459583
ACH-000227,-0.378274526686
ACH-000228,-0.13817795086200002
ACH-000231,-0.166112374382
ACH-000232,-0.14986701640300001
ACH-000233,-0.146770921832
ACH-000234,-0.440995741237
ACH-000235,-0.09310288484200001
ACH-000237,-0.163793142489
ACH-000238,0.14945808056600002
ACH-000243,-0.128482372487
ACH-000244,-0.18004127510499998
ACH-000246,0.030500120441999998
ACH-000248,-0.0722687815745
ACH-000250,-0.0764542465828
ACH-000251,0.0442613672014
ACH-000253,0.019698101848799998
ACH-000255,-0.125343541886
ACH-000256,-0.266616103225
ACH-000257,-0.47669550686800005
ACH-000258,0.173191893645
ACH-000259,-0.193592873704
ACH-000260,-0.0240478529467
ACH-000261,-0.0829490836866
ACH-000262,-0.09094533577130001
ACH-000263,-0.369317763116
ACH-000264,-0.0980312900252
ACH-000265,-0.12119232243599999
ACH-000266,-0.0526857530024
ACH-000272,-0.303369997058
ACH-000273,-0.287882181307
ACH-000274,-0.182489389114
ACH-000277,-0.12380032543099999
ACH-000278,-0.188415235952
ACH-000279,-0.144464597162
ACH-000280,-0.11275440893100001
ACH-000281,-0.026053729688499998
ACH-000288,-0.0347996088865
ACH-000291,-0.14814730395700001
ACH-000293,-0.067395672833
ACH-000294,-0.0649999026593
ACH-000295,-0.186982136859
ACH-000296,-0.17502786193199998
ACH-000302,-0.108071619779
ACH-000304,0.0120241618604
ACH-000307,-0.22446271730099998
ACH-000308,-0.04520483855909999
ACH-000310,-0.09698511227590001
ACH-000311,-0.0764642412165
ACH-000312,-0.0973533983328
ACH-000315,-0.192258058417
ACH-000316,-0.048477824342499996
ACH-000317,0.103308785601
ACH-000318,0.271476364529
ACH-000319,-0.118712954939
ACH-000320,0.066346827344
ACH-000322,-0.240328422899
ACH-000323,-0.15725354880200001
ACH-000324,-0.14465207309
ACH-000329,-0.183322084125
ACH-000330,-0.315806619434
ACH-000331,-0.233204902779
ACH-000332,-0.14405409979
ACH-000334,0.0836611238803
ACH-000335,-0.15817120839999999
ACH-000336,-0.0476897753034
ACH-000337,-0.230758569853
ACH-000339,-0.0983020689329
ACH-000341,0.0438414874747
ACH-000348,-0.10144754791
ACH-000350,-0.24558269848499997
ACH-000352,-0.12777365604399998
ACH-000356,-0.0379206737982
ACH-000361,0.0623122787486
ACH-000362,-0.21395099801
ACH-000363,-0.0438886071997
ACH-000364,0.11719532875999998
ACH-000365,-0.123268935409
ACH-000366,-0.17566229370499997
ACH-000368,-0.12175351888599999
ACH-000374,-0.0322915922651
ACH-000375,-0.048599450814300005
ACH-000376,-0.00907539373117
ACH-000381,-0.279117517299
ACH-000383,-0.141901487452
ACH-000387,-0.34827314563199996
ACH-000389,-0.0351998428928
ACH-000390,-0.11734023586100001
ACH-000393,-0.04929626088380001
ACH-000395,-0.158190719288
ACH-000397,-0.157159184666
ACH-000401,0.00883602757292
ACH-000402,-0.656091329486
ACH-000403,-0.0969473137545
ACH-000404,0.163212560602
ACH-000406,-0.120054902342
ACH-000407,-0.263477613794
ACH-000408,-0.059141034341500004
ACH-000410,-0.180987096358
ACH-000411,-0.08364628231219999
ACH-000414,-0.0992022866982
ACH-000415,-0.209380316208
ACH-000416,-0.157834746319
ACH-000420,-0.18804023126699998
ACH-000421,-0.069914414365
ACH-000424,0.228117747375
ACH-000425,0.0383700208754
ACH-000426,-0.213325458675
ACH-000427,-0.118956437597
ACH-000433,-0.047417368948800005
ACH-000436,-0.16910413812199998
ACH-000444,-0.0792341148602
ACH-000445,-0.147638877308
ACH-000448,0.076613670457
ACH-000450,0.143229034941
ACH-000452,-0.111948919699
ACH-000454,-0.143612082103
ACH-000458,-0.092400904563
ACH-000459,-0.0863817238867
ACH-000460,-0.0350047014201
ACH-000461,-0.157995933195
ACH-000463,-0.0564684607814
ACH-000464,-0.1551501335
ACH-000466,-0.25396926190900004
ACH-000467,0.023051090925500003
ACH-000468,-0.265915637711
ACH-000469,-0.279835290743
ACH-000470,-0.319829758159
ACH-000471,-0.26799658099
ACH-000472,-0.12111770822000001
ACH-000473,-0.0863720011331
ACH-000475,-0.103258416674
ACH-000476,-0.192041910427
ACH-000477,-0.303173205981
ACH-000480,-0.256903208287
ACH-000481,0.20802593654800003
ACH-000483,-0.188307812392
ACH-000484,0.138526013726
ACH-000485,-0.0490347624845
ACH-000486,-0.0881388644611
ACH-000487,-0.20281453856800002
ACH-000488,-0.133454853949
ACH-000490,-0.0952902615341
ACH-000491,0.006050220378920001
ACH-000495,-0.331928953876
ACH-000496,-0.374050329389
ACH-000499,-0.313282149244
ACH-000500,0.41489424166
ACH-000502,-0.10469979105900001
ACH-000503,-0.0330389363297
ACH-000505,-0.00471232814058
ACH-000507,-0.159812994475
ACH-000510,-0.0710941362568
ACH-000511,-0.061937391722599995
ACH-000512,-0.121187854761
ACH-000516,-0.057137578480400006
ACH-000517,-0.174010855447
ACH-000518,0.078926367379
ACH-000520,-0.240035918852
ACH-000521,-0.11561438347000001
ACH-000522,-0.135155758302
ACH-000524,-0.20202956575300002
ACH-000527,-0.0202092385957
ACH-000528,-0.233688691418
ACH-000537,-0.0759831133312
ACH-000541,-0.0355693856472
ACH-000542,-0.170978197167
ACH-000544,-0.11347667130200001
ACH-000545,-0.07148605039610001
ACH-000547,-0.11417512001499999
ACH-000548,-0.040184844394000004
ACH-000549,-0.238776987422
ACH-000550,-0.156315520679
ACH-000552,-0.07630237178589999
ACH-000556,-0.17167531274700001
ACH-000557,-0.08956656553850001
ACH-000570,-0.147402505097
ACH-000571,-0.108211965311
ACH-000573,-0.13861255588
ACH-000576,-0.08035697182689999
ACH-000580,0.0527621971962
ACH-000584,-0.107982566723
ACH-000585,-0.198835920728
ACH-000588,-0.0691714407719
ACH-000589,-0.0109020620166
ACH-000591,-0.409804078148
ACH-000593,-0.36379188076200003
ACH-000600,-0.0287986768158
ACH-000601,-0.128917948369
ACH-000604,0.03927313023719999
ACH-000605,-0.353946043892
ACH-000606,-0.171940304287
ACH-000608,0.00162651351276
ACH-000614,0.028618357541
ACH-000616,-0.0464744503624
ACH-000618,-0.182656203545
ACH-000619,-0.31587200364100004
ACH-000620,-0.107137257946
ACH-000621,-0.103092087972
ACH-000622,-0.298745164613
ACH-000623,-0.210028518274
ACH-000624,-0.00510904364891
ACH-000627,-0.115797212318
ACH-000630,-0.20468261897
ACH-000632,-0.10589613983200001
ACH-000633,-0.18164299261
ACH-000637,0.05389852044269999
ACH-000638,-0.0524408236601
ACH-000646,-0.254245757364
ACH-000647,-0.125433673834
ACH-000648,-0.102667279989
ACH-000649,-0.159743448002
ACH-000651,-0.0790520426831
ACH-000652,0.12765997453199998
ACH-000653,-0.134124163897
ACH-000657,-0.0338240778647
ACH-000658,-0.10430850691600001
ACH-000661,-0.23298209553100002
ACH-000662,-0.5107634136729999
ACH-000663,-0.0362982394269
ACH-000665,-0.173180620207
ACH-000671,-0.158504647555
ACH-000673,-0.0212703960815
ACH-000676,-0.107766214068
ACH-000677,0.00250478097818
ACH-000681,0.06545381904230001
ACH-000682,-0.0010276847797000002
ACH-000683,-0.233696600458
ACH-000684,-0.053511653782099995
ACH-000688,-0.158267049333
ACH-000693,-0.122022551419
ACH-000694,-0.0569577544849
ACH-000695,-0.512025508646
ACH-000696,-0.131000777395
ACH-000697,-0.0107668745812
ACH-000699,-0.11634824978700001
ACH-000701,-0.359500533164
ACH-000706,-0.157527088609
ACH-000711,-0.0377347419634
ACH-000713,-0.351866813468
ACH-000714,-0.0835424759635
ACH-000718,-0.098060267827
ACH-000720,-0.0345001100126
ACH-000721,-0.09593918619169998
ACH-000724,-0.21667864985399998
ACH-000725,-0.142206301866
ACH-000732,0.0533782171004
ACH-000734,0.0906198909415
ACH-000735,-0.112100408074
ACH-000736,-0.146984130194
ACH-000738,-0.0360138586092
ACH-000746,-0.0278762648861
ACH-000747,-0.0951643849134
ACH-000748,-0.138501285644
ACH-000753,-0.054854809737800006
