,BDKRB1 (623)
ACH-000004,0.0751940326642
ACH-000007,0.142625489503
ACH-000009,0.0455038861545
ACH-000011,0.09114086991039999
ACH-000012,0.12785100667899998
ACH-000013,0.041816536573199996
ACH-000014,0.0193369783614
ACH-000015,0.236838052075
ACH-000017,0.119193750798
ACH-000018,-0.0306475089713
ACH-000019,0.019936783383400002
ACH-000021,0.22586955108000004
ACH-000022,0.08294444399069999
ACH-000025,0.0973528726295
ACH-000028,0.056125745711099996
ACH-000030,0.0614986333974
ACH-000035,0.259867145696
ACH-000036,0.262034223435
ACH-000037,0.14907595076
ACH-000039,0.07638546607800001
ACH-000040,0.17405154125
ACH-000041,0.07410979503260001
ACH-000042,0.0498393542105
ACH-000045,0.170070435222
ACH-000047,0.0636637408225
ACH-000052,0.129451406092
ACH-000053,0.141824802579
ACH-000054,-0.09880104718180001
ACH-000055,-0.05414861576780001
ACH-000060,0.0036770522696100002
ACH-000067,0.08657859811270001
ACH-000070,0.22849145512
ACH-000075,-0.0199009878183
ACH-000078,0.132111588015
ACH-000082,0.00523075134572
ACH-000085,0.190886768961
ACH-000086,0.148806137921
ACH-000087,0.17383911580699998
ACH-000092,0.04955859742319999
ACH-000095,0.0997889875098
ACH-000097,0.0805626973568
ACH-000098,0.0629901697198
ACH-000099,0.21538492853799998
ACH-000108,0.19368408253699998
ACH-000113,0.121871995908
ACH-000115,-0.0121441811871
ACH-000116,0.042146122841099996
ACH-000118,-0.00739533486738
ACH-000120,-0.0600793368136
ACH-000123,0.0012307375613499999
ACH-000127,0.044489912490600005
ACH-000128,0.344482639582
ACH-000132,0.178374983328
ACH-000133,0.197047127811
ACH-000137,0.0442457677788
ACH-000138,0.0582582487975
ACH-000142,0.152581887895
ACH-000143,0.013721063001299999
ACH-000146,0.023829796407400003
ACH-000148,0.0394024135359
ACH-000150,0.300279960224
ACH-000152,0.134939025793
ACH-000153,0.028685522946299998
ACH-000159,0.0786063569136
ACH-000160,-0.0598909432096
ACH-000163,0.09342864127080001
ACH-000167,0.235851979461
ACH-000168,-0.150794381508
ACH-000169,0.315440734557
ACH-000178,0.0252688433544
ACH-000182,0.10267892340500001
ACH-000183,0.12320597734000001
ACH-000188,-0.0013197208704
ACH-000189,0.20562447840700002
ACH-000190,0.06389341674480001
ACH-000198,0.121490678583
ACH-000204,0.0487531277365
ACH-000206,0.147216016949
ACH-000207,0.331487639341
ACH-000211,0.0731612881978
ACH-000215,0.143362068083
ACH-000221,-0.017043391138299998
ACH-000222,0.18089999946600002
ACH-000223,0.21506880425
ACH-000226,0.118970439354
ACH-000227,-0.147498493167
ACH-000228,0.148861438008
ACH-000231,0.194401391763
ACH-000232,-0.0229897378744
ACH-000233,0.15126435889
ACH-000234,-0.0286212360036
ACH-000235,0.0914341124935
ACH-000237,0.235081049886
ACH-000238,-0.0376084470798
ACH-000243,0.14408551558399998
ACH-000244,-0.09806283856360001
ACH-000246,0.07953419112150001
ACH-000248,0.310198673508
ACH-000250,0.0681981774831
ACH-000251,0.203736557408
ACH-000253,0.0452338794577
ACH-000255,0.15562833327199999
ACH-000256,0.126501402497
ACH-000257,-0.298016726545
ACH-000258,0.462419901246
ACH-000259,0.06553183654969999
ACH-000260,-0.0143306468944
ACH-000261,0.10188433096300001
ACH-000262,-0.110136679604
ACH-000263,0.084448278212
ACH-000264,0.0281154566752
ACH-000265,0.187372145572
ACH-000266,0.1169217536
ACH-000272,0.23293026082600002
ACH-000273,0.24550381725200002
ACH-000274,0.0947156406838
ACH-000277,0.167201131176
ACH-000278,0.08916384103060002
ACH-000279,0.0707960595117
ACH-000280,0.163436938314
ACH-000281,0.219948954483
ACH-000288,0.0980224264509
ACH-000291,0.154113050649
ACH-000293,0.127706218704
ACH-000294,-0.08233118949469999
ACH-000295,0.389561943159
ACH-000296,-0.0358714092539
ACH-000302,0.15659382877699998
ACH-000304,0.165588085875
ACH-000307,0.06761196854309999
ACH-000308,0.117207561872
ACH-000310,0.0490182629963
ACH-000311,-0.05855592417719999
ACH-000312,0.16083468365
ACH-000315,-0.011883381311999999
ACH-000316,0.09425496583830001
ACH-000317,0.00768445384305
ACH-000318,0.337859816338
ACH-000319,0.09818425209619999
ACH-000320,0.0527588163
ACH-000322,-0.0208707689245
ACH-000323,-0.0485633903933
ACH-000324,0.111054994501
ACH-000329,0.173564586142
