,PPAP2A (8611)
ACH-000004,0.0361977624521
ACH-000007,0.0347999052029
ACH-000009,0.0491417425779
ACH-000011,-0.140202546765
ACH-000012,-0.0309555853823
ACH-000013,0.020849181844
ACH-000014,-0.143839496451
ACH-000015,-0.0657698609459
ACH-000017,-0.014492664173
ACH-000018,0.149827643253
ACH-000019,0.0312967583809
ACH-000021,-0.07624656314730001
ACH-000022,0.0683405658964
ACH-000025,0.149159427294
ACH-000028,-0.0596327916504
ACH-000030,-0.0937143156545
ACH-000035,-0.017908637437900003
ACH-000036,0.10324409541000001
ACH-000037,0.107725395233
ACH-000039,-0.0790596482244
ACH-000040,-0.0699934898516
ACH-000041,-0.236303287612
ACH-000042,0.0200053861984
ACH-000045,0.0570441361221
ACH-000047,0.124063060764
ACH-000052,-0.09258702761219999
ACH-000053,-0.16972386135499998
ACH-000054,-0.044400721019299996
ACH-000055,-0.0100948946921
ACH-000060,-0.0285791771903
ACH-000067,0.0479770113679
ACH-000070,0.011921311297200001
ACH-000075,0.18211293423
ACH-000078,-0.0270223370838
ACH-000082,-0.011601841828
ACH-000085,0.0675246889563
ACH-000086,-0.0835757771814
ACH-000087,0.104094985833
ACH-000092,-0.058439495521300004
ACH-000095,-0.00103264810801
ACH-000097,-0.07049023218610001
ACH-000098,-0.189497969458
ACH-000099,-0.0334615530363
ACH-000108,-0.18631518082600002
ACH-000113,-0.0884294831362
ACH-000115,0.0802160526988
ACH-000116,-0.251408124583
ACH-000118,-0.16194611584899998
ACH-000120,-0.0943891017296
ACH-000123,0.0861485471714
ACH-000127,-0.04945503659369999
ACH-000128,-0.153612845559
ACH-000132,0.06065942240680001
ACH-000133,0.0251821296784
ACH-000137,-0.165832713992
ACH-000138,-0.0316302262026
ACH-000142,0.00951694538046
ACH-000143,0.122330727737
ACH-000146,0.054245570274300006
ACH-000148,0.0766419021351
ACH-000150,0.0338566165353
ACH-000152,0.17470741688000002
ACH-000153,-0.05371207922119999
ACH-000159,0.031399039412
ACH-000160,0.0701737635834
ACH-000163,0.0181026030774
ACH-000167,-0.08242029530100001
ACH-000168,-0.200726863029
ACH-000169,-0.256056659478
ACH-000178,0.0426571985553
ACH-000182,-0.0625681486999
ACH-000183,0.047916794803099995
ACH-000188,-0.027205868556
ACH-000189,-0.246683523032
ACH-000190,0.0534953853814
ACH-000198,-0.029537905713
ACH-000204,-0.0958243435784
ACH-000206,-0.26373200548799997
ACH-000207,0.247736667071
ACH-000211,-0.033740566819099996
ACH-000215,0.12611720029999998
ACH-000221,-0.0118673456128
ACH-000222,0.06635850577340001
ACH-000223,0.0755797413067
ACH-000226,-0.141949212659
ACH-000227,-0.242389071401
ACH-000228,-0.149233022823
ACH-000231,0.022923876012499997
ACH-000232,-0.0432531793731
ACH-000233,0.07684969177739999
ACH-000234,0.05515337183619999
ACH-000235,-0.103348641299
ACH-000237,-0.000692159036306
ACH-000238,-0.018225093447
ACH-000243,-0.0733788264978
ACH-000244,-0.18736298764000003
ACH-000246,0.00635907822676
ACH-000248,-0.195294554628
ACH-000250,0.09833662310910002
ACH-000251,0.124621312391
ACH-000253,0.102287421347
ACH-000255,-0.0926511034328
ACH-000256,0.10423735876
ACH-000257,-0.105592000858
ACH-000258,0.1327930765
ACH-000259,-0.0322323091748
ACH-000260,-0.0872522406935
ACH-000261,-0.09506762572110002
ACH-000262,0.0805039429195
ACH-000263,0.0990864083196
ACH-000264,-0.0183953349193
ACH-000265,0.050734062928499996
ACH-000266,-0.149054297064
ACH-000272,-0.145592269933
ACH-000273,-0.0345193140691
ACH-000274,0.0846510889769
ACH-000277,-0.18049927324700002
ACH-000278,-0.0823108542717
ACH-000279,-0.027164368815200002
ACH-000280,-0.09697054626289998
ACH-000281,0.053992794594400005
ACH-000288,0.00477120711815
ACH-000291,-0.00503023893471
ACH-000293,-0.0998391576373
ACH-000294,-0.086978299264
ACH-000295,0.176950763379
ACH-000296,0.2351562657
ACH-000302,-0.0793478749039
ACH-000304,0.401823523675
ACH-000307,0.009445145315190001
ACH-000308,0.0335705097115
ACH-000310,-0.137219646236
ACH-000311,-0.0011651487676199999
ACH-000312,0.0654102923975
ACH-000315,0.0296182339538
ACH-000316,-0.228730103617
ACH-000317,0.00710698354143
ACH-000318,0.0398224126182
ACH-000319,-0.020929420474200003
ACH-000320,-0.32693297149399997
ACH-000322,-0.019243084246599998
ACH-000323,-0.038185422056400006
ACH-000324,0.0016047672117
ACH-000329,0.0100623229253
ACH-000330,-0.146233381241
ACH-000331,-0.0263762788757
ACH-000332,-0.023761283857900002
ACH-000334,0.149710577122
ACH-000335,-0.21115131445000002
ACH-000336,-0.36404375122500005
ACH-000337,0.09051172132810001
ACH-000339,-0.058370077843199995
ACH-000341,-0.026009824816400004
ACH-000348,-0.0479673137831
ACH-000350,-0.17258124659200003
ACH-000352,0.049687799047600005
ACH-000356,-0.26157085706300004
ACH-000361,-0.261891141215
ACH-000362,0.052189933062500006
ACH-000363,0.025594969010600002
ACH-000364,-0.005461346011420001
ACH-000365,-0.0381090855637
ACH-000366,0.0206357175027
ACH-000368,-0.0687502383661
ACH-000374,-0.105892320767
ACH-000375,0.13803996534000001
ACH-000376,-0.051675497239899996
ACH-000381,0.0799747021593
ACH-000383,-0.020148119787500002
ACH-000387,0.0478672059926
ACH-000389,0.125710198724
ACH-000390,-0.0149531041781
ACH-000393,-0.120431670073
ACH-000395,-0.126464469448
ACH-000397,-0.12035753052
ACH-000401,0.0289462955076
ACH-000402,0.22365079017099998
ACH-000403,0.19780296654100002
ACH-000404,-0.20196059383
ACH-000406,-0.12524951693800002
ACH-000407,0.0449488563911
ACH-000408,-0.248241657448
ACH-000410,-0.0324850492668
ACH-000411,-0.10085248904300001
ACH-000414,-0.015870463441299998
ACH-000415,0.0038341266672099997
ACH-000416,-0.11753197782
ACH-000420,-0.179648824333
ACH-000421,0.00842057528156
ACH-000424,-0.162394031547
ACH-000425,-0.10324192200200001
ACH-000426,-0.15913481424599998
ACH-000427,0.148458992366
ACH-000433,-0.0381673829684
ACH-000436,-0.111663471867
ACH-000444,0.0979475615901
ACH-000445,0.055421123102500004
ACH-000448,-0.24431617031999997
ACH-000450,0.184003635895
ACH-000452,0.0514433483978
