,LAPTM4B (55353)
ACH-000004,-0.0058368896308400005
ACH-000007,-0.482965256488
ACH-000009,-0.138676261052
ACH-000011,-0.18969059637400001
ACH-000012,-0.0173597747922
ACH-000013,-0.237187117395
ACH-000014,-0.217872045359
ACH-000015,-0.044127378905499996
ACH-000017,-0.050978530163900006
ACH-000018,-0.126300826622
ACH-000019,-0.0708322709364
ACH-000021,-0.301422188921
ACH-000022,-0.14877776075
ACH-000025,-0.408152676597
ACH-000028,-0.0875311972776
ACH-000030,-0.0850289727674
ACH-000035,-0.196954385383
ACH-000036,0.011138753206200001
ACH-000037,0.026808835989700002
ACH-000039,-0.311895377091
ACH-000040,0.08393757302430001
ACH-000041,-0.0719637926749
ACH-000042,-0.04426646762019999
ACH-000045,0.143322380305
ACH-000047,-0.169381091278
ACH-000052,-0.255143052854
ACH-000053,-0.235743980982
ACH-000054,-0.25524303182700003
ACH-000055,-0.249064108024
ACH-000060,-0.0277730353743
ACH-000067,0.10961910980799999
ACH-000070,0.211233517132
ACH-000075,-0.264389255908
ACH-000078,-0.04541489041590001
ACH-000082,-0.010505438883899999
ACH-000085,0.182126490341
ACH-000086,-0.186018868362
ACH-000087,0.0329502781593
ACH-000092,-0.232726974617
ACH-000095,-0.126657951964
ACH-000097,-0.151190735104
ACH-000098,-0.161206047088
ACH-000099,-0.0641320431518
ACH-000108,-0.25009476950599996
ACH-000113,-0.06373221964669999
ACH-000115,-0.18112015472399998
ACH-000116,-0.129060549947
ACH-000118,-0.0958008564365
ACH-000120,-0.11804314062599999
ACH-000123,-0.0822464598693
ACH-000127,-0.153869463066
ACH-000128,-0.130224024982
ACH-000132,-0.0735920379523
ACH-000133,0.00584915781334
ACH-000137,-0.108020660116
ACH-000138,-0.15902124582399998
ACH-000142,0.0312033296649
ACH-000143,0.0576817708791
ACH-000146,-0.184610641077
ACH-000148,-0.161096107029
ACH-000150,0.0521337782487
ACH-000152,-0.255212340299
ACH-000153,0.23207649166299998
ACH-000159,-0.13393279609099998
ACH-000160,-0.0907725825762
ACH-000163,-0.26140840206099997
ACH-000167,-0.278289577605
ACH-000168,-0.13062897359099998
ACH-000169,0.0484877692284
ACH-000178,0.08618775514419999
ACH-000182,-0.132076929007
ACH-000183,-0.227031206254
ACH-000188,0.0172228857117
ACH-000189,-0.050370625480100004
ACH-000190,-0.07333630207330001
ACH-000198,-0.0800766779867
ACH-000204,-0.057583168316
ACH-000206,0.047362362085800004
ACH-000207,-0.138473739594
ACH-000211,-0.18652865748300002
ACH-000215,-0.144185638514
ACH-000221,-0.144287228182
ACH-000222,-0.410833328637
ACH-000223,-0.12303154588099999
ACH-000226,-0.0456832213674
ACH-000227,-0.19987264088599999
ACH-000228,-0.123672761811
ACH-000231,-0.00338513365169
ACH-000232,-0.226124292925
ACH-000233,-0.063886168148
ACH-000234,-0.07732179311760001
ACH-000235,-0.14439403880899998
ACH-000237,-0.0947646885836
ACH-000238,0.12201913542199999
ACH-000243,-0.16368378125
ACH-000244,-0.0947105579005
ACH-000246,-0.0872588812471
ACH-000248,-0.20097322855099997
ACH-000250,-0.0453925706425
ACH-000251,0.245866354488
ACH-000253,-0.123576291767
ACH-000255,-0.08048616156380001
ACH-000256,-0.42140469511600004
ACH-000257,0.0927865651688
ACH-000258,-0.329645689133
ACH-000259,-0.181661199848
ACH-000260,-0.164013287684
ACH-000261,-0.159475498074
ACH-000262,-0.222889364158
ACH-000263,-0.037641543284199996
ACH-000264,-0.292531200741
ACH-000265,-0.17823671534699997
ACH-000266,-0.14802623310000002
ACH-000272,-0.151550963303
ACH-000273,-0.167953613926
ACH-000274,-0.0933241223951
ACH-000277,-0.19860174689100002
ACH-000278,-0.238457409402
ACH-000279,-0.0977985225934
ACH-000280,-0.339329285523
ACH-000281,-0.075456304561
ACH-000288,0.08700992951089999
ACH-000291,-0.0526573214545
ACH-000293,-0.2764166857
ACH-000294,-0.366284469158
ACH-000295,-0.23581914973
ACH-000296,0.0495939016431
ACH-000302,-0.08950203912560001
ACH-000304,0.23645816332199998
ACH-000307,-0.156996901739
ACH-000308,-0.00461181064572
ACH-000310,-0.144315685571
ACH-000311,0.0313026798017
ACH-000312,-0.140972837722
ACH-000315,-0.14301762140000002
ACH-000316,-0.150342097273
ACH-000317,-0.025133284458599997
ACH-000318,0.046748308062800004
ACH-000319,-0.25547475106
ACH-000320,0.017313377332799997
ACH-000322,0.137667336804
ACH-000323,-0.029885548070799996
ACH-000324,-0.127766571253
ACH-000329,-0.19283361809
ACH-000330,-0.42149042482500004
ACH-000331,-0.215776596876
ACH-000332,-0.09635127249119999
ACH-000334,0.193878263806
ACH-000335,-0.282601499525
ACH-000336,-0.0363005234974
ACH-000337,-0.37997170519699996
ACH-000339,-0.00128479403267
ACH-000341,0.228536641798
ACH-000348,-0.09804702650699999
ACH-000350,-0.00483382325634
ACH-000352,-0.376560388437
ACH-000356,-0.188107434697
ACH-000361,-0.022319219316199998
ACH-000362,-0.259438244358
ACH-000363,-0.118395045673
ACH-000364,-0.092644190319
ACH-000365,-0.08222374143450001
ACH-000366,-0.07030622415519999
ACH-000368,-0.0654395467038
ACH-000374,0.07161218554689999
ACH-000375,0.106368974856
ACH-000376,-0.278678290516
ACH-000381,-0.245505114653
ACH-000383,-0.0893423979813
ACH-000387,-0.022005709185599995
ACH-000389,-0.167713278193
ACH-000390,-0.30707725829599997
ACH-000393,-0.212515965485
ACH-000395,-0.024993466538999996
ACH-000397,0.015355840766900001
ACH-000401,0.00718064211783
ACH-000402,0.00764577098242
ACH-000403,-0.04333451960580001
ACH-000404,0.117282482851
ACH-000406,-0.143089581855
ACH-000407,-0.041138274409300006
ACH-000408,0.0514140955973
ACH-000410,-0.051582968095199994
ACH-000411,-0.175364479745
ACH-000414,-0.13667003064400002
ACH-000415,-0.149628840639
ACH-000416,-0.17419026805399998
ACH-000420,0.012823390563299997
ACH-000421,-0.09291644837189998
ACH-000424,-0.07455149843139999
ACH-000425,-0.133728416312
ACH-000426,-0.00178798991687
ACH-000427,-0.23714503927299999
ACH-000433,0.15709448359099998
ACH-000436,-0.124688369747
ACH-000444,-0.155632969606
ACH-000445,0.025453510667500002
ACH-000448,-0.164151915528
ACH-000450,-0.0104388432009
ACH-000452,-0.128249569026
ACH-000454,-0.329743315463
ACH-000458,-0.0331385652019
ACH-000459,0.039835054362300004
ACH-000460,-0.026337465377
ACH-000461,-0.292982778213
ACH-000463,-0.145990793062
ACH-000464,-0.06043174896509999
ACH-000466,-0.22618814317299998
ACH-000467,0.0806971187514
ACH-000468,-0.0239551064848
ACH-000469,-0.221241556163
ACH-000470,-0.193700927222
ACH-000471,-0.188952615785
ACH-000472,-0.183922839845
ACH-000473,0.0102985226281
ACH-000475,-0.0531794425629
ACH-000476,-0.096997676218
ACH-000477,0.23605486255
ACH-000480,-0.041845487288800005
ACH-000481,-0.448808418376
ACH-000483,-0.28492846195099997
ACH-000484,0.062238190277699994
ACH-000485,-0.12033105121
ACH-000486,-0.116463563883
ACH-000487,-0.04590970737930001
ACH-000488,-0.075825207533
ACH-000490,-0.24856254153700003
ACH-000491,-0.21699154583299998
ACH-000495,0.286255950995
ACH-000496,-0.0735170450088
ACH-000499,-0.260571922304
ACH-000500,0.185857773735
ACH-000502,-0.04672175850219999
ACH-000503,0.052324151162
ACH-000505,-0.25068340326099997
ACH-000507,-0.158532817362
ACH-000510,-0.086627171981
ACH-000511,-0.0981616887136
ACH-000512,-0.171647670322
ACH-000516,-0.0363389358725
ACH-000517,0.000335980240518
ACH-000518,-0.08368002499260001
ACH-000520,0.0930510492829
ACH-000521,0.00560903962683
ACH-000522,-0.288278475194
ACH-000524,-0.0403314635009
ACH-000527,0.021563774733000002
ACH-000528,-0.0264074976969
ACH-000537,-0.229389599383
ACH-000541,0.0584366608604
ACH-000542,-0.31533735915600003
ACH-000544,-0.12212174586300001
ACH-000545,-0.193243633294
ACH-000547,0.21532169831599998
ACH-000548,-0.0630619965388
ACH-000549,-0.08949042809419999
ACH-000550,0.021845608353
ACH-000552,-0.244282652753
ACH-000556,-0.18629325444000003
ACH-000557,-0.268223102293
ACH-000570,-0.1402118024
ACH-000571,-0.0977957632407
ACH-000573,-0.0421421327912
ACH-000576,-0.097228207782
ACH-000580,-0.07790411009499999
ACH-000584,-0.0931699932702
ACH-000585,-0.130035414644
ACH-000588,-0.0569329794989
ACH-000589,-0.021346575565299997
ACH-000591,0.190537039641
ACH-000593,0.135031952279
ACH-000600,0.14547870994200002
ACH-000601,-0.102213272688
ACH-000604,-0.0789450559227
ACH-000605,-0.314965012454
ACH-000606,-0.124595240131
ACH-000608,-0.056469751076999995
ACH-000614,-0.211940444643
ACH-000616,-0.049976725204999996
ACH-000618,-0.185918729433
ACH-000619,-0.009457230054540001
ACH-000620,-0.0707279691632
ACH-000621,-0.059821412414499994
ACH-000622,-0.126901476703
ACH-000623,0.0190819046184
ACH-000624,0.0412860351389
ACH-000627,-0.0205462753746
ACH-000630,-0.0370485628639
ACH-000632,-0.131981272891
ACH-000633,0.0506978968394
ACH-000637,0.085173721669
ACH-000638,-0.435722409907
ACH-000646,-0.19098356812800002
ACH-000647,-0.20485876588399998
ACH-000648,0.07517590106000001
ACH-000649,-0.0940171124935
ACH-000651,-0.166970698758
ACH-000652,-0.240163223634
ACH-000653,-0.26730208455
ACH-000657,-0.112856287975
ACH-000658,-0.260982851348
ACH-000661,-0.0175538208612
ACH-000662,-0.21848238278700002
ACH-000663,-0.0302100888746
ACH-000665,-0.0664677619257
ACH-000671,-0.38636399043200004
ACH-000673,-0.115926041089
ACH-000676,0.00788640905027
ACH-000677,-0.172447075097
ACH-000681,0.0275979566935
ACH-000682,-0.187043398109
ACH-000683,-0.38205904705300003
ACH-000684,0.014806678573600001
ACH-000688,-0.256058540989
ACH-000693,-0.217632299661
ACH-000694,-0.18651912005600002
ACH-000695,-0.192009003935
ACH-000696,-0.0917039496067
ACH-000697,-0.09978220775319999
ACH-000699,-0.12461765002999999
ACH-000701,-0.39041590932099995
ACH-000706,-0.25633973544599997
ACH-000711,-0.06970362975200001
ACH-000713,-0.253979595288
ACH-000714,-0.331708749503
ACH-000718,0.128774526657
ACH-000720,0.0417124992538
ACH-000721,-0.192458973614
ACH-000724,0.141546254404
ACH-000725,-0.163096110453
ACH-000732,-0.19251677794100003
ACH-000734,-0.210984775773
ACH-000735,-0.20433329252799998
ACH-000736,-0.189110173632
ACH-000738,0.09095803187010001
ACH-000746,-0.0778480326492
ACH-000747,-0.043545378493099994
ACH-000748,-0.0128275466114
ACH-000753,-0.16809853092799998
ACH-000756,-0.19263513497200002
ACH-000757,-0.314797273992
ACH-000758,-0.148501226473
ACH-000760,-0.148166409172
ACH-000763,-0.275788393031
ACH-000764,0.035527514165599995
ACH-000765,-0.26232607559099996
ACH-000766,-0.11172433342900001
ACH-000767,0.0769622004852
ACH-000768,-0.159034166409
ACH-000769,-0.1313930523
ACH-000770,-0.00318408552433
ACH-000771,0.0367182931831
ACH-000773,-0.0152853631167
ACH-000776,-0.228683796414
ACH-000777,-0.0644363774969
ACH-000778,-0.0840797615584
ACH-000781,-0.24801816421
ACH-000782,0.107622905945
ACH-000783,-0.280925090996
ACH-000784,-0.0700613519797
ACH-000785,-0.321087161001
ACH-000787,0.01027053241
ACH-000788,-0.043698258523
ACH-000791,-0.100522454471
ACH-000792,-0.18441353820300002
ACH-000794,0.0569120172461
ACH-000796,-0.0984506713428
ACH-000799,-0.0894462745575
ACH-000800,-0.085230367298
ACH-000802,-0.149435583778
ACH-000804,0.015291730929700001
ACH-000805,-0.0707847148805
ACH-000809,-0.189280446078
ACH-000810,0.219824642922
ACH-000811,-0.14439610762900001
ACH-000817,-0.18839873148800002
ACH-000819,-0.407841275679
ACH-000820,-0.105719890353
ACH-000821,0.0318946511666
ACH-000822,-0.140406175258
ACH-000823,-0.266035388783
ACH-000824,-0.35522542724399997
ACH-000827,-0.132182889835
ACH-000829,-0.0862004391645
ACH-000831,-0.108901877809
ACH-000832,-0.0721835405729
ACH-000833,-0.0647999260548
ACH-000834,-0.08081382864360001
ACH-000835,-0.11333763631799999
ACH-000836,-0.014979144386200002
ACH-000837,-0.15787066001299999
ACH-000838,-0.023284176565099998
ACH-000839,0.133235217353
ACH-000840,0.416136992758
ACH-000841,-0.133681084516
ACH-000843,-0.160289769849
ACH-000846,-0.0830914313924
ACH-000847,-0.282691093116
ACH-000848,-0.236285653812
ACH-000849,-0.09968460952310002
ACH-000851,-0.20447530734400002
ACH-000855,-0.249953798172
ACH-000856,-0.0500230603001
ACH-000858,-0.0196690020465
ACH-000859,-0.270103720198
ACH-000861,-0.08474241664189999
ACH-000862,-0.045303207775800006
ACH-000865,-0.193147105217
ACH-000866,-0.23489656143800003
ACH-000867,-0.22726887790300002
ACH-000869,-0.47436906265100004
ACH-000872,-0.116774298926
ACH-000873,0.137994057766
ACH-000876,0.09760593812000001
ACH-000878,-0.092344044891
ACH-000880,-0.110832293981
ACH-000881,-0.0584934279722
ACH-000882,-0.169500957893
ACH-000884,0.016785890055799998
ACH-000885,-0.12135712864600001
ACH-000887,-0.0645217834399
ACH-000888,-0.0792365615351
ACH-000889,-0.269658062897
ACH-000890,-0.11273692205600001
ACH-000896,-0.310444660808
ACH-000898,-0.18164328901299998
ACH-000900,-0.260402239189
ACH-000901,-0.00390976420384
ACH-000905,-0.23746128308400002
ACH-000906,-0.111069954837
ACH-000907,-0.186419900732
ACH-000910,-0.104028102905
ACH-000911,-0.048885085440999995
ACH-000912,-0.334902761311
ACH-000913,-0.370402209466
ACH-000915,0.00878848931846
ACH-000916,-0.07961453514010002
ACH-000917,-0.103692374255
ACH-000921,-0.0254723055767
ACH-000924,-0.22496016402
ACH-000926,-0.161210669931
ACH-000928,0.0579779726963
ACH-000929,0.104884471007
ACH-000932,0.0217843082376
ACH-000935,0.198272424233
ACH-000936,-0.170931165506
ACH-000937,-0.055217835186099996
ACH-000938,-0.053033958934199994
ACH-000939,0.018099397100900003
ACH-000941,-0.282712906517
ACH-000943,-0.126135723731
ACH-000946,-0.146001909819
ACH-000947,-0.08093901582280001
ACH-000948,0.0322349638719
ACH-000950,0.208988780003
ACH-000953,-0.0187821804322
ACH-000957,-0.028983476725
ACH-000958,0.15190671113
ACH-000960,0.09549499057050001
ACH-000963,-0.12077365588300001
ACH-000968,-0.28119477387499997
ACH-000969,-0.131095307594
ACH-000973,-0.14527159396
ACH-000974,-0.170357481949
ACH-000975,-0.0364698417263
