,GSPT1 (2935)
ACH-000004,-1.45161945572
ACH-000007,-1.55389928482
ACH-000009,-1.32941511163
ACH-000011,-1.4644195395800002
ACH-000012,-1.34592504566
ACH-000013,-1.77594000993
ACH-000014,-1.46947098175
ACH-000015,-1.58218471831
ACH-000017,-1.3783403932499998
ACH-000018,-1.4697568027799999
ACH-000019,-1.7810079783500001
ACH-000021,-1.09656350576
ACH-000022,-1.5998651025200001
ACH-000025,-1.15119800197
ACH-000028,-1.21802700713
ACH-000030,-1.34703990087
ACH-000035,-1.22584250469
ACH-000036,-1.3585406828
ACH-000037,-0.81408215514
ACH-000039,-0.541472621147
ACH-000040,-1.02247076555
ACH-000041,-1.12647300187
ACH-000042,-1.39536885947
ACH-000045,-1.40635302163
ACH-000047,-1.23581706617
ACH-000052,-1.4959337108500002
ACH-000053,-1.19087227259
ACH-000054,-1.4140365659799998
ACH-000055,-1.1600228284899998
ACH-000060,-1.46058111556
ACH-000067,-1.1954134969299999
ACH-000070,-1.2237956627600002
ACH-000075,-1.37763579897
ACH-000078,-1.35382738954
ACH-000082,-1.44656711629
ACH-000085,-1.54655757929
ACH-000086,-1.20265765348
ACH-000087,-1.4204734590900001
ACH-000092,-1.5284540956200001
ACH-000095,-1.5415820575799999
ACH-000097,-1.31792443538
ACH-000098,-1.35158415241
ACH-000099,-1.3072927894700002
ACH-000108,-1.43063631559
ACH-000113,-1.62886658019
ACH-000115,-2.70284872997
ACH-000116,-1.66515061058
ACH-000118,-1.49819693443
ACH-000120,-1.45294007182
ACH-000123,-1.61609061454
ACH-000127,-1.50998037065
ACH-000128,-1.16393291371
ACH-000132,-1.4929392279700002
ACH-000133,-1.36132346838
ACH-000137,-1.1710636809200001
ACH-000138,-1.09178432819
ACH-000142,-1.21660945841
ACH-000143,-1.54394182403
ACH-000146,-1.7165083187799999
ACH-000148,-1.4564857362399999
ACH-000150,-1.0
ACH-000152,-1.40108434046
ACH-000153,-1.5632203327899998
ACH-000159,-1.59082740012
ACH-000160,-0.5619407263589999
ACH-000163,-1.24317970888
ACH-000167,-1.76524288287
ACH-000168,-1.14739896685
ACH-000169,-1.26733292719
ACH-000178,-1.32227871756
ACH-000182,-0.6155138015789999
ACH-000183,-1.47060833609
ACH-000188,-1.48224120588
ACH-000189,-1.11106508365
ACH-000190,-1.3245427220100001
ACH-000198,-1.3848722371700002
ACH-000204,-1.27622696534
ACH-000206,-1.57582945685
ACH-000207,-2.22783358462
ACH-000211,-1.40562796191
ACH-000215,-1.4883299455
ACH-000221,-1.60628495394
ACH-000222,-1.3588921151299997
ACH-000223,-1.81153073843
ACH-000226,-1.23472576759
ACH-000227,-1.04481785222
ACH-000228,-1.54823732543
ACH-000231,-0.862375165466
ACH-000232,-1.39709877825
ACH-000233,-1.41073505329
ACH-000234,-1.71183378567
ACH-000235,-1.1288766639299999
ACH-000237,-1.09872628748
ACH-000238,-0.9195601410690001
ACH-000243,-1.4941859459
ACH-000244,-1.48299880665
ACH-000246,-1.46732575081
ACH-000248,-1.5487909267700002
ACH-000250,-1.46525860853
ACH-000251,-1.04692680775
ACH-000253,-1.38898764104
ACH-000255,-1.2237893182100001
ACH-000256,-1.4717255960299997
ACH-000257,-1.50232587829
ACH-000258,-0.8693438246080001
ACH-000259,-1.59445625643
ACH-000260,-1.3165234419399998
ACH-000261,-1.0294247325299999
ACH-000262,-1.3819444688299998
ACH-000263,-0.963258370145
ACH-000264,-0.557422280475
ACH-000265,-1.5159081940299999
ACH-000266,-1.39953304497
ACH-000272,-1.17750234239
ACH-000273,-1.32322777854
ACH-000274,-0.9923483588249999
ACH-000277,-1.60178821186
ACH-000278,-1.0568016227500001
ACH-000279,-1.23674627217
ACH-000280,-1.51486552382
ACH-000281,-1.39270566512
ACH-000288,-1.5459608433200003
ACH-000291,-1.22867978552
ACH-000293,-2.0395715765999998
ACH-000294,-1.5497148020200002
ACH-000295,-1.28929214982
ACH-000296,-1.62381527007
ACH-000302,-1.33178057276
ACH-000304,-1.45413038747
ACH-000307,-1.27670048222
ACH-000308,-1.41726916599
ACH-000310,-1.5016797743099999
ACH-000311,-1.3953294822
ACH-000312,-1.4007992791400001
ACH-000315,-1.15084130546
ACH-000316,-1.78388310561
ACH-000317,-1.24542071704
ACH-000318,-1.13204930745
ACH-000319,-1.37151598072
ACH-000320,-1.2919453270899999
ACH-000322,-1.42243644217
ACH-000323,-1.0977325093799999
ACH-000324,-1.59302070725
ACH-000329,-1.21436791689
ACH-000330,-1.19316079695
ACH-000331,-1.39430215699
ACH-000332,-1.3641546536899998
ACH-000334,-1.2911968040200001
ACH-000335,-1.1007965644
ACH-000336,-1.5015485697100002
ACH-000337,-1.2399059515000002
ACH-000339,-1.4241467682
ACH-000341,-1.0894436974700001
ACH-000348,-1.18469259485
ACH-000350,-1.7634040921599998
ACH-000352,-1.3796277758200002
ACH-000356,-1.30257544314
ACH-000361,-1.49567623849
ACH-000362,-1.5017043001600001
ACH-000363,-1.3938126846099999
ACH-000364,-1.05439055668
ACH-000365,-1.24829119269
ACH-000366,-1.199848448
ACH-000368,-1.41759782414
ACH-000374,-1.29024460267
ACH-000375,-1.5853398040399997
ACH-000376,-1.2394323676799999
ACH-000381,-1.39230209771
ACH-000383,-1.59345392741
ACH-000387,-1.4102515656799999
ACH-000389,-1.3113468998
ACH-000390,-1.6317552277
ACH-000393,-0.956820236743
ACH-000395,-1.59965471649
ACH-000397,-1.62451154819
ACH-000401,-1.6794239906900001
ACH-000402,-1.60852557623
ACH-000403,-1.43764793466
ACH-000404,-1.02525445923
ACH-000406,-1.60656857111
ACH-000407,-1.45958274516
ACH-000408,-1.3372435898100001
ACH-000410,-1.51343646991
ACH-000411,-1.25339450493
ACH-000414,-1.7321195542200003
