,PLRG1 (5356)
ACH-000004,-0.980555093298
ACH-000007,-1.00614972576
ACH-000009,-1.16210367619
ACH-000011,-1.1601560766299999
ACH-000012,-1.01671067134
ACH-000013,-0.834419137419
ACH-000014,-0.9682445166670001
ACH-000015,-0.842006224542
ACH-000017,-0.9632715734399999
ACH-000018,-0.8145115218600001
ACH-000019,-1.03820024744
ACH-000021,-0.9955370955600001
ACH-000022,-0.961524620722
ACH-000025,-0.825196724402
ACH-000028,-1.05658963994
ACH-000030,-1.0560439599200002
ACH-000035,-0.851257594112
ACH-000036,-1.16600343
ACH-000037,-1.3975590496
ACH-000039,-1.0032196604
ACH-000040,-1.2231548886399999
ACH-000041,-0.930395889719
ACH-000042,-0.667050278366
ACH-000045,-0.853569436391
ACH-000047,-1.08327585667
ACH-000052,-1.0510666793799999
ACH-000053,-1.04283075404
ACH-000054,-0.8437481620839999
ACH-000055,-0.8833811276569999
ACH-000060,-1.28063172889
ACH-000067,-0.797863792448
ACH-000070,-1.22999250206
ACH-000075,-0.9835538866069999
ACH-000078,-1.1997653737799998
ACH-000082,-1.17145334198
ACH-000085,-0.834324741582
ACH-000086,-0.877756276664
ACH-000087,-0.8276281229449999
ACH-000092,-1.1228992309299999
ACH-000095,-1.0542405845899998
ACH-000097,-0.896199877278
ACH-000098,-1.02438644441
ACH-000099,-1.03395815385
ACH-000108,-0.8655593116220001
ACH-000113,-1.05536423232
ACH-000115,-1.1733458488200001
ACH-000116,-0.9834723295829999
ACH-000118,-0.752765186594
ACH-000120,-1.03778308672
ACH-000123,-0.8514877744589999
ACH-000127,-1.0
ACH-000128,-1.0522723725399998
ACH-000132,-1.06193505418
ACH-000133,-0.8972409452529999
ACH-000137,-0.943629853288
ACH-000138,-0.7401460729530001
ACH-000142,-0.9369340400920001
ACH-000143,-0.8402552963500001
ACH-000146,-1.0298984211700002
ACH-000148,-0.846426864922
ACH-000150,-1.0754059833399998
ACH-000152,-0.967528980737
ACH-000153,-1.0261947545899999
ACH-000159,-1.13952405575
ACH-000160,-0.7384928421729999
ACH-000163,-0.8750423677399999
ACH-000167,-0.8103472202600001
ACH-000168,-1.00865419063
ACH-000169,-1.09945521823
ACH-000178,-0.8735149292569999
ACH-000182,-0.896205275126
ACH-000183,-1.01545932528
ACH-000188,-0.879357346961
ACH-000189,-0.867280562508
ACH-000190,-0.688483367757
ACH-000198,-0.9595137607879999
ACH-000204,-0.850103805814
ACH-000206,-0.796510258051
ACH-000207,-1.18450223885
ACH-000211,-1.0265327012799998
ACH-000215,-0.89498125221
ACH-000221,-0.83021493531
ACH-000222,-0.896980670056
ACH-000223,-0.7795265499390001
ACH-000226,-0.89912113276
ACH-000227,-1.28773235565
ACH-000228,-0.922755968533
ACH-000231,-1.12606850722
ACH-000232,-0.992831500319
ACH-000233,-1.01157367036
ACH-000234,-1.0108195285700001
ACH-000235,-0.692740124036
ACH-000237,-0.9336687474519999
ACH-000238,-1.05432234716
ACH-000243,-0.916176623139
ACH-000244,-1.04830153271
ACH-000246,-1.12165551936
ACH-000248,-0.768630101501
ACH-000250,-0.916317051406
ACH-000251,-0.7986752825869999
ACH-000253,-1.08491892938
ACH-000255,-0.80920399199
ACH-000256,-0.992355292438
ACH-000257,-0.766133491844
ACH-000258,-0.774308663488
ACH-000259,-0.779600891397
ACH-000260,-0.851544377625
ACH-000261,-1.11370251434
ACH-000262,-0.930999791661
ACH-000263,-0.882671674663
ACH-000264,-0.9624533580500001
ACH-000265,-0.860872569097
ACH-000266,-0.8671449473630001
ACH-000272,-1.09507436953
ACH-000273,-1.08453328996
ACH-000274,-0.881045252946
ACH-000277,-0.945491970549
ACH-000278,-0.9392513052079999
ACH-000279,-1.27396212488
ACH-000280,-0.815451305472
ACH-000281,-0.9324240659980001
ACH-000288,-0.8918572018970001
ACH-000291,-1.0672376363200002
ACH-000293,-0.912908438409
ACH-000294,-0.952336378989
ACH-000295,-0.9855109116590001
ACH-000296,-0.8968522762019999
ACH-000302,-0.9990801627089999
ACH-000304,-1.27838860276
ACH-000307,-0.696790432017
ACH-000308,-1.16832606509
ACH-000310,-1.28976046838
ACH-000311,-0.868814533769
ACH-000312,-1.01140751625
ACH-000315,-0.8319550783140001
ACH-000316,-0.630051503956
ACH-000317,-1.01854727237
ACH-000318,-0.6998577788060001
ACH-000319,-1.0051849236100001
ACH-000320,-0.8326072955689999
ACH-000322,-0.7780554469709999
ACH-000323,-1.01003719751
ACH-000324,-1.0290884216299998
ACH-000329,-1.1083802252200001
ACH-000330,-0.994764159821
ACH-000331,-0.991705934806
ACH-000332,-0.876676503042
ACH-000334,-1.31169093196
ACH-000335,-0.644786525251
ACH-000336,-0.997585020136
ACH-000337,-1.1171732025499999
ACH-000339,-0.823497062282
ACH-000341,-0.8320535404549999
ACH-000348,-0.943946998284
ACH-000350,-0.9692425600679999
ACH-000352,-1.03524511017
ACH-000356,-0.844334592502
ACH-000361,-1.1650022384999998
ACH-000362,-0.9860103001100001
ACH-000363,-1.01936085864
ACH-000364,-0.9391323794859999
ACH-000365,-0.907735948547
ACH-000366,-1.1348197492399998
ACH-000368,-0.867293805376
ACH-000374,-1.1814974697799998
ACH-000375,-0.899541287553
ACH-000376,-0.9120369462669999
ACH-000381,-0.8687753077320001
ACH-000383,-1.05738866784
ACH-000387,-1.14622295363
ACH-000389,-0.9640515354350001
ACH-000390,-1.11347995692
ACH-000393,-0.839609774141
ACH-000395,-1.1414259895799999
ACH-000397,-1.04613327885
ACH-000401,-0.8816380349770001
ACH-000402,-0.843515223752
ACH-000403,-1.39255397303
ACH-000404,-0.808573483712
ACH-000406,-0.9672287239849999
ACH-000407,-1.05835712529
ACH-000408,-0.919617800905
ACH-000410,-0.989392374913
ACH-000411,-0.946859880987
ACH-000414,-0.681690955
ACH-000415,-0.7879506322609999
ACH-000416,-1.0845809818899999
ACH-000420,-1.0753649901
ACH-000421,-1.080504493
ACH-000424,-0.9665168119059999
ACH-000425,-0.998877698407
ACH-000426,-1.2720074739799998
ACH-000427,-1.28158067414
ACH-000433,-1.08744565705
ACH-000436,-1.0794682117899999
ACH-000444,-1.00851391056
ACH-000445,-1.04745727051
ACH-000448,-1.0838791784100001
ACH-000450,-0.694972355591
ACH-000452,-0.65492821797
ACH-000454,-0.99922247552
ACH-000458,-0.8138120766689999
ACH-000459,-0.302039322185
ACH-000460,-0.913152364523
ACH-000461,-0.827419592869
ACH-000463,-1.15897166126
ACH-000464,-0.898667871793
ACH-000466,-0.7302146888850001
ACH-000467,-1.12705003582
ACH-000468,-0.901268499397
ACH-000469,-0.84693529602
ACH-000470,-1.31017106246
ACH-000471,-0.908094390219
ACH-000472,-0.868803801136
ACH-000473,-1.2102257193600001
ACH-000475,-0.92337633719
ACH-000476,-1.0057916693100002
ACH-000477,-0.775768432811
ACH-000480,-0.741785804156
ACH-000481,-1.15828220674
ACH-000483,-0.840463603866
ACH-000484,-1.1045551375
ACH-000485,-1.1116932438200002
ACH-000486,-1.0450857207
ACH-000487,-1.02016589227
ACH-000488,-1.0321758954
ACH-000490,-0.871109992086
ACH-000491,-0.799722933619
ACH-000495,-0.953987561813
ACH-000496,-0.754427672422
ACH-000499,-0.9553084203479999
ACH-000500,-1.0389951884200002
ACH-000502,-1.01894453214
ACH-000503,-0.867979589693
ACH-000505,-0.8878110691169999
ACH-000507,-1.08488454423
ACH-000510,-1.1848132193799998
ACH-000511,-1.2091137989299998
ACH-000512,-1.28322563766
ACH-000516,-0.879961422751
ACH-000517,-1.18130646749
ACH-000518,-0.797994174886
ACH-000520,-0.892773485918
ACH-000521,-0.836876737404
ACH-000522,-0.7638580454530001
ACH-000524,-1.26005839558
ACH-000527,-0.9813792763299999
ACH-000528,-0.8998430917370001
ACH-000537,-1.06856174424
ACH-000541,-1.4653670634399998
ACH-000542,-0.8497058842309999
ACH-000544,-0.799756379041
ACH-000545,-0.7739256825409999
ACH-000547,-1.0559661064399999
ACH-000548,-1.02796925181
ACH-000549,-0.863898446603
ACH-000550,-0.951702596905
ACH-000552,-1.21187935109
ACH-000556,-1.0127823295899998
ACH-000557,-1.15549210734
ACH-000570,-1.0808690614899998
ACH-000571,-0.670668813125
ACH-000573,-1.26386689746
ACH-000576,-0.917640875784
ACH-000580,-1.0817321575299998
ACH-000584,-0.7354681304690001
ACH-000585,-0.901816411391
ACH-000588,-0.872377319868
ACH-000589,-0.904207519745
ACH-000591,-0.934985721146
ACH-000593,-0.849426517087
ACH-000600,-1.18435163937
ACH-000601,-1.09526107749
ACH-000604,-1.07159219934
ACH-000605,-1.09114522701
ACH-000606,-1.1205844775700002
ACH-000608,-1.18737811505
ACH-000614,-0.733184713435
ACH-000616,-1.01240885094
ACH-000618,-0.840080084922
ACH-000619,-1.25815484372
ACH-000620,-0.9178076506649999
ACH-000621,-1.06335633516
ACH-000622,-1.3647438114300001
ACH-000623,-0.953460561611
ACH-000624,-0.986655572963
ACH-000627,-0.794915969258
ACH-000630,-1.06093716563
ACH-000632,-0.716451513051
ACH-000633,-1.12313493066
ACH-000637,-0.820690362622
ACH-000638,-0.8370618220720001
ACH-000646,-1.09530626068
ACH-000647,-1.37305246051
ACH-000648,-1.23128058519
ACH-000649,-1.04109592179
ACH-000651,-0.7786858895569999
ACH-000652,-1.1937042234
ACH-000653,-0.907139967252
ACH-000657,-0.865843662998
ACH-000658,-0.9191604121179999
ACH-000661,-0.725860622969
ACH-000662,-0.847471473627
ACH-000663,-0.8820958905299999
ACH-000665,-1.03724600834
ACH-000671,-1.17303310689
ACH-000673,-1.02755457115
ACH-000676,-0.7981404845300001
ACH-000677,-0.949683714471
ACH-000681,-0.9401738132799999
ACH-000682,-0.6976494953839999
ACH-000683,-0.839996732505
ACH-000684,-0.8185674892820001
ACH-000688,-1.1307480453399998
ACH-000693,-0.8824480667129999
ACH-000694,-1.00401499267
ACH-000695,-1.2364402212299999
ACH-000696,-1.0043158673600001
ACH-000697,-0.978456982469
ACH-000699,-1.26849788562
ACH-000701,-0.815541670616
ACH-000706,-0.820238411471
ACH-000711,-0.995274365625
ACH-000713,-0.840960383482
ACH-000714,-0.90717422346
ACH-000718,-0.726893943888
ACH-000720,-0.9796881297139999
ACH-000721,-0.7773378805050001
ACH-000724,-1.26523558683
ACH-000725,-1.18057323239
ACH-000732,-0.9046205604709999
ACH-000734,-0.9453122789380001
ACH-000735,-0.8239816621439999
ACH-000736,-1.08161071989
ACH-000738,-0.9761897680580001
ACH-000746,-0.906364481165
ACH-000747,-0.824079750751
ACH-000748,-1.11398926416
ACH-000753,-0.737199011286
ACH-000756,-1.1223261897799999
ACH-000757,-0.7491361448430001
ACH-000758,-0.8568949430349999
ACH-000760,-1.00655933696
ACH-000763,-1.00668522119
ACH-000764,-0.942373211949
ACH-000765,-0.7270577699070001
ACH-000766,-0.629815124858
ACH-000767,-0.7920587662049999
ACH-000768,-0.867138710259
ACH-000769,-0.9575065732189999
ACH-000770,-1.14367340729
ACH-000771,-0.7841302084649999
ACH-000773,-0.9885988385760001
ACH-000776,-0.954828919229
ACH-000777,-0.97539195521
ACH-000778,-1.0670292299700002
ACH-000781,-0.7217498368449999
ACH-000782,-0.71183657855
ACH-000783,-1.0576905969700001
ACH-000784,-0.822731809017
ACH-000785,-0.8840110380670001
ACH-000787,-0.850304185661
ACH-000788,-0.933406278393
ACH-000791,-0.974273712526
ACH-000792,-0.7907844522130001
ACH-000794,-0.9728630286480001
ACH-000796,-0.967665424085
ACH-000799,-1.25297414911
ACH-000800,-0.802820710568
ACH-000802,-0.8991089126780001
ACH-000804,-1.0787942385299998
ACH-000805,-0.9223997569310001
ACH-000809,-0.848533234025
ACH-000810,-1.0874291297499998
ACH-000811,-1.12064859649
ACH-000817,-1.1544878153
ACH-000819,-0.530421358795
ACH-000820,-0.819932165905
ACH-000821,-1.23960124489
ACH-000822,-0.953119357094
ACH-000823,-0.904080250221
ACH-000824,-0.866759050949
ACH-000827,-0.864440573792
ACH-000829,-0.8470921060109999
ACH-000831,-0.94131052638
ACH-000832,-1.20515237684
ACH-000833,-1.08203250072
ACH-000834,-0.7134499344419999
ACH-000835,-0.776408153995
ACH-000836,-0.705068727712
ACH-000837,-0.801903524234
ACH-000838,-0.920230254654
ACH-000839,-1.0528049935600001
ACH-000840,-1.3686576347400001
ACH-000841,-0.7564318662299999
ACH-000843,-0.785219277996
ACH-000846,-1.04194032185
ACH-000847,-0.8303574263150001
ACH-000848,-0.756232354592
ACH-000849,-1.20035557653
ACH-000851,-0.990934259663
ACH-000855,-0.854077703137
ACH-000856,-0.484646379084
ACH-000858,-1.08712958203
ACH-000859,-0.9272499238099999
ACH-000861,-0.939999619174
ACH-000862,-0.8657400063320001
ACH-000865,-1.26055173358
ACH-000866,-1.04205834241
ACH-000867,-1.04680401184
ACH-000869,-1.01694675459
ACH-000872,-0.8235174547830001
ACH-000873,-0.949053344077
ACH-000876,-1.0451307843000002
ACH-000878,-1.28813516738
ACH-000880,-0.9702139487549999
ACH-000881,-0.9196389516869999
ACH-000882,-0.8768868195880001
ACH-000884,-0.84554647491
ACH-000885,-0.725406783345
ACH-000887,-1.01741371116
ACH-000888,-0.9707152533650001
ACH-000889,-0.9413232599169999
ACH-000890,-1.07238917252
ACH-000896,-0.9392218725299999
ACH-000898,-0.97801053044
ACH-000900,-0.9706281579170001
ACH-000901,-1.13800754832
ACH-000905,-0.919479586191
ACH-000906,-0.9435731032600001
ACH-000907,-0.987504091724
