,A3GALT2 (127550)
ACH-000004,0.0348453976873
ACH-000007,0.0853386122404
ACH-000009,0.054116159864699996
ACH-000011,-0.041350709793800004
ACH-000012,0.01967395984
ACH-000013,-0.04417854284080001
ACH-000014,-0.0127216383357
ACH-000015,-0.040609650267199995
ACH-000017,-0.18999602164
ACH-000018,0.121918125506
ACH-000019,-0.0024227866005199997
ACH-000021,-0.0652753199099
ACH-000022,-0.18402381036600002
ACH-000025,0.0108039884376
ACH-000028,-0.113289643584
ACH-000030,-0.0617232236296
ACH-000035,0.033586055345600004
ACH-000036,-0.0900077499656
ACH-000037,0.09497746032120001
ACH-000039,0.103821221705
ACH-000040,-0.106434417028
ACH-000041,-0.037578137149999996
ACH-000042,-0.156969142657
ACH-000045,0.022204684068
ACH-000047,-0.0395330270657
ACH-000052,0.07117498763119999
ACH-000053,-0.116857045277
ACH-000054,-0.0655134350994
ACH-000055,-0.154772041186
ACH-000060,-0.252144215535
ACH-000067,-0.009438042141989999
ACH-000070,-0.0688385822908
ACH-000075,-0.14280619487500001
ACH-000078,-0.0432045684982
ACH-000082,-0.299495485864
ACH-000085,-0.17416380044799998
ACH-000086,-0.04453119814680001
ACH-000087,-0.197097281956
ACH-000092,-0.275841973727
ACH-000095,-0.0925129834372
ACH-000097,-0.0254831653393
ACH-000098,-0.0486544852998
ACH-000099,-0.053851304744999995
ACH-000108,-0.0910125550726
ACH-000113,0.0468356733056
ACH-000115,-0.00485119248425
ACH-000116,0.11580509602
ACH-000118,0.00656141990142
ACH-000120,-0.162070496318
ACH-000123,-0.0751188888464
ACH-000127,-0.20762660763399998
ACH-000128,0.0620910248012
ACH-000132,-0.0997787992571
ACH-000133,-0.00839510548409
ACH-000137,-0.14641899602
ACH-000138,0.0827507662665
ACH-000142,-0.0701696744747
ACH-000143,-0.0206615869866
ACH-000146,0.027506684996700004
ACH-000148,-0.0391992836816
ACH-000150,-0.170195858281
ACH-000152,-0.115415057778
ACH-000153,-0.125925060202
ACH-000159,0.103744637952
ACH-000160,-0.0411966880281
ACH-000163,0.204307456145
ACH-000167,-0.137969075308
ACH-000168,-0.19197949490400001
ACH-000169,0.11544964828299999
ACH-000178,-0.329096828588
ACH-000182,0.0386345339128
ACH-000183,-0.0016618733637100002
ACH-000188,-0.196027900884
ACH-000189,0.48390039028399995
ACH-000190,-0.048595678895100004
ACH-000198,-0.0882523812185
ACH-000204,-0.246167989718
ACH-000206,-0.208634139423
ACH-000207,0.45267964792300003
ACH-000211,0.09682380227739999
ACH-000215,-0.041667751086199994
ACH-000221,0.011265783068399999
ACH-000222,0.0134138724001
ACH-000223,-0.031099108656299997
ACH-000226,-0.09612157376019999
ACH-000227,0.237017766169
ACH-000228,0.0597328243634
ACH-000231,0.011828013355
ACH-000232,-0.053042940793399995
ACH-000233,0.05194264764480001
ACH-000234,-0.0506196968109
ACH-000235,-0.0135990107789
ACH-000237,0.0681736466672
ACH-000238,-0.160956108488
ACH-000243,-0.0590609318331
ACH-000244,-0.143147282479
ACH-000246,-0.021060309328099998
ACH-000248,0.0817003911259
ACH-000250,-0.027010425241099995
ACH-000251,-0.38952828770400005
ACH-000253,-0.09318919693569999
ACH-000255,-0.118002202691
ACH-000256,-0.0256148205419
ACH-000257,-0.114673307377
ACH-000258,0.13418406058000001
ACH-000259,-0.18361327434799998
ACH-000260,-0.17749517193
ACH-000261,0.0150479932641
ACH-000262,-0.0724530196255
ACH-000263,0.216615272666
ACH-000264,-0.04610790379409999
ACH-000265,0.044917950558000005
ACH-000266,0.0110925182767
ACH-000272,-0.130861986996
ACH-000273,-0.0599616516154
ACH-000274,-0.14781827241599999
ACH-000277,-0.224137391486
ACH-000278,-0.0168430745817
ACH-000279,-0.11530670069599999
ACH-000280,-0.0130403148417
ACH-000281,-0.0826154703328
ACH-000288,-0.250829972357
