,OR10P1 (121130)
ACH-000004,-0.09275085833039999
ACH-000007,-0.170410825674
ACH-000009,-0.0432684457505
ACH-000011,-0.142317252895
ACH-000012,0.116229131707
ACH-000013,-0.16737475379
ACH-000014,-0.038101556874699995
ACH-000015,-0.08772909269330001
ACH-000017,-0.08258169651389999
ACH-000018,-0.22093822128199997
ACH-000019,0.143431164499
ACH-000021,0.018826142449
ACH-000022,-0.0206025086628
ACH-000025,-0.140030925588
ACH-000028,-0.05478138007669999
ACH-000030,-0.0429212682065
ACH-000035,-0.07074750985780001
ACH-000036,-0.131245202543
ACH-000037,-0.280773599095
ACH-000039,0.11887282981599999
ACH-000040,-0.09314252907500001
ACH-000041,-0.133505452794
ACH-000042,-0.00567132260947
ACH-000045,-0.0283513854317
ACH-000047,-0.0858987784453
ACH-000052,0.013572459634700001
ACH-000053,-0.035781610176800004
ACH-000054,-0.0271347141066
ACH-000055,-0.11967242242699999
ACH-000060,0.111068107057
ACH-000067,-0.17359626474800002
ACH-000070,-0.151850744588
ACH-000075,-0.233878595354
ACH-000078,0.12892552235
ACH-000082,-0.15974910494300001
ACH-000085,-0.191943562355
ACH-000086,-0.282938073554
ACH-000087,-0.184953902964
ACH-000092,-0.11751376551899999
ACH-000095,0.00486743040272
ACH-000097,-0.0435790116261
ACH-000098,-0.011886615231999999
ACH-000099,0.00501063377316
ACH-000108,0.0733849093448
ACH-000113,-0.10808805672
ACH-000115,-0.11025391560999999
ACH-000116,-0.14335691097300002
ACH-000118,0.013950455007400001
ACH-000120,0.0448480925423
ACH-000123,-0.0867346251303
ACH-000127,-0.0668863382825
ACH-000128,-0.17207098554000003
ACH-000132,0.0856509463075
ACH-000133,-0.158662029633
ACH-000137,-0.147521867541
ACH-000138,0.15986666062899998
ACH-000142,-0.0955022502639
ACH-000143,-0.059385526319
ACH-000146,-0.0333105495843
ACH-000148,-0.08679374533389998
ACH-000150,-0.019061604192599998
ACH-000152,-0.111201136157
ACH-000153,-0.049792446520800004
ACH-000159,-0.0886411278798
ACH-000160,-0.134892956411
ACH-000163,-0.11948698337300001
ACH-000167,-0.408556617606
ACH-000168,-0.058710680928999996
ACH-000169,-0.134878776181
ACH-000178,-0.0154249295741
ACH-000182,-0.0713653212644
ACH-000183,-0.1430406717
ACH-000188,-0.084092951601
ACH-000189,-0.279992215973
ACH-000190,-0.104332174437
ACH-000198,0.00637097252729
ACH-000204,-0.144499805317
ACH-000206,0.120727888825
ACH-000207,0.125389756502
ACH-000211,0.0443843649895
ACH-000215,0.00206255354599
ACH-000221,-0.0694085069841
ACH-000222,0.07740914722860001
ACH-000223,-0.137842080813
ACH-000226,-0.08102358140089999
ACH-000227,-0.050805812079
ACH-000228,-0.21401146946199998
ACH-000231,-0.112847549118
ACH-000232,-0.0375959063463
ACH-000233,-0.0733833099682
ACH-000234,-0.138482771594
ACH-000235,-0.035322293197400004
ACH-000237,-0.15142996128900002
ACH-000238,-0.08693753391480001
ACH-000243,-0.023882414455900003
ACH-000244,-0.137212601828
ACH-000246,-0.08728338441530001
ACH-000248,-0.012889491893499999
ACH-000250,-0.00168932465371
ACH-000251,-0.132914808079
ACH-000253,-0.128561110639
ACH-000255,-0.10575454996099999
ACH-000256,-0.0351024498121
ACH-000257,0.338350887316
ACH-000258,-0.019270577692
ACH-000259,-0.0539591696151
ACH-000260,0.0582602833115
ACH-000261,-0.11118963241499999
ACH-000262,-0.09160741138299999
ACH-000263,0.132487196015
ACH-000264,-0.066409122563
ACH-000265,0.0690155777978
ACH-000266,-0.00204154031926
ACH-000272,0.027250900139700003
ACH-000273,-0.186495619412
ACH-000274,-0.21099359368599999
ACH-000277,-0.188012212416
ACH-000278,-0.16428887792400002
ACH-000279,-0.053595730465099994
ACH-000280,-0.0255271025678
ACH-000281,-0.122775653552
ACH-000288,-0.164156882127
ACH-000291,-0.0227602196859
