,HIST1H4E (8367)
ACH-000004,-0.0538919330342
ACH-000007,-0.300850288387
ACH-000009,-0.334925537111
ACH-000011,-0.44220012872299996
ACH-000012,-0.24501443928000002
ACH-000013,0.047074906923900005
ACH-000014,-0.471380871837
ACH-000015,-0.0519735884895
ACH-000017,-0.2088994729
ACH-000018,-0.225196730372
ACH-000019,-0.274978123811
ACH-000021,-0.094233821499
ACH-000022,-0.198291041202
ACH-000025,-0.256312267843
ACH-000028,-0.302604388956
ACH-000030,-0.15819789006100002
ACH-000035,-0.353073032013
ACH-000036,-0.182149552394
ACH-000037,-0.201130028486
ACH-000039,-0.544767378916
ACH-000040,-0.301186794462
ACH-000041,0.0635151123917
ACH-000042,0.0052625817800200005
ACH-000045,-0.274452369203
ACH-000047,-0.304588694651
ACH-000052,-0.182660437054
ACH-000053,-0.206400710228
ACH-000054,-0.130113126163
ACH-000055,-0.059456629240199996
ACH-000060,-0.178877122597
ACH-000067,-0.0910505195132
ACH-000070,-0.300964147082
ACH-000075,-0.272826850768
ACH-000078,-0.358844440964
ACH-000082,-0.40909837035499996
ACH-000085,-0.051354872828400004
ACH-000086,-0.30980846453099997
ACH-000087,0.140353975111
ACH-000092,-0.147208835002
ACH-000095,-0.389010237766
ACH-000097,-0.104317486657
ACH-000098,-0.357747971903
ACH-000099,-0.266386980549
ACH-000108,-0.023651698800400002
ACH-000113,-0.120855553173
ACH-000115,-0.157842119867
ACH-000116,-0.11288637659000002
ACH-000118,-0.16063344319199999
ACH-000120,-0.126678084763
ACH-000123,-0.233352879556
ACH-000127,-0.151114663497
ACH-000128,0.0183461253707
ACH-000132,-0.18363883597600003
ACH-000133,-0.278695205369
ACH-000137,0.010870340086299998
ACH-000138,-0.299232576028
ACH-000142,-0.20898888193100001
ACH-000143,0.06838757621719999
ACH-000146,-0.269127419051
ACH-000148,0.025420476376999998
ACH-000150,-0.0047765343814600006
ACH-000152,-0.0234438967261
ACH-000153,-0.179829203162
ACH-000159,-0.331103124668
ACH-000160,-0.23035931269999999
ACH-000163,-0.303860265435
ACH-000167,-0.206714789847
ACH-000168,-0.20786368768
ACH-000169,-0.0194480863924
ACH-000178,-0.19024137317899997
ACH-000182,-0.0773188664863
ACH-000183,-0.10966002251599999
ACH-000188,-0.22971687353
ACH-000189,-0.190625911278
ACH-000190,0.016555263738100002
ACH-000198,-0.26520883378000004
ACH-000204,0.06099664205659999
ACH-000206,-0.473832032625
ACH-000207,-0.191334711773
ACH-000211,-0.14383961613
ACH-000215,-0.152328665184
ACH-000221,0.0397690875114
ACH-000222,-0.227244252667
ACH-000223,-0.209474711436
ACH-000226,-0.197863142331
ACH-000227,0.129889020275
ACH-000228,0.0132072024003
ACH-000231,-0.25329496975
ACH-000232,-0.16397746507400002
ACH-000233,-0.18648046377500002
ACH-000234,-0.117366584561
ACH-000235,-0.15391868937300002
ACH-000237,-0.139609155313
