,FDXR (2232)
ACH-000255,-1.27473977752
ACH-000256,-0.991363833326
ACH-000257,-0.8720698478
ACH-000258,-0.9520884036139999
ACH-000259,-0.906669665853
ACH-000260,-0.9680263516050001
ACH-000261,-0.974811543006
ACH-000262,-0.749721348582
ACH-000263,-0.993972925482
ACH-000264,-0.581350527486
ACH-000265,-1.10997007234
ACH-000266,-0.565570400268
ACH-000272,-0.466616670104
ACH-000273,-1.22907009484
ACH-000274,-0.490214784411
ACH-000277,-0.669895960355
ACH-000278,-0.935541580213
ACH-000279,-1.2663300200799998
ACH-000280,-1.10474153641
ACH-000281,-1.1750047587799999
ACH-000288,-1.28535013083
ACH-000291,-0.83211164322
ACH-000293,-0.554910216692
ACH-000294,-1.2101193053000001
ACH-000295,-0.8596038592190001
ACH-000296,-1.15701575922
ACH-000302,-0.6828463478579999
ACH-000304,-0.103049009825
ACH-000307,-1.09324369947
ACH-000308,-0.539705268588
ACH-000310,-0.692586175887
ACH-000311,-0.751507571631
ACH-000312,-0.992079593124
ACH-000315,-1.23648707464
ACH-000316,-1.18320585823
ACH-000317,-0.869451376176
ACH-000318,-0.657886346152
ACH-000319,-0.911602259629
ACH-000320,-0.924753613772
ACH-000322,-0.865160218097
ACH-000323,-1.15502782212
ACH-000324,-0.9994664111210001
ACH-000329,-0.606990353945
ACH-000330,-0.86369585119
ACH-000331,-0.96145034859
ACH-000332,-0.790329575346
ACH-000334,-0.599123332347
ACH-000335,-0.835940849596
ACH-000336,-1.10057267826
ACH-000337,-0.834463999898
ACH-000339,-1.0922114617
ACH-000341,-0.470509319234
ACH-000348,-0.678908944387
ACH-000350,-0.5005572214280001
ACH-000352,-0.34009194259400005
ACH-000356,-0.7940836574660001
ACH-000361,-0.905443441921
ACH-000362,-0.710467615923
ACH-000363,-0.505160198447
ACH-000364,-0.7813430420469999
ACH-000365,-1.1352525575799999
ACH-000366,-1.27329739455
ACH-000368,-1.0587093722399998
ACH-000374,-1.04810542049
ACH-000375,-1.08951688798
ACH-000376,-1.05615266065
ACH-000381,-1.06451388632
ACH-000383,-0.544817455116
ACH-000387,-0.36890700617600003
ACH-000389,-0.72065966828
ACH-000390,-0.518543044124
ACH-000393,-0.61886073253
ACH-000395,-0.5865726538220001
ACH-000397,-0.42597101129
ACH-000401,-1.1415575310700001
ACH-000402,-0.9491050190360001
ACH-000403,-0.615072880555
ACH-000404,-0.67403195169
ACH-000406,-1.04505158984
ACH-000407,-1.28590312059
ACH-000408,-1.32556369229
ACH-000410,-0.873269644084
ACH-000411,-0.7041160567579999
ACH-000414,-0.43166877996200004
ACH-000415,-1.2858890216
ACH-000416,-0.7500289296610001
ACH-000420,-0.39023003956200003
ACH-000421,-0.463888135401
ACH-000424,-0.573822051597
ACH-000425,-0.230276415622
ACH-000426,-0.6608949160350001
ACH-000427,-0.5605775002210001
ACH-000433,-0.957211196825
ACH-000436,-0.708170750749
ACH-000444,-0.647336189292
ACH-000445,-0.688442617827
ACH-000448,-0.406070625215
ACH-000450,-0.8654189540970001
ACH-000452,-0.81772812697
ACH-000454,-0.823486178277
ACH-000458,-1.0356089824899999
ACH-000459,-1.5617713356
ACH-000460,-0.764809923792
ACH-000461,-0.708926583292
ACH-000463,-1.06910372281
ACH-000464,-1.14343690214
ACH-000466,-0.884881133622
ACH-000467,-0.7740005467479999
ACH-000468,-1.04430963425
ACH-000469,-1.20175583387
ACH-000470,-0.960324417297
ACH-000471,-0.776420903765
ACH-000472,-0.322033365334
ACH-000473,-0.521086965612
ACH-000475,-0.944124761294
ACH-000476,-0.7978905499529999
ACH-000477,-0.40238927249799994
ACH-000480,-1.23862316384
ACH-000481,-0.824519550585
ACH-000483,-0.5333465578059999
ACH-000484,-0.823969904398
ACH-000485,-0.547782455794
ACH-000486,-0.987475946675
ACH-000487,-0.9532185359190001
ACH-000488,-0.994658471831
ACH-000490,-0.6914537792730001
ACH-000491,-0.671294874532
ACH-000495,-0.899887918103
ACH-000496,-1.0575559815100002
ACH-000499,-1.52037804861
ACH-000500,-1.1577997331999998
ACH-000502,-0.601848968293
ACH-000503,-1.30867781233
ACH-000505,-0.714219917
ACH-000507,-0.8817377899869999
ACH-000510,-0.833744450746
ACH-000511,-0.779168916998
ACH-000512,-1.3592494900499998
ACH-000516,-0.777290189319
ACH-000517,-0.3342699698
ACH-000518,-0.880404563464
ACH-000520,-0.953189845986
ACH-000521,-1.1273570302399998
ACH-000522,-1.19310959489
ACH-000524,-0.355035720323
ACH-000527,-0.367413280497
ACH-000528,-0.714295345921
ACH-000537,-0.7786127614480001
ACH-000541,-0.6972388170999999
ACH-000542,-1.00979489626
ACH-000544,-1.19434551625
ACH-000545,-1.1321196491299998
ACH-000547,-0.539393468514
ACH-000548,-0.599336357557
ACH-000549,-1.1850879348799999
ACH-000550,-0.766404954765
ACH-000552,-1.04017057061
ACH-000556,-0.62165763208
ACH-000557,-0.58012071764
ACH-000570,-0.9994726713680001
ACH-000571,-0.813273692064
ACH-000573,-0.8682851911299999
ACH-000576,-1.1596341514
ACH-000580,-0.49366673673699996
ACH-000584,-1.32762039079
ACH-000585,-0.765803029288
ACH-000588,-1.1814887341299998
ACH-000589,-1.22186835824
ACH-000591,-1.58789663949
ACH-000593,-0.798068810398
ACH-000600,-0.590192784868
ACH-000601,-0.900286126232
ACH-000604,-0.41423206559
ACH-000605,-0.664867810782
ACH-000606,-0.8580523304019999
ACH-000608,-0.70728230042
ACH-000614,-0.634642789268
ACH-000616,-0.9880790956919999
ACH-000618,-0.938073727421
ACH-000619,-0.983622263572
ACH-000620,-0.138923266819
ACH-000621,-0.732001369622
ACH-000622,-0.820498607993
ACH-000623,-0.821244576059
ACH-000624,-0.5909175935140001
ACH-000627,-1.0264843829799999
ACH-000630,-0.890534745175
ACH-000632,-1.1971378586
ACH-000633,-1.0085561007100001
ACH-000637,-1.08201182911
ACH-000638,-1.03956098126
ACH-000646,-0.47194240187700004
ACH-000647,-0.535676161347
ACH-000648,-0.809652599102
ACH-000649,-1.0080137887799998
ACH-000651,-1.02730975033
ACH-000652,-1.08090638944
ACH-000653,-0.515689198212
ACH-000657,-0.9299422445200001
ACH-000658,-0.924214618733
ACH-000661,-0.725909453584
ACH-000662,-0.868108532221
ACH-000663,-0.631193762334
ACH-000665,-0.458603405453
ACH-000671,-1.1309090777
ACH-000673,-0.956139466816
ACH-000676,-1.11324438573
ACH-000677,-0.505702940498
ACH-000681,-0.762803392972
ACH-000682,-1.06636184401
ACH-000683,-0.356530083571
ACH-000684,-1.29670245375
ACH-000688,-0.651144953961
ACH-000693,-0.9993844904160001
ACH-000694,-0.916447530299
ACH-000695,-0.616376132559
ACH-000696,-0.9452924775210001
ACH-000697,-0.580612646842
ACH-000699,-0.580077036099
ACH-000701,-0.751527634632
ACH-000706,-1.06506610804
ACH-000711,-0.800927935829
ACH-000713,-0.9429802940090001
ACH-000714,-1.08295950842
ACH-000718,-0.7014764630500001
ACH-000720,-1.3203269427700002
ACH-000721,-0.6766361474279999
ACH-000724,-0.346778758743
ACH-000725,-0.958442380475
ACH-000732,-1.14843129104
ACH-000734,-1.20630340945
ACH-000735,-0.734513209988
ACH-000736,-0.945885590465
ACH-000738,-1.0129251972
ACH-000746,-0.598383333434
ACH-000747,-1.02490698869
ACH-000748,-0.992465831892
ACH-000753,-1.25051559813
ACH-000756,-1.23841385286
ACH-000757,-0.745097463573
ACH-000758,-0.7046143808259999
ACH-000760,-0.7981358424609999
ACH-000763,-0.541044536567
ACH-000764,-1.11964725909
ACH-000765,-1.33430014922
ACH-000766,-0.671379890213
ACH-000767,-0.586386167021
ACH-000768,-0.922347110195
ACH-000769,-1.11492632638
ACH-000770,-0.9017358655700001
ACH-000771,-0.81878855733
ACH-000773,-0.648686980527
ACH-000776,-0.8435172750319999
ACH-000777,-1.26848275111
ACH-000778,-0.813630933883
ACH-000781,-1.05364420855
ACH-000782,-0.619164329441
ACH-000783,-0.831210176245
ACH-000784,-1.07389158121
ACH-000785,-0.586945632927
ACH-000787,-1.24483980827
ACH-000788,-1.12160172412
ACH-000791,-0.682050732111
ACH-000792,-1.52770072561
ACH-000794,-1.03444993139
ACH-000796,-0.448354332451
ACH-000799,-0.504172384223
ACH-000800,-0.749189238037
ACH-000802,-1.0259276786
ACH-000804,-0.864175394727
ACH-000805,-0.568171395432
ACH-000809,-0.861526816463
ACH-000810,-1.0551570820899998
ACH-000811,-0.8579658799
ACH-000817,-0.9277903443369999
ACH-000819,-1.08764324546
ACH-000820,-0.8837522621799999
ACH-000821,-0.7111495640979999
ACH-000822,-0.783852984155
ACH-000823,-1.18826711647
ACH-000824,-0.45699768659199996
ACH-000827,-0.8034244844840001
ACH-000829,-0.7311518545119999
ACH-000831,-0.9493767436920001
ACH-000832,-1.22687049009
ACH-000833,-0.9130050482009999
ACH-000834,-0.9880861245999999
ACH-000835,-1.0404096383900001
ACH-000836,-0.624729201929
ACH-000837,-0.8958605341700001
ACH-000838,-0.34351014122100004
ACH-000839,-0.9835571573819999
ACH-000840,-1.03661469841
ACH-000841,-1.11433546295
ACH-000843,-0.959210461002
ACH-000846,-0.403993512333
ACH-000847,-1.12931588265
ACH-000848,-1.03044297404
ACH-000849,-0.384023501913
ACH-000851,-0.593096113752
ACH-000855,-1.30756549148
ACH-000856,-0.832638750703
ACH-000858,-0.993797385221
ACH-000859,-1.02929697491
ACH-000861,-0.880955657322
ACH-000862,-0.35463847128200005
ACH-000865,-1.0575188857200002
ACH-000866,-0.9086540878939999
ACH-000867,-0.9100347599969999
ACH-000869,-0.8285064855859999
ACH-000872,-0.647699414316
ACH-000873,-0.990628277868
ACH-000876,-0.627609669423
ACH-000878,-1.0243560235200002
ACH-000880,-0.6764163361650001
ACH-000881,-0.459875752745
ACH-000882,-0.9749359324200001
ACH-000884,-0.961062942801
ACH-000885,-0.59510845948
ACH-000887,-1.07486685259
ACH-000888,-0.519990276399
ACH-000889,-1.0760836877
ACH-000890,-0.81976303891
ACH-000896,-1.1320725410299999
ACH-000898,-0.380342897556
ACH-000900,-0.9638249371250001
ACH-000901,-0.518563665128
ACH-000905,-0.73674410225
ACH-000906,-1.22453849351
ACH-000907,-1.19898940893
ACH-000910,-1.04295126123
ACH-000911,-0.8053874349529999
ACH-000912,-0.8849974487799999
ACH-000913,-1.2769764804100001
ACH-000915,-1.06244082564
ACH-000916,-0.464676374164
ACH-000917,-0.818024960848
ACH-000921,-0.958901407943
ACH-000924,-1.12640319245
ACH-000926,-0.6518819006759999
ACH-000928,-0.7266549039069999
ACH-000929,-0.6314683906149999
ACH-000932,-0.590901313629
ACH-000935,-0.787794070032
ACH-000936,-1.1243207879100001
ACH-000937,-1.06057709445
ACH-000938,-0.794147393697
ACH-000939,-1.24598243367
ACH-000941,-0.8687404188050001
ACH-000943,-0.649899704846
ACH-000946,-0.718837048055
ACH-000947,-0.969593681556
ACH-000948,-0.39828417048799997
ACH-000950,-1.25959049094
ACH-000953,-0.901111575878
ACH-000957,-1.08069981779
ACH-000958,-0.7463702283879999
ACH-000960,-0.887719763063
ACH-000963,-0.977096404218
ACH-000968,-0.6497106061469999
ACH-000969,-0.515161744146
ACH-000973,-1.12191984933
ACH-000974,-0.8348460155580001
ACH-000975,-0.728587092713
ACH-000976,-0.946813139966
ACH-000978,-1.00347993767
ACH-000980,-0.893077865692
ACH-000984,-0.535051274536
ACH-000986,-0.9043474727230001
ACH-000988,-0.909338820614
ACH-000993,-0.7672038633730001
ACH-000994,-0.6767936324699999
ACH-000996,-0.649714271513
ACH-001001,-1.03935745205
ACH-001020,-1.18169617519
ACH-001028,-1.13606567428
ACH-001031,-1.0922024593000002
ACH-001038,-0.614550137651
ACH-001048,-0.87986845616
ACH-001050,-0.673124188829
ACH-001053,-0.733880979007
ACH-001054,-0.8708284908230001
ACH-001061,-0.9878868826200001
ACH-001067,-0.726522482256
ACH-001075,-1.09482092736
ACH-001096,-1.06093828221
ACH-001128,-0.8123398819850001
ACH-001134,-0.12001918993499999
ACH-001151,-0.447302004493
ACH-001163,-0.993486866006
ACH-001164,-0.9746240856370001
ACH-001173,-0.924487545898
ACH-001183,-0.722703903537
ACH-001184,-1.02539618601
ACH-001190,-0.892414590383
ACH-001192,-1.20555883621
ACH-001193,-1.10265445942
ACH-001196,-1.11886127394
ACH-001197,-0.655777012944
ACH-001205,-0.9354422807359999
ACH-001211,-0.85341193752
ACH-001212,-0.8583606013089999
ACH-001228,-0.73195266793
ACH-001232,-1.2730218102200002
ACH-001239,-0.835424940988
ACH-001274,-0.779959722998
ACH-001275,-1.11240539258
ACH-001277,-0.656522782008
ACH-001278,-0.6789294233750001
ACH-001280,-0.7208323302099999
ACH-001283,-0.840915831945
ACH-001289,-0.0726520474047
ACH-001295,-0.7458548872390001
ACH-001300,-0.7394593327500001
ACH-001301,-0.811247731843
ACH-001302,-0.663618875384
ACH-001303,-1.0968650629999999
ACH-001306,-1.0264618227700002
ACH-001318,-0.958212834005
ACH-001322,-0.799221633798
ACH-001328,-0.44774544843099995
ACH-001332,-1.1551215426600001
ACH-001333,-1.1271713508499999
ACH-001336,-0.574661457843
ACH-001340,-0.878226955433
ACH-001346,-0.9122278222419999
ACH-001353,-0.875689423595
ACH-001354,-1.1439538716600002
ACH-001367,-1.03652990808
ACH-001368,-0.637654316747
ACH-001374,-0.6794209099420001
ACH-001375,-0.8921081328370001
ACH-001377,-0.532187033578
ACH-001380,-0.943626046959
ACH-001391,-0.332678886012
ACH-001407,-0.997714610997
ACH-001408,-1.1449639226700001
ACH-001413,-0.484422112911
ACH-001430,-1.11439339643
ACH-001431,-0.175622308616
ACH-001450,-1.28427889706
ACH-001496,-0.9332672103499999
ACH-001500,-1.18571153487
ACH-001521,-0.8515957083869999
ACH-001523,-1.0581849940299999
ACH-001532,-0.683264550881
ACH-001536,-1.08511125244
ACH-001550,-0.455247184735
ACH-001552,-0.9609319574420001
ACH-001554,-0.7883745449799999
ACH-001645,-0.299745411405
ACH-001654,-0.794586773765
ACH-001715,-1.117232132
ACH-001735,-0.611359186742
ACH-001736,-0.8720728703799999
ACH-001737,-1.16112927426
ACH-001740,-0.8948392098160001
ACH-001745,-0.904427910862
ACH-001750,-0.8026335235619999
ACH-001765,-0.9829004470010001
ACH-001956,-0.855414749659
ACH-001957,-0.42150023230800004
