,CCT6A (908)
ACH-000258,-0.560886747429
ACH-000259,-0.719264298845
ACH-000260,-0.858636000587
ACH-000261,-0.7870756853540001
ACH-000262,-0.842796660949
ACH-000263,-1.13177695098
ACH-000264,-1.41285582936
ACH-000265,-0.85325336689
ACH-000266,-0.89697342331
ACH-000272,-1.13377913065
ACH-000273,-0.632556964675
ACH-000274,-0.6046163721819999
ACH-000277,-1.1421305290000001
ACH-000278,-0.9313340530230001
ACH-000279,-0.989060676709
ACH-000280,-0.801749630123
ACH-000281,-0.612966422346
ACH-000288,-1.22897640696
ACH-000291,-1.15364712605
ACH-000293,-1.00006391369
ACH-000294,-0.47734696559900003
ACH-000295,-1.2353280260700001
ACH-000296,-1.09335801795
ACH-000302,-0.9232655832700001
ACH-000304,-0.722826123977
ACH-000307,-1.08885205701
ACH-000308,-1.23594379135
ACH-000310,-1.05272210032
ACH-000311,-0.888768188787
ACH-000312,-0.932182537543
ACH-000315,-0.873834441725
ACH-000316,-0.995395084516
ACH-000317,-0.422114277477
ACH-000318,-1.0217089571200002
ACH-000319,-0.9351581704809999
ACH-000320,-0.8739641105399999
ACH-000322,-0.791808284664
ACH-000323,-1.28267230072
ACH-000324,-0.8750130565500001
ACH-000329,-1.23920462809
ACH-000330,-0.9661287578550001
ACH-000331,-0.869611292344
ACH-000332,-0.7968052466940001
ACH-000334,-1.39887474823
ACH-000335,-0.757752691989
ACH-000336,-1.0316573716
ACH-000337,-0.7183205144310001
ACH-000339,-0.964098009817
ACH-000341,-1.1928552610299998
ACH-000348,-0.750200206337
ACH-000350,-0.9921369995980001
ACH-000352,-0.980696156283
ACH-000356,-0.968780284097
ACH-000361,-1.1263221780600001
ACH-000362,-0.972043501101
ACH-000363,-1.18792396122
ACH-000364,-0.9064423642020001
ACH-000365,-0.910928642477
ACH-000366,-1.00308784171
ACH-000368,-0.891088922849
ACH-000374,-0.7482610135709999
ACH-000375,-0.8574209147570001
ACH-000376,-0.912631730959
ACH-000381,-0.8012202542300001
ACH-000383,-1.12942272026
ACH-000387,-1.04020009955
ACH-000389,-1.0300416969700001
ACH-000390,-0.555580270432
ACH-000393,-1.1539169814
ACH-000395,-1.02502360283
ACH-000397,-1.09759167582
ACH-000401,-0.939764312764
ACH-000402,-1.5643538126700003
ACH-000403,-0.808716339127
ACH-000404,-0.505808383923
ACH-000406,-0.9378111778020001
ACH-000407,-0.938075783638
ACH-000408,-0.695214880744
ACH-000410,-1.1293082435500001
ACH-000411,-0.7491543648119999
ACH-000414,-1.02646237558
ACH-000415,-0.767152732005
ACH-000416,-0.9119456695489999
ACH-000420,-1.2426956594
ACH-000421,-1.03598857081
ACH-000424,-0.9362135530689999
ACH-000425,-1.0075430612
ACH-000426,-1.24469829716
ACH-000427,-1.0332602874299999
ACH-000433,-0.9787931763689999
ACH-000436,-1.0005551016299998
ACH-000444,-0.915583763567
ACH-000445,-0.908114476119
ACH-000448,-1.0242930921100002
ACH-000450,-0.545336723517
ACH-000452,-0.735786445026
ACH-000454,-0.552287785296
ACH-000458,-0.7810239534540001
ACH-000459,-0.39789853359099997
ACH-000460,-0.905839205898
ACH-000461,-0.9698547872600001
ACH-000463,-1.0046551578799998
ACH-000464,-1.3522384747299998
ACH-000466,-0.9156742791920001
ACH-000467,-1.00405153716
ACH-000468,-0.835782464312
ACH-000469,-0.9064498171600001
ACH-000470,-0.9816775819670001
ACH-000471,-0.870764670528
ACH-000472,-0.45724236152500003
ACH-000473,-0.8956062967649999
ACH-000475,-1.18268758996
ACH-000476,-0.8562627994609999
ACH-000477,-0.8418896992630001
ACH-000480,-0.650908044211
ACH-000481,-0.854463311248
ACH-000483,-0.885092022244
ACH-000484,-0.9272972589470001
ACH-000485,-0.966161269989
ACH-000486,-1.1076851102399998
ACH-000487,-1.06750691609
ACH-000488,-0.612398379482
ACH-000490,-1.02046320872
ACH-000491,-1.08442331161
ACH-000495,-0.892943461381
ACH-000496,-0.746327952662
ACH-000499,-0.9340790926829999
ACH-000500,-0.20216887886399998
ACH-000502,-0.776575807484
ACH-000503,-0.9253492559200001
ACH-000505,-1.0074207937000002
ACH-000507,-0.745135532625
ACH-000510,-1.15006401121
ACH-000511,-0.9234177179090001
ACH-000512,-0.9661392668200001
ACH-000516,-1.15773690191
ACH-000517,-0.8057517815970001
ACH-000518,-0.6464006590070001
ACH-000520,-0.947129087712
ACH-000521,-0.985437745668
ACH-000522,-0.9872575781790001
ACH-000524,-0.9382928385070001
ACH-000527,-0.796645496562
ACH-000528,-0.769911908015
ACH-000537,-1.1317953353899999
ACH-000541,-1.1052722513
ACH-000542,-0.9762764740019999
ACH-000544,-0.593000693422
ACH-000545,-0.857363650544
ACH-000547,-0.9975545196600001
ACH-000548,-0.925324233317
ACH-000549,-0.831644492975
ACH-000550,-1.12548424996
ACH-000552,-0.727509936559
ACH-000556,-1.06606743396
ACH-000557,-1.3719553599599998
ACH-000570,-0.8327903196170001
ACH-000571,-1.10054332439
ACH-000573,-0.9245588520200001
ACH-000576,-1.1413261996600002
ACH-000580,-0.905302975956
ACH-000584,-0.964958517076
ACH-000585,-1.12679058268
ACH-000588,-0.82621390111
ACH-000589,-0.7984675590289999
ACH-000591,-0.794051986988
ACH-000593,-0.9885080422470001
ACH-000600,-0.982560512509
ACH-000601,-0.840963743652
ACH-000604,-1.1960907288299998
ACH-000605,-0.711056806001
ACH-000606,-0.780208193714
ACH-000608,-1.3577931132299998
ACH-000614,-1.0006472163
ACH-000616,-0.9609104864700001
ACH-000618,-0.7962985996520001
ACH-000619,-0.9122436636799999
ACH-000620,-0.956756887048
ACH-000621,-1.26791956743
ACH-000622,-1.01579778804
ACH-000623,-1.12573047826
ACH-000624,-0.953980711376
ACH-000627,-1.1898117848899998
ACH-000630,-0.9634593713099999
ACH-000632,-0.9723103965009999
ACH-000633,-1.07034594015
ACH-000637,-0.553514211153
ACH-000638,-0.7421045494130001
ACH-000646,-0.5590405494349999
ACH-000647,-0.752803164689
ACH-000648,-0.8936629887540001
ACH-000649,-1.02132533139
ACH-000651,-0.718246203907
ACH-000652,-0.7906242035250001
ACH-000653,-0.8737485791259999
ACH-000657,-1.01523051449
ACH-000658,-0.979794718561
ACH-000661,-0.696103715177
ACH-000662,-0.89925443184
ACH-000663,-0.6981637969
ACH-000665,-0.784184893018
ACH-000671,-0.9640282480769999
ACH-000673,-1.42580005075
ACH-000676,-0.904929545686
ACH-000677,-0.728865531451
ACH-000681,-0.777330434262
ACH-000682,-1.05197066752
ACH-000683,-0.952316988873
ACH-000684,-0.828474354994
ACH-000688,-1.18627352551
ACH-000693,-0.699499215573
ACH-000694,-0.9925195544200001
ACH-000695,-1.58905773249
ACH-000696,-0.978400312005
ACH-000697,-0.785049162743
ACH-000699,-0.9901944658570001
ACH-000701,-0.987290888935
ACH-000706,-0.888822682238
ACH-000711,-1.0628327026200002
ACH-000713,-0.7822158875849999
ACH-000714,-0.970608204972
ACH-000718,-0.936569645932
ACH-000720,-0.837940591731
ACH-000721,-1.0101196784100002
ACH-000724,-1.4374877261399999
ACH-000725,-1.4120237606700001
ACH-000732,-0.940527186128
ACH-000734,-0.842548524048
ACH-000735,-1.0279844402
ACH-000736,-0.840327162866
ACH-000738,-0.857724315956
ACH-000746,-0.6126694789239999
ACH-000747,-0.829160036171
ACH-000748,-0.9680793983179999
ACH-000753,-1.06574450873
ACH-000756,-0.792867265159
ACH-000757,-0.7855708900820001
ACH-000758,-0.7419426524830001
ACH-000760,-0.9642571076440001
ACH-000763,-1.0601010463200002
ACH-000764,-1.07853189691
ACH-000765,-0.799121601741
ACH-000766,-0.947453193848
ACH-000767,-1.06334592786
ACH-000768,-0.969888819028
ACH-000769,-0.7406155684919999
ACH-000770,-0.9339057685969999
ACH-000771,-1.05564108496
ACH-000773,-1.08960597935
ACH-000776,-1.00593997375
ACH-000777,-0.262615919967
ACH-000778,-0.929482941303
ACH-000781,-0.8594060603210001
ACH-000782,-0.9886921914010001
ACH-000783,-1.1153828801999999
ACH-000784,-0.907857835861
ACH-000785,-0.8091167450229999
ACH-000787,-0.684915791958
ACH-000788,-0.9118836370010001
ACH-000791,-0.914543278103
ACH-000792,-0.5994549045399999
ACH-000794,-0.964746270537
ACH-000796,-1.31093392792
ACH-000799,-0.653850592531
ACH-000800,-1.5926879054499998
ACH-000802,-0.833654776054
ACH-000804,-0.728064593462
ACH-000805,-0.7568667748919999
ACH-000809,-0.969148027093
ACH-000810,-1.08927524128
ACH-000811,-1.4393836715700001
ACH-000817,-0.915256299589
ACH-000819,-0.889667407863
ACH-000820,-0.8293436545199999
ACH-000821,-1.1860340888
ACH-000822,-1.3959159082700001
ACH-000823,-0.8929605262450001
ACH-000824,-0.9678762637980001
ACH-000827,-0.66870769874
ACH-000829,-1.02262463877
ACH-000831,-0.664410598293
ACH-000832,-0.585596884399
ACH-000833,-0.912746098922
ACH-000834,-0.9827456195990001
ACH-000835,-0.847420801191
ACH-000836,-1.00951233738
ACH-000837,-0.8103563901340001
ACH-000838,-0.8843076619210001
ACH-000839,-0.52109482246
ACH-000840,-0.954400384751
ACH-000841,-0.6353608950859999
ACH-000843,-0.9683466476279999
ACH-000846,-0.7472048016539999
ACH-000847,-0.802648561428
ACH-000848,-1.18400840675
ACH-000849,-0.0986785341344
ACH-000851,-0.708237431548
ACH-000855,-0.421258793741
ACH-000856,-0.7593274833370001
ACH-000858,-0.786314518997
ACH-000859,-0.80164997951
ACH-000861,-0.984139708961
ACH-000862,-0.835167818018
ACH-000865,-0.563028595759
ACH-000866,-0.9742114649629999
ACH-000867,-1.09178418079
ACH-000869,-1.22924308199
ACH-000872,-0.6822793639399999
ACH-000873,-0.884428221332
ACH-000876,-0.949731964998
ACH-000878,-1.05329325925
ACH-000880,-1.0111128716600002
ACH-000881,-0.7993940771250001
ACH-000882,-0.9932501053589999
ACH-000884,-0.9476630914740001
ACH-000885,-0.778754278738
ACH-000887,-1.07197447705
ACH-000888,-0.891189485528
ACH-000889,-0.882988801819
ACH-000890,-1.09886778925
ACH-000896,-0.705088802718
ACH-000898,-0.7469139638050001
ACH-000900,-1.00336043702
ACH-000901,-0.978794856664
ACH-000905,-0.850769569041
ACH-000906,-0.883981683794
ACH-000907,-1.0116804798799999
ACH-000910,-1.17343836029
ACH-000911,-0.9030695361769999
ACH-000912,-0.8321476615719999
ACH-000913,-0.910311921092
ACH-000915,-1.27934486155
ACH-000916,-0.509604275712
ACH-000917,-0.8786351003470001
ACH-000921,-0.717045548223
ACH-000924,-1.13217779436
ACH-000926,-0.932459881345
ACH-000928,-0.9860676373549999
ACH-000929,-0.8269136193100001
ACH-000932,-1.30346984405
ACH-000935,-0.541244276669
ACH-000936,-1.0985745714700001
ACH-000937,-0.989596684116
ACH-000938,-0.9200505123289999
ACH-000939,-0.8755631148440001
ACH-000941,-1.03747482881
ACH-000943,-0.9196822885870001
ACH-000946,-1.0611369007
ACH-000947,-1.09698637424
ACH-000948,-0.855764286538
ACH-000950,-1.01937946965
ACH-000953,-1.16968405181
ACH-000957,-0.759458593178
ACH-000958,-0.786289567954
ACH-000960,-1.1099818792799998
ACH-000963,-0.902251772631
ACH-000968,-0.908826615564
ACH-000969,-0.7137169698520001
ACH-000973,-0.952336011464
ACH-000974,-1.0564770747399999
ACH-000975,-0.9718372967560001
ACH-000976,-0.797601419856
ACH-000978,-1.4172799442100001
ACH-000980,-1.04096772499
ACH-000984,-1.1891091652899999
ACH-000986,-0.7355346993330001
ACH-000988,-0.768444037752
ACH-000993,-1.31287365198
ACH-000994,-0.865179334488
ACH-000996,-0.9072257402480001
ACH-001001,-0.995664921681
ACH-001020,-1.0719237366399998
ACH-001028,-1.15849660038
ACH-001031,-1.00920340173
ACH-001038,-0.856132161388
ACH-001048,-0.883402021952
ACH-001050,-1.05081467737
ACH-001053,-1.17283941505
ACH-001054,-0.924369772062
ACH-001061,-0.960638751717
ACH-001067,-1.06485527077
ACH-001075,-0.7323699334029999
ACH-001096,-1.01612274289
ACH-001128,-1.18044621924
ACH-001134,-0.832206083131
ACH-001151,-0.855946609474
ACH-001163,-1.01200565546
ACH-001164,-0.749059596396
ACH-001173,-0.891845724323
ACH-001183,-0.8115398520139999
ACH-001184,-0.9861168764849999
ACH-001190,-0.907044810337
ACH-001192,-0.836761117943
ACH-001193,-0.957649310612
ACH-001196,-0.7802934207850001
ACH-001197,-0.479404106334
ACH-001205,-1.08278090191
ACH-001211,-1.08265437503
ACH-001212,-0.857124587438
ACH-001228,-1.12878633065
ACH-001232,-0.915493965789
ACH-001239,-1.04076932926
ACH-001274,-1.16288436614
ACH-001275,-0.981236358997
ACH-001277,-1.06073995955
ACH-001278,-0.861508823237
ACH-001280,-0.882859335173
ACH-001283,-0.8975545795190001
ACH-001289,-1.0
ACH-001295,-1.13579601831
ACH-001300,-0.910520002534
ACH-001301,-1.04578250168
ACH-001302,-0.872965763393
ACH-001303,-1.0731793016700002
ACH-001306,-1.0983914799799999
ACH-001318,-0.879182628903
ACH-001322,-1.0380567599600001
ACH-001328,-0.706433495704
ACH-001332,-1.11898233825
ACH-001333,-1.07097012788
ACH-001336,-0.880936257755
ACH-001340,-0.9404925804850001
ACH-001346,-0.892798664832
ACH-001353,-0.9025156862270001
ACH-001354,-0.706326615014
ACH-001367,-1.0283238755
ACH-001368,-1.12656126013
ACH-001374,-0.9356765648440001
ACH-001375,-1.19391733484
ACH-001377,-1.07449566652
ACH-001380,-1.02570839157
ACH-001391,-1.44307788274
ACH-001407,-0.629145792028
ACH-001408,-0.8078002522750001
ACH-001413,-0.9400299779729999
ACH-001430,-1.04668340595
ACH-001431,-0.751341277848
ACH-001450,-1.18069579846
ACH-001496,-0.918084857411
ACH-001500,-0.941529241946
ACH-001521,-0.8873660784559999
ACH-001523,-0.695165490616
ACH-001532,-0.995112977795
ACH-001536,-0.950220607933
ACH-001550,-1.20319850463
ACH-001552,-1.09609222141
ACH-001554,-1.06363977654
ACH-001645,-1.08784048221
ACH-001654,-1.09692759764
ACH-001715,-0.9494782129359999
ACH-001735,-0.786916502145
ACH-001736,-0.986655897648
ACH-001737,-0.78354135493
ACH-001740,-1.23833571834
ACH-001745,-1.1893086696200001
ACH-001750,-0.871107748372
ACH-001765,-1.06062725914
ACH-001956,-0.728186332738
ACH-001957,-0.752259813283
