,OXTR (5021)
ACH-000004,0.0676214881337
ACH-000007,0.32130654338799997
ACH-000009,0.28374264613600003
ACH-000011,0.23042646363699998
ACH-000012,0.27753578837299997
ACH-000013,0.243224018877
ACH-000014,0.19057084969500002
ACH-000015,0.249902463829
ACH-000017,0.20350436725999999
ACH-000018,0.329084678981
ACH-000019,0.401779458815
ACH-000021,0.274131258058
ACH-000022,0.19283394184500002
ACH-000025,0.0751775228102
ACH-000028,0.11076675610400001
ACH-000030,0.282749207712
ACH-000035,0.30526584317899996
ACH-000036,0.15660435342499998
ACH-000037,0.139237114885
ACH-000039,0.440382936593
ACH-000040,0.0862283941105
ACH-000041,0.266110203299
ACH-000042,0.229801784723
ACH-000045,0.25742514802
ACH-000047,0.275778254826
ACH-000052,0.22458218094500002
ACH-000053,0.208358273924
ACH-000054,0.0679155764861
ACH-000055,0.0866769859926
ACH-000060,0.258363635849
ACH-000067,0.149568264251
ACH-000070,0.206903298249
ACH-000075,0.285699396387
ACH-000078,0.39106378718699997
ACH-000082,0.271139203678
ACH-000085,-0.0346392081759
ACH-000086,0.299808188874
ACH-000087,0.09704015877189999
ACH-000092,0.242247712876
ACH-000095,0.0633815948409
ACH-000097,0.217857591781
ACH-000098,0.13396667598
ACH-000099,0.202109380195
ACH-000108,0.23985598592799998
ACH-000113,0.238350387364
ACH-000115,0.264958894247
ACH-000116,0.1357711151
ACH-000118,0.288754493309
ACH-000120,0.301601552446
ACH-000123,0.530101295568
ACH-000127,0.372051512209
ACH-000128,0.138296426129
ACH-000132,0.204260932498
ACH-000133,0.23153879608199998
ACH-000137,0.170769986406
ACH-000138,0.222108749828
ACH-000142,0.183352730055
ACH-000143,-0.132812863947
ACH-000146,0.1560442527
ACH-000148,0.265796478652
ACH-000150,-0.08701334031260001
ACH-000152,0.117314712774
ACH-000153,0.301788881721
ACH-000159,0.237639548176
ACH-000160,0.315509786548
ACH-000163,0.236037976517
ACH-000167,-0.13667572162900002
ACH-000168,0.285670466698
ACH-000169,0.292374183244
ACH-000178,0.09010729966360001
ACH-000182,0.161519719236
ACH-000183,0.169898862648
ACH-000188,0.229172901476
ACH-000189,0.282026594884
ACH-000190,0.24962143115200003
ACH-000198,0.371829073615
ACH-000204,0.276033859711
ACH-000206,0.361241750007
ACH-000207,0.0767160369031
ACH-000211,0.258012099436
ACH-000215,0.21501926370700003
ACH-000221,0.336661774768
ACH-000222,0.12335116115900001
ACH-000223,0.153264608844
ACH-000226,0.233275258008
ACH-000227,0.230824325822
ACH-000228,0.39388016330799996
ACH-000231,0.357056897861
ACH-000232,0.210067913902
ACH-000233,0.16195726312
ACH-000234,0.0476176558741
ACH-000235,0.23095134545899998
ACH-000237,0.27446790478599997
ACH-000238,0.308124727163
ACH-000243,0.36838893912
ACH-000244,0.0936442083872
ACH-000246,0.0842160016667
ACH-000248,0.28769411410100004
ACH-000250,0.109184799789
ACH-000251,0.544279520289
ACH-000253,0.161134257197
ACH-000255,0.1815064313
ACH-000256,0.253506736259
ACH-000257,-0.06063441940690001
ACH-000258,0.382901810854
ACH-000259,0.277758749307
ACH-000260,0.226861436655
ACH-000261,0.31883961965700003
ACH-000262,0.123915504927
ACH-000263,0.028812327027199998
ACH-000264,0.244559880777
ACH-000265,0.29092628367400003
ACH-000266,0.304483057218
ACH-000272,0.262344995054
ACH-000273,0.132378227442
ACH-000274,0.182787759575
ACH-000277,0.00691952244328
ACH-000278,0.248082529881
ACH-000279,0.16506176375700002
ACH-000280,0.305003493584
ACH-000281,0.37920664754
