,TAF1B (9014)
ACH-000004,-0.6837324359899999
ACH-000007,-0.819293271302
ACH-000009,-0.5147041301340001
ACH-000011,-0.707172244487
ACH-000012,-0.737763516031
ACH-000013,-0.612273457613
ACH-000014,-0.796669895094
ACH-000015,-0.791068374975
ACH-000017,-0.6577869543829999
ACH-000018,-1.0004600476899999
ACH-000019,-0.5530802607109999
ACH-000021,-0.67986407685
ACH-000022,-0.769875469434
ACH-000025,-0.824198715549
ACH-000028,-0.663596379196
ACH-000030,-0.7277785014489999
ACH-000035,-0.938181901118
ACH-000036,-0.9325327825299999
ACH-000037,-0.9258989825820001
ACH-000039,-0.629876199109
ACH-000040,-0.7285839022660001
ACH-000041,-0.866525897512
ACH-000042,-0.8251951289339999
ACH-000045,-0.433835975524
ACH-000047,-0.872562253056
ACH-000052,-0.9357459470080001
ACH-000053,-0.764363587598
ACH-000054,-0.735121499693
ACH-000055,-0.451064573015
ACH-000060,-0.750108710989
ACH-000067,-0.7711116530869999
ACH-000070,-0.866881098053
ACH-000075,-0.837371075655
ACH-000078,-0.63961022546
ACH-000082,-1.03839130574
ACH-000085,-0.832884955077
ACH-000086,-0.751928079134
ACH-000087,-0.846770970566
ACH-000092,-0.763410672502
ACH-000095,-0.901053068088
ACH-000097,-0.7770594810320001
ACH-000098,-0.930712393547
ACH-000099,-0.6517859573520001
ACH-000108,-0.7328225834440001
ACH-000113,-0.7080022896070001
ACH-000115,-0.697918176426
ACH-000116,-0.946637927482
ACH-000118,-0.625752782098
ACH-000120,-0.7810362140889999
ACH-000123,-0.745543946831
ACH-000127,-0.5860616029060001
ACH-000128,-0.6844372963680001
ACH-000132,-0.939053382268
ACH-000133,-0.921757561736
ACH-000137,-0.785736981865
ACH-000138,-0.7555705786270001
ACH-000142,-0.486543788142
ACH-000143,-0.845441215665
ACH-000146,-0.519986829809
ACH-000148,-0.864156749067
ACH-000150,-0.725712285671
ACH-000152,-1.00225193434
ACH-000153,-0.5080829056580001
ACH-000159,-0.978454112635
ACH-000160,-0.4371563956600001
ACH-000163,-0.669630721903
ACH-000167,-0.370509926628
ACH-000168,-0.867689692498
ACH-000169,-0.842394263864
ACH-000178,-0.8574607382100001
ACH-000182,-0.641275316019
ACH-000183,-0.634673800164
ACH-000188,-0.8446596864749999
ACH-000189,-1.22287660586
ACH-000190,-0.381223540368
ACH-000198,-0.67451268892
ACH-000204,-0.421939705881
ACH-000206,-0.647798338456
ACH-000207,-0.902834068415
ACH-000211,-0.713991459903
ACH-000215,-1.00649553579
ACH-000221,-0.90259839177
ACH-000222,-0.5101955783209999
ACH-000223,-0.7119694666590001
ACH-000226,-0.71059413102
ACH-000227,-0.661547943832
ACH-000228,-0.822252448133
ACH-000231,-0.690191791065
ACH-000232,-0.6579233002
ACH-000233,-0.557114130672
ACH-000234,-0.705111341182
ACH-000235,-0.765900348906
ACH-000237,-0.771638801872
ACH-000238,-0.693849184324
ACH-000243,-0.7908840643230001
ACH-000244,-0.668411174577
ACH-000246,-0.777348387731
ACH-000248,-0.7287370585230001
ACH-000250,-0.915222234999
ACH-000251,-1.1677580166500001
ACH-000253,-0.664089357891
ACH-000255,-0.8913171702420001
ACH-000256,-0.46262532857699995
ACH-000257,-0.665731669015
ACH-000258,-0.8240289794460001
ACH-000259,-0.6941333698989999
ACH-000260,-0.6318353142249999
ACH-000261,-0.811699470504
ACH-000262,-0.674664870811
ACH-000263,-0.872125960045
ACH-000264,-0.799517819202
ACH-000265,-0.592013788123
ACH-000266,-0.8210097503300001
ACH-000272,-0.795352150945
ACH-000273,-0.636080198799
ACH-000274,-0.86578729871
ACH-000277,-0.797922405263
ACH-000278,-0.44599420241300003
ACH-000279,-0.812493914684
ACH-000280,-1.11244224163
ACH-000281,-0.515094111453
ACH-000288,-0.932612501452
ACH-000291,-0.700664634971
ACH-000293,-0.705623005246
ACH-000294,-0.678229364101
ACH-000295,-1.5143269730200002
ACH-000296,-0.49315308349
ACH-000302,-0.864437250705
ACH-000304,-0.968113665843
ACH-000307,-0.535831002292
ACH-000308,-1.0548170889
ACH-000310,-0.46657509400799996
ACH-000311,-0.640811739743
ACH-000312,-0.71502460266
ACH-000315,-1.03391806505
ACH-000316,-0.67704531811
ACH-000317,-0.614310833764
ACH-000318,-0.6848711325929999
ACH-000319,-0.825202813832
ACH-000320,-0.580694648759
ACH-000322,-0.6941644125399999
ACH-000323,-0.790973596616
ACH-000324,-0.749183232156
ACH-000329,-0.824701506625
ACH-000330,-0.903754648979
ACH-000331,-0.78614068297
ACH-000332,-0.779264826865
ACH-000334,-0.849828243659
ACH-000335,-0.64742769953
ACH-000336,-0.686316532914
ACH-000337,-0.676755031855
ACH-000339,-0.714280786539
ACH-000341,-0.29137032947299996
ACH-000348,-0.512262777795
ACH-000350,-0.753005151819
ACH-000352,-0.7562983580470001
ACH-000356,-1.0682214568100001
ACH-000361,-0.9235280920160001
ACH-000362,-0.6951235470010001
ACH-000363,-0.782445169835
ACH-000364,-0.560443555668
ACH-000365,-0.851166687283
ACH-000366,-0.6874839682080001
ACH-000368,-1.04972957799
ACH-000374,-0.9002823109710001
ACH-000375,-0.233620027642
ACH-000376,-0.6416337639890001
ACH-000381,-0.717845897757
ACH-000383,-0.5298452873899999
ACH-000387,-0.552264421173
ACH-000389,-0.833654756625
ACH-000390,-0.7983298639
ACH-000393,-0.555361641491
ACH-000395,-0.596759086208
ACH-000397,-0.8098391962929999
ACH-000401,-0.772696208196
ACH-000402,-1.0379983281899998
ACH-000403,-0.582582089736
ACH-000404,-0.648912081206
ACH-000406,-0.64403314625
ACH-000407,-0.890764984584
ACH-000408,-0.895315644718
ACH-000410,-0.5909592307729999
ACH-000411,-0.717023201004
ACH-000414,-0.641855130056
ACH-000415,-0.7686249854899999
ACH-000416,-0.923154281818
ACH-000420,-0.663112892502
ACH-000421,-0.549969931784
ACH-000424,-0.9416061514799998
ACH-000425,-0.7543799578939999
ACH-000426,-0.6825121336910001
ACH-000427,-0.575126439485
ACH-000433,-0.5654930714540001
ACH-000436,-0.34576308910899994
ACH-000444,-0.789713711537
ACH-000445,-0.669194860092
ACH-000448,-0.906679837728
ACH-000450,-0.7951058767910001
ACH-000452,-0.7422935902760001
ACH-000454,-0.797270129057
ACH-000458,-0.965287025257
ACH-000459,-0.814894171579
ACH-000460,-0.669103916922
ACH-000461,-0.48467104221600005
ACH-000463,-0.7475668643100001
ACH-000464,-1.01615476689
ACH-000466,-0.6940568330940001
ACH-000467,-0.837922534017
ACH-000468,-0.7182143137379999
ACH-000469,-1.04922044626
ACH-000470,-0.8683408361730001
ACH-000471,-0.980334685229
ACH-000472,-0.816373948034
ACH-000473,-0.9603772694439999
ACH-000475,-0.583475708453
ACH-000476,-0.707260069212
ACH-000477,-0.825217212706
ACH-000480,-0.7954834396670001
ACH-000481,-0.587829811175
ACH-000483,-0.352838427857
ACH-000484,-1.0294253426
ACH-000485,-0.8825137935340001
ACH-000486,-0.759477435652
ACH-000487,-0.6989875278409999
ACH-000488,-0.694986271586
ACH-000490,-0.738893950713
ACH-000491,-0.620621652495
ACH-000495,-0.84102922883
ACH-000496,-0.601722597799
ACH-000499,-0.763003989886
ACH-000500,-1.31101243222
ACH-000502,-0.683760352531
ACH-000503,-0.8479440822509999
ACH-000505,-0.883944663644
ACH-000507,-0.860500939817
ACH-000510,-0.8075962136470001
ACH-000511,-0.913585245572
ACH-000512,-0.571384378188
ACH-000516,-0.963325829528
ACH-000517,-0.646948833361
ACH-000518,-0.810267261625
ACH-000520,-0.84030369971
ACH-000521,-0.7809909270700001
ACH-000522,-1.04653321671
ACH-000524,-0.674569591852
ACH-000527,-0.86019454528
ACH-000528,-0.6253296804540001
ACH-000537,-0.720136422827
ACH-000541,-1.23354785207
ACH-000542,-0.8231000231029999
ACH-000544,-0.552048998038
ACH-000545,-0.800147346192
ACH-000547,-1.09993346005
ACH-000548,-0.772243140315
ACH-000549,-0.797926464989
ACH-000550,-0.983059406899
ACH-000552,-0.671452965333
ACH-000556,-0.741184725643
ACH-000557,-0.926089353754
ACH-000570,-0.568662536549
ACH-000571,-0.88638728582
ACH-000573,-0.343315581654
ACH-000576,-0.907874407779
ACH-000580,-1.05823623583
ACH-000584,-0.8184862487119999
ACH-000585,-0.75593476377
ACH-000588,-0.284419629016
ACH-000589,-0.6828630996699999
ACH-000591,-0.877877167473
ACH-000593,-0.970774302763
ACH-000600,-0.488329004026
ACH-000601,-0.696373387069
ACH-000604,-0.671671793035
ACH-000605,-0.686171258391
ACH-000606,-0.850686534833
ACH-000608,-0.526509952381
ACH-000614,-0.7984201296160001
ACH-000616,-0.949260571396
ACH-000618,-0.701751151147
ACH-000619,-0.782286109928
ACH-000620,-0.8011351165430001
ACH-000621,-0.42366647216799996
ACH-000622,-0.539652275513
ACH-000623,-0.56832279912
ACH-000624,-0.870236043912
ACH-000627,-0.7960177666410001
ACH-000630,-0.8428488674819999
ACH-000632,-0.8367610848829999
ACH-000633,-0.644266692206
ACH-000637,-1.1544363690200001
ACH-000638,-0.763211753927
ACH-000646,-0.518685087755
ACH-000647,-0.760979859001
ACH-000648,-0.783632158141
ACH-000649,-0.758138906922
ACH-000651,-0.911714831674
ACH-000652,-0.8168429040109999
ACH-000653,-0.8943622071200001
ACH-000657,-0.839567251426
ACH-000658,-0.856287742859
ACH-000661,-0.919057515423
ACH-000662,-1.1203215775
ACH-000663,-0.70908529831
ACH-000665,-0.9472022369499999
ACH-000671,-0.530129484876
ACH-000673,-0.809121165563
ACH-000676,-0.8212178439360001
ACH-000677,-0.608842992905
ACH-000681,-0.652474637692
ACH-000682,-0.7724459506520001
ACH-000683,-0.47580546327600004
ACH-000684,-0.776248842992
ACH-000688,-0.49000804795100006
ACH-000693,-0.483071781862
ACH-000694,-0.861749937113
ACH-000695,-0.987812881489
ACH-000696,-0.833983235301
ACH-000697,-0.779622698891
ACH-000699,-0.712208050812
ACH-000701,-0.881132382244
ACH-000706,-0.8408781810529999
ACH-000711,-0.505869866023
ACH-000713,-0.612866909429
ACH-000714,-0.669128897612
ACH-000718,-0.743783330095
ACH-000720,-0.723219629175
ACH-000721,-0.8408448992030001
ACH-000724,-0.833183097784
ACH-000725,-0.635899831281
ACH-000732,-0.7430258244560001
ACH-000734,-0.570714013046
ACH-000735,-0.5220104260399999
ACH-000736,-0.7336294328030001
ACH-000738,-0.8453943618359999
ACH-000746,-0.68748608449
ACH-000747,-0.540661748167
ACH-000748,-0.797923130545
ACH-000753,-0.604775529419
ACH-000756,-0.386682243494
ACH-000757,-0.5173532076039999
ACH-000758,-0.530445602077
ACH-000760,-0.8993156656999999
ACH-000763,-0.871461045536
ACH-000764,-0.691325486435
ACH-000765,-0.6056632959570001
ACH-000766,-0.800368547225
ACH-000767,-0.931998566387
ACH-000768,-0.5904375216300001
ACH-000769,-0.477163620452
ACH-000770,-0.661974180119
ACH-000771,-0.7850612084849999
ACH-000773,-0.33787260477200004
ACH-000776,-0.816563214446
ACH-000777,-0.721339897006
ACH-000778,-0.6922633612289999
ACH-000781,-0.7503041101540001
ACH-000782,-0.9168985556460001
ACH-000783,-0.654388213195
ACH-000784,-0.8168241243619999
ACH-000785,-0.477205063946
ACH-000787,-0.908839908477
ACH-000788,-0.8158603622499999
ACH-000791,-0.628808908935
ACH-000792,-1.00185693224
ACH-000794,-0.8720570102590001
ACH-000796,-0.8550980825010001
ACH-000799,-0.647836873751
ACH-000800,-1.02084085631
ACH-000802,-0.64220589497
ACH-000804,-0.603638894943
ACH-000805,-0.7559282110950001
ACH-000809,-0.7085415827730001
ACH-000810,-0.992249624131
ACH-000811,-0.834345115734
ACH-000817,-1.0067475745799999
ACH-000819,-0.7897084592039999
ACH-000820,-0.8632854213310001
ACH-000821,-0.990085963549
ACH-000822,-0.328683109579
ACH-000823,-1.0097287304
ACH-000824,-0.575283796365
ACH-000827,-0.786864932907
ACH-000829,-0.8521001491920001
ACH-000831,-0.677807240324
ACH-000832,-0.911946242085
ACH-000833,-0.6833280552259999
ACH-000834,-0.683452507337
ACH-000835,-0.841166908813
ACH-000836,-0.287209641408
ACH-000837,-0.859638476269
ACH-000838,-0.424178577962
ACH-000839,-0.961720569435
ACH-000840,-0.681648883887
ACH-000841,-0.56341033368
ACH-000843,-0.861058361109
ACH-000846,-1.11423576964
ACH-000847,-0.863053842971
ACH-000848,-0.616250276454
ACH-000849,-0.598739144344
ACH-000851,-0.7977446438439999
ACH-000855,-1.22717159964
ACH-000856,-0.9269630945039999
ACH-000858,-0.892790887789
ACH-000859,-0.746571802216
ACH-000861,-0.35909125623300003
ACH-000862,-0.69154894406
ACH-000865,-0.726168871335
ACH-000866,-0.796702261966
ACH-000867,-0.6638375099939999
ACH-000869,-0.679020496636
ACH-000872,-0.647081552325
ACH-000873,-0.491904294758
ACH-000876,-1.0402711945299998
ACH-000878,-0.596233888532
ACH-000880,-0.775956238795
ACH-000881,-0.857581649754
ACH-000882,-0.864743423242
ACH-000884,-0.9391379602
ACH-000885,-0.699872186542
ACH-000887,-0.640410812259
ACH-000888,-0.612910875222
ACH-000889,-0.437908390632
ACH-000890,-0.8161448093989999
ACH-000896,-1.2414465922600002
ACH-000898,-0.520147825005
ACH-000900,-0.673588969665
ACH-000901,-0.843671592398
ACH-000905,-0.7319185198639999
ACH-000906,-0.759917908286
ACH-000907,-0.8011466113310001
ACH-000910,-0.747600573936
ACH-000911,-0.711784350896
ACH-000912,-0.658718651823
ACH-000913,-0.733470082483
ACH-000915,-0.536538305124
ACH-000916,-0.18395185542800002
ACH-000917,-0.7736334775110001
ACH-000921,-0.905647434278
ACH-000924,-0.701853797182
ACH-000926,-0.489244873932
ACH-000928,-0.9456247558499999
ACH-000929,-0.689480737007
ACH-000932,-1.1827433295
ACH-000935,-0.42972069849399996
ACH-000936,-0.980809791537
ACH-000937,-0.8752808395799999
ACH-000938,-1.06414184058
ACH-000939,-0.476587759408
ACH-000941,-1.1464960402600002
ACH-000943,-0.88985493037
ACH-000946,-0.902484720112
ACH-000947,-0.965965783181
ACH-000948,-0.832137811313
ACH-000950,-0.9743035126719999
ACH-000953,-1.10254691935
ACH-000957,-1.05938184079
ACH-000958,-0.828992493761
ACH-000960,-0.662243850465
ACH-000963,-0.812142122263
ACH-000968,-0.634465719595
ACH-000969,-0.5301417263889999
ACH-000973,-0.793847957597
ACH-000974,-1.01417751386
ACH-000975,-0.502215958304
ACH-000976,-0.783494697376
ACH-000978,-1.18537735198
ACH-000980,-0.579502810092
ACH-000984,-0.907671943752
ACH-000986,-0.5832047317629999
ACH-000988,-0.8931199073139999
ACH-000993,-0.653263978091
ACH-000994,-0.7077015290600001
ACH-000996,-0.984518758134
ACH-001001,-0.863664969613
ACH-001020,-0.423041039359
ACH-001028,-0.756023565013
ACH-001031,-0.728653143741
ACH-001038,-0.765871730798
ACH-001048,-0.657892012487
ACH-001050,-0.957684921716
ACH-001053,-0.9977232734379999
ACH-001054,-0.703213061576
ACH-001061,-0.633771261461
ACH-001067,-0.805234997641
ACH-001075,-0.7922992001629999
ACH-001096,-0.731135771405
ACH-001128,0.245283038216
ACH-001134,-0.760822165041
ACH-001151,-0.800261598258
ACH-001163,-0.820488834378
ACH-001164,-0.826930751052
ACH-001173,-0.7306236969859999
ACH-001183,-0.899823739781
ACH-001184,-0.6275084337619999
ACH-001190,-0.651275568315
ACH-001192,-1.03919017545
ACH-001193,-0.653834096267
ACH-001196,-0.736861576734
ACH-001197,-0.823311621606
ACH-001205,-0.9141233795379999
ACH-001211,-0.851243436889
ACH-001212,-0.897029632935
ACH-001228,-0.838898328187
ACH-001232,-0.822087018303
ACH-001239,-0.764314609601
