,NACA (4666)
ACH-000232,-1.25749292971
ACH-000233,-1.2230146686599999
ACH-000234,-1.5248080535799997
ACH-000235,-1.51044393561
ACH-000237,-1.14644373407
ACH-000238,-1.5345664529700003
ACH-000243,-1.72566802664
ACH-000244,-1.3197608819600002
ACH-000246,-1.5193466132700002
ACH-000248,-1.36584620738
ACH-000250,-1.5100614247100002
ACH-000251,-1.29115393109
ACH-000253,-1.5284357542700002
ACH-000255,-1.25845122983
ACH-000256,-1.6214665362099998
ACH-000257,-1.40961036759
ACH-000258,-1.36009956119
ACH-000259,-1.4187707204299997
ACH-000260,-1.3432167044799999
ACH-000261,-1.4468955743799998
ACH-000262,-1.40455879433
ACH-000263,-1.2038002663299998
ACH-000264,-1.19710735974
ACH-000265,-1.61487288073
ACH-000266,-1.5114530851499999
ACH-000272,-1.17924160689
ACH-000273,-1.23359978237
ACH-000274,-1.41640234819
ACH-000277,-1.53548555028
ACH-000278,-1.21828566172
ACH-000279,-1.18785233568
ACH-000280,-1.64460256931
ACH-000281,-1.8215994779499998
ACH-000288,-1.53181381491
ACH-000291,-1.33344233804
ACH-000293,-1.3065839185500001
ACH-000294,-1.04508893514
ACH-000295,-1.22527708053
ACH-000296,-1.36398000282
ACH-000302,-1.4709613201299998
ACH-000304,-1.8547875941299998
ACH-000307,-1.4387447073100001
ACH-000308,-1.1723403749799999
ACH-000310,-1.64320517408
ACH-000311,-1.7750397092400003
ACH-000312,-1.52508475625
ACH-000315,-1.08370122179
ACH-000316,-1.12470727013
ACH-000317,-1.15980891485
ACH-000318,-1.6184603371700002
ACH-000319,-1.41630249681
ACH-000320,-1.3716039748
ACH-000322,-1.45686983193
ACH-000323,-1.62069191224
ACH-000324,-1.60319488549
ACH-000329,-1.51438103998
ACH-000330,-1.48922036306
ACH-000331,-1.36535671182
ACH-000332,-1.59339102444
ACH-000334,-1.0728918944299999
ACH-000335,-1.5086686955500002
ACH-000336,-1.09593432153
ACH-000337,-1.56963382134
ACH-000339,-1.51025096771
ACH-000341,-1.19528058886
ACH-000348,-1.46553605521
ACH-000350,-1.65392760051
ACH-000352,-1.32595190639
ACH-000356,-1.47417220658
ACH-000361,-1.30967808933
ACH-000362,-1.4739343965600002
ACH-000363,-1.54789560658
ACH-000364,-1.31226902688
ACH-000365,-1.23511151335
ACH-000366,-1.09390814314
ACH-000368,-1.43265560274
ACH-000374,-1.18015614229
ACH-000375,-1.52251877728
ACH-000376,-1.2934144617799999
ACH-000381,-1.44862790426
ACH-000383,-1.9097994371
ACH-000387,-1.20463505519
ACH-000389,-1.2774568450100001
ACH-000390,-1.1543610805700002
ACH-000393,-1.4040934834399998
ACH-000395,-1.8239014975099999
ACH-000397,-0.982636353387
ACH-000401,-1.6271322754299997
ACH-000402,-0.8225986062199999
ACH-000403,-1.4580438489899998
ACH-000404,-1.4707099355700002
ACH-000406,-1.23877142962
ACH-000407,-1.32201358389
ACH-000408,-1.2389840305600002
ACH-000410,-1.4720563111899998
ACH-000411,-1.3650135148299998
ACH-000414,-1.6973894858399998
ACH-000415,-1.3800409710600001
ACH-000416,-1.4202688163400001
ACH-000420,-1.53728543435
ACH-000421,-1.4785742217200002
ACH-000424,-1.38110364352
ACH-000425,-1.41412684834
ACH-000426,-1.7143035091499998
ACH-000427,-1.7488364216900003
ACH-000433,-1.49881624215
ACH-000436,-1.5623257625799998
ACH-000444,-1.3061933758600002
ACH-000445,-1.62407373084
ACH-000448,-1.56514153036
ACH-000450,-1.49302725389
ACH-000452,-1.05266930955
ACH-000454,-1.37745725728
ACH-000458,-1.36665903293
ACH-000459,-1.4040842247499998
ACH-000460,-1.6207947729199998
ACH-000461,-1.69218622273
ACH-000463,-1.44031220712
ACH-000464,-1.7601555632700001
ACH-000466,-1.52873451847
ACH-000467,-1.32916501155
ACH-000468,-1.8938771735
ACH-000469,-1.23778228857
ACH-000470,-1.40240400184
ACH-000471,-1.55370875352
ACH-000472,-1.77333550652
ACH-000473,-1.89047063314
ACH-000475,-1.43672416653
ACH-000476,-1.3847456174700001
ACH-000477,-1.74823274733
ACH-000480,-1.28437063811
ACH-000481,-1.62562110729
ACH-000483,-1.81593617901
ACH-000484,-1.3145578471700001
ACH-000485,-1.43160391532
ACH-000486,-1.3832412262600002
ACH-000487,-1.2509689253
ACH-000488,-1.6060816933700002
ACH-000490,-1.4352730545899999
ACH-000491,-1.48704702598
ACH-000495,-1.40949220628
ACH-000496,-1.55758862778
ACH-000499,-1.04496136995
ACH-000500,-1.26857029369
ACH-000502,-1.37720897843
ACH-000503,-1.4571592251899999
ACH-000505,-1.5822232300299999
ACH-000507,-1.29627679786
ACH-000510,-1.200847455
ACH-000511,-1.47664362462
ACH-000512,-1.21688572499
ACH-000516,-1.46215131786
ACH-000517,-1.12955241045
ACH-000518,-1.28446932271
ACH-000520,-1.3993084505899998
ACH-000521,-1.23409862294
ACH-000522,-1.31501081415
ACH-000524,-1.680822587
ACH-000527,-1.41165147424
ACH-000528,-1.30702972577
ACH-000537,-1.1951732991600001
ACH-000541,-1.5562546857600001
ACH-000542,-1.49725916408
ACH-000544,-1.20712929624
ACH-000545,-1.4180133906
ACH-000547,-0.999477838445
ACH-000548,-1.5484440900100003
ACH-000549,-1.2723895041600002
ACH-000550,-1.4254623360299998
ACH-000552,-1.2590635001700001
ACH-000556,-1.37188181887
ACH-000557,-1.21561216009
ACH-000570,-1.43119156252
ACH-000571,-0.852706406596
ACH-000573,-1.33699939131
ACH-000576,-1.3786863818900001
ACH-000580,-1.62308526607
ACH-000584,-1.4658265040799998
ACH-000585,-1.3887639836
ACH-000588,-1.5377512065
ACH-000589,-1.533892425
ACH-000591,-1.33726528857
ACH-000593,-1.3161851253499999
ACH-000600,-1.6517235674000001
ACH-000601,-1.54923287587
ACH-000604,-1.38540398083
ACH-000605,-1.52036977419
ACH-000606,-1.3590370770500002
ACH-000608,-1.5604505536500002
ACH-000614,-1.8316027214
ACH-000616,-1.45908073891
ACH-000618,-1.34137983488
ACH-000619,-1.5223292447999999
ACH-000620,-1.42038573042
ACH-000621,-1.13877340075
ACH-000622,-0.616478047503
ACH-000623,-1.60782173395
ACH-000624,-1.37020910343
ACH-000627,-1.55103067225
ACH-000630,-1.37751095081
ACH-000632,-1.4103486622299999
ACH-000633,-1.67448109805
ACH-000637,-1.4327295944299998
ACH-000638,-1.5599325228100003
ACH-000646,-2.0181652751900003
ACH-000647,-1.43867143399
ACH-000648,-1.36791151706
ACH-000649,-1.53151510443
ACH-000651,-1.37480957723
ACH-000652,-1.1781983526200002
ACH-000653,-1.5713252295
ACH-000657,-1.5292909992800001
ACH-000658,-1.23127005155
ACH-000661,-1.72947484974
ACH-000662,-2.03010179771
ACH-000663,-1.7628847155900003
ACH-000665,-1.4283656908000002
ACH-000671,-1.46790494551
ACH-000673,-1.3823277991
ACH-000676,-1.60726155698
ACH-000677,-1.43907891293
ACH-000681,-1.71247749863
ACH-000682,-1.4105479781999999
ACH-000683,-1.3964150110299998
ACH-000684,-1.5117384938299998
ACH-000688,-1.3721012895299998
ACH-000693,-1.4325203801800002
ACH-000694,-1.31470180482
ACH-000695,-1.07996301403
ACH-000696,-1.16429328745
ACH-000697,-1.3270831275200001
ACH-000699,-1.84647395661
ACH-000701,-1.71098405656
ACH-000706,-1.4033994333500002
ACH-000711,-1.3092591530700002
ACH-000713,-1.2941378578799998
ACH-000714,-1.24060788665
ACH-000718,-1.6839035753100002
ACH-000720,-1.5551749040600003
ACH-000721,-1.2022587198399999
ACH-000724,-1.1054699402500001
ACH-000725,-1.54522967323
ACH-000732,-1.4673719967899999
ACH-000734,-1.4767860568200002
ACH-000735,-1.36659783524
ACH-000736,-1.51589776681
ACH-000738,-1.0195942879200002
ACH-000746,-1.61449338843
ACH-000747,-1.45174133847
ACH-000748,-1.36776411115
ACH-000753,-1.52027125678
ACH-000756,-1.37863661358
ACH-000757,-1.25846479934
ACH-000758,-1.3604375315900001
ACH-000760,-1.4120221694100001
ACH-000763,-1.4347113996
ACH-000764,-1.2420122199299999
ACH-000765,-1.5967604878200001
ACH-000766,-1.14246998556
ACH-000767,-1.35584094625
ACH-000768,-1.50155525912
ACH-000769,-1.3166188834600001
ACH-000770,-1.32438617908
ACH-000771,-1.2248395875799998
ACH-000773,-1.3595713127700002
ACH-000776,-1.4966599152899998
ACH-000777,-1.25425410185
ACH-000778,-1.6324250522900001
ACH-000781,-1.2424216971200002
ACH-000782,-1.4610508107
ACH-000783,-1.4653366442500002
ACH-000784,-1.52105903466
ACH-000785,-1.55267116544
ACH-000787,-1.2866354799200002
ACH-000788,-1.3938608251700002
ACH-000791,-1.4469523587900002
ACH-000792,-1.21607421934
ACH-000794,-1.3414364997700001
ACH-000796,-1.3368854642399999
ACH-000799,-1.4575736534200001
ACH-000800,-1.1416523715200002
ACH-000802,-1.24202470269
ACH-000804,-1.5871450194999999
ACH-000805,-1.8489773865999999
ACH-000809,-1.4925765919299998
ACH-000810,-1.61729981909
ACH-000811,-1.06414605972
ACH-000817,-1.29842152006
ACH-000819,-1.3062828175299999
ACH-000820,-1.20823792199
ACH-000821,-1.340307107
ACH-000822,-1.42840574309
ACH-000823,-1.43434070378
ACH-000824,-1.0057853643
ACH-000827,-1.3984480341799999
ACH-000829,-1.24226367191
ACH-000831,-1.4883278690000001
ACH-000832,-1.42306430791
ACH-000833,-1.4974245532
ACH-000834,-1.650833339
ACH-000835,-1.23599039974
ACH-000836,-0.8722004685629999
ACH-000837,-1.61422258403
ACH-000838,-1.05933674032
ACH-000839,-1.3007709914799999
ACH-000840,-1.45409103725
ACH-000841,-1.5040192950799998
ACH-000843,-1.31279301661
ACH-000846,-1.2796611150700001
ACH-000847,-1.2135415728899999
ACH-000848,-1.4017856010799998
ACH-000849,-1.47711210963
ACH-000851,-1.39248020966
ACH-000855,-1.20602348381
ACH-000856,-1.41497738021
ACH-000858,-1.4802660595200001
ACH-000859,-1.6709755780000002
ACH-000861,-1.69085449813
ACH-000862,-1.3579371185100002
ACH-000865,-1.16778610606
ACH-000866,-1.11549191871
ACH-000867,-1.4467951107400001
ACH-000869,-1.28007987096
ACH-000872,-1.06103220893
ACH-000873,-1.27263565506
ACH-000876,-1.2658473447399998
ACH-000878,-1.14125123041
ACH-000880,-1.4520905436000002
ACH-000881,-1.4687521986
ACH-000882,-1.56779586731
ACH-000884,-1.58225969561
ACH-000885,-1.32426749225
ACH-000887,-1.37875255181
ACH-000888,-1.18269816287
ACH-000889,-1.18792987293
ACH-000890,-1.4343236114500002
ACH-000896,-1.7815185499200001
ACH-000898,-1.50615578709
ACH-000900,-1.5010714083399999
ACH-000901,-1.4280424678799999
ACH-000905,-1.4122432250999999
ACH-000906,-1.34787059059
ACH-000907,-1.3376611973799999
ACH-000910,-1.2198537443000002
ACH-000911,-1.31145099382
ACH-000912,-1.35111701544
ACH-000913,-1.44178302535
ACH-000915,-1.40922402783
ACH-000916,-1.34417355776
ACH-000917,-1.3004275008
ACH-000921,-1.28622726331
ACH-000924,-1.56581154883
ACH-000926,-1.23197168915
ACH-000928,-1.9321098844099998
ACH-000929,-1.19328779263
ACH-000932,-1.34293638387
ACH-000935,-1.59310936279
ACH-000936,-1.40934920996
ACH-000937,-1.7655281745299998
ACH-000938,-1.53012823996
ACH-000939,-1.00279334865
ACH-000941,-1.51347443036
ACH-000943,-1.20353522683
ACH-000946,-1.37674028806
ACH-000947,-1.38495603366
ACH-000948,-1.58478957951
ACH-000950,-1.55954661879
ACH-000953,-1.4388907116
ACH-000957,-1.47175926216
ACH-000958,-1.19692526799
ACH-000960,-1.28736864038
ACH-000963,-1.68002180185
ACH-000968,-1.51939097069
ACH-000969,-1.46105167378
ACH-000973,-1.17980835373
ACH-000974,-1.25288321832
ACH-000975,-1.2362076097299999
ACH-000976,-1.51360022164
ACH-000978,-2.1814495327400003
ACH-000980,-1.33549500653
ACH-000984,-1.3762234052000002
ACH-000986,-1.32767377537
ACH-000988,-1.35565084315
ACH-000993,-1.5731361215900002
ACH-000994,-1.6228847121899999
ACH-000996,-1.17501413135
ACH-001001,-1.28287370156
ACH-001020,-1.4062613908700001
ACH-001028,-1.3258999783499998
ACH-001031,-1.54320214213
ACH-001038,-1.37884651257
ACH-001048,-1.12063442533
ACH-001050,-1.55112881843
ACH-001053,-1.5100223500499999
ACH-001054,-1.25980787954
ACH-001061,-1.1590579621100001
ACH-001067,-1.4932307110699998
ACH-001075,-1.44874681787
ACH-001096,-1.33011948579
ACH-001128,-1.0067786261
ACH-001134,-1.22201808588
ACH-001151,-1.26504889151
ACH-001163,-1.17882806543
ACH-001164,-1.43178715432
ACH-001173,-1.40406815903
ACH-001183,-1.55371142303
ACH-001184,-1.19749650072
ACH-001190,-1.16090177787
ACH-001192,-1.37907865199
ACH-001193,-1.22127664286
ACH-001196,-1.17936465497
ACH-001197,-1.41383709593
ACH-001205,-1.34229307321
ACH-001211,-1.4242586982499998
ACH-001212,-1.4589232664700003
ACH-001228,-1.5876417246899999
ACH-001232,-1.43913831046
ACH-001239,-1.6026412675600001
ACH-001274,-1.61853668716
ACH-001275,-1.5054286213499999
ACH-001277,-1.46578051581
ACH-001278,-1.27219455186
ACH-001280,-1.56942056305
ACH-001283,-0.9631623049779999
ACH-001289,-1.5762089908899999
ACH-001295,-1.3958703768
ACH-001300,-1.21529150487
ACH-001301,-1.3271641409700001
ACH-001302,-0.943761759134
ACH-001303,-1.08944489092
ACH-001306,-1.43866171695
ACH-001318,-1.16976680554
ACH-001322,-1.2438669867399998
ACH-001328,-1.3299908014
ACH-001332,-1.3225577748000001
ACH-001333,-1.24609013735
ACH-001336,-1.22206824433
ACH-001340,-1.41691335733
ACH-001346,-1.4039165493599999
ACH-001353,-1.46087963092
ACH-001354,-1.3296106516600001
ACH-001367,-1.0687730714
ACH-001368,-1.30991209808
ACH-001374,-1.63919955164
ACH-001375,-1.3405790613600002
ACH-001377,-1.50622791465
ACH-001380,-1.4789134858000001
ACH-001391,-1.5122546107600001
ACH-001407,-1.5065186326299997
ACH-001408,-1.4295178243
ACH-001413,-1.3214585475799998
ACH-001430,-1.56230695741
ACH-001431,-1.50572448016
ACH-001450,-1.5081977052899997
ACH-001496,-1.1824933982999999
ACH-001500,-1.35954712007
ACH-001521,-1.37008661958
ACH-001523,-1.30457703926
ACH-001532,-1.4504418472999998
ACH-001536,-1.61360334671
ACH-001550,-1.06748135776
ACH-001552,-1.4094376776299997
ACH-001554,-1.5604655984399998
ACH-001645,-1.57491411159
ACH-001654,-1.6581076627200002
ACH-001715,-1.4701680651
ACH-001735,-1.30440060715
ACH-001736,-1.4560599678400001
ACH-001737,-1.50020674345
ACH-001740,-1.01570978772
ACH-001745,-1.31448779882
ACH-001750,-1.4833961810299998
ACH-001765,-1.26281615634
ACH-001956,-1.24557498479
ACH-001957,-1.17935115414
