,LGALS7B (653499)
ACH-000004,0.17795934079599998
ACH-000007,0.034278079107
ACH-000009,0.00653851512794
ACH-000011,0.0321829461768
ACH-000012,-0.13139806828
ACH-000013,-0.67430226963
ACH-000014,-0.0858300281542
ACH-000015,-0.271088670353
ACH-000017,0.0890025507989
ACH-000018,-0.399337496005
ACH-000019,-0.18557546350600002
ACH-000021,-0.021614278570300002
ACH-000022,-0.404413304277
ACH-000025,0.26039659522799996
ACH-000028,-0.157487795703
ACH-000030,-0.043553025314100005
ACH-000035,-0.0641101313445
ACH-000036,-0.00689026205891
ACH-000037,0.0633167708789
ACH-000039,0.05494362055930001
ACH-000040,0.0856794751182
ACH-000041,0.09047035570539999
ACH-000042,-0.24255836051
ACH-000045,0.025409592017700003
ACH-000047,0.138226960074
ACH-000052,0.039663979722300007
ACH-000053,-0.177973402636
ACH-000054,-0.131653860869
ACH-000055,-0.00323863443736
ACH-000060,-0.0200104856293
ACH-000067,0.13467026335100002
ACH-000070,-0.119846725436
ACH-000075,0.0829951207813
ACH-000078,-0.101269688609
ACH-000082,-0.10296444803200001
ACH-000085,0.020688087515099998
ACH-000086,0.009342000013530001
ACH-000087,-0.256321735623
ACH-000092,-0.152684248997
ACH-000095,0.028460356707099996
ACH-000097,-0.26291860889400004
ACH-000098,-0.0683980654238
ACH-000099,-0.222460306294
ACH-000108,-0.057439896215199994
ACH-000113,-0.14689940059
ACH-000115,-0.264726263983
ACH-000116,-0.0182638231766
ACH-000118,-0.0867873681871
ACH-000120,0.0178277161857
ACH-000123,-0.008335748972979999
ACH-000127,-0.128036692622
ACH-000128,-0.385379339635
ACH-000132,-0.070350450298
ACH-000133,-0.0284509699576
ACH-000137,-0.7134874022959999
ACH-000138,0.0033576737974100003
ACH-000142,-0.11172728728299999
ACH-000143,0.0449445207751
ACH-000146,-0.238493735354
ACH-000148,0.0817875104641
ACH-000150,0.09930928490499999
ACH-000152,-0.119893155294
ACH-000153,-0.5082055483519999
ACH-000159,-0.0580463617992
ACH-000160,-0.172324938763
ACH-000163,-0.317213334297
ACH-000167,-0.0719170362286
ACH-000168,-0.08805344508199998
ACH-000169,0.12909024815700001
ACH-000178,-0.0310626990069
ACH-000182,0.0178890936748
ACH-000183,-0.0702833547322
ACH-000188,-0.12085854725600001
ACH-000189,-0.18098291121100002
ACH-000190,-0.261128456806
ACH-000198,-0.04541332920419999
ACH-000204,-0.301809414253
ACH-000206,0.21473477770100002
ACH-000207,-0.309861851636
ACH-000211,0.145615080088
ACH-000215,-0.0477091578166
ACH-000221,0.0828534291013
ACH-000222,-0.060028072604999996
ACH-000223,0.0034575210675799996
ACH-000226,-0.0747516636541
ACH-000227,0.067676260628
ACH-000228,-0.256023655668
ACH-000231,0.147702038998
ACH-000232,0.103541241347
ACH-000233,-0.177640590225
ACH-000234,-0.314280726528
ACH-000235,-0.09083567773600001
ACH-000237,0.08389440414449999
ACH-000238,0.058668095165300006
ACH-000243,0.0963705515752
ACH-000244,-0.184770745317
ACH-000246,-0.124593000875
ACH-000248,-0.07996571444969999
ACH-000250,-0.061964372388000004
ACH-000251,-0.687895305513
ACH-000253,-0.278149001977
ACH-000255,-0.112585957576
ACH-000256,-0.000739982913111
ACH-000257,-0.060408026163
ACH-000258,-0.42323095991400006
ACH-000259,0.00705213521374
ACH-000260,-0.054147285624
ACH-000261,-0.00297813513737
ACH-000262,-0.28458062171799997
ACH-000263,0.0706920438189
ACH-000264,-0.0675019775543
ACH-000265,0.0523635118193
ACH-000266,-0.07877376256919999
ACH-000272,-0.117146078465
ACH-000273,-0.0969940953368
ACH-000274,0.131434195649
ACH-000277,0.162950952009
ACH-000278,-0.0443380628572
ACH-000279,0.11782464087300001
ACH-000280,-0.39563329982900003
ACH-000281,-0.23375664754
ACH-000288,0.100223992732
ACH-000291,-0.14827550597300002
ACH-000293,-0.43415172625200005
ACH-000294,-0.246371731167
ACH-000295,-0.33658621098499997
ACH-000296,0.029048971527
ACH-000302,-0.166351356847
ACH-000304,0.18654600223
ACH-000307,0.0775283989309
ACH-000308,-0.38846710914899996
ACH-000310,-0.17363274904399997
ACH-000311,-0.0792313437984
ACH-000312,0.147745937555
ACH-000315,-0.108826699004
ACH-000316,0.190766960122
ACH-000317,0.224449559166
ACH-000318,-0.272354227815
ACH-000319,0.0717612534261
ACH-000320,-0.163183124343
ACH-000322,0.0912806570463
ACH-000323,0.0330361482337
ACH-000324,0.22025160140900002
ACH-000329,-0.198762469052
ACH-000330,0.0241912541018
ACH-000331,0.08409808520430001
ACH-000332,-0.0601130986838
ACH-000334,-0.16062850197999998
ACH-000335,0.38163444180399997
ACH-000336,0.294349220908
ACH-000337,0.0187374785065
ACH-000339,-0.171734063255
ACH-000341,0.0630226859338
ACH-000348,0.0101789317888
ACH-000350,-0.026523905581099995
ACH-000352,0.0957742898966
ACH-000356,0.178168850937
ACH-000361,0.0133824421952
ACH-000362,-0.28141593483000005
ACH-000363,0.054001323886400006
ACH-000364,-0.07057432741110001
ACH-000365,-0.19698201497
ACH-000366,-0.29155767261
ACH-000368,-0.027870304018700002
ACH-000374,0.2092943076
ACH-000375,-0.223107740127
ACH-000376,0.0995328755443
ACH-000381,-0.294995983457
ACH-000383,-0.22453002219
ACH-000387,0.151123285927
ACH-000389,-0.350709432424
ACH-000390,-0.19328894370400002
ACH-000393,0.21223639073399997
ACH-000395,-0.0598032590969
ACH-000397,-0.316475624581
ACH-000401,-0.405579664494
ACH-000402,-0.318876635581
ACH-000403,-0.043383758985400006
ACH-000404,-0.09424171043089999
ACH-000406,-0.061421152078
ACH-000407,-0.30459556776999996
ACH-000408,0.181384305735
ACH-000410,-0.08609255798599999
ACH-000411,-0.0865980167923
ACH-000414,-0.0137752861445
ACH-000415,-0.133533276552
ACH-000416,0.030822045916
ACH-000420,-0.190553562209
ACH-000421,0.047735281738400005
ACH-000424,0.28156284160399997
ACH-000425,-0.0463881119761
ACH-000426,-0.0613693738275
ACH-000427,0.0499757291754
ACH-000433,0.0129199677895
ACH-000436,-0.36615728319799995
ACH-000444,-0.102845399026
ACH-000445,0.152903578525
ACH-000448,0.0895271817591
ACH-000450,-0.147466934641
ACH-000452,-0.0898433735731
ACH-000454,-0.608829329498
ACH-000458,-0.19794388436299998
ACH-000459,-0.26732050905
ACH-000460,-0.008167983126029999
ACH-000461,-0.00600086896654
ACH-000463,-0.33609150200599996
ACH-000464,-0.216057389871
ACH-000466,-0.524547724435
ACH-000467,-0.0155858436776
ACH-000468,-0.00600765474761
ACH-000469,-0.0006324962879980001
ACH-000470,-0.023219646760400003
ACH-000471,-0.0293353042643
ACH-000472,-0.132147758244
ACH-000473,0.133527659294
ACH-000475,-0.0770490201882
ACH-000476,-0.09351628524769999
ACH-000477,-0.137507578816
ACH-000480,-0.139881681573
ACH-000481,0.07090861084580001
ACH-000483,0.13730170522600002
ACH-000484,-0.168933506756
ACH-000485,-0.182082097817
ACH-000486,0.0472271598195
ACH-000487,0.0176596395806
ACH-000488,0.039103573013699995
ACH-000490,-0.136970570841
ACH-000491,-0.025885134956200002
ACH-000495,0.0290214876165
ACH-000496,-0.113741689832
ACH-000499,-0.488015984389
ACH-000500,0.42250707349600003
ACH-000502,-0.202459610939
ACH-000503,-0.0829980369665
ACH-000505,-0.112715443431
ACH-000507,-0.132445373659
ACH-000510,-0.6087490672160001
ACH-000511,-0.250925865973
ACH-000512,-0.108748337456
ACH-000516,-0.22386609285300002
ACH-000517,-0.0302836770261
ACH-000518,-0.188357773176
ACH-000520,-0.266032261493
ACH-000521,-0.16779873013
ACH-000522,0.0319656131649
ACH-000524,0.0258164270627
ACH-000527,-0.026770188990400002
ACH-000528,0.0636793107628
ACH-000537,-0.114064018393
ACH-000541,-0.0177237962275
ACH-000542,-0.145841142644
ACH-000544,-0.17374866130999997
ACH-000545,0.08036965970160001
ACH-000547,-0.195460081494
ACH-000548,-0.143497584966
ACH-000549,0.30112416833
ACH-000550,0.07537676167110001
ACH-000552,-0.115046107286
ACH-000556,-0.0333633972281
ACH-000557,-0.143161304722
ACH-000570,0.158113937964
ACH-000571,-0.22932266936
ACH-000573,-0.141443782872
ACH-000576,0.0158204246614
ACH-000580,-0.296292639227
ACH-000584,-0.138745122524
ACH-000585,-0.07197376683739999
ACH-000588,-0.10492244537499999
ACH-000589,-0.11717714185999999
ACH-000591,-0.030746782286999997
ACH-000593,-0.235854156844
ACH-000600,-0.157872180447
ACH-000601,0.028672720088
ACH-000604,0.190867208339
ACH-000605,0.23138962589499998
