,VAC14 (55697)
ACH-000231,-0.371282544962
ACH-000232,-0.317184701574
ACH-000233,-0.437292963985
ACH-000234,-0.444696796711
ACH-000235,-0.24208806407699998
ACH-000237,-0.32236268756700004
ACH-000238,-0.46567592324199997
ACH-000243,-0.00145483436421
ACH-000244,-0.283072922414
ACH-000246,-0.32915607695599997
ACH-000248,-0.649302061954
ACH-000250,-0.9967121122220001
ACH-000251,-0.5482445082280001
ACH-000253,-0.6590744740460001
ACH-000255,-0.124621127756
ACH-000256,-0.455454520823
ACH-000257,-0.39434862788
ACH-000258,-0.210026911669
ACH-000259,-0.39172115454499995
ACH-000260,-0.34600321987300003
ACH-000261,-0.47909172180299997
ACH-000262,-0.761133459219
ACH-000263,-0.475033939755
ACH-000264,-0.43455397922300004
ACH-000265,-0.205048738259
ACH-000266,-0.44195840853999996
ACH-000272,-0.520104809587
ACH-000273,-0.18275525242199997
ACH-000274,-0.808696685916
ACH-000277,-0.391109231185
ACH-000278,-0.453119876527
ACH-000279,-0.146022402188
ACH-000280,-0.52771409382
ACH-000281,-0.361369803213
ACH-000288,-0.213795636301
ACH-000291,-0.18969520631200001
ACH-000293,-0.655295294599
ACH-000294,-0.364359294438
ACH-000295,-0.260727985221
ACH-000296,-0.646597488867
ACH-000302,-0.307958314509
ACH-000304,0.205851714504
ACH-000307,-0.444990690336
ACH-000308,-0.327921175866
ACH-000310,-0.41002862294500003
ACH-000311,-0.438423685448
ACH-000312,-0.2815432132
ACH-000315,-0.377117803447
ACH-000316,-0.444240650603
ACH-000317,-0.201596503996
ACH-000318,-0.281730629405
ACH-000319,-0.378336142301
ACH-000320,-0.508986370473
ACH-000322,-0.38056897177500004
ACH-000323,-0.338330136308
ACH-000324,-0.372177344183
ACH-000329,-0.269180282208
ACH-000330,-0.448958293329
ACH-000331,-0.271587563992
ACH-000332,-0.142504934339
ACH-000334,-0.512463305126
ACH-000335,-0.302078622674
ACH-000336,-0.31852589820599997
ACH-000337,-0.448717032812
ACH-000339,-0.536307481793
ACH-000341,-0.616685128118
ACH-000348,-0.241457149495
ACH-000350,-0.79225937438
ACH-000352,-0.37929924885
ACH-000356,-0.595853300315
ACH-000361,-0.200713174044
ACH-000362,-0.258385284357
ACH-000363,-0.249006262852
ACH-000364,-0.20850009559799998
ACH-000365,-0.803387583825
ACH-000366,-0.40986755674900005
ACH-000368,-0.39588187909
ACH-000374,-0.173650044424
ACH-000375,-0.246495963486
ACH-000376,-0.233232451054
ACH-000381,-0.30078586561500004
ACH-000383,-0.48267086096600004
ACH-000387,-0.290269095496
ACH-000389,-0.460964860827
ACH-000390,-0.317293132477
ACH-000393,-0.380295141639
ACH-000395,-0.446513885307
ACH-000397,-0.372626424944
ACH-000401,-0.312951380708
ACH-000402,-0.19025082520999997
ACH-000403,-0.436042339211
ACH-000404,-0.250447369799
ACH-000406,-0.176815309576
ACH-000407,-0.42459570254100004
ACH-000408,-0.482655827759
ACH-000410,-0.265485825707
ACH-000411,-0.442018681011
ACH-000414,-0.787017302079
ACH-000415,-0.257245272746
ACH-000416,-0.33505013686900004
ACH-000420,-0.46558893778000005
ACH-000421,-0.43586856515199995
ACH-000424,-0.11819313016899999
ACH-000425,-0.249294430834
ACH-000426,-0.488514432798
ACH-000427,-0.592182455337
ACH-000433,-0.257072108246
ACH-000436,-0.151246185323
ACH-000444,-0.275963701116
ACH-000445,-0.27147264403099997
ACH-000448,-0.218905642281
ACH-000450,-0.136833420021
ACH-000452,-0.450284716677
ACH-000454,-0.61810325327
ACH-000458,-0.449204047391
ACH-000459,-0.28579816819000003
ACH-000460,-0.510791206357
ACH-000461,-0.696335874887
ACH-000463,-0.428211556544
ACH-000464,-0.330025668272
ACH-000466,-0.318554908944
ACH-000467,-0.188215573436
ACH-000468,-0.548567029464
ACH-000469,-0.10526538350199999
ACH-000470,-0.834644889569
ACH-000471,-0.176957397802
ACH-000472,-0.22748755063099999
ACH-000473,-0.488131841941
ACH-000475,-0.23311837255600001
ACH-000476,-1.00571929426
ACH-000477,-0.48780035075000006
ACH-000480,-0.430331499045
ACH-000481,-0.0769009134996
ACH-000483,-0.379697724926
ACH-000484,-0.8463667318189999
ACH-000485,-0.08389725899110001
ACH-000486,-0.321327707332
ACH-000487,-0.248121118292
ACH-000488,-0.10568277796499999
ACH-000490,-0.462880115906
ACH-000491,-0.362127693715
ACH-000495,-0.612186426556
ACH-000496,-0.42048556143
ACH-000499,-0.468706494511
ACH-000500,-0.08908709956160002
ACH-000502,-0.701655405648
ACH-000503,-0.0551028641933
ACH-000505,-0.529314754019
ACH-000507,-0.327540453267
ACH-000510,-0.220002117592
ACH-000511,-0.257751403621
ACH-000512,-0.145608019422
ACH-000516,-0.447431071641
ACH-000517,-0.45043274029700003
ACH-000518,-0.537763586237
ACH-000520,-0.445759876454
ACH-000521,-0.5483031917450001
ACH-000522,-0.328347946051
ACH-000524,-0.803187165508
ACH-000527,-0.37123987769199995
ACH-000528,-0.348907599325
ACH-000537,-0.463797742139
ACH-000541,-0.218304592227
ACH-000542,-0.350452514582
ACH-000544,-0.609640747372
ACH-000545,-0.33185898174899997
ACH-000547,-0.509875852635
ACH-000548,-0.721972888089
ACH-000549,-0.49168365140799997
ACH-000550,-0.484868891381
ACH-000552,-0.43421068366800003
ACH-000556,-0.439921357732
ACH-000557,0.00640965011027
ACH-000570,-0.118647271402
ACH-000571,-0.28139339856600004
ACH-000573,-0.17986861993099998
ACH-000576,-0.427740700549
ACH-000580,-0.674976287146
ACH-000584,-0.484754672664
ACH-000585,-0.401404072571
ACH-000588,-0.278996081671
ACH-000589,-0.507860189118
ACH-000591,-0.381553084296
ACH-000593,-0.661461568695
ACH-000600,-0.40515392082199997
ACH-000601,-0.219403031131
ACH-000604,-0.35938010509999996
ACH-000605,-0.456473971709
ACH-000606,-0.142218928002
ACH-000608,-0.270398839833
ACH-000614,-0.379503239627
ACH-000616,-0.33605326612099995
ACH-000618,-0.41729378587899996
ACH-000619,-0.20535133534400002
ACH-000620,-0.241479514161
ACH-000621,-0.31625582328
ACH-000622,-0.175827031232
ACH-000623,-0.0881843160417
ACH-000624,-0.12014235225299999
ACH-000627,-0.75225173484
ACH-000630,-0.5372066340730001
ACH-000632,-0.28432865629099996
ACH-000633,-0.258576390899
ACH-000637,-0.367019664907
ACH-000638,-0.39401964243199994
ACH-000646,-0.732991078608
ACH-000647,-0.107779173014
ACH-000648,-0.822714772719
ACH-000649,-0.741045934129
ACH-000651,-0.396483770475
ACH-000652,-0.465072671672
ACH-000653,-0.341130682986
ACH-000657,-0.318476671487
ACH-000658,-0.290485162827
ACH-000661,-0.49900629476
ACH-000662,-0.219616877478
ACH-000663,-0.434246361159
ACH-000665,-0.24734567441
ACH-000671,-0.320316034904
ACH-000673,-0.14435767019600002
ACH-000676,-0.43791333117700004
ACH-000677,-0.224491301045
ACH-000681,-0.415905636558
ACH-000682,-0.509889996311
ACH-000683,-0.7828520502740001
ACH-000684,-0.35544351741700003
ACH-000688,-0.21053129822900002
ACH-000693,-0.580365278963
ACH-000694,-0.43903777763499996
ACH-000695,-0.34092991560999997
ACH-000696,-0.554569745604
ACH-000697,-0.48328882664800005
ACH-000699,-0.249175980424
ACH-000701,-0.41298656346100004
ACH-000706,-0.295136394106
ACH-000711,-0.37485313198
ACH-000713,-0.9932530758679999
ACH-000714,-0.729086866553
ACH-000718,-0.21178234065999998
ACH-000720,-0.519219932673
ACH-000721,-0.323961335592
ACH-000724,-0.3053945613
ACH-000725,-0.430780794373
ACH-000732,-0.43662579669
ACH-000734,-0.296587551195
ACH-000735,-0.7113531015000001
ACH-000736,-0.350691322983
ACH-000738,-0.22093283750300002
ACH-000746,-0.221868546963
ACH-000747,-0.24768123520799998
ACH-000748,-0.344319673512
ACH-000753,-0.19795444039
ACH-000756,-0.605974070576
ACH-000757,-0.41448467416
ACH-000758,-0.463449247421
ACH-000760,-0.18428616166900003
ACH-000763,-0.275519948934
ACH-000764,-0.6937431537890001
ACH-000765,-0.23498653341200001
ACH-000766,-0.376630376138
ACH-000767,-0.219061627577
ACH-000768,-0.488057842392
ACH-000769,-0.158855285851
ACH-000770,-0.862307800772
ACH-000771,-0.736610374472
ACH-000773,-0.0948148343157
ACH-000776,-0.423609516446
ACH-000777,-0.123262886973
ACH-000778,-0.223297704404
ACH-000781,-0.81390040287
ACH-000782,-0.148506678198
ACH-000783,-0.36326422415
ACH-000784,-0.369506000725
ACH-000785,-0.262821003791
ACH-000787,-0.227519825048
ACH-000788,-0.687851401857
ACH-000791,-0.23521152778299997
ACH-000792,-0.508101877969
ACH-000794,-0.42737806090499997
ACH-000796,-0.35491039469499996
ACH-000799,-0.407726967328
ACH-000800,-0.451245050994
ACH-000802,-0.39036446395
ACH-000804,-0.477351273768
ACH-000805,-0.21994335765099998
ACH-000809,-0.09242361047660001
ACH-000810,-0.154356229994
ACH-000811,-0.391237299323
ACH-000817,-0.37091726883000004
ACH-000819,-0.21690879877799998
ACH-000820,-0.202251155765
ACH-000821,-0.48672648863799994
ACH-000822,-1.02419544469
ACH-000823,-0.434336959197
ACH-000824,-0.262136754887
ACH-000827,-0.725914505934
ACH-000829,-0.40286112687
ACH-000831,-0.40704144957500005
ACH-000832,-0.583346230273
ACH-000833,-0.725247239791
ACH-000834,-0.413835188669
ACH-000835,-0.144364021491
ACH-000836,-0.294029341696
ACH-000837,-0.4472956067600001
ACH-000838,-0.536083862192
ACH-000839,-0.462667795166
ACH-000840,-0.267997734655
ACH-000841,-0.48188249895499996
ACH-000843,-0.536194441398
ACH-000846,-0.419351220699
ACH-000847,-0.447075743884
ACH-000848,-0.369298578155
ACH-000849,-0.7134122198939999
ACH-000851,-0.232156129928
ACH-000855,0.010984523773900001
ACH-000856,-0.7115566715009999
ACH-000858,-0.518071301564
ACH-000859,-0.315878149662
ACH-000861,-0.352556684212
ACH-000862,-0.1358236699
ACH-000865,-0.293206235567
ACH-000866,-0.0944240618464
ACH-000867,-0.17545657683600002
ACH-000869,-0.248946473569
ACH-000872,-0.632082401473
ACH-000873,-0.42508910616499995
ACH-000876,-0.267739090103
ACH-000878,0.0725242261843
ACH-000880,-0.566022791847
ACH-000881,-0.34326703355300003
ACH-000882,-0.515228347082
ACH-000884,-0.121454022798
ACH-000885,-0.555277599805
ACH-000887,-0.353513453994
ACH-000888,-0.254847933137
ACH-000889,-0.162136493746
ACH-000890,-0.360197489164
ACH-000896,-0.418532172403
ACH-000898,-0.460736663149
ACH-000900,-0.23572976476100002
ACH-000901,-0.11407588980399999
ACH-000905,-0.162143483146
ACH-000906,-0.208102816651
ACH-000907,-0.455270308821
ACH-000910,-0.438574253644
ACH-000911,-0.471224554199
ACH-000912,-0.0745579673708
ACH-000913,-0.45535252322400005
ACH-000915,-0.29241763633
ACH-000916,0.21072773019000002
ACH-000917,-0.6159485739580001
ACH-000921,-0.34074964224699994
ACH-000924,-0.225676427178
ACH-000926,-0.313878081621
ACH-000928,-0.559293170122
ACH-000929,-0.7994615779709999
ACH-000932,-0.357253403979
ACH-000935,-0.09194656437989998
ACH-000936,-0.393036094689
ACH-000937,-0.327503554074
ACH-000938,-0.288224280555
ACH-000939,-0.34231887269199995
ACH-000941,-0.470475269045
ACH-000943,-0.20953509797800002
ACH-000946,-0.12501766385500002
ACH-000947,-0.401097801382
ACH-000948,-0.23235839021699997
ACH-000950,-0.45547933244499994
ACH-000953,-0.25988302110399997
ACH-000957,-0.269364337
ACH-000958,-0.7530810598469999
ACH-000960,-0.230362278862
ACH-000963,-0.383310665148
ACH-000968,-0.6783910640549999
ACH-000969,-0.350776181026
ACH-000973,-0.502171018511
ACH-000974,-0.407440911684
ACH-000975,-0.38440467239500004
ACH-000976,-1.07787716985
ACH-000978,0.125322501941
ACH-000980,-0.671532164189
ACH-000984,-0.6837215612809999
ACH-000986,-0.792915031693
ACH-000988,-0.443643632164
ACH-000993,-0.67103079384
ACH-000994,-0.618408991642
ACH-000996,-0.356343886222
ACH-001001,-0.517832125021
ACH-001020,-0.399940856211
ACH-001028,-0.0952161735357
ACH-001031,-0.6663591377
ACH-001038,-0.205607039221
ACH-001048,-0.289359366372
ACH-001050,-0.635417068678
ACH-001053,-0.411107342255
ACH-001054,-0.38953656642800005
ACH-001061,-0.309482274831
ACH-001067,-0.519478017963
ACH-001075,-0.539775508043
ACH-001096,-0.384123427741
ACH-001128,-0.415901258357
ACH-001134,-0.5702263727579999
ACH-001151,-0.579995097475
ACH-001163,-0.447045150207
ACH-001164,-0.07335049213349999
ACH-001173,-0.23349267290800002
ACH-001183,-0.713912360227
ACH-001184,-0.426377320819
ACH-001190,-0.38938541959399997
ACH-001192,-0.405851470807
ACH-001193,-0.874567074245
ACH-001196,-0.403317810021
ACH-001197,-0.655990922973
ACH-001205,-0.34997963648900005
ACH-001211,-0.197150220097
ACH-001212,-0.298656823737
ACH-001228,-0.24839782136500002
ACH-001232,-0.31415928630199996
ACH-001239,-0.149130992156
ACH-001274,-0.155681848174
ACH-001275,-0.32076058841899996
ACH-001277,-0.25419391954
ACH-001278,-0.35928062363200003
ACH-001280,-0.214703796314
ACH-001283,-0.392888082557
ACH-001289,-0.39852313341
ACH-001295,-0.19979355196499998
ACH-001300,-0.328939098275
ACH-001301,-0.37006228041
ACH-001302,-0.14755133929199998
ACH-001303,-0.493882608245
ACH-001306,-0.05325628979830001
ACH-001318,-0.41394717273500004
ACH-001322,-0.188662051232
ACH-001328,-0.553691427319
ACH-001332,-0.349373964819
ACH-001333,-0.6307706486810001
ACH-001336,-0.672541133035
ACH-001340,-0.746671489269
ACH-001346,-0.698546847298
ACH-001353,-0.46190568756300004
ACH-001354,-0.448264311772
ACH-001367,-0.44605085049500004
ACH-001368,-0.36215342347499996
ACH-001374,-0.613136989778
ACH-001375,-0.34837627840499996
ACH-001377,-0.253817898601
ACH-001380,-0.667818533306
ACH-001391,-0.524248611921
ACH-001407,-0.38240901148699996
ACH-001408,-0.343354682488
ACH-001413,-0.258267475785
ACH-001430,-0.399532696601
ACH-001431,-0.385755932537
ACH-001450,-0.356642295735
ACH-001496,-0.218023768047
ACH-001500,-0.8197709181280001
ACH-001521,-0.378770843108
ACH-001523,-0.122726826521
ACH-001532,-0.234555838832
ACH-001536,-0.512615947452
ACH-001550,-0.405287632426
ACH-001552,-0.342174522685
ACH-001554,-0.470865534182
ACH-001645,-0.29475401461
ACH-001654,-0.252525187771
ACH-001715,-0.374331699265
ACH-001735,-0.230097905489
ACH-001736,-0.111531936066
ACH-001737,-0.773554124118
ACH-001740,-0.254190196629
ACH-001745,-0.49362009704300003
ACH-001750,-0.246469372302
ACH-001765,-0.225089257919
ACH-001956,-0.47940462942199996
ACH-001957,-0.403574608448
