,PIANP (196500)
ACH-000004,0.021818561224000003
ACH-000007,0.0776257201535
ACH-000009,-0.0472499601867
ACH-000011,0.156752612863
ACH-000012,0.23065314961599998
ACH-000013,0.0875098787635
ACH-000014,0.115347557071
ACH-000015,0.0406565406759
ACH-000017,0.0782298119009
ACH-000018,-0.281547491743
ACH-000019,0.11626620673100001
ACH-000021,0.131578279441
ACH-000022,0.048952107287
ACH-000025,0.143971502555
ACH-000028,0.164350566833
ACH-000030,0.0801913033861
ACH-000035,0.15859182460000001
ACH-000036,0.045734592889900005
ACH-000037,0.0365900164021
ACH-000039,0.144313148496
ACH-000040,-0.00909589761931
ACH-000041,-0.029113671796400002
ACH-000042,0.10311762694599999
ACH-000045,0.045348305335400005
ACH-000047,-0.0009128695648589999
ACH-000052,0.0505969678836
ACH-000053,0.129986342117
ACH-000054,0.107985429967
ACH-000055,-0.036647280525099996
ACH-000060,0.060507729674699993
ACH-000067,0.107022945234
ACH-000070,0.158928634944
ACH-000075,0.023176308677599997
ACH-000078,0.0648504094941
ACH-000082,0.07346824339750001
ACH-000085,-0.282861039394
ACH-000086,0.0907473546177
ACH-000087,-0.0186941528387
ACH-000092,0.11247697183199999
ACH-000095,0.18257140268199998
ACH-000097,0.10768754170999999
ACH-000098,0.16760962793700002
ACH-000099,-0.013384794049
ACH-000108,0.126885354991
ACH-000113,-0.00210127039843
ACH-000115,0.015704888501799998
ACH-000116,0.0646399051075
ACH-000118,0.078849769734
ACH-000120,-0.0598117593815
ACH-000123,0.06075039888619999
ACH-000127,0.0113598801367
ACH-000128,0.059237239418400006
ACH-000132,0.257186741841
ACH-000133,0.0992557445796
ACH-000137,0.083533611776
ACH-000138,0.0888926473875
ACH-000142,-0.15877155113
ACH-000143,-0.059121190736100004
ACH-000146,0.08602595182509999
ACH-000148,0.118809833081
ACH-000150,0.159472764193
ACH-000152,0.0035315594042399996
ACH-000153,0.108026568398
ACH-000159,0.116613246192
ACH-000160,0.0626991739381
ACH-000163,0.0184679892431
ACH-000167,-0.0153249042656
ACH-000168,0.11121399736500001
ACH-000169,-0.0113314871083
ACH-000178,0.093982291943
ACH-000182,0.09550446091569999
ACH-000183,0.0218643936033
ACH-000188,0.166553165516
ACH-000189,-0.00275640045529
ACH-000190,0.10153542956499999
ACH-000198,0.0116390929232
ACH-000204,-0.064123442458
ACH-000206,-0.0332234318496
