,BZRAP1 (9256)
ACH-000258,-0.006358295659609999
ACH-000259,-0.171589932608
ACH-000260,-0.196230288862
ACH-000261,-0.17514971901299997
ACH-000262,-0.119030695583
ACH-000263,-0.025320180392400003
ACH-000264,-0.228938062749
ACH-000265,-0.21148137759500002
ACH-000266,-0.162762989931
ACH-000272,-0.224565289201
ACH-000273,-0.210522516037
ACH-000274,-0.250850104149
ACH-000277,-0.28307204875
ACH-000278,-0.26759309804000003
ACH-000279,-0.182253578376
ACH-000280,-0.136034133927
ACH-000281,-0.227351283059
ACH-000288,-0.388753861525
ACH-000291,-0.231844751602
ACH-000293,-0.34236962696199996
ACH-000294,-0.0417155844622
ACH-000295,-0.505249295705
ACH-000296,-0.100839040406
ACH-000302,-0.067422567951
ACH-000304,-0.161719537647
ACH-000307,-0.04992665720930001
ACH-000308,-0.10382436644300001
ACH-000310,-0.4255292811
ACH-000311,-0.182981417196
ACH-000312,-0.476290199004
ACH-000315,-0.258770500182
ACH-000316,-0.0878630296874
ACH-000317,-0.224339633693
ACH-000318,-0.0453657296667
ACH-000319,-0.00483740973759
ACH-000320,-0.24051007420499998
ACH-000322,-0.221043274428
ACH-000323,-0.520892695375
ACH-000324,-0.34149155610299997
ACH-000329,-0.306435785577
ACH-000330,-0.205835597456
ACH-000331,-0.20387086088
ACH-000332,-0.175435536052
ACH-000334,-0.0010174349727
ACH-000335,-0.20198422447099998
ACH-000336,-0.396292728625
ACH-000337,-0.35149154238200003
ACH-000339,-0.0843568271864
ACH-000341,0.19867142266600002
ACH-000348,-0.179726793418
ACH-000350,-0.219199250955
ACH-000352,-0.36007438899000005
ACH-000356,-0.39646825969899996
ACH-000361,-0.0864616016919
ACH-000362,-0.16714115335000002
ACH-000363,-0.209596628266
ACH-000364,-0.20628614002300003
ACH-000365,-0.029106149466
ACH-000366,-0.152062487136
ACH-000368,-0.029312046225400002
ACH-000374,-0.09949522029269998
ACH-000375,-0.049898277377699994
ACH-000376,-0.0917167992062
ACH-000381,0.00891116839008
ACH-000383,-0.0932934338129
ACH-000387,-0.0898333069369
ACH-000389,-0.275442029049
ACH-000390,-0.262482679548
ACH-000393,-0.0316989704501
ACH-000395,-0.07725772849160001
ACH-000397,-0.342416280616
ACH-000401,-0.40399208866499997
ACH-000402,-0.210667563481
ACH-000403,-0.162752918276
ACH-000404,-0.0460578584725
ACH-000406,-0.077224556877
ACH-000407,-0.375581330303
ACH-000408,-0.0550311164889
ACH-000410,-0.285984420794
ACH-000411,-0.162388258921
ACH-000414,-0.23733777948100002
ACH-000415,-0.371702121047
ACH-000416,-0.22070684390999998
ACH-000420,-0.305600873702
ACH-000421,-0.139466697024
ACH-000424,0.022026742139499997
ACH-000425,-0.17562602597399998
ACH-000426,-0.19960468170899998
ACH-000427,-0.070983046003
ACH-000433,-0.16193439265999998
ACH-000436,-0.138387906018
ACH-000444,-0.241232216047
ACH-000445,-0.230524475799
ACH-000448,-0.269733759164
ACH-000450,-0.4373613251100001
ACH-000452,-0.22543345222
ACH-000454,0.0859407352495
ACH-000458,-0.35946329312799996
ACH-000459,-0.130511362635
ACH-000460,-0.22954720176899998
ACH-000461,0.09927596839130001
ACH-000463,-0.193128422983
ACH-000464,-0.203189937107
ACH-000466,-0.0893636888379
ACH-000467,-0.290767521206
ACH-000468,-0.07023195765639999
ACH-000469,-0.171877114406
ACH-000470,-0.28601266115699997
ACH-000471,-0.199518227504
ACH-000472,-0.310657463389
ACH-000473,-0.293774052688
ACH-000475,-0.22554634479200003
ACH-000476,-0.313632003314
ACH-000477,-0.359235256038
ACH-000480,-0.36218307925899995
ACH-000481,-0.0782110633632
ACH-000483,-0.531705500223
ACH-000484,-0.20909917485399998
ACH-000485,-0.38501492902199996
ACH-000486,-0.27128610933200004
ACH-000487,-0.271862599105
ACH-000488,-0.28119764408500003
ACH-000490,-0.258043700402
ACH-000491,-0.171883933424
ACH-000495,-0.111905143126
ACH-000496,-0.17234337426
ACH-000499,-0.151199719022
ACH-000500,-0.5659644947300001
ACH-000502,-0.340306878927
ACH-000503,0.00456121256588
ACH-000505,-0.315265242698
ACH-000507,-0.09358569652030001
ACH-000510,-0.21849891182599998
ACH-000511,-0.10504121620899999
ACH-000512,-0.00114235418656
ACH-000516,-0.334862258868
ACH-000517,-0.298226293515
ACH-000518,-0.296859470609
ACH-000520,-0.306458792157
ACH-000521,-0.611782553951
ACH-000522,-0.19195622048099997
ACH-000524,-0.319313040997
ACH-000527,-0.20541471527600003
ACH-000528,-0.27356557755800004
ACH-000537,-0.042074747006199995
ACH-000541,-0.0941484943401
ACH-000542,-0.0923024463515
ACH-000544,-0.502363169148
ACH-000545,-0.0611111177618
ACH-000547,-0.414200407857
ACH-000548,-0.30146519089
ACH-000549,-0.296882796767
ACH-000550,-0.011055864455799999
ACH-000552,-0.05974126442200001
ACH-000556,-0.240974782832
ACH-000557,-0.105975718057
ACH-000570,-0.243328275667
ACH-000571,-0.172633510517
ACH-000573,-0.22818357328699998
ACH-000576,-0.253372266499
ACH-000580,-0.20606929780400002
ACH-000584,-0.264687803
ACH-000585,-0.18847035736499998
ACH-000588,-0.10833068587000001
ACH-000589,-0.341958287417
ACH-000591,-0.053951229459300004
ACH-000593,-0.252404419969
ACH-000600,-0.09797028293099999
ACH-000601,-0.156823449326
ACH-000604,-0.39518780657700003
ACH-000605,-0.309429917757
ACH-000606,-0.21602897959399997
ACH-000608,-0.146767826929
ACH-000614,-0.0513025989606
ACH-000616,-0.199342155532
ACH-000618,-0.23821495354400002
ACH-000619,-0.382593967066
ACH-000620,-0.12190212500999999
ACH-000621,-0.343445113025
ACH-000622,-0.263493772211
ACH-000623,-0.328715456382
ACH-000624,-0.190212289483
ACH-000627,-0.291236736731
ACH-000630,-0.178436553007
ACH-000632,-0.24107622921900002
ACH-000633,-0.326685482587
ACH-000637,-0.35224712083000004
ACH-000638,-0.238808597078
ACH-000646,-0.389204243019
ACH-000647,-0.220792023275
ACH-000648,-0.18872627025
ACH-000649,-0.17566165663
ACH-000651,-0.208296092839
ACH-000652,-0.09145037812760001
ACH-000653,-0.210809815231
ACH-000657,-0.26106717476700003
ACH-000658,-0.21133263415999998
ACH-000661,-0.0969822459691
ACH-000662,-0.37847942659999995
ACH-000663,-0.32851025731899997
ACH-000665,-0.125745739342
ACH-000671,-0.152457349312
ACH-000673,-0.304730396256
ACH-000676,-0.198986610334
ACH-000677,-0.07637485290160001
ACH-000681,-0.167278008028
ACH-000682,-0.21505821336199998
ACH-000683,-0.15538081600700002
ACH-000684,-0.30473032460099997
ACH-000688,-0.5756733917769999
ACH-000693,-0.19534070492800001
ACH-000694,-0.0809894105878
ACH-000695,-0.451274945805
ACH-000696,-0.27684778426199996
ACH-000697,0.021311134755500002
ACH-000699,-0.10963264801400001
ACH-000701,-0.328096919678
ACH-000706,-0.0463007558353
ACH-000711,-0.30206677010099997
ACH-000713,0.0250090327998
ACH-000714,-0.308022554758
ACH-000718,-0.262756239481
ACH-000720,-0.241536016442
ACH-000721,-0.21754884960999998
ACH-000724,-0.286256297175
ACH-000725,0.153292621146
ACH-000732,-0.0353647266714
ACH-000734,-0.0746030708554
ACH-000735,-0.276387798285
ACH-000736,-0.327214932095
ACH-000738,-0.160985199859
ACH-000746,-0.43604587071
ACH-000747,-0.224749303008
ACH-000748,-0.23494569820099998
ACH-000753,-0.281257637416
ACH-000756,-0.187577553702
ACH-000757,-0.022643030323200003
ACH-000758,-0.104120770945
ACH-000760,-0.24721292809700002
ACH-000763,-0.238871370501
ACH-000764,-0.19581098788400003
ACH-000765,-0.417273870831
ACH-000766,-0.364683045699
ACH-000767,-0.147441772698
ACH-000768,-0.315812767522
ACH-000769,-0.263497542451
ACH-000770,-0.217796006574
ACH-000771,-0.270810065835
ACH-000773,-0.319179489467
ACH-000776,-0.223478806656
ACH-000777,-0.113687127379
ACH-000778,-0.311520449874
ACH-000781,-0.16978598152899999
ACH-000782,0.00487603455926
ACH-000783,-0.152932034771
ACH-000784,-0.247114248147
ACH-000785,-0.270071831147
ACH-000787,-0.26008247862100004
ACH-000788,-0.285025998868
ACH-000791,-0.23714265889199998
ACH-000792,-0.344137217677
ACH-000794,-0.24753549222500001
ACH-000796,-0.18325555885400002
ACH-000799,-0.314381043576
ACH-000800,0.09059998289139999
ACH-000802,-0.136927710255
ACH-000804,-0.242207488113
ACH-000805,-0.0993038152376
ACH-000809,-0.23701501115200002
ACH-000810,-0.383328003938
ACH-000811,-0.19514370005800002
ACH-000817,-0.147961497769
ACH-000819,-0.20867669401500002
ACH-000820,-0.20486434568700002
ACH-000821,-0.100764372237
ACH-000822,-0.141680257994
ACH-000823,-0.11024883369100001
ACH-000824,-0.239047093061
ACH-000827,-0.23203125890299997
ACH-000829,0.036672156663099996
ACH-000831,-0.182500998094
ACH-000832,-0.263470797631
ACH-000833,-0.369388086161
ACH-000834,-0.202259843652
ACH-000835,-0.23302773521499998
ACH-000836,-0.243354669414
ACH-000837,-0.306654340838
ACH-000838,-0.659547783737
ACH-000839,0.000907841103767
ACH-000840,-0.155940166317
ACH-000841,-0.178289786561
ACH-000843,-0.232403611466
ACH-000846,-0.366001111655
ACH-000847,-0.142736050896
ACH-000848,-0.21429921964899998
ACH-000849,-0.142138901049
ACH-000851,-0.203333427894
ACH-000855,-0.213759392639
ACH-000856,-0.263763579888
ACH-000858,-0.210821951512
ACH-000859,-0.206189612784
ACH-000861,-0.11349945236199999
ACH-000862,-0.239266519405
ACH-000865,-0.152896425591
ACH-000866,-0.21892900381900002
ACH-000867,-0.11150540232999999
ACH-000869,-0.25697209825899997
ACH-000872,-0.17877868789
ACH-000873,-0.325607156073
ACH-000876,-0.210385064433
ACH-000878,-0.275450451168
ACH-000880,-0.22656966769099998
ACH-000881,-0.302103442607
ACH-000882,-0.139607060934
ACH-000884,-0.312856855799
ACH-000885,-0.390177179801
ACH-000887,-0.19295538746
ACH-000888,-0.15332405962999998
ACH-000889,-0.209976380261
ACH-000890,-0.131779140657
ACH-000896,-0.328565178088
ACH-000898,0.047820563472800004
ACH-000900,-0.117669920352
ACH-000901,-0.23864614778
ACH-000905,-0.21358657454500002
ACH-000906,-0.307537524283
ACH-000907,-0.243564464977
ACH-000910,0.05012148846699999
ACH-000911,-0.15397027546800002
ACH-000912,-0.21340837778000002
ACH-000913,-0.26047429909
ACH-000915,-0.137285188502
ACH-000916,-0.229525546096
ACH-000917,-0.198468446884
ACH-000921,-0.25743894155
ACH-000924,-0.128342527357
ACH-000926,-0.279955935568
ACH-000928,-0.09211467548319999
ACH-000929,0.032127802905900005
ACH-000932,-0.240504884767
ACH-000935,0.0688923224838
ACH-000936,-0.13909978070499998
ACH-000937,-0.0961644930988
ACH-000938,-0.175692021483
ACH-000939,-0.0418074331775
ACH-000941,-0.12395508443700001
ACH-000943,-0.180364041759
ACH-000946,-0.12958082764
ACH-000947,-0.146170526371
ACH-000948,-0.112909447659
ACH-000950,-0.20060944338300002
ACH-000953,-0.225144191363
ACH-000957,-0.156549679324
ACH-000958,-0.112129848756
ACH-000960,-0.28406182093000004
ACH-000963,-0.241279507673
ACH-000968,-0.109082564788
ACH-000969,0.111633208669
ACH-000973,-0.120946493966
ACH-000974,-0.260661326724
ACH-000975,-0.30262761089
ACH-000976,-0.324230875816
ACH-000978,0.220312251475
ACH-000980,-0.267494988127
ACH-000984,-0.25991758508900004
ACH-000986,-0.17504991442899998
ACH-000988,-0.123834984265
ACH-000993,-0.293299325723
ACH-000994,0.00196091746419
ACH-000996,-0.15972878335899998
ACH-001001,-0.23450992794599998
ACH-001020,-0.0521828263188
ACH-001028,-0.131778109663
ACH-001031,-0.233379954462
ACH-001038,-0.301900466621
ACH-001048,-0.17501047957000002
ACH-001050,-0.10115997481799999
ACH-001053,-0.192809627319
ACH-001054,-0.08235932299689999
ACH-001061,-0.22043270598499998
ACH-001067,-0.160756772948
ACH-001075,-0.126880710959
ACH-001096,-0.279820230499
ACH-001128,-0.42780443768200005
ACH-001134,-0.23981780298799998
ACH-001151,-0.18474237898899998
ACH-001163,-0.20440901831799999
ACH-001164,-0.387663073159
ACH-001173,-0.225759120061
ACH-001183,-0.256026002232
ACH-001184,-0.0672310731709
ACH-001190,-0.237226147232
ACH-001192,-0.43317779354099994
ACH-001193,-0.513899915424
ACH-001196,-0.29926624588399997
ACH-001197,-0.044154002643400005
ACH-001205,-0.27288624091999997
ACH-001211,-0.257062040642
ACH-001212,0.0124414049157
ACH-001228,-0.319222033964
ACH-001232,-0.429829174177
ACH-001239,-0.269531065498
ACH-001274,-0.17338164993500002
ACH-001275,-0.08821761954289999
ACH-001277,-0.00859591056293
ACH-001278,-0.124840769704
ACH-001280,-0.159592742406
ACH-001283,-0.34925646372599994
ACH-001289,0.013624650207499998
ACH-001295,-0.35332252950900006
ACH-001300,-0.389973470709
ACH-001301,-0.137645448208
ACH-001302,-0.479510091437
ACH-001303,-0.806785207258
ACH-001306,-0.183503586385
ACH-001318,-0.219751586353
ACH-001322,-0.23365587689300002
ACH-001328,-0.357787022057
ACH-001332,-0.22905067238600002
ACH-001333,-0.34909353723000003
ACH-001336,-0.201449179949
ACH-001340,-0.23492897371399998
ACH-001346,-0.232430977081
ACH-001353,-0.205579434945
ACH-001354,-0.18494906047499998
ACH-001367,-0.38321698120399994
ACH-001368,-0.33698001200800004
ACH-001374,-0.14938189273299998
ACH-001375,0.0406824320526
ACH-001377,-0.104361348145
ACH-001380,-0.218501876254
ACH-001391,-0.157787512458
ACH-001407,-0.27279483363
ACH-001408,-0.290502530632
ACH-001413,-0.329516163854
ACH-001430,-0.0283774938746
ACH-001431,-0.580347430338
ACH-001450,-0.13430190495799998
ACH-001496,-0.265663911457
ACH-001500,-0.353886698298
ACH-001521,-0.359415553274
ACH-001523,-0.334727765752
ACH-001532,-0.0502523396737
ACH-001536,-0.044035069627000004
ACH-001550,-0.125699228548
ACH-001552,-0.477446104378
ACH-001554,-0.1304096113
ACH-001645,-0.157685340703
ACH-001654,-0.318991549027
ACH-001715,-0.00186257991216
ACH-001735,-0.137457003118
ACH-001736,-0.19720116067000001
ACH-001737,-0.497560068343
ACH-001740,-0.044278095593499996
ACH-001745,-0.13257892789
ACH-001750,-0.273961613664
ACH-001765,-0.31988006590999996
ACH-001956,-0.19681140655
ACH-001957,-0.185243087077
