,HP1BP3 (50809)
ACH-000004,-0.0750183118525
ACH-000007,-0.0246848675415
ACH-000009,-0.107613534328
ACH-000011,-0.0594027017594
ACH-000012,-0.179574832075
ACH-000013,-0.059011462508399996
ACH-000014,0.036120878161699996
ACH-000015,0.0045366469078
ACH-000017,0.006618069831
ACH-000018,-0.0138852310893
ACH-000019,-0.100475039441
ACH-000021,-0.05177533388569999
ACH-000022,-0.0706422341405
ACH-000025,0.188763766636
ACH-000028,0.0645739404754
ACH-000030,0.00533356206259
ACH-000035,0.0243269802621
ACH-000036,0.011948888852899998
ACH-000037,0.0820917481817
ACH-000039,0.018418404316200003
ACH-000040,-0.288161341626
ACH-000041,-0.114429223922
ACH-000042,-0.063352248131
ACH-000045,-0.13641161644400002
ACH-000047,-0.004887426622350001
ACH-000052,-0.217705625701
ACH-000053,0.0241159582008
ACH-000054,0.025091057924900004
ACH-000055,-0.0101241004205
ACH-000060,0.151951095833
ACH-000067,-0.10057308742599999
ACH-000070,-0.159338752197
ACH-000075,0.0489885844108
ACH-000078,0.20736117013
ACH-000082,0.21162964448899999
ACH-000085,-0.00246817103469
ACH-000086,-0.08474366849539999
ACH-000087,0.125403650817
ACH-000092,0.10473580466499999
ACH-000095,0.0801475294338
ACH-000097,-0.173371205227
ACH-000098,-0.0666737981803
ACH-000099,-0.008895128013920001
ACH-000108,-0.09721711463430001
ACH-000113,-0.220286587892
ACH-000115,-0.10117109192500001
ACH-000116,-0.041054574549500004
ACH-000118,0.058596849505400006
ACH-000120,-0.136433652333
ACH-000123,-0.000413273348257
ACH-000127,0.009770134883950002
ACH-000128,-0.24267106998100002
ACH-000132,-0.12708494754
ACH-000133,0.049054446359
ACH-000137,0.08354089924380001
ACH-000138,0.011292806876
ACH-000142,-0.07070631826030001
ACH-000143,-0.0243740721301
ACH-000146,-0.0264339666347
ACH-000148,0.0738055453701
ACH-000150,-0.0789884671213
ACH-000152,-0.277899721662
ACH-000153,0.032714747414
ACH-000159,-0.110130365576
ACH-000160,0.486452577301
ACH-000163,0.025979731535
ACH-000167,0.501074131639
ACH-000168,0.0992805599524
ACH-000169,0.017723021626900003
ACH-000178,0.0593213023828
ACH-000182,0.153384766952
ACH-000183,-0.112443806272
ACH-000188,0.0525112128627
ACH-000189,0.16169463861199998
ACH-000190,0.491615983699
ACH-000198,-0.010068755226900001
ACH-000204,-0.197628403549
ACH-000206,0.104825615987
ACH-000207,-0.00553540246059
ACH-000211,0.0350065832942
ACH-000215,0.0423386363685
ACH-000221,-0.0671083646477
ACH-000222,-0.197731290828
ACH-000223,0.020288054919599997
ACH-000226,-0.0351493028968
ACH-000227,-0.0795140501537
ACH-000228,0.204514530279
ACH-000231,-0.020590916718400003
ACH-000232,0.0923679208955
ACH-000233,0.08026121720889999
ACH-000234,-0.0173840455412
ACH-000235,-0.00524570214031
ACH-000237,-0.020326371599599997
ACH-000238,-0.230388492656
ACH-000243,0.017407858941
ACH-000244,-0.044975962635699994
ACH-000246,0.046708518286699995
ACH-000248,0.06508239628689999
ACH-000250,0.00657064902733
ACH-000251,0.107464119564
ACH-000253,0.0672234720289
ACH-000255,-0.0152366813801
ACH-000256,0.025595505772500003
ACH-000257,0.158925877776
ACH-000258,0.0116954339971
ACH-000259,0.009366239568499999
ACH-000260,-0.00372072512139
ACH-000261,0.04539445098040001
ACH-000262,0.026271162661399998
ACH-000263,0.308424516951
ACH-000264,-0.0581476025643
ACH-000265,-0.0365090408274
ACH-000266,0.05059737279709999
ACH-000272,-0.116197988143
ACH-000273,0.077003578448
ACH-000274,-0.02553374755
ACH-000277,-0.043316533028100006
ACH-000278,0.162229639427
ACH-000279,-0.019415267061400003
ACH-000280,-0.00258416232187
ACH-000281,-0.229918083018
ACH-000288,-0.10983670236099999
ACH-000291,-0.137068130002
ACH-000293,0.0566187342077
ACH-000294,0.136154858408
ACH-000295,-0.23168775005199999
ACH-000296,-0.22452515645799997
ACH-000302,0.14652559928300002
ACH-000304,0.266112208034
ACH-000307,0.083077364064
ACH-000308,0.18988920605
ACH-000310,0.22936092148499998
ACH-000311,0.022237711673
ACH-000312,-0.037208833260000004
ACH-000315,-0.274209435753
ACH-000316,-0.0343172324623
ACH-000317,0.08572650221000001
ACH-000318,0.16495488620999998
ACH-000319,0.08228406035630001
ACH-000320,-0.108002178577
ACH-000322,-0.080544265061
ACH-000323,-0.0388591316198
ACH-000324,-0.0618281963769
ACH-000329,0.0577572186553
ACH-000330,0.0471129346832
ACH-000331,0.14181058887700002
ACH-000332,-0.0221051571914
ACH-000334,0.221174668598
ACH-000335,0.095320928228
ACH-000336,-0.0646326564542
ACH-000337,-0.047856882032900006
ACH-000339,0.0707278878789
ACH-000341,-0.100663961448
ACH-000348,0.127272055478
ACH-000350,0.029730245515
ACH-000352,-0.023958878829900002
ACH-000356,-0.205504841895
ACH-000361,-0.058827122753400005
ACH-000362,-0.0327366428224
ACH-000363,-0.127911120652
ACH-000364,-0.23455271404
ACH-000365,0.011924114798099999
ACH-000366,-0.0545408607439
ACH-000368,0.0190207809376
ACH-000374,-0.123602204555
ACH-000375,0.279714747136
ACH-000376,-0.09658425063760001
ACH-000381,0.142001232546
ACH-000383,0.05070520453869999
ACH-000387,-0.17216895160999998
ACH-000389,-0.20728689792999996
ACH-000390,0.00611497926066
ACH-000393,-0.187174840289
ACH-000395,0.0145963521722
ACH-000397,0.08573824648719999
ACH-000401,-0.0643727292178
ACH-000402,-0.465984310718
ACH-000403,-0.039313608711199995
ACH-000404,0.341726954174
ACH-000406,0.0375249948921
ACH-000407,0.0459056986142
ACH-000408,0.30126484846900004
ACH-000410,0.061265466550500004
ACH-000411,0.0425517993336
ACH-000414,0.016337689694499998
ACH-000415,0.04943720952359999
ACH-000416,0.0733648552424
ACH-000420,-0.110225579669
ACH-000421,0.00573447397435
ACH-000424,0.138919405282
ACH-000425,0.06494752277350001
ACH-000426,-0.14949978887
ACH-000427,0.0111754137158
ACH-000433,0.0827758951588
ACH-000436,-0.0101327425839
ACH-000444,-0.13982379067700001
ACH-000445,-0.055696201110399995
ACH-000448,-0.0054299696318700005
ACH-000450,0.0544581352107
ACH-000452,0.00197864854292
ACH-000454,0.10674113480399999
ACH-000458,-0.126344018006
ACH-000459,0.2186637301
ACH-000460,-0.0065056044200200005
ACH-000461,-0.114137762073
ACH-000463,0.00664838310117
ACH-000464,-0.260090281297
ACH-000466,0.00901845720389
ACH-000467,-0.0162128687677
ACH-000468,0.026892226246000003
ACH-000469,0.140639202028
