,SRRT (51593)
ACH-000198,-1.0403687768
ACH-000204,-0.701378298374
ACH-000206,-1.19302663864
ACH-000207,-0.36215906798299996
ACH-000211,-0.6093121280129999
ACH-000215,-0.43700758707500004
ACH-000221,-0.92030073165
ACH-000222,-0.927132807856
ACH-000223,-0.8981846974259999
ACH-000226,-0.837987060141
ACH-000227,-0.559806769878
ACH-000228,-0.8821299646200002
ACH-000231,-0.767571194629
ACH-000232,-0.632780083332
ACH-000233,-0.8430866289419999
ACH-000234,-1.0073856252700002
ACH-000235,-0.9241559706579999
ACH-000237,-1.0589937480299998
ACH-000238,-0.5716784206000001
ACH-000243,-0.655028327287
ACH-000244,-0.35018718585999997
ACH-000246,-0.675829256411
ACH-000248,-0.576800120166
ACH-000250,-0.420482429256
ACH-000251,-0.592126977508
ACH-000253,-0.7656762249600001
ACH-000255,-0.9863089459280001
ACH-000256,-0.511310745962
ACH-000257,-0.843910878866
ACH-000258,-0.514140978231
ACH-000259,-1.121189162
ACH-000260,-0.737975564851
ACH-000261,-0.874937960697
ACH-000262,-0.7407958386660001
ACH-000263,-0.913119490184
ACH-000264,-0.619106807021
ACH-000265,-0.704382278029
ACH-000266,-0.541536711256
ACH-000272,-0.741883137123
ACH-000273,-0.684475009176
ACH-000274,-0.7746525000040001
ACH-000277,-0.62486738895
ACH-000278,-0.910377244163
ACH-000279,-0.444961374728
ACH-000280,-0.8621344870219999
ACH-000281,-0.865885124348
ACH-000288,-0.653933604696
ACH-000291,-0.6360039309300001
ACH-000293,-0.723411411776
ACH-000294,-0.269456474632
ACH-000295,-0.822217868168
ACH-000296,-1.01525934471
ACH-000302,-0.789395846472
ACH-000304,-0.13843942773
ACH-000307,-0.856602335794
ACH-000308,-0.727215012325
ACH-000310,-0.563220732835
ACH-000311,-0.809437230644
ACH-000312,-0.944208639484
ACH-000315,-1.0442112194700002
ACH-000316,-0.7971160790940001
ACH-000317,-0.476038042394
ACH-000318,-1.0652531617799998
ACH-000319,-1.10618675155
ACH-000320,-0.539961522612
ACH-000322,-0.519896849394
ACH-000323,-0.63850186389
ACH-000324,-0.760737722911
ACH-000329,-0.663615367532
ACH-000330,-0.931086023841
ACH-000331,-0.976303012719
ACH-000332,-0.573966674554
ACH-000334,-0.6990163353959999
ACH-000335,-0.597613264219
ACH-000336,-0.6637734711600001
ACH-000337,-1.11867002124
ACH-000339,-0.815324488241
ACH-000341,-1.0
ACH-000348,-0.926239312324
ACH-000350,-0.872031608202
ACH-000352,-0.929568094716
ACH-000356,-0.880230277924
ACH-000361,-1.02447504971
ACH-000362,-1.04218521553
ACH-000363,-1.1291928798
ACH-000364,-1.0434918916299998
ACH-000365,-0.8702428308589999
ACH-000366,-0.743301978227
ACH-000368,-0.46867777782799996
ACH-000374,-0.827147594348
ACH-000375,-0.643963161466
ACH-000376,-0.519896120414
ACH-000381,-0.743949839691
ACH-000383,-0.594014594929
ACH-000387,-0.926608895776
ACH-000389,-0.673997043424
ACH-000390,-0.574191518059
ACH-000393,-1.07204746291
ACH-000395,-0.5485079778499999
ACH-000397,-0.7835211880740001
ACH-000401,-1.1086553504
ACH-000402,-0.7570538224660001
ACH-000403,-0.74994188768
ACH-000404,-0.531091572672
ACH-000406,-0.715264201433
ACH-000407,-0.5153749934399999
ACH-000408,-0.641186455159
ACH-000410,-0.605450218663
ACH-000411,-0.7479573060279999
ACH-000414,-0.98016565295
ACH-000415,-0.937747506346
ACH-000416,-0.9328060219850001
ACH-000420,-1.0112295055
ACH-000421,-0.8464029350839999
ACH-000424,-1.09764124389
ACH-000425,-0.831699236767
ACH-000426,-1.01739271337
ACH-000427,-0.8506805840330001
ACH-000433,-0.64017418633
ACH-000436,-0.971798713381
ACH-000444,-1.30976632469
ACH-000445,-0.30977136326099997
ACH-000448,-0.857461789063
ACH-000450,-0.693773273218
ACH-000452,-1.10536187236
ACH-000454,-0.6994896996950001
ACH-000458,-0.821658197656
ACH-000459,-0.8832626747679999
ACH-000460,-0.623459018956
ACH-000461,-0.6260958589500001
ACH-000463,-0.748345872223
ACH-000464,-0.657787462323
ACH-000466,-0.43316308105800005
ACH-000467,-0.822492898176
ACH-000468,-0.6374679458120001
ACH-000469,-0.249202857339
ACH-000470,-0.5304153504379999
ACH-000471,-0.602402820648
ACH-000472,-0.635911328205
ACH-000473,-0.879030685321
ACH-000475,-0.73045660372
ACH-000476,-0.6807741308849999
ACH-000477,-0.446084833754
ACH-000480,-0.8420471884469999
ACH-000481,-0.728150028859
ACH-000483,-0.6609165877090001
ACH-000484,-0.963340958204
ACH-000485,-0.868224858817
ACH-000486,-0.8147478329600001
ACH-000487,-0.710722076419
ACH-000488,-0.877476330628
ACH-000490,-0.9737784060200001
ACH-000491,-0.602395457743
ACH-000495,-0.6532871951929999
ACH-000496,-0.61088340609
ACH-000499,-0.759570226995
ACH-000500,-0.514266577914
ACH-000502,-0.816393999367
ACH-000503,-0.479591865572
ACH-000505,-0.865547367064
ACH-000507,-0.515941726771
ACH-000510,-0.560433126611
ACH-000511,-0.8827750776600001
ACH-000512,-0.324855789323
ACH-000516,-0.847576794385
ACH-000517,-0.8083516781290001
ACH-000518,-1.0419640807200001
ACH-000520,-0.963975989854
ACH-000521,-0.9091801213959999
ACH-000522,-0.7251608803740001
ACH-000524,-0.8179977853779999
ACH-000527,-0.8760106109100001
ACH-000528,-0.804817645821
ACH-000537,-1.09473873121
ACH-000541,-0.397233094239
ACH-000542,-1.0081224761
ACH-000544,-0.574109254959
ACH-000545,-0.816640016447
ACH-000547,-0.9314487223019999
ACH-000548,-0.824744336806
ACH-000549,-0.8180512676970001
ACH-000550,-0.655272827583
ACH-000552,-0.7162406063719999
ACH-000556,-0.759795385651
ACH-000557,-1.0430307159999999
ACH-000570,-0.396792415307
ACH-000571,-0.704932197916
ACH-000573,-0.9230506244810001
ACH-000576,-0.884322599222
ACH-000580,-0.617047859298
ACH-000584,-0.912187544939
ACH-000585,-0.621052024382
ACH-000588,-0.8373939297290001
ACH-000589,-0.9778478783069999
ACH-000591,-0.6669385485
ACH-000593,-0.980946313948
ACH-000600,-0.774948305505
ACH-000601,-0.7320695363519999
ACH-000604,-1.00489623058
ACH-000605,-1.06474241749
ACH-000606,-0.8884913750579999
ACH-000608,-0.405061523782
ACH-000614,-0.663171955183
ACH-000616,-0.611867063238
ACH-000618,-0.9302343345280001
ACH-000619,-0.660358624659
ACH-000620,-0.876650084916
ACH-000621,-0.8540246214920001
ACH-000622,-0.837054763111
ACH-000623,-0.531323315561
ACH-000624,-0.839700795002
ACH-000627,-0.583863575967
ACH-000630,-0.914249310044
ACH-000632,-0.7651484517460001
ACH-000633,-0.698598679889
ACH-000637,-0.7961247375570001
ACH-000638,-0.6989714699160001
ACH-000646,-0.928075350373
ACH-000647,-0.6879685516390001
ACH-000648,-0.7552610763490001
ACH-000649,-0.549553791096
ACH-000651,-0.58333792232
ACH-000652,-0.545395440339
ACH-000653,-0.739591467373
ACH-000657,-0.726953960618
ACH-000658,-0.754503788565
ACH-000661,-0.766448706302
ACH-000662,-0.685449549523
ACH-000663,-0.8185332836120001
ACH-000665,-1.1435536058600002
ACH-000671,-1.0455640798999999
ACH-000673,-0.64100945466
ACH-000676,-0.841908278609
ACH-000677,-0.448963841555
ACH-000681,-0.881072375892
ACH-000682,-0.9341812152719999
ACH-000683,-0.7885579395800001
ACH-000684,-0.877841416249
ACH-000688,-1.1755317055399999
ACH-000693,-0.6956230038600001
ACH-000694,-0.7284862066940001
ACH-000695,-0.781621943107
ACH-000696,-0.848904094724
ACH-000697,-0.789522819234
ACH-000699,-0.813139538028
ACH-000701,-1.03875260159
ACH-000706,-0.707031596962
ACH-000711,-0.670811213728
ACH-000713,-0.541354186955
ACH-000714,-0.676740548574
ACH-000718,-0.40387216314499996
ACH-000720,-0.6958101397229999
ACH-000721,-0.745865979199
ACH-000724,-1.01814985344
ACH-000725,-0.8761210007260001
ACH-000732,-1.12553944631
ACH-000734,-0.6422802370449999
ACH-000735,-0.735757456858
ACH-000736,-0.821231057762
ACH-000738,-0.73818843147
ACH-000746,-0.9191843576719999
ACH-000747,-0.6644184026600001
ACH-000748,-0.8994470136820001
ACH-000753,-0.885023250717
ACH-000756,-0.491359224705
ACH-000757,-0.83244004008
ACH-000758,-0.7992145866320001
ACH-000760,-0.5894337784
ACH-000763,-0.6734756683509999
ACH-000764,-0.622140746642
ACH-000765,-0.980376806013
ACH-000766,-0.880694474459
ACH-000767,-0.962022305054
ACH-000768,-0.807755784854
ACH-000769,-0.569397259947
ACH-000770,-0.7543556596359999
ACH-000771,-0.775838466629
ACH-000773,-0.755383935905
ACH-000776,-0.34065239273000003
ACH-000777,-0.673754606482
ACH-000778,-1.0168050305
ACH-000781,-0.949594199226
ACH-000782,-0.9775665104629999
ACH-000783,-0.6821684152040001
ACH-000784,-0.877111911883
ACH-000785,-0.8319993045119999
ACH-000787,-0.668406184577
ACH-000788,-0.733719147893
ACH-000791,-0.806559606847
ACH-000792,-0.658744295839
ACH-000794,-0.7430798395229999
ACH-000796,-0.825756755352
ACH-000799,-0.853786393997
ACH-000800,-1.0006685196
ACH-000802,-0.421478993962
ACH-000804,-0.651803579637
ACH-000805,-0.829415755764
ACH-000809,-0.49823546458400003
ACH-000810,-1.0652791423999999
ACH-000811,-1.13446064914
ACH-000817,-0.698135052463
ACH-000819,-0.687256860869
ACH-000820,-0.388600116778
ACH-000821,-1.0405173187899999
ACH-000822,-0.483414264054
ACH-000823,-0.774084160033
ACH-000824,-0.755186004354
ACH-000827,-0.658972008322
ACH-000829,-0.793741227941
ACH-000831,-0.84045497963
ACH-000832,-0.831821867639
ACH-000833,-0.691560815671
ACH-000834,-0.7832278548549999
ACH-000835,-0.9534905619220001
ACH-000836,-0.733096857445
ACH-000837,-1.26023876375
ACH-000838,-0.8067407714139999
ACH-000839,-0.5747854045390001
ACH-000840,-1.00909642699
ACH-000841,-0.87197688356
ACH-000843,-0.63325630465
ACH-000846,-0.7034053025910001
ACH-000847,-0.887373888669
ACH-000848,-0.968110862622
ACH-000849,-0.756517122943
ACH-000851,-0.6082963749279999
ACH-000855,-0.8439236839800001
ACH-000856,-0.8879184301549999
ACH-000858,-0.814332240928
ACH-000859,-0.7865739496359999
ACH-000861,-0.6854448621060001
ACH-000862,-0.6479917684759999
ACH-000865,-0.5763812101079999
ACH-000866,-1.12363911767
ACH-000867,-0.984711131394
ACH-000869,-0.881217434932
ACH-000872,-0.7062916397600001
ACH-000873,-0.624262229766
ACH-000876,-0.95642767706
ACH-000878,-0.8392938673829999
ACH-000880,-0.8264952498100001
ACH-000881,-0.76263771888
ACH-000882,-0.782096364763
ACH-000884,-0.662277600504
ACH-000885,-0.8056844026759999
ACH-000887,-0.765515386091
ACH-000888,-0.8184766316969999
ACH-000889,-0.8303647528200001
ACH-000890,-1.0143461549
ACH-000896,-0.751941240018
ACH-000898,-0.793369590504
ACH-000900,-0.8543333015979999
ACH-000901,-0.9312980686419999
ACH-000905,-0.65280770394
ACH-000906,-0.743500344554
ACH-000907,-0.707875787651
ACH-000910,-0.948913428975
ACH-000911,-0.866123993764
ACH-000912,-0.760262538553
ACH-000913,-0.724068079354
ACH-000915,-0.6117971116250001
ACH-000916,-0.826857053476
ACH-000917,-1.08684223601
ACH-000921,-0.896928587406
ACH-000924,-0.8954697113879999
ACH-000926,-0.59397070375
ACH-000928,-0.761946236107
ACH-000929,-0.764704762421
ACH-000932,-1.2000451811200001
ACH-000935,-0.646909622847
ACH-000936,-1.02130015749
ACH-000937,-0.795621577118
ACH-000938,-0.949396996997
ACH-000939,-1.5801177556600001
ACH-000941,-0.8367019664550001
ACH-000943,-0.86645797225
ACH-000946,-1.05853464255
ACH-000947,-0.81678339854
ACH-000948,-1.06573671803
ACH-000950,-1.1448441639799998
ACH-000953,-0.733595196557
ACH-000957,-0.850383535251
ACH-000958,-0.756188120439
ACH-000960,-0.948582364262
ACH-000963,-1.0310656024299998
ACH-000968,-1.06087558972
ACH-000969,-0.784115680045
ACH-000973,-0.865894414886
ACH-000974,-0.700018675412
ACH-000975,-0.434641430546
ACH-000976,-0.847100466352
ACH-000978,-1.45433488392
ACH-000980,-0.9661392558640001
ACH-000984,-1.3513670447400001
ACH-000986,-0.687597213522
ACH-000988,-1.28355537733
ACH-000993,-0.9610766157739999
ACH-000994,-0.584870048591
ACH-000996,-0.9716013951100001
ACH-001001,-0.8176570410780001
ACH-001020,-0.8052858421
ACH-001028,-0.36858834096500004
ACH-001031,-0.9697066267669999
ACH-001038,-0.8952499313339999
ACH-001048,-0.812276824631
ACH-001050,-0.818638641482
ACH-001053,-0.836092910516
ACH-001054,-0.8162434480419999
ACH-001061,-0.974032365847
ACH-001067,-0.7494074056640001
ACH-001075,-0.835554931809
ACH-001096,-0.733602908364
ACH-001128,-1.10054471884
ACH-001134,-0.97637580111
ACH-001151,-0.9599002251000001
ACH-001163,-0.934816454502
ACH-001164,-0.7889755196279999
ACH-001173,-0.835943517435
ACH-001183,-0.792067325015
ACH-001184,-0.7595281847130001
ACH-001190,-0.772780290801
ACH-001192,-0.5821425395000001
ACH-001193,-0.6346198619829999
ACH-001196,-0.769523411991
ACH-001197,-0.752941037017
ACH-001205,-0.647247387461
ACH-001211,-0.6948352873360001
ACH-001212,-1.0887088266399998
ACH-001228,-0.902429468133
ACH-001232,-0.701808783217
ACH-001239,-0.7687905766600001
ACH-001274,-0.8328595837330001
ACH-001275,-0.588870232936
ACH-001277,-0.9952583982100001
ACH-001278,-0.967549653534
ACH-001280,-0.60230685749
ACH-001283,-0.942268683318
ACH-001289,-1.01529994509
ACH-001295,-0.780091118917
ACH-001300,-0.554204644409
ACH-001301,-0.806364315811
ACH-001302,-0.233035352078
ACH-001303,-0.409899428153
ACH-001306,-1.1571486787799998
ACH-001318,-0.919102488116
ACH-001322,-0.771627480941
ACH-001328,-0.747358769763
ACH-001332,-0.592495456889
ACH-001333,-0.971756536843
ACH-001336,-0.798520969117
ACH-001340,-0.7049626174060001
ACH-001346,-0.717324554936
ACH-001353,-0.700150784887
ACH-001354,-0.60709293883
ACH-001367,-0.407856127302
ACH-001368,-0.982376297679
ACH-001374,-1.0727184222700001
ACH-001375,-0.9727143022229999
ACH-001377,-0.9810823833679999
ACH-001380,-0.591839688445
ACH-001391,-0.8437664788789999
ACH-001407,-0.363929707487
ACH-001408,-0.798311085055
ACH-001413,-0.928538836525
ACH-001430,-0.6870460340800001
ACH-001431,-0.726517729881
ACH-001450,-0.674375759037
ACH-001496,-0.982426545167
ACH-001500,-0.302361808435
ACH-001521,-0.707825584917
ACH-001523,-0.5622252950850001
ACH-001532,-0.926954230775
ACH-001536,-1.0341893275799998
ACH-001550,-0.8084638232250001
ACH-001552,-0.47392672406900005
ACH-001554,-0.77356419932
ACH-001645,-1.28294052176
ACH-001654,-0.852786247036
ACH-001715,-0.934377385675
ACH-001735,-0.809677448342
ACH-001736,-0.883305214068
ACH-001737,-0.7070011830419999
ACH-001740,-0.721155559936
ACH-001745,-0.808513997292
ACH-001750,-0.8779857989509999
ACH-001765,-0.604161344154
ACH-001956,-0.738799635651
ACH-001957,-0.893822351687
