,DNHD1 (144132)
ACH-000004,0.0210610719148
ACH-000007,0.00196663116698
ACH-000009,0.017992673122599997
ACH-000011,-0.0734654287614
ACH-000012,0.134311689889
ACH-000013,-0.045305991583699995
ACH-000014,-0.0296914395511
ACH-000015,0.0782342501219
ACH-000017,0.000225944845647
ACH-000018,-0.00835617791186
ACH-000019,-0.0804894365691
ACH-000021,-0.103928499174
ACH-000022,-0.103121287556
ACH-000025,-0.0651261469374
ACH-000028,0.0135873693608
ACH-000030,-0.06381186380369999
ACH-000035,0.0338927633535
ACH-000036,0.0102284687029
ACH-000037,0.149005848818
ACH-000039,-0.09570570363700001
ACH-000040,-0.0752108555862
ACH-000041,-0.101626017629
ACH-000042,-0.276531694541
ACH-000045,-0.127023640618
ACH-000047,0.0656413557657
ACH-000052,0.176166792799
ACH-000053,-0.024641972002400002
ACH-000054,-0.292876424731
ACH-000055,0.013799154613700002
ACH-000060,-0.0158013636833
ACH-000067,-0.0197137914007
ACH-000070,0.0426316383604
ACH-000075,0.10980732309
ACH-000078,0.0757672549311
ACH-000082,0.00577289950956
ACH-000085,-0.0227806240939
ACH-000086,-0.07246712208610001
ACH-000087,-0.0104791862817
ACH-000092,-0.009830713782740001
ACH-000095,0.0709671286522
ACH-000097,-0.0702992435086
ACH-000098,0.0136898893016
ACH-000099,-0.08506901251520001
ACH-000108,-0.135769874971
ACH-000113,-0.046377946655199995
ACH-000115,0.0134616029535
ACH-000116,0.0181033404225
ACH-000118,-0.0838490886502
ACH-000120,-0.036102027133300005
ACH-000123,-0.0405348512215
ACH-000127,-0.0241712685961
ACH-000128,0.310048446279
ACH-000132,0.0940408161279
ACH-000133,-0.028521161588699998
ACH-000137,-0.0653923947949
ACH-000138,-0.15741118225700002
ACH-000142,-0.12367114252599999
ACH-000143,-0.0132369891996
ACH-000146,0.04622025087830001
ACH-000148,0.000296456656653
ACH-000150,-0.0156383507477
ACH-000152,0.11394317488
ACH-000153,0.00038072643972700005
ACH-000159,-0.14529323569299998
ACH-000160,-0.004467955263520001
ACH-000163,0.0196829736983
ACH-000167,0.0772124350933
ACH-000168,-0.199119527493
ACH-000169,0.0217822216078
ACH-000178,-0.0291358183807
ACH-000182,-0.0196684969392
ACH-000183,0.07403538757160001
ACH-000188,-0.0159003908693
ACH-000189,-0.21488321731499999
ACH-000190,-0.0103700910652
ACH-000198,-0.125854044352
ACH-000204,-0.31410335355999996
ACH-000206,0.026738835998900003
ACH-000207,0.039662504860900005
ACH-000211,0.019670064177599998
ACH-000215,-0.056079523326599996
ACH-000221,0.10552907982899999
ACH-000222,-0.308787807899
ACH-000223,-0.13487894517500001
ACH-000226,0.14824090546
ACH-000227,0.0588496192165
ACH-000228,0.135072214271
ACH-000231,0.0566301262835
ACH-000232,-0.0517015478202
ACH-000233,0.019932161095
ACH-000234,0.166343560572
ACH-000235,0.0037664461488
ACH-000237,-0.0288034880081
ACH-000238,-0.157148739142
ACH-000243,-0.0212785546163
ACH-000244,0.0969545306841
ACH-000246,0.0414792706166
ACH-000248,0.16351052145
ACH-000250,0.0037161311583200005
ACH-000251,0.00559038374823
ACH-000253,-0.194397770946
ACH-000255,0.0404067543687
ACH-000256,-0.0666688051463
ACH-000257,-0.152686431292
ACH-000258,0.0617526331442
ACH-000259,0.0832092339106
ACH-000260,0.00519741161292
ACH-000261,-0.18746547867899999
ACH-000262,-0.0206695958741
ACH-000263,-0.342476413059
ACH-000264,-0.05939505135419999
ACH-000265,-0.21702411948000003
ACH-000266,0.0390419358305
ACH-000272,-0.0541732716443
ACH-000273,-0.0252907217112
ACH-000274,-0.0744999730205
ACH-000277,-0.07083628121629999
ACH-000278,-0.0791462325848
ACH-000279,-0.034259978838299995
ACH-000280,-0.0822118027015
ACH-000281,-0.240373053478
ACH-000288,-0.021765955406
ACH-000291,0.00696048695582
ACH-000293,0.049083002044
ACH-000294,0.188121138572
ACH-000295,-0.168728857849
ACH-000296,0.0037605818914199997
ACH-000302,-0.04230617230219999
ACH-000304,-0.296289042938
