,SEZ6L2 (26470)
ACH-000004,-0.0060922303435
ACH-000007,-0.00903390573864
ACH-000009,0.29532342442
ACH-000011,0.21283375516
ACH-000012,0.0773031967397
ACH-000013,-0.09543071516610001
ACH-000014,-0.026195831167900002
ACH-000015,-0.0117818058968
ACH-000017,0.09732193140489999
ACH-000018,0.11005921283
ACH-000019,-0.00390976843462
ACH-000021,-0.0895630171955
ACH-000022,0.15413326154999998
ACH-000025,-0.0349083602885
ACH-000028,-0.134968416053
ACH-000030,0.19097300317000002
ACH-000035,0.187624036753
ACH-000036,0.28381541819899997
ACH-000037,-0.166640959133
ACH-000039,-0.134489117239
ACH-000040,-0.198799615201
ACH-000041,0.0120058757792
ACH-000042,0.260625235103
ACH-000045,-0.0804847941228
ACH-000047,0.040921407486099994
ACH-000052,0.274637480361
ACH-000053,0.14319509474300002
ACH-000054,0.215217185606
ACH-000055,0.0720948404541
ACH-000060,0.43808129653300004
ACH-000067,-0.0277066267947
ACH-000070,-0.10130681926799999
ACH-000075,-0.143390167962
ACH-000078,0.182258967287
ACH-000082,-0.0273933050844
ACH-000085,0.102200472266
ACH-000086,0.256833228089
ACH-000087,0.310198170349
ACH-000092,-0.0162168381075
ACH-000095,0.0229466968155
ACH-000097,0.06629521134340001
ACH-000098,-0.0815764845186
ACH-000099,0.10561966146099999
ACH-000108,0.206552356483
ACH-000113,0.124392320706
ACH-000115,-0.0693201841435
ACH-000116,-0.0991021374469
ACH-000118,0.0996823804761
ACH-000120,-0.10886786830999999
ACH-000123,0.0121232445581
ACH-000127,-0.14447941816600002
ACH-000128,0.190262124714
ACH-000132,-0.05067983321069999
ACH-000133,-0.0369513510586
ACH-000137,-0.125971764051
ACH-000138,0.137567541449
ACH-000142,-0.0403180140459
ACH-000143,-0.13488128308800001
ACH-000146,0.094673911808
ACH-000148,-0.134303217913
ACH-000150,0.222257399391
ACH-000152,0.0981463192302
ACH-000153,-0.0357190297962
ACH-000159,-0.0399174601203
ACH-000160,0.050354670073699995
ACH-000163,0.0273813603223
ACH-000167,-0.047629456698400005
ACH-000168,-0.052682096198
ACH-000169,-0.142094565011
ACH-000178,0.0621968040029
ACH-000182,0.0382713459711
ACH-000183,-0.30309966613899997
ACH-000188,0.183677380609
ACH-000189,0.261923160671
ACH-000190,-0.247043082549
ACH-000198,0.046727443107699995
ACH-000204,0.0363966706605
ACH-000206,0.0162779287815
ACH-000207,-0.034007005297
ACH-000211,-0.04080005431519999
ACH-000215,0.13373900035999997
ACH-000221,-0.09089535433189999
ACH-000222,-0.107134827633
ACH-000223,0.141689484454
ACH-000226,0.05935154361819999
ACH-000227,-0.282534961829
ACH-000228,-0.0961551238772
ACH-000231,-0.000482829195104
ACH-000232,-0.0337694702411
ACH-000233,-0.07345435790410001
ACH-000234,-0.19967553660100001
ACH-000235,0.08205977463210001
ACH-000237,0.0461136141567
ACH-000238,0.170096509766
ACH-000243,-0.0326325544142
ACH-000244,0.229249418123
ACH-000246,-0.0360860208602
ACH-000248,-0.0283666383973
ACH-000250,0.0684920961691
ACH-000251,0.0275594339362
ACH-000253,0.0599618934182
ACH-000255,0.00159686363075
ACH-000256,0.040308936845999996
ACH-000257,-0.09393568995719999
ACH-000258,0.220613161382
ACH-000259,0.06509833394619999
ACH-000260,0.0720702183466
ACH-000261,-0.141522875779
ACH-000262,-0.212251615616
ACH-000263,-0.397016263409
ACH-000264,0.19586433941300002
ACH-000265,-0.0890991280941
ACH-000266,0.07111047222360001
ACH-000272,0.0265424655199
ACH-000273,0.149904481595
ACH-000274,0.0465012643319
ACH-000277,-0.051144856435799996
ACH-000278,0.113054144872
ACH-000279,0.056939791598899996
ACH-000280,-0.000501787117076
ACH-000281,0.106626644659
ACH-000288,0.055809388594199996
ACH-000291,0.129315449515
ACH-000293,0.053831746967199993
ACH-000294,0.2148820236
ACH-000295,0.11606591178200001
ACH-000296,0.29867578423
ACH-000302,-0.0298082125932
ACH-000304,0.164984010798
ACH-000307,0.14105860672599999
ACH-000308,-0.0296667828022
ACH-000310,-0.07448769246510001
ACH-000311,0.18237737088300002
ACH-000312,-0.0165138205848
ACH-000315,-0.0345749275458
ACH-000316,-0.11461319387800001
ACH-000317,0.167329887112
ACH-000318,-0.11504951971899999
ACH-000319,-0.11057129625800001
ACH-000320,0.134828065726
ACH-000322,0.0581999698406
ACH-000323,-0.0464958690714
ACH-000324,-0.0355440286426
ACH-000329,-0.0848452946544
ACH-000330,-0.166676754058
ACH-000331,0.0872802103155
ACH-000332,0.00385986471304
ACH-000334,-0.119327221271
ACH-000335,0.159581353377
ACH-000336,-0.18282996481400002
ACH-000337,-0.265572566565
ACH-000339,0.0643140659471
ACH-000341,-0.0193917229841
ACH-000348,-0.029478175981000002
ACH-000350,-0.10473771078400002
ACH-000352,0.181800859866
ACH-000356,-0.11698132883300001
ACH-000361,-0.045332634511599995
ACH-000362,0.12068765676899999
ACH-000363,-0.0476821800543
ACH-000364,-0.059481330504
ACH-000365,-0.026405546456400003
ACH-000366,-0.00417603436433
ACH-000368,-0.038205733706499996
ACH-000374,0.061160457784099995
ACH-000375,0.240727562397
ACH-000376,0.0568036394558
ACH-000381,0.08126367990210001
ACH-000383,0.0559421056544
ACH-000387,0.12865492333200002
ACH-000389,0.190223826439
ACH-000390,0.0705581213013
ACH-000393,-0.0771419543575
ACH-000395,0.42522951850199997
ACH-000397,0.0563927617889
ACH-000401,-0.320197088132
ACH-000402,-0.260920987566
ACH-000403,0.186909827971
ACH-000404,0.363881057835
ACH-000406,-0.0500982205901
ACH-000407,0.055616094083
ACH-000408,0.0615462459203
ACH-000410,-0.049628317446
ACH-000411,0.212730971364
ACH-000414,0.0726662250459
ACH-000415,0.130327460132
ACH-000416,-0.0160335619342
ACH-000420,0.063488618938
ACH-000421,-0.0326081594435
ACH-000424,-0.225742988105
ACH-000425,0.0961099674024
ACH-000426,0.071386531191
ACH-000427,-0.026294075425299997
ACH-000433,0.177094494912
ACH-000436,0.013481917207
ACH-000444,-0.00169000265574
ACH-000445,-0.16372401272700002
ACH-000448,-0.0061730099183
ACH-000450,-0.12132889557
ACH-000452,0.017496253843400002
ACH-000454,0.095363976753
ACH-000458,-0.08721179672599999
ACH-000459,0.214895329356
ACH-000460,-0.0717206801398
ACH-000461,0.175617600075
ACH-000463,0.037721008720999996
ACH-000464,0.236668384185
ACH-000466,0.08892130212030001
ACH-000467,0.134767582425
ACH-000468,-0.0261605656011
ACH-000469,0.04349794104230001
ACH-000470,0.25785578378400004
ACH-000471,-0.0503270806377
ACH-000472,0.0665557928027
ACH-000473,0.11848917236300001
ACH-000475,-0.00838494184451
ACH-000476,0.10377062747000002
ACH-000477,-0.190737015768
ACH-000480,0.0682865583921
ACH-000481,0.00383145897261
ACH-000483,-0.015894697543799997
