,DEDD (9191)
ACH-000004,0.0656160753841
ACH-000007,-0.101860726295
ACH-000009,-0.36753756134099996
ACH-000011,-0.339013387747
ACH-000012,-0.175008841705
ACH-000013,-0.120489272449
ACH-000014,-0.128812448214
ACH-000015,-0.240913761602
ACH-000017,-0.1991998435
ACH-000018,-0.162506866517
ACH-000019,0.19900882078499998
ACH-000021,-0.09093983140110001
ACH-000022,-0.25171071853
ACH-000025,-0.321268712127
ACH-000028,-0.0686240524425
ACH-000030,-0.187964683224
ACH-000035,-0.18603527823899998
ACH-000036,-0.101458736465
ACH-000037,-0.148501496337
ACH-000039,-0.0991502376928
ACH-000040,-0.0261229407606
ACH-000041,-0.0647398972459
ACH-000042,-0.047230866519
ACH-000045,-0.220421438385
ACH-000047,-0.16559815125
ACH-000052,-0.308470885068
ACH-000053,-0.173157378508
ACH-000054,-0.25316714272
ACH-000055,-0.06629028516459999
ACH-000060,0.0197680711949
ACH-000067,-0.182060345092
ACH-000070,0.025070794015599997
ACH-000075,-0.201765967076
ACH-000078,-0.0294184227415
ACH-000082,-0.13013712899
ACH-000085,-0.322958848355
ACH-000086,-0.25432151528499997
ACH-000087,-0.00505523020501
ACH-000092,-0.20244438915399998
ACH-000095,-0.11510522196100001
ACH-000097,-0.0542934500794
ACH-000098,-0.148469974757
ACH-000099,0.10148378170399999
ACH-000108,0.0335515840821
ACH-000113,-0.21863942023000002
ACH-000115,-0.257483465271
ACH-000116,-0.135190993469
ACH-000118,-0.090229373282
ACH-000120,-0.174540852326
ACH-000123,-0.0836523726052
ACH-000127,-0.19831118934099998
ACH-000128,0.07392354032960001
ACH-000132,-0.102967985783
ACH-000133,-0.250013078517
ACH-000137,-0.117468837318
ACH-000138,-0.135732563497
ACH-000142,-0.325741955682
ACH-000143,0.0198008176253
ACH-000146,-0.0771365826976
ACH-000148,-0.223504881208
ACH-000150,0.0283314454653
ACH-000152,0.182591942702
ACH-000153,-0.48032690710500003
ACH-000159,-0.161474696767
ACH-000160,-0.148912635348
ACH-000163,-0.29956991684900003
ACH-000167,-0.0740008791093
ACH-000168,0.0736107166582
ACH-000169,-0.0879452291867
ACH-000178,-0.187664750794
ACH-000182,-0.144122179435
ACH-000183,-0.228830203029
ACH-000188,-0.138887249188
ACH-000189,-0.128093931868
ACH-000190,-0.035218107703599996
ACH-000198,-0.116999917449
ACH-000204,-0.509229579541
ACH-000206,-0.19017311435800002
ACH-000207,-0.09785863257130001
ACH-000211,-0.293984871952
ACH-000215,-0.24457584362
ACH-000221,-0.309267841157
ACH-000222,-0.154713972221
ACH-000223,-0.254384210171
ACH-000226,-0.273471199345
ACH-000227,0.10725570131300001
ACH-000228,-0.1681432712
ACH-000231,-0.036532365162199994
ACH-000232,-0.164769648547
ACH-000233,-0.24484576452399998
ACH-000234,-0.171838604285
ACH-000235,-0.14208938889
ACH-000237,-0.0400854229257
ACH-000238,0.0458033907154
ACH-000243,-0.1499245263
ACH-000244,-0.42241666672899997
ACH-000246,-0.234020169483
ACH-000248,-0.41058286584
ACH-000250,-0.234350852711
ACH-000251,-0.221881471606
ACH-000253,0.0101100655707
ACH-000255,-0.265989773434
ACH-000256,0.020557155065699998
ACH-000257,0.269682425431
ACH-000258,-0.38886770496100004
ACH-000259,-0.149980014285
ACH-000260,-0.26637529937
ACH-000261,-0.255828617676
ACH-000262,-0.15617777151599999
ACH-000263,-0.37182242443499997
ACH-000264,-0.376067392867
ACH-000265,-0.258344090106
ACH-000266,-0.149626733357
ACH-000272,-0.119264075538
ACH-000273,-0.461339928563
ACH-000274,-0.025607432930099996
ACH-000277,-0.25050360835
ACH-000278,-0.132346547545
ACH-000279,-0.170688793147
ACH-000280,0.0735665531601
ACH-000281,-0.272039122776
ACH-000288,-0.431454360251
ACH-000291,-0.0415396185172
ACH-000293,-0.259004555834
ACH-000294,-0.15566382518
ACH-000295,-0.0254186418207
ACH-000296,-0.0344988702155
ACH-000302,-0.019233007469299998
