,ARSK (153642)
ACH-000004,-0.11236318980599999
ACH-000007,-0.289256242454
ACH-000009,-0.149112816957
ACH-000011,-0.221351644991
ACH-000012,-0.17397499493500002
ACH-000013,-0.09577882215160001
ACH-000014,-0.233230523823
ACH-000015,-0.339010165888
ACH-000017,-0.0692029987655
ACH-000018,-0.129082669714
ACH-000019,-0.0150724186561
ACH-000021,-0.26165371295400003
ACH-000022,-0.136478996481
ACH-000025,-0.117460916614
ACH-000028,-0.188619603194
ACH-000030,-0.19453413374499998
ACH-000035,-0.123893720529
ACH-000036,-0.21279523195099997
ACH-000037,-0.11358845675200001
ACH-000039,-0.0613232025296
ACH-000040,-0.11263949071599999
ACH-000041,0.0224280971698
ACH-000042,-0.275957194708
ACH-000045,-0.0019244401598399999
ACH-000047,-0.17555607276500002
ACH-000052,-0.219759947396
ACH-000053,-0.222386765428
ACH-000054,-0.201354150382
ACH-000055,-0.0781147773315
ACH-000060,-0.147625852687
ACH-000067,-0.134836103285
ACH-000070,-0.12301342540799999
ACH-000075,0.012292924270899999
ACH-000078,-0.21098763683
ACH-000082,-0.101859709484
ACH-000085,-0.324571540775
ACH-000086,-0.23053348305799998
ACH-000087,-0.0851587059164
ACH-000092,-0.167044040002
ACH-000095,-0.23836088700999997
ACH-000097,-0.0957172671112
ACH-000098,-0.27599257594300003
ACH-000099,-0.303670839109
ACH-000108,-0.289585838798
ACH-000113,-0.00124616714674
ACH-000115,-0.183433470596
ACH-000116,-0.113159915382
ACH-000118,-0.154985226612
ACH-000120,-0.254223510931
ACH-000123,-0.20682961674000003
ACH-000127,-0.187123327643
ACH-000128,-0.17381994538400003
ACH-000132,-0.104582867622
ACH-000133,-0.187828906792
ACH-000137,-0.0955814111328
ACH-000138,-0.288883254437
ACH-000142,-0.18036029857
ACH-000143,-0.10421250299000001
ACH-000146,-0.101357268461
ACH-000148,-0.08205419325939999
ACH-000150,-0.00965054886743
ACH-000152,-0.141173818181
ACH-000153,-0.225862162645
ACH-000159,-0.21596665690900002
ACH-000160,-0.115626637842
ACH-000163,-0.212910988018
ACH-000167,0.009748263033299998
ACH-000168,-0.0733696745349
ACH-000169,-0.20804447373399998
ACH-000178,-0.20542549136799998
ACH-000182,-0.0650509104045
ACH-000183,-0.272279616349
ACH-000188,-0.187931529194
ACH-000189,-0.047276864773000006
ACH-000190,-0.47038375806999994
ACH-000198,-0.19187005688099998
ACH-000204,-0.275661846468
ACH-000206,-0.0526694231919
ACH-000207,-0.14956653590500002
ACH-000211,-0.18856029324700002
ACH-000215,-0.116537358149
ACH-000221,0.0737401047508
ACH-000222,-0.310315137773
ACH-000223,-0.051524823649900006
ACH-000226,-0.172408955918
ACH-000227,-0.164016375777
ACH-000228,-0.217005004472
ACH-000231,-0.0312657911167
ACH-000232,-0.213476415447
ACH-000233,-0.225710921947
ACH-000234,-0.114529855822
ACH-000235,-0.17607739490600002
ACH-000237,-0.143410883997
ACH-000238,-0.0807842550362
ACH-000243,-0.195758937561
ACH-000244,-0.195503263124
ACH-000246,-0.36634237790299995
ACH-000248,-0.17217508005999999
ACH-000250,-0.0440698821578
ACH-000251,-0.23474994363
ACH-000253,-0.09495016819970001
ACH-000255,-0.179432762545
ACH-000256,-0.34282925305100004
ACH-000257,-0.0893496285994
ACH-000258,-0.23772286753400002
ACH-000259,-0.203707735958
ACH-000260,-0.153274939319
ACH-000261,-0.17135720402899998
ACH-000262,-0.17546749638099998
ACH-000263,0.119871247444
ACH-000264,-0.205579103438
ACH-000265,-0.114597873768
ACH-000266,-0.300892648172
ACH-000272,-0.05078206909530001
ACH-000273,-0.0976724010427
ACH-000274,-0.135348684517
ACH-000277,-0.035017712956300004
ACH-000278,-0.013683369991200001
ACH-000279,-0.17984919187800003
ACH-000280,-0.325657420412
ACH-000281,-0.202286202062
ACH-000288,-0.12015098981200001
ACH-000291,-0.14546961373700001
ACH-000293,-0.251310683479
ACH-000294,-0.142263274138
ACH-000295,-0.413089118565
ACH-000296,-0.139535777628
ACH-000302,-0.18903738093800002
ACH-000304,-0.00290748318462
ACH-000307,-0.20468398443100003
ACH-000308,-0.133012790844
ACH-000310,-0.31282436775899997
ACH-000311,-0.313075630572
ACH-000312,-0.296119938342
ACH-000315,0.12147607577
ACH-000316,-0.173025612669
ACH-000317,0.0640666816316
ACH-000318,-0.0432496502469
ACH-000319,-0.0013483410688399998
ACH-000320,-0.431943977998
ACH-000322,-0.193904406397
ACH-000323,-0.04140273345519999
ACH-000324,-0.0727964931755
ACH-000329,-0.23745381077799999
ACH-000330,-0.22991414564399998
ACH-000331,-0.190542201113
ACH-000332,-0.236968365911
ACH-000334,-0.395351730419
ACH-000335,-0.252001471346
ACH-000336,-0.156507021434
ACH-000337,-0.140722880048
ACH-000339,-0.163939750546
ACH-000341,-0.269388935396
ACH-000348,-0.156676339289
ACH-000350,-0.361434959245
ACH-000352,-0.142308573179
ACH-000356,-0.256297786323
ACH-000361,-0.223669464171
ACH-000362,-0.195505408657
ACH-000363,-0.0490732478218
ACH-000364,-0.22432897454
ACH-000365,-0.206620173137
ACH-000366,-0.09202888161879999
ACH-000368,-0.159871513976
ACH-000374,-0.09131345975439999
ACH-000375,-0.17027760722100002
ACH-000376,-0.112894744052
ACH-000381,-0.057821310953099996
ACH-000383,-0.119178751262
ACH-000387,-0.153588455913
ACH-000389,-0.11876532681
ACH-000390,-0.237141551123
ACH-000393,-0.382863385388
ACH-000395,-0.032962005495700004
ACH-000397,-0.150780885264
