,RNMT (8731)
ACH-000004,-1.58986182945
ACH-000007,-0.946636173171
ACH-000009,-1.08480999803
ACH-000011,-1.06836489832
ACH-000012,-1.1118944049700001
ACH-000013,-0.997873544682
ACH-000014,-1.30881449695
ACH-000015,-1.17758912591
ACH-000017,-1.30670039349
ACH-000018,-1.4775453872
ACH-000019,-0.900545509022
ACH-000021,-1.21836980988
ACH-000022,-0.93285983945
ACH-000025,-1.0465144092799998
ACH-000028,-1.2109008104
ACH-000030,-1.12309595198
ACH-000035,-1.42450728359
ACH-000036,-1.1158784227399998
ACH-000037,-1.2734493257700001
ACH-000039,-1.2483197714899998
ACH-000040,-0.8810918266009999
ACH-000041,-1.4013905462799998
ACH-000042,-1.3099542939
ACH-000045,-1.17657102863
ACH-000047,-1.13730148888
ACH-000052,-1.2479933971200001
ACH-000053,-1.15496093215
ACH-000054,-1.23749822503
ACH-000055,-0.9129062197869999
ACH-000060,-0.963909865635
ACH-000067,-1.27754534686
ACH-000070,-1.1721097667799998
ACH-000075,-1.09059054744
ACH-000078,-1.1126008049200002
ACH-000082,-0.991723227909
ACH-000085,-1.3881529956999998
ACH-000086,-1.0961551983
ACH-000087,-1.19743184569
ACH-000092,-0.9139621733600001
ACH-000095,-1.12448406671
ACH-000097,-0.984388917369
ACH-000098,-1.32990129158
ACH-000099,-0.994570688734
ACH-000108,-1.51439003762
ACH-000113,-1.2174875373
ACH-000115,-1.3295243996500001
ACH-000116,-1.1386623377399998
ACH-000118,-1.21351814359
ACH-000120,-1.1054517009
ACH-000123,-1.12565043232
ACH-000127,-1.01685746882
ACH-000128,-1.15629951834
ACH-000132,-1.10552084616
ACH-000133,-0.832227078078
ACH-000137,-1.6268342401299998
ACH-000138,-1.53460849959
ACH-000142,-1.16163981831
ACH-000143,-1.15583808214
ACH-000146,-1.30586011561
ACH-000148,-1.25785186608
ACH-000150,-0.958965580472
ACH-000152,-1.37381456727
ACH-000153,-0.724504956898
ACH-000159,-1.2838499837200001
ACH-000160,-0.52012763783
ACH-000163,-1.0493906533600001
ACH-000167,-0.7145270559129999
ACH-000168,-1.15310518338
ACH-000169,-1.1221136895200001
ACH-000178,-1.38008473683
ACH-000182,-1.1250235223799998
ACH-000183,-1.14100276684
ACH-000188,-0.779875954381
ACH-000189,-1.2155142240899999
ACH-000190,-0.875632936475
ACH-000198,-1.25646800785
ACH-000204,-0.822725733581
ACH-000206,-1.22533499751
ACH-000207,-0.998112513891
ACH-000211,-1.1983816031399999
ACH-000215,-1.23006360202
ACH-000221,-1.43730704858
ACH-000222,-1.32744232587
ACH-000223,-1.13890120235
ACH-000226,-1.2156506874500002
ACH-000227,-0.7501908422050001
ACH-000228,-1.58116056071
ACH-000231,-0.9142746214599999
ACH-000232,-1.21907208797
ACH-000233,-1.5410923605000002
ACH-000234,-0.790481324515
ACH-000235,-1.2989569376
ACH-000237,-1.25845804716
ACH-000238,-1.09780114149
ACH-000243,-1.26977152349
ACH-000244,-1.22933931389
ACH-000246,-1.28834806838
ACH-000248,-1.14695894489
ACH-000250,-1.21608735709
ACH-000251,-1.26872972938
ACH-000253,-1.24178243743
ACH-000255,-0.950079875591
ACH-000256,-1.1262005649299998
ACH-000257,-1.00464502813
ACH-000258,-1.4658914879299998
ACH-000259,-1.3260530049700001
ACH-000260,-1.15223416895
ACH-000261,-0.72562460884
ACH-000262,-1.51474068669
ACH-000263,-1.1481885236
ACH-000264,-1.2261219341299998
ACH-000265,-1.1648376545799999
ACH-000266,-1.37920080489
ACH-000272,-1.0045721489200001
ACH-000273,-1.33894419639
ACH-000274,-0.987541695556
ACH-000277,-0.9835799844840001
ACH-000278,-1.3790741596899998
ACH-000279,-1.01342591764
ACH-000280,-1.18789175519
ACH-000281,-1.5544830499200002
ACH-000288,-1.13510192097
ACH-000291,-1.10020757438
ACH-000293,-1.15159484443
ACH-000294,-1.27894238129
ACH-000295,-1.47237213625
ACH-000296,-0.8483798171060001
ACH-000302,-0.783496185996
ACH-000304,-1.41609229515
ACH-000307,-1.18933575971
ACH-000308,-1.14277549324
ACH-000310,-1.02715651063
ACH-000311,-1.04122567565
ACH-000312,-1.41446299928
ACH-000315,-1.1461451592
ACH-000316,-1.11412398286
ACH-000317,-0.743035267472
ACH-000318,-1.13653534489
ACH-000319,-1.14031929918
ACH-000320,-1.4042290368299999
ACH-000322,-1.2066649944299999
ACH-000323,-0.968985589765
ACH-000324,-1.33868983618
ACH-000329,-1.2001477456999998
ACH-000330,-1.6610295965700002
ACH-000331,-1.12766525857
ACH-000332,-1.0422697538299999
ACH-000334,-0.7434219183149999
ACH-000335,-1.34121028244
ACH-000336,-1.4052398635499999
ACH-000337,-1.5071279284
ACH-000339,-1.20586020625
ACH-000341,-0.63500059851
ACH-000348,-1.19093570965
ACH-000350,-1.01079364254
ACH-000352,-1.34645653762
ACH-000356,-1.0064099316
ACH-000361,-1.31155333637
ACH-000362,-1.4020813571000001
ACH-000363,-0.881876396257
ACH-000364,-0.8933763497299999
ACH-000365,-1.14028098657
ACH-000366,-1.3729102287000001
ACH-000368,-1.28904548985
ACH-000374,-0.901328297325
ACH-000375,-1.07580346753
ACH-000376,-1.10241011457
ACH-000381,-1.34006516416
ACH-000383,-1.25131177424
ACH-000387,-1.41757177664
ACH-000389,-1.30859131195
ACH-000390,-1.1961401653000001
ACH-000393,-1.2168993956999998
ACH-000395,-1.28253947372
ACH-000397,-0.678352745686
ACH-000401,-1.56671800479
ACH-000402,-1.39204549926
ACH-000403,-1.31288126987
ACH-000404,-0.9818855001100001
ACH-000406,-1.05042386897
ACH-000407,-0.9430869142039999
ACH-000408,-1.22464529866
ACH-000410,-1.1845956683
ACH-000411,-1.14202856601
ACH-000414,-1.32940216471
ACH-000415,-1.35669501756
ACH-000416,-1.2351241264200001
ACH-000420,-1.35034470357
ACH-000421,-1.3255344141299998
ACH-000424,-1.05123284684
ACH-000425,-1.3137188405700002
ACH-000426,-1.0246305592799998
ACH-000427,-0.923818476577
ACH-000433,-0.724527222728
ACH-000436,-0.983290687063
ACH-000444,-0.9944954542319999
ACH-000445,-1.3857643245
ACH-000448,-1.25415659471
ACH-000450,-1.30851576273
ACH-000452,-1.4109070490399997
ACH-000454,-1.0107006422799998
ACH-000458,-1.06865406552
ACH-000459,-0.585818208228
ACH-000460,-1.033712674
ACH-000461,-1.27029990215
ACH-000463,-1.3411943201899998
ACH-000464,-1.17249633545
ACH-000466,-1.51554930456
ACH-000467,-1.08870368623
ACH-000468,-0.988607429677
ACH-000469,-1.1443390414299999
ACH-000470,-1.5801585093900001
ACH-000471,-0.826791849772
ACH-000472,-1.14288528846
ACH-000473,-1.21750314832
ACH-000475,-1.08380360445
ACH-000476,-0.980562460466
ACH-000477,-1.51072380787
ACH-000480,-1.14681619634
ACH-000481,-1.02185504619
ACH-000483,-0.902501669634
ACH-000484,-1.48540444583
ACH-000485,-1.10796913903
ACH-000486,-1.19989403928
ACH-000487,-0.8192141024699999
ACH-000488,-1.00994351077
ACH-000490,-1.1018090731999999
ACH-000491,-1.58120171617
ACH-000495,-1.16202389876
ACH-000496,-1.3647227717200001
ACH-000499,-1.3521149121
ACH-000500,-0.7494719049199999
ACH-000502,-1.23121334259
ACH-000503,-1.0452844922799998
ACH-000505,-1.04905315781
ACH-000507,-1.1868313025200001
ACH-000510,-0.986307418308
ACH-000511,-1.05632774839
ACH-000512,-1.4078835500100002
ACH-000516,-1.3225068557600002
ACH-000517,-1.02239133792
ACH-000518,-0.954902554227
ACH-000520,-1.1539769830600002
ACH-000521,-1.45512918141
ACH-000522,-1.22945545859
ACH-000524,-1.35572081817
ACH-000527,-0.8996430472939999
ACH-000528,-1.00197735269
ACH-000537,-1.52933868218
ACH-000541,-0.806087108533
ACH-000542,-1.16402786505
ACH-000544,-1.1061780544700002
ACH-000545,-1.29243895915
ACH-000547,-1.09020556107
ACH-000548,-1.0987425913
ACH-000549,-1.0011225947799998
ACH-000550,-1.60582260411
ACH-000552,-1.02393718053
ACH-000556,-1.08354819049
ACH-000557,-1.2195364598
ACH-000570,-1.28163695844
ACH-000571,-1.36283411697
ACH-000573,-1.57733888679
ACH-000576,-1.3119848388
ACH-000580,-0.9035306216399999
ACH-000584,-1.24009804879
ACH-000585,-1.22202055752
ACH-000588,-0.980186870799
ACH-000589,-1.2250299874200001
ACH-000591,-1.33294842394
ACH-000593,-1.3219500058
ACH-000600,-1.3250210951299999
ACH-000601,-1.00554690376
ACH-000604,-1.53606205248
ACH-000605,-1.15780151067
ACH-000606,-0.9456762611049999
ACH-000608,-0.35618373408200005
ACH-000614,-0.9427732754729999
ACH-000616,-1.2126699269499999
ACH-000618,-1.0656222040799999
ACH-000619,-1.0055989700599999
ACH-000620,-1.14101608932
ACH-000621,-1.20902869544
ACH-000622,-1.40185287207
ACH-000623,-1.28872954756
ACH-000624,-1.08663454982
ACH-000627,-1.03197669909
ACH-000630,-0.9277212861380001
ACH-000632,-1.39577199027
ACH-000633,-1.21859014332
ACH-000637,-1.2579923665200001
ACH-000638,-1.3016858984200002
ACH-000646,-1.06839661316
ACH-000647,-0.923014565959
ACH-000648,-1.2298493836
ACH-000649,-1.27693643051
ACH-000651,-1.2784798407200002
ACH-000652,-1.4445938001299998
ACH-000653,-1.0273917540100002
ACH-000657,-1.12528158535
ACH-000658,-1.01447313784
ACH-000661,-1.39098394713
ACH-000662,-0.9468350861570001
ACH-000663,-0.980272708538
