,PCNXL2 (80003)
ACH-000004,-0.11668609906199999
ACH-000007,-0.298832469325
ACH-000009,-0.181113938347
ACH-000011,-0.0664668305433
ACH-000012,0.08325052191839999
ACH-000013,-0.0650898324097
ACH-000014,-0.25611600305300003
ACH-000015,-0.0661437354767
ACH-000017,-0.009820572494559998
ACH-000018,-0.08041187591269999
ACH-000019,0.03560900803869999
ACH-000021,-0.0942630755673
ACH-000022,-0.0895175687575
ACH-000025,-0.387439341845
ACH-000028,-0.0506242939337
ACH-000030,-0.13437430884
ACH-000035,-0.0230622777594
ACH-000036,-0.393759457398
ACH-000037,-0.20884273109499998
ACH-000039,0.0028925843047100004
ACH-000040,0.061561585558599995
ACH-000041,-0.44052961240099997
ACH-000042,-0.178708408602
ACH-000045,-0.0478292625187
ACH-000047,-0.21623446941899999
ACH-000052,-0.199852625898
ACH-000053,-0.167705284633
ACH-000054,-0.058868986340800004
ACH-000055,-0.0139883579758
ACH-000060,-0.00312751598534
ACH-000067,-0.125579612102
ACH-000070,-0.0729405796721
ACH-000075,-0.0343986156204
ACH-000078,0.199152406404
ACH-000082,-0.0200927395244
ACH-000085,-0.548502802536
ACH-000086,-0.13963825920999998
ACH-000087,-0.120350534461
ACH-000092,-0.123900004691
ACH-000095,-0.12502579469900002
ACH-000097,-0.106264869037
ACH-000098,-0.198107839409
ACH-000099,-0.25975096341
ACH-000108,-0.182055855997
ACH-000113,-0.14133112318
ACH-000115,0.0048211781812200006
ACH-000116,-0.07435784098060001
ACH-000118,-0.0844571198199
ACH-000120,-0.09977537274160002
ACH-000123,-0.206581629919
ACH-000127,-0.10401760027200001
ACH-000128,0.00752946502768
ACH-000132,-0.10237579943700001
ACH-000133,0.0126030045686
ACH-000137,0.0398523624846
ACH-000138,0.103254798509
ACH-000142,-0.296009359878
ACH-000143,-0.272691033137
ACH-000146,-0.032656369410599996
ACH-000148,-0.302671929804
ACH-000150,0.033895737684400004
ACH-000152,-0.192094088211
ACH-000153,-0.0192516279457
ACH-000159,0.0239933442935
ACH-000160,0.019222324474799997
ACH-000163,-0.0915179984227
ACH-000167,-0.422812265718
ACH-000168,-0.00725928448437
ACH-000169,-0.135128445786
ACH-000178,-0.24827445498000003
ACH-000182,0.0685690493121
ACH-000183,0.135788698072
ACH-000188,-0.027811745298299998
ACH-000189,-0.135089920316
ACH-000190,-0.0781308859452
ACH-000198,-0.0437934173928
ACH-000204,-0.365202654605
ACH-000206,0.022841977502099996
ACH-000207,0.142870142008
ACH-000211,-0.07962922783769999
ACH-000215,-0.151932290854
ACH-000221,-0.145290783704
ACH-000222,0.139969684761
ACH-000223,-0.27272501979
ACH-000226,-0.211073979292
ACH-000227,-0.629422181536
ACH-000228,-0.316304687361
ACH-000231,-0.0393486288331
ACH-000232,-0.169904454056
ACH-000233,-0.0393805791443
ACH-000234,-0.256883997955
ACH-000235,-0.138511389007
ACH-000237,-0.178250404289
ACH-000238,-0.13996753791400002
ACH-000243,0.0398496511686
ACH-000244,0.09056518619069999
ACH-000246,-0.0538356605234
ACH-000248,-0.38068201975599997
ACH-000250,-0.08352279901189999
ACH-000251,-0.120519812361
ACH-000253,-0.195799060959
ACH-000255,-0.054864299576
ACH-000256,-0.119511336643
ACH-000257,0.210792850895
ACH-000258,0.0932019413745
ACH-000259,-0.00676123429803
ACH-000260,-0.0181066961119
ACH-000261,-0.120035747613
ACH-000262,-0.43244716015600004
ACH-000263,0.24244259587699998
