,FLG2 (388698)
ACH-000004,-0.082535631631
ACH-000007,-0.0817806718073
ACH-000009,-0.333887619815
ACH-000011,0.0664295676313
ACH-000012,-0.17889903250599998
ACH-000013,-0.0122050284715
ACH-000014,-0.145388830483
ACH-000015,-0.12566006862600002
ACH-000017,0.0517691317398
ACH-000018,0.031087095748900003
ACH-000019,-0.37594406846999995
ACH-000021,-0.14085465198799998
ACH-000022,-0.08403614379720001
ACH-000025,-0.142709699277
ACH-000028,-0.302533240293
ACH-000030,-0.0585830503364
ACH-000035,-0.21144190479400002
ACH-000036,-0.07264409180499999
ACH-000037,0.0510770981042
ACH-000039,-0.295246598264
ACH-000040,-0.0369595808359
ACH-000041,-0.0764152734986
ACH-000042,-0.0159449566435
ACH-000045,-0.0736747940903
ACH-000047,-0.182573059159
ACH-000052,-0.08231334299410001
ACH-000053,-0.240848840895
ACH-000054,-0.121422765786
ACH-000055,-0.420973289812
ACH-000060,-0.06297407143759999
ACH-000067,-0.10399292107699999
ACH-000070,-0.0900275484076
ACH-000075,0.15887875247400002
ACH-000078,-0.18711028683800002
ACH-000082,-0.09991495283560001
ACH-000085,0.0216859762525
ACH-000086,-0.170528722597
ACH-000087,-0.0782976264668
ACH-000092,-0.197415622822
ACH-000095,-0.026977099065600002
ACH-000097,-0.23759303104499999
ACH-000098,-0.132265312457
ACH-000099,-0.148954050374
ACH-000108,-0.114501228605
ACH-000113,-0.0576859037349
ACH-000115,-0.240241136901
ACH-000116,-0.182204956467
ACH-000118,-0.17685526606199997
ACH-000120,-0.23591081377300002
ACH-000123,-0.058622771712600004
ACH-000127,0.009926096906200001
ACH-000128,-0.17630779895999998
ACH-000132,-0.11409510279000001
ACH-000133,-0.08137375813900001
ACH-000137,-0.039226360844000004
ACH-000138,-0.07353696287360001
ACH-000142,-0.140888640837
ACH-000143,-0.13886244750600002
ACH-000146,-0.141636500397
ACH-000148,-0.158455611106
ACH-000150,-0.173424431492
ACH-000152,0.0291970734542
ACH-000153,-0.30941896537700003
ACH-000159,-0.11141627150800001
ACH-000160,-0.09710640636
ACH-000163,-0.16627705715
ACH-000167,0.0993195479112
ACH-000168,-0.196844954379
ACH-000169,-0.10390958665200001
ACH-000178,-0.09864656150319999
ACH-000182,-0.00128402059625
ACH-000183,-0.273470558476
ACH-000188,-0.06101796393469999
ACH-000189,-0.163264152476
ACH-000190,-0.174886688123
ACH-000198,-0.13975107126800002
ACH-000204,-0.334424686103
ACH-000206,-0.130539285119
ACH-000207,0.0385785956474
ACH-000211,-0.0869535911286
ACH-000215,-0.106260606896
ACH-000221,-0.131687193661
ACH-000222,-0.36477113150300006
ACH-000223,-0.0310760639317
ACH-000226,-0.10799893088700001
ACH-000227,0.041404532005900004
ACH-000228,-0.08498041920959999
ACH-000231,-0.08191105808789999
ACH-000232,-0.150275902959
ACH-000233,-0.1666274686
ACH-000234,-0.0582122355588
ACH-000235,-0.11984845299699999
ACH-000237,-0.04835672014280001
ACH-000238,-0.0214119252912
ACH-000243,-0.133369103547
ACH-000244,0.0598687061528
ACH-000246,-0.125577915285
ACH-000248,-0.153879886287
ACH-000250,-0.14594123233200001
ACH-000251,-0.236054205554
ACH-000253,-0.0171994446947
ACH-000255,-0.0883166146444
ACH-000256,0.152864458291
ACH-000257,-0.279226535164
ACH-000258,-0.584863852227
ACH-000259,-0.245707960728
ACH-000260,-0.24138244145399998
ACH-000261,0.0161180627732
ACH-000262,0.044828960269999996
ACH-000263,-0.12266419374500001
ACH-000264,-0.168308255874
ACH-000265,-0.08308396651210001
ACH-000266,-0.157110511953
ACH-000272,-0.191992522384
ACH-000273,-0.164402922152
ACH-000274,0.05290077992409999
ACH-000277,-0.0636878080032
ACH-000278,-0.152679270922
ACH-000279,-0.0178028889889
ACH-000280,-0.12842960256
ACH-000281,-0.298209723792
ACH-000288,-0.16776582488
ACH-000291,-0.143105716661
ACH-000293,-0.107824738845
ACH-000294,-0.051837086641100004
ACH-000295,-0.208005130607
ACH-000296,-0.19356669993099998
ACH-000302,-0.0967095672307
ACH-000304,-0.128647948028
ACH-000307,0.0488398594654
ACH-000308,-0.09188081965150001
ACH-000310,-0.08612867486789999
ACH-000311,-0.028593751543900002
ACH-000312,-0.105047857808
ACH-000315,-0.19436534782900003
ACH-000316,-0.146073134544
ACH-000317,-0.197813732482
ACH-000318,-0.198237981481
ACH-000319,-0.152986323685
ACH-000320,-0.39671055008699996
ACH-000322,-0.035141566187699994
ACH-000323,0.08756558566339999
ACH-000324,-0.183919434562
ACH-000329,-0.12904690685
ACH-000330,-0.0206718873591
ACH-000331,-0.181662748491
ACH-000332,-0.109353247091
ACH-000334,-0.152143094462
ACH-000335,-0.21464097275
ACH-000336,0.156643439395
ACH-000337,-0.487669151827
ACH-000339,-0.08385012869260002
ACH-000341,-0.196387984163
ACH-000348,-0.104538028032
ACH-000350,-0.165222136495
ACH-000352,-0.007986024648420001
ACH-000356,-0.199469148988
ACH-000361,-0.207905087544
ACH-000362,-0.0258610292912
ACH-000363,-0.149646535381
ACH-000364,-0.18544412282900002
ACH-000365,-0.138955517257
ACH-000366,-0.0380441286636
ACH-000368,-0.0921708847051
ACH-000374,-0.109079592447
ACH-000375,-0.11915170489
ACH-000376,-0.177174183807
ACH-000381,-0.27826745171
ACH-000383,-0.161858997792
ACH-000387,-0.0633547919942
ACH-000389,-0.0110911537094
ACH-000390,0.016327748237600002
ACH-000393,-0.00943731170728
ACH-000395,-0.21648167157099998
ACH-000397,-0.011187953652399999
ACH-000401,-0.16699779209100002
ACH-000402,-0.037853363692699996
ACH-000403,-0.0545624951811
ACH-000404,-0.279104186977
ACH-000406,-0.133204173466
ACH-000407,-0.16686990359999998
ACH-000408,0.054597302703400005
ACH-000410,-0.182717175999
ACH-000411,-0.197625278518
ACH-000414,-0.173292553865
ACH-000415,-0.025692018593
ACH-000416,-0.14381825871099999
ACH-000420,-0.147931131193
ACH-000421,-0.07638164207610001
ACH-000424,-0.223306812303
ACH-000425,0.034282650548999996
ACH-000426,-0.209089067238
ACH-000427,-0.15744759011700002
ACH-000433,-0.00207412155851
ACH-000436,-0.149883278234
ACH-000444,-0.10039927559
