,ICE2 (79664)
ACH-000004,-0.543108982644
ACH-000007,-1.28180962708
ACH-000009,-0.8442850157790001
ACH-000011,-0.556100496475
ACH-000012,-1.0842856028499999
ACH-000013,-0.446850241055
ACH-000014,-0.669917432319
ACH-000015,-0.455279998242
ACH-000017,-0.460680132447
ACH-000018,-0.6231712869520001
ACH-000019,-0.6941848967829999
ACH-000021,-0.354080751935
ACH-000022,-0.7270517257279999
ACH-000025,-0.58620593191
ACH-000028,-1.1122949203899999
ACH-000030,-1.0196337335299999
ACH-000035,-0.720537413961
ACH-000036,-0.9670631289380001
ACH-000037,-1.50963259118
ACH-000039,-0.395747606562
ACH-000040,-0.451924172884
ACH-000041,-0.35404288483400004
ACH-000042,-0.7752419604009999
ACH-000045,-0.603665250901
ACH-000047,-0.950571221347
ACH-000052,-1.0363296611700001
ACH-000053,-0.306824190463
ACH-000054,-0.565632824883
ACH-000055,-0.799747691209
ACH-000060,-1.3358463979000001
ACH-000067,-1.3378078039499999
ACH-000070,-0.580408593853
ACH-000075,-0.489119235561
ACH-000078,-0.560021510198
ACH-000082,-0.9094447275929999
ACH-000085,-0.308957007316
ACH-000086,-1.09163021286
ACH-000087,-0.45561519948999996
ACH-000092,-0.511852217053
ACH-000095,-0.25197309482700003
ACH-000097,-1.27164603214
ACH-000098,-0.588193786298
ACH-000099,-0.49525232071599995
ACH-000108,-0.7011968278630001
ACH-000113,-0.818093305194
ACH-000115,-0.365620707715
ACH-000116,-0.9253075818340001
ACH-000118,-0.507324134545
ACH-000120,-0.611274175224
ACH-000123,-0.5693057980089999
ACH-000127,-0.252206763564
ACH-000128,-0.795128290338
ACH-000132,-0.6233507305439999
ACH-000133,-0.36606898794200005
ACH-000137,-0.579396865354
ACH-000138,-0.622307950575
ACH-000142,-0.728647495061
ACH-000143,-0.353668457688
ACH-000146,-0.9918525729019999
ACH-000148,-0.668627193068
ACH-000150,-0.463987117591
ACH-000152,-0.752024519511
ACH-000153,-0.35020866905500003
ACH-000159,-0.315153212684
ACH-000160,-0.504384766109
ACH-000163,-0.540155145543
ACH-000167,-0.5745525990129999
ACH-000168,-0.581554862756
ACH-000169,-0.870296693028
ACH-000178,-0.7795572277130001
ACH-000182,-1.0108084857
ACH-000183,-0.24242291975400002
ACH-000188,-1.06846603359
ACH-000189,-0.44074858958400004
ACH-000190,-0.567986778711
ACH-000198,-0.635014178102
ACH-000204,-0.579721872277
ACH-000206,-0.500343998514
ACH-000207,-0.603004577258
ACH-000211,-0.8228777529629999
ACH-000215,-0.737060427534
ACH-000221,-0.72804291372
ACH-000222,-0.592265962941
ACH-000223,-0.7909202770780001
ACH-000226,-0.537132810983
ACH-000227,-0.3416054957
ACH-000228,-0.901870360805
ACH-000231,-0.480712622686
ACH-000232,-0.947108330204
ACH-000233,-0.25531622131
ACH-000234,-0.823691546642
ACH-000235,-0.5616113025389999
ACH-000237,-1.27197257515
ACH-000238,-0.5522024507419999
ACH-000243,-1.1987078897299999
ACH-000244,-0.7098484435979999
ACH-000246,-1.05080269867
ACH-000248,-0.5932717818959999
ACH-000250,-1.1334078852399998
ACH-000251,-0.703404555657
ACH-000253,-0.204658602671
ACH-000255,-0.8334063077580001
ACH-000256,-0.666220551879
ACH-000257,-0.930943930143
ACH-000258,-0.7342117903669999
ACH-000259,-0.289133483522
ACH-000260,-1.1961269956899998
ACH-000261,-0.325495691238
ACH-000262,-0.84096784142
ACH-000263,-0.516946686698
ACH-000264,-0.178635533046
ACH-000265,-0.722137912728
ACH-000266,-0.910105937235
ACH-000272,-0.5352581069169999
ACH-000273,-1.08178051719
ACH-000274,-0.994837936447
ACH-000277,-0.36922119071500004
ACH-000278,-0.720614497899
ACH-000279,-0.391395229988
ACH-000280,-0.997222557959
ACH-000281,-1.1473864910200002
ACH-000288,-0.39918303709299996
ACH-000291,-1.04591731038
ACH-000293,-0.432121616733
ACH-000294,-0.48176613651100003
ACH-000295,-0.278353093036
ACH-000296,-0.822192125785
