,APOA1 (335)
ACH-000004,-0.33602831804
ACH-000007,0.024929359751
ACH-000009,-0.24676935802799999
ACH-000011,-0.0798247695127
ACH-000012,-0.0167864747194
ACH-000013,-0.006204895375270001
ACH-000014,-0.0858221207766
ACH-000015,-0.0168483244521
ACH-000017,-0.0714282144946
ACH-000018,-0.204465035459
ACH-000019,0.38156524598
ACH-000021,-0.034469294014499996
ACH-000022,-0.27030953100099997
ACH-000025,-0.101946219134
ACH-000028,0.07264657841519999
ACH-000030,0.05812814172690001
ACH-000035,-0.027625313070099997
ACH-000036,0.10228389976399999
ACH-000037,0.0324094452309
ACH-000039,0.105569360167
ACH-000040,0.011543942137100001
ACH-000041,-0.16177349387499998
ACH-000042,-0.23453711883099998
ACH-000045,-0.17003110554200002
ACH-000047,-0.0440249450979
ACH-000052,-0.13633739398800002
ACH-000053,-0.122626947863
ACH-000054,-0.0628027467541
ACH-000055,-0.207515702868
ACH-000060,-0.162322897347
ACH-000067,0.11044867417500001
ACH-000070,-0.0910531006479
ACH-000075,0.29988552978599997
ACH-000078,-0.0103668159388
ACH-000082,-0.116976032393
ACH-000085,-0.21722458755899998
ACH-000086,-0.157649592897
ACH-000087,-0.18776393538
ACH-000092,0.05644575185319999
ACH-000095,-0.0589660914781
ACH-000097,-0.269745488405
ACH-000098,-0.0259539475011
ACH-000099,0.10213704628499999
ACH-000108,-0.0719333238822
ACH-000113,-0.127111147372
ACH-000115,-0.23471875844
ACH-000116,0.0130003360834
ACH-000118,-0.201111684263
ACH-000120,-0.154698434734
ACH-000123,0.046331938399599995
ACH-000127,-0.0652587672474
ACH-000128,-0.137417759371
ACH-000132,-0.08642353940400001
ACH-000133,0.0839032544352
ACH-000137,-0.0589336958321
ACH-000138,-0.166365534456
ACH-000142,-0.0949083349116
ACH-000143,0.124258621854
ACH-000146,-0.133423790984
ACH-000148,0.0564509545514
ACH-000150,-0.00462566556553
ACH-000152,0.018399040907299997
ACH-000153,-0.096607841655
ACH-000159,-0.035072084822
ACH-000160,-0.21227097353399998
ACH-000163,-0.11003697320900001
ACH-000167,0.027013445809299996
ACH-000168,-0.09438956214989999
ACH-000169,-0.134055847954
ACH-000178,0.0166157640061
ACH-000182,-0.136926477524
ACH-000183,-0.452904117629
ACH-000188,-0.201130496107
ACH-000189,-0.0513797823181
ACH-000190,-0.19851037160799997
ACH-000198,0.0111088355732
