,NHEJ1 (79840)
ACH-000004,-0.29855323710799997
ACH-000007,-0.309743374237
ACH-000009,-0.331225582488
ACH-000011,-0.47920496907
ACH-000012,-0.23849463766999998
ACH-000013,-0.107182543945
ACH-000014,-0.40276775347099997
ACH-000015,-0.0938333578655
ACH-000017,-0.15770020441500002
ACH-000018,-0.413655640951
ACH-000019,-0.477408323516
ACH-000021,-0.110124667795
ACH-000022,-0.267675128664
ACH-000025,-0.258910612689
ACH-000028,-0.487195171818
ACH-000030,-0.32932470403299996
ACH-000035,-0.24447085781300001
ACH-000036,-0.34360275448
ACH-000037,-0.370949125187
ACH-000039,-0.573073641527
ACH-000040,-0.338546026767
ACH-000041,-0.019598606896400004
ACH-000042,-0.39254538043399995
ACH-000045,-0.312291648421
ACH-000047,-0.182053175214
ACH-000052,-0.629851255581
ACH-000053,-0.0944978417559
ACH-000054,-0.317144386928
ACH-000055,-0.0690491089386
ACH-000060,-0.324214835517
ACH-000067,-0.393030834534
ACH-000070,-0.30505082245799997
ACH-000075,-0.371829854999
ACH-000078,-0.20843949145399998
ACH-000082,-0.33569749435400004
ACH-000085,-0.26056070661499997
ACH-000086,-0.291189793004
ACH-000087,-0.7141928521009999
ACH-000092,-0.21438615175200001
ACH-000095,-0.12163841998199999
ACH-000097,-0.261157674463
ACH-000098,-0.31870856258200003
ACH-000099,-0.230249601866
ACH-000108,-0.253518075915
ACH-000113,-0.173013938218
ACH-000115,-0.24149907093000003
ACH-000116,-0.19536282725499998
ACH-000118,-0.145875691532
ACH-000120,-0.303628669314
ACH-000123,-0.264880253914
ACH-000127,-0.251042280136
ACH-000128,-0.263316961248
ACH-000132,-0.135607378595
ACH-000133,-0.345958215924
ACH-000137,-0.505845337367
ACH-000138,-0.331881662369
ACH-000142,-0.350897749662
ACH-000143,0.20573174206300002
ACH-000146,-0.221650404761
ACH-000148,-0.334031033839
ACH-000150,-0.0677003542246
ACH-000152,-0.271294586389
ACH-000153,-0.273054519366
ACH-000159,-0.25736407141600004
ACH-000160,-0.147085362798
ACH-000163,-0.264097170469
ACH-000167,-0.197050911345
ACH-000168,-0.32462020648
ACH-000169,-0.160955828541
ACH-000178,-0.275869041276
ACH-000182,-0.120347281985
ACH-000183,-0.294652540684
ACH-000188,-0.40276464737400003
ACH-000189,-0.487427366721
ACH-000190,-0.193140485627
ACH-000198,-0.35821118416500003
ACH-000204,-0.142075483203
ACH-000206,-0.262778065219
ACH-000207,-0.016405070674999998
ACH-000211,-0.261011936195
ACH-000215,-0.207738509834
ACH-000221,-0.0824003978399
ACH-000222,-0.315662964236
ACH-000223,-0.359669929369
ACH-000226,-0.211970752925
ACH-000227,-0.254970686047
ACH-000228,-0.226573477187
ACH-000231,-0.315888674598
ACH-000232,-0.314428049221
ACH-000233,-0.197557936702
ACH-000234,-0.328228968599
ACH-000235,-0.225836053235
ACH-000237,-0.289631594936
ACH-000238,-0.290234488647
ACH-000243,-0.290040785107
ACH-000244,-0.287026277422
ACH-000246,-0.461366139714
ACH-000248,-0.12486662815999999
ACH-000250,-0.309252374799
ACH-000251,-0.215954987675
ACH-000253,-0.273993194374
ACH-000255,-0.35247152449600005
ACH-000256,-0.196223708865
ACH-000257,-0.23930571880399998
ACH-000258,-0.40056835324100004
ACH-000259,-0.297555706834
ACH-000260,-0.33005471192499997
ACH-000261,-0.204184159641
ACH-000262,-0.262196000395
ACH-000263,0.098817242327
ACH-000264,-0.226945585983
ACH-000265,-0.356045214937
ACH-000266,-0.28740569218199996
ACH-000272,-0.438131512325
ACH-000273,-0.31833986726999997
ACH-000274,-0.55456952
ACH-000277,-0.37887211248
ACH-000278,-0.102945217181
ACH-000279,-0.25714990336300003
ACH-000280,-0.331804575497
ACH-000281,-0.04931318843330001
ACH-000288,-0.323411605167
ACH-000291,-0.29899591629
ACH-000293,-0.388630141763
ACH-000294,-0.250657961355
ACH-000295,-0.140344883424
ACH-000296,-0.0957043796312
ACH-000302,0.0127605723559
ACH-000304,-0.396362236769
ACH-000307,-0.229977784969
ACH-000308,-0.304760219944
ACH-000310,-0.202755600887
ACH-000311,-0.267293415645
ACH-000312,-0.272149975682
ACH-000315,-0.0029937667695400004
ACH-000316,-0.145086941345
ACH-000317,-0.198263878689
ACH-000318,-0.401297348857
ACH-000319,-0.04972424339980001
ACH-000320,-0.441153856027
ACH-000322,-0.798968333237
ACH-000323,-0.17104313801100002
ACH-000324,-0.425427855836
ACH-000329,-0.35375156741700003
ACH-000330,-0.321791566708
ACH-000331,-0.390498034449
ACH-000332,-0.235356132783
ACH-000334,-0.09464436904719999
ACH-000335,-0.7092861476260001
ACH-000336,-0.214707934736
ACH-000337,-0.39513018111000003
ACH-000339,-0.238943565794
ACH-000341,-0.34964739808300005
ACH-000348,-0.378941260657
ACH-000350,-0.245274794785
ACH-000352,-0.107366928833
ACH-000356,-0.24476018516399997
ACH-000361,-0.0590938730013
ACH-000362,-0.360277805525
ACH-000363,-0.291639824117
ACH-000364,-0.26652802444699997
ACH-000365,-0.34857665714599995
ACH-000366,-0.17352166492899998
ACH-000368,-0.187103429252
ACH-000374,-0.155789000213
ACH-000375,-0.522693163999
ACH-000376,-0.163342834879
ACH-000381,-0.219339388115
ACH-000383,-0.244247554074
ACH-000387,-0.07990839206989998
ACH-000389,-0.28324626497
ACH-000390,-0.16855520302299998
ACH-000393,-0.36701009117600003
ACH-000395,-0.337661200032
ACH-000397,-0.164674200495
ACH-000401,-0.08998415613780002
ACH-000402,0.10377842977900001
ACH-000403,-0.412621880053
ACH-000404,-0.394030023609
ACH-000406,-0.19051367316599999
ACH-000407,-0.4342004876899999
ACH-000408,-0.0534635755319
ACH-000410,-0.263563030241
ACH-000411,-0.498879575287
ACH-000414,-0.124787207686
ACH-000415,-0.284331831456
ACH-000416,-0.2323347233
ACH-000420,-0.20236869511
ACH-000421,-0.265548627893
ACH-000424,-0.376600634989
ACH-000425,-0.213529430935
ACH-000426,-0.356379183012
ACH-000427,-0.308410110841
ACH-000433,-0.45119282076399997
ACH-000436,-0.32192328866799996
ACH-000444,-0.14272365218900002
ACH-000445,-0.39278213212499996
ACH-000448,-0.408908472403
ACH-000450,-0.525031343103
ACH-000452,-0.221805328449
ACH-000454,-0.16595937935900001
ACH-000458,-0.313757253231
ACH-000459,-0.308829305828
ACH-000460,-0.356227004201
ACH-000461,-0.416807458989
ACH-000463,-0.10849987921700001
ACH-000464,-0.149832452399
ACH-000466,-0.126015346286
ACH-000467,-0.160065144237
ACH-000468,-0.258102837402
ACH-000469,-0.251930898219
ACH-000470,-0.486343861932
ACH-000471,-0.258720343631
ACH-000472,-0.278551505944
ACH-000473,-0.169564171648
ACH-000475,-0.140080591979
ACH-000476,-0.105800409779
ACH-000477,-0.401590604828
ACH-000480,-0.19930434778099998
ACH-000481,-0.24153634272
ACH-000483,-0.179561121229
ACH-000484,-0.299966272972
ACH-000485,-0.45842749663599996
ACH-000486,-0.216742505262
ACH-000487,-0.262275738507
ACH-000488,-0.299447253328
ACH-000490,-0.34424861260399997
ACH-000491,-0.0938050008096
ACH-000495,-0.33658541276299997
ACH-000496,-0.381813076483
ACH-000499,-0.07323046067139999
ACH-000500,-0.0851059157697
ACH-000502,-0.303981437197
ACH-000503,-0.379826812227
ACH-000505,-0.220678490935
ACH-000507,-0.104072350498
ACH-000510,-0.08747546302300001
ACH-000511,-0.22106228734299999
ACH-000512,-0.39862527365199996
ACH-000516,-0.09715554405089999
ACH-000517,-0.19953819018599997
ACH-000518,-0.0107945690245
ACH-000520,-0.170352152396
ACH-000521,-0.34963263646799997
ACH-000522,-0.147275250237
ACH-000524,-0.168459699287
ACH-000527,-0.209296779322
ACH-000528,-0.36009510732
ACH-000537,-0.22440179625700002
ACH-000541,-0.32183445804
ACH-000542,-0.289547752755
ACH-000544,-0.229535779659
ACH-000545,-0.133185019105
ACH-000547,-0.266230407965
ACH-000548,-0.380241810226
ACH-000549,-0.404501299111
ACH-000550,-0.5557202371019999
ACH-000552,-0.200872160998
ACH-000556,-0.20944682240600002
ACH-000557,0.030350190594200004
ACH-000570,-0.36861860708800004
ACH-000571,-0.130904340809
ACH-000573,-0.274958073054
ACH-000576,-0.245907117126
ACH-000580,-0.42394240731700006
ACH-000584,-0.18802383169
ACH-000585,-0.385751722689
ACH-000588,-0.218989157084
ACH-000589,-0.061075352042699996
ACH-000591,-0.292331050889
ACH-000593,-0.289212458241
ACH-000600,-0.708663869747
ACH-000601,-0.24888851827599998
ACH-000604,-0.20448633327100002
ACH-000605,-0.243266127418
ACH-000606,-0.429149352721
ACH-000608,-0.23499800890099998
ACH-000614,-0.17850387983600002
ACH-000616,-0.299932715768
ACH-000618,-0.18881896345
ACH-000619,-0.348702969423
ACH-000620,-0.0941885761873
ACH-000621,-0.189841880265
ACH-000622,-0.194555782769
ACH-000623,-0.24864929688999998
ACH-000624,-0.264829088971
ACH-000627,-0.456050062804
ACH-000630,-0.294492557728
ACH-000632,-0.328350145469
ACH-000633,-0.342403483011
ACH-000637,-0.19601817789999998
ACH-000638,-0.334945394192
ACH-000646,-0.390052692873
ACH-000647,-0.31334464549400004
ACH-000648,-0.11757414942399999
ACH-000649,-0.226479761432
ACH-000651,-0.174658081646
ACH-000652,0.0116235498539
ACH-000653,-0.0410272899803
ACH-000657,-0.39016566171899997
ACH-000658,-0.129662490341
ACH-000661,-0.21060068014000002
ACH-000662,-0.215796861202
ACH-000663,-0.18917183528099998
ACH-000665,-0.40152811663599997
ACH-000671,-0.398562481622
ACH-000673,-0.31210244086
ACH-000676,-0.164049980395
ACH-000677,-0.107792436916
ACH-000681,-0.103644156991
ACH-000682,-0.455554263436
ACH-000683,-0.091985808916
ACH-000684,-0.284533959208
ACH-000688,-0.06024826355119999
ACH-000693,-0.292595514945
ACH-000694,-0.219702141682
ACH-000695,-0.31913675688
ACH-000696,-0.24250611840599998
ACH-000697,-0.186500750621
ACH-000699,-0.22742568612
ACH-000701,-0.244264138751
ACH-000706,-0.121135818596
ACH-000711,-0.284310558562
ACH-000713,-0.395329037223
ACH-000714,-0.295821901384
ACH-000718,-0.48053803346699997
ACH-000720,-0.21149787805999998
ACH-000721,-0.22978485671100002
ACH-000724,-0.534814201972
ACH-000725,-0.122550257291
ACH-000732,-0.58076176538
ACH-000734,-0.179357776276
ACH-000735,-0.343598896038
ACH-000736,-0.160771486904
ACH-000738,-0.20123152233600003
ACH-000746,0.18470905272500002
ACH-000747,-0.33276842246
ACH-000748,-0.26127146671999996
ACH-000753,-0.20200419210999998
ACH-000756,-0.17935845359000002
ACH-000757,-0.164064765275
ACH-000758,-0.232900386387
ACH-000760,-0.0939446913039
ACH-000763,-0.0194507537741
ACH-000764,-0.32328441147
ACH-000765,0.0165671960625
ACH-000766,-0.17873002958099998
ACH-000767,-0.0764561386311
ACH-000768,-0.333551573127
ACH-000769,-0.289166833948
ACH-000770,-0.143607526735
ACH-000771,-0.33675188706299997
ACH-000773,-0.208063755986
ACH-000776,-0.339692566143
ACH-000777,-0.5275908806840001
ACH-000778,-0.182305875876
ACH-000781,-0.16993744828200003
ACH-000782,-0.269602893573
ACH-000783,-0.213752596569
ACH-000784,-0.206859423145
ACH-000785,-0.254150645708
ACH-000787,-0.176303691506
ACH-000788,-0.251447414035
ACH-000791,-0.316090604374
ACH-000792,-0.30565378374499996
ACH-000794,-0.47270006309100004
ACH-000796,-0.371429465907
ACH-000799,-0.7047864818899999
ACH-000800,-0.48203765220399997
ACH-000802,-0.145177208518
ACH-000804,-0.542800803641
ACH-000805,-0.15321829335999998
ACH-000809,-0.215690021517
ACH-000810,0.10424405098799999
ACH-000811,-0.194892259657
ACH-000817,-0.361056058132
ACH-000819,-0.22235720739300002
ACH-000820,-0.74374050595
ACH-000821,0.0280967550166
ACH-000822,-0.0127709234295
ACH-000823,-0.350184342056
ACH-000824,-0.274313600848
ACH-000827,-0.18473682273800002
ACH-000829,-0.184690157744
ACH-000831,-0.460088135704
ACH-000832,-0.505277695783
ACH-000833,-0.16121888365599998
ACH-000834,-0.16865178988600002
ACH-000835,-0.0143756631108
ACH-000836,-0.260251384497
ACH-000837,-0.251249842817
ACH-000838,-0.0423141421555
ACH-000839,-0.20432731444899999
ACH-000840,-0.476368750959
ACH-000841,-0.307465747638
ACH-000843,-0.162921339372
ACH-000846,-0.244629895742
ACH-000847,-0.105235020419
ACH-000848,-0.260359927053
ACH-000849,-0.332382250084
ACH-000851,-0.051303775736800006
ACH-000855,-0.467122692158
ACH-000856,-0.25045612690499996
ACH-000858,-0.269848193146
ACH-000859,-0.637678055189
ACH-000861,-0.125316971359
ACH-000862,-0.0248109156268
ACH-000865,-0.242313833288
ACH-000866,-0.244479002657
ACH-000867,-0.172760893306
ACH-000869,-0.0652871926031
ACH-000872,-0.13410174737
ACH-000873,-0.310158090531
ACH-000876,-0.0331080816095
ACH-000878,-0.0885186765383
ACH-000880,-0.398344840738
ACH-000881,-0.537579023114
ACH-000882,-0.34234492205899997
ACH-000884,-0.118190327996
ACH-000885,-0.339897217996
ACH-000887,-0.235851553296
ACH-000888,-0.25740776603300003
ACH-000889,-0.106112617443
ACH-000890,-0.166456172213
ACH-000896,-0.197788773925
ACH-000898,-0.202748816568
ACH-000900,-0.554454460568
ACH-000901,-0.203343375799
ACH-000905,-0.221846998463
ACH-000906,-0.276926556802
ACH-000907,-0.2992817384
ACH-000910,-0.294864163708
ACH-000911,-0.24118984512400002
ACH-000912,-0.250327074606
ACH-000913,-0.196894831533
ACH-000915,-0.221408964627
ACH-000916,-0.764376317185
ACH-000917,-0.203663036316
ACH-000921,-0.290934232013
ACH-000924,-0.15751451755999998
ACH-000926,-0.240824980532
ACH-000928,-0.0510825525191
ACH-000929,-0.22295883935
ACH-000932,-0.216238606997
ACH-000935,-0.41088804582599997
ACH-000936,0.107667641823
ACH-000937,-0.172523483778
ACH-000938,-0.155242431282
ACH-000939,-0.116891737325
ACH-000941,-0.09606135411399999
ACH-000943,-0.23813093037500002
ACH-000946,-0.237801102174
ACH-000947,-0.213048324787
ACH-000948,-0.22186464558000002
ACH-000950,-0.19875288091499999
ACH-000953,-0.0791481000288
ACH-000957,-0.09317561731110001
ACH-000958,-0.0643962274299
ACH-000960,-0.179477868223
ACH-000963,-0.355322248166
ACH-000968,-0.254538318338
ACH-000969,-0.36424190219499997
ACH-000973,-0.192658013932
ACH-000974,-0.269833040292
ACH-000975,-0.439375445221
ACH-000976,-0.288650045571
ACH-000978,-0.059693423289099996
ACH-000980,-0.334998251112
ACH-000984,-0.369817789229
ACH-000986,-0.28088376612300003
ACH-000988,-0.337751713655
ACH-000993,-0.391116373754
ACH-000994,-0.153735964313
ACH-000996,-0.403436942578
ACH-001001,-0.175246827504
ACH-001020,-0.126922875653
ACH-001028,-0.285569783801
ACH-001031,-0.26179821750599996
ACH-001038,-0.0768175125453
ACH-001048,-0.163316936913
ACH-001050,-0.19320736930399998
ACH-001053,-0.223574675633
ACH-001054,-0.229466149419
ACH-001061,-0.298867152841
ACH-001067,-0.573910352407
ACH-001075,-0.380889006348
ACH-001096,-0.24034797655200002
ACH-001128,-0.153237509675
ACH-001134,-0.23612213902399998
ACH-001151,-0.19326361669199998
ACH-001163,-0.186257352149
ACH-001164,-0.006404028781699999
ACH-001173,-0.234707278082
ACH-001183,-0.182720090512
ACH-001184,-0.371368578696
ACH-001190,-0.138378005333
ACH-001192,-0.24016724930999997
ACH-001193,-0.22551221538199998
ACH-001196,-0.307551742797
ACH-001197,-0.257128067967
ACH-001205,-0.466661440637
ACH-001211,-0.504630712447
ACH-001212,0.060681668831699995
ACH-001228,-0.34927912582500004
ACH-001232,-0.33553235574900003
ACH-001239,-0.227101328996
ACH-001274,-0.29266689214499997
ACH-001275,-0.10238510303
ACH-001277,-0.34725179280699997
ACH-001278,-0.194364550114
ACH-001280,-0.213846094417
ACH-001283,-0.210246514485
ACH-001289,-0.482301858206
ACH-001295,-0.320691264891
ACH-001300,-0.0947995893337
ACH-001301,-0.12958543528799998
ACH-001302,-0.489338359246
ACH-001303,-0.0561304799904
ACH-001306,-0.238995298794
ACH-001318,-0.16452603260399998
ACH-001322,-0.161760506197
ACH-001328,-0.35686977255
ACH-001332,-0.5570426369879999
ACH-001333,-0.526480661649
ACH-001336,-0.28200788599800003
ACH-001340,-0.279424810786
ACH-001346,-0.240717661164
ACH-001353,-0.17288808155299998
ACH-001354,-0.347410769772
ACH-001367,-0.26370315513
ACH-001368,0.0175570631125
ACH-001374,0.126539358637
ACH-001375,-0.17838493630600002
ACH-001377,-0.287064947434
ACH-001380,-0.170898467012
ACH-001391,-0.37379426603699994
ACH-001407,-0.41542851875
ACH-001408,-0.247430257225
ACH-001413,-0.397002874204
ACH-001430,-0.0815531661664
ACH-001431,-0.354768620742
ACH-001450,-0.328662977962
ACH-001496,-0.128880294422
ACH-001500,-0.356259506738
ACH-001521,-0.471288543032
ACH-001523,-0.336615816526
ACH-001532,-0.43132212672
ACH-001536,-0.139812570995
ACH-001550,-0.236783155887
ACH-001552,-0.285407390823
ACH-001554,-0.263613303697
ACH-001645,-0.144867429274
ACH-001654,-0.229694499217
ACH-001715,-0.0879859342926
ACH-001735,-0.143712920875
ACH-001736,-0.186631343847
ACH-001737,-0.0966579380886
ACH-001740,-0.23046036370700002
ACH-001745,-0.29184409368500003
ACH-001750,-0.40531526799400003
ACH-001765,-0.2760489175
ACH-001956,-0.231062726232
ACH-001957,-0.278321507439
