,TADA2A (6871)
ACH-000004,-0.40172195039399994
ACH-000007,-0.7345601761220001
ACH-000009,-0.6949358773800001
ACH-000011,-0.658388352133
ACH-000012,-0.557258301947
ACH-000013,-0.845967227538
ACH-000014,-0.618184879729
ACH-000015,-0.36228345723800004
ACH-000017,-0.35259865494099996
ACH-000018,-0.571420826943
ACH-000019,-0.9243329024979999
ACH-000021,-0.502568444898
ACH-000022,-0.433900985629
ACH-000025,-0.6431422634749999
ACH-000028,-0.7242980508619999
ACH-000030,-0.544452192708
ACH-000035,-0.6406900158519999
ACH-000036,-0.6247697888279999
ACH-000037,-0.484640846813
ACH-000039,-0.603256202546
ACH-000040,-0.746289651934
ACH-000041,-0.550016540461
ACH-000042,-0.389425602443
ACH-000045,-0.7032679207170001
ACH-000047,-0.8009901316410001
ACH-000052,-1.25717940675
ACH-000053,-0.283089987088
ACH-000054,-0.62688503669
ACH-000055,-0.533129029141
ACH-000060,-0.610848288738
ACH-000067,-0.685173190154
ACH-000070,-0.833350091271
ACH-000075,-0.8560872794939999
ACH-000078,-0.548239176001
ACH-000082,-0.470856016167
ACH-000085,-0.556599527288
ACH-000086,-0.50052129718
ACH-000087,-0.797807492617
ACH-000092,-0.248896645257
ACH-000095,-0.516222942649
ACH-000097,-0.5787492028360001
ACH-000098,-0.38942559314099995
ACH-000099,-0.413203733108
ACH-000108,-0.7182551079739999
ACH-000113,-0.574401845144
ACH-000115,-0.874169241158
ACH-000116,-0.5612815961450001
ACH-000118,-0.33799171901299996
ACH-000120,-0.670737387345
ACH-000123,-0.7486872089450001
ACH-000127,-0.26487083894
ACH-000128,-0.615758230126
ACH-000132,-0.728507716516
ACH-000133,-0.572037520109
ACH-000137,-1.1826043236
ACH-000138,-0.524656215788
ACH-000142,-0.521015920139
ACH-000143,-0.822214850853
ACH-000146,-0.41068563713399997
ACH-000148,-0.433862596877
ACH-000150,-0.406688526259
ACH-000152,-0.8908218870929999
ACH-000153,-0.310375059701
ACH-000159,-0.772272987512
ACH-000160,-0.330549983512
ACH-000163,-0.604488643162
ACH-000167,-0.33447425097600003
ACH-000168,-0.64552487116
ACH-000169,-0.6799536003829999
ACH-000178,-0.46917676189999996
ACH-000182,-0.49117348672300004
ACH-000183,-0.483225860683
ACH-000188,-0.675450426654
ACH-000189,-0.149544793421
ACH-000190,-0.21169811536400002
ACH-000198,-0.82930122692
ACH-000204,-0.7976055481300001
ACH-000206,-0.487240488687
ACH-000207,-0.530200869911
ACH-000211,-0.7613096462540001
ACH-000215,-0.659723301005
ACH-000221,-0.496390982991
ACH-000222,-0.368664810779
ACH-000223,-0.551431083385
ACH-000226,-0.430316803609
ACH-000227,-0.7978362066470001
ACH-000228,-0.774109475235
ACH-000231,-0.707839370395
ACH-000232,-0.42163081208400005
ACH-000233,-0.422802480048
ACH-000234,-0.49614661813999994
ACH-000235,-0.530057863803
ACH-000237,-0.666027418865
ACH-000238,-0.431119298614
ACH-000243,-0.7439034040360001
ACH-000244,-0.599363301188
ACH-000246,-0.6162663593500001
ACH-000248,-0.42112031249
ACH-000250,-0.43491386533799997
ACH-000251,-0.771395251636
ACH-000253,-0.41965395861599997
ACH-000255,-0.7009954790620001
ACH-000256,-0.6003637458359999
ACH-000257,-0.595075624076
ACH-000258,-0.643317991868
ACH-000259,-0.6743089408580001
ACH-000260,-0.46259465890600004
ACH-000261,-0.45783832072999997
ACH-000262,-0.950568531988
ACH-000263,-0.38055426171499995
ACH-000264,-0.272356911754
ACH-000265,-0.5441951027899999
ACH-000266,-0.604199075347
ACH-000272,-0.6409516960989999
ACH-000273,-0.502555481825
ACH-000274,-0.495046618432
ACH-000277,-0.805235993733
ACH-000278,-0.839041723005
ACH-000279,-0.568817941143
ACH-000280,-0.247528851081
ACH-000281,-0.6790661304629999
ACH-000288,-0.747529339237
ACH-000291,-0.937551707188
ACH-000293,-0.669550200668
ACH-000294,-0.519781725997
ACH-000295,-0.501935654504
ACH-000296,-0.6328928930259999
ACH-000302,-0.635102425269
ACH-000304,-0.6753062273649999
ACH-000307,-0.603971688372
ACH-000308,-0.451728018485
ACH-000310,-0.275347327538
ACH-000311,-0.522077795978
ACH-000312,-0.557867012907
ACH-000315,-0.7038284518000001
ACH-000316,-0.867606430087
ACH-000317,-0.7466511956090001
ACH-000318,-0.433898937609
ACH-000319,-0.913217541457
ACH-000320,-0.49591575952100003
ACH-000322,-0.858327797404
ACH-000323,-0.724120448433
ACH-000324,-0.69852150057
ACH-000329,-0.547104562125
ACH-000330,-0.747554120358
ACH-000331,-0.649709171181
ACH-000332,-0.47446619420900005
ACH-000334,-0.6538275091369999
ACH-000335,-0.800440967553
ACH-000336,-0.362648293507
ACH-000337,-0.7904548426960001
ACH-000339,-0.6238875839320001
ACH-000341,-0.32293323853
ACH-000348,-0.635946908392
ACH-000350,-0.453176932938
ACH-000352,-0.593714415659
ACH-000356,-0.666667398943
ACH-000361,-0.649518548677
ACH-000362,-0.563871140726
ACH-000363,-0.522678347525
ACH-000364,-0.524011637138
ACH-000365,-0.6770293403829999
ACH-000366,-0.577011385109
ACH-000368,-0.418905767924
ACH-000374,-0.603579560843
ACH-000375,-0.406408895562
ACH-000376,-0.437053595814
ACH-000381,-0.7568415995379999
ACH-000383,-0.713937159347
ACH-000387,-0.522493963897
ACH-000389,-0.5149663063009999
ACH-000390,-0.5370671903249999
ACH-000393,-0.601675916879
ACH-000395,-0.447803708439
ACH-000397,-0.495089253003
ACH-000401,-0.353109395307
ACH-000402,-0.364252880813
ACH-000403,-0.458315668522
ACH-000404,-1.07712346866
ACH-000406,-0.297617443297
ACH-000407,-0.477786160125
ACH-000408,-0.490565432937
ACH-000410,-0.660135394884
ACH-000411,-0.712721621433
ACH-000414,-0.696819258126
ACH-000415,-0.5340483617230001
ACH-000416,-0.539678407343
ACH-000420,-0.345194689318
ACH-000421,-0.542259127248
ACH-000424,-0.858331087074
ACH-000425,-0.5732474216269999
ACH-000426,-0.5531600920699999
ACH-000427,-0.939809847483
ACH-000433,-0.58400346982
ACH-000436,-0.6426538902000001
ACH-000444,-0.733275682192
ACH-000445,-0.267169709366
ACH-000448,-0.437651001709
ACH-000450,-0.1920605681
ACH-000452,-0.38036589509900004
ACH-000454,-0.392675993707
ACH-000458,-0.678734039004
ACH-000459,-0.710853650913
ACH-000460,-0.614023263468
ACH-000461,-0.34503516083400004
ACH-000463,-0.427961919586
ACH-000464,-0.457993208667
ACH-000466,-0.606990041521
ACH-000467,-0.59037063143
ACH-000468,-0.37845246634900004
ACH-000469,-0.681934020839
ACH-000470,-0.6885329748669999
ACH-000471,-0.406461185374
ACH-000472,-0.41913783894400003
ACH-000473,-0.490875489475
ACH-000475,-0.709411655957
ACH-000476,-0.72017698486
ACH-000477,-0.378923881285
ACH-000480,-0.591656624499
ACH-000481,-0.45325785224200005
ACH-000483,-0.512629670625
ACH-000484,-0.16877514631999999
ACH-000485,-0.407088583038
ACH-000486,-0.550917959152
ACH-000487,-0.598748688502
ACH-000488,-0.641788966906
ACH-000490,-0.430605890519
ACH-000491,-0.43632261525
ACH-000495,-0.40551828696500003
ACH-000496,-0.731898078566
ACH-000499,-0.462457820776
ACH-000500,-0.256328480207
ACH-000502,-0.598643893857
ACH-000503,-0.538968822277
ACH-000505,-0.44869218358400004
ACH-000507,-0.396739439529
ACH-000510,-0.607173402425
ACH-000511,-0.34445865857
ACH-000512,-0.36498862873000004
ACH-000516,-0.7140684258650001
ACH-000517,-0.521950384302
ACH-000518,-0.707744503353
ACH-000520,-0.368730592196
ACH-000521,-0.688625093745
ACH-000522,-0.767591431198
ACH-000524,-0.561594779402
ACH-000527,-0.543797414895
ACH-000528,-0.42659937224399996
ACH-000537,-0.5359971252579999
ACH-000541,-0.7740793350849999
ACH-000542,-0.606382351493
ACH-000544,-0.825090455802
ACH-000545,-0.677497594148
ACH-000547,-0.37966180241999997
ACH-000548,-0.42911362569600003
ACH-000549,-0.9172294196619999
ACH-000550,-0.276925817646
ACH-000552,-0.534200483495
ACH-000556,-0.696685227632
ACH-000557,-0.614154744947
ACH-000570,-0.453277628875
ACH-000571,-0.37788280430200005
ACH-000573,-0.465985627836
ACH-000576,-0.423985742279
ACH-000580,-0.394477503118
ACH-000584,-0.655629253173
ACH-000585,-0.48865070495800006
ACH-000588,-0.58558342481
ACH-000589,-0.7943472307680001
ACH-000591,-0.855262944206
ACH-000593,-0.463803888073
ACH-000600,-0.35896412766400004
ACH-000601,-0.469469746317
ACH-000604,-0.288984485774
ACH-000605,-0.612228078909
ACH-000606,-0.434740129705
ACH-000608,-0.6011145390079999
ACH-000614,-0.385589896117
ACH-000616,-0.548642416346
ACH-000618,-0.6167249017059999
ACH-000619,-0.40671080227
ACH-000620,-0.531963409062
ACH-000621,-0.485585949297
ACH-000622,-0.419600019389
ACH-000623,-0.46177024335100003
ACH-000624,-0.6474219135379999
ACH-000627,-0.742572984383
ACH-000630,-0.394343749898
ACH-000632,-0.789859935622
ACH-000633,-0.28796669443100004
ACH-000637,-0.733990143963
ACH-000638,-0.802038240632
ACH-000646,-0.795058332658
ACH-000647,-0.56162508398
ACH-000648,-0.510513114231
ACH-000649,-0.49922340501900003
ACH-000651,-0.509223121351
ACH-000652,-0.450264857394
ACH-000653,-0.46192694790100003
ACH-000657,-0.580213402919
ACH-000658,-0.698831958346
ACH-000661,-0.510319098288
ACH-000662,-0.9316368904160001
ACH-000663,-0.354495128504
ACH-000665,-0.572267247257
ACH-000671,-0.9026245787839999
ACH-000673,-0.430649111881
ACH-000676,-0.56610211753
ACH-000677,-0.632729190911
ACH-000681,-0.825465457455
ACH-000682,-0.40110848484800005
ACH-000683,-0.388489466256
ACH-000684,-0.791769326865
ACH-000688,-0.928464481669
ACH-000693,-0.32252481264000005
ACH-000694,-0.648353767156
ACH-000695,-0.17767243560499998
ACH-000696,-0.696798377622
ACH-000697,-0.538792382811
ACH-000699,-0.260123080103
ACH-000701,-0.504981811897
ACH-000706,-0.62309329245
ACH-000711,-0.68844272478
ACH-000713,-0.785542778407
ACH-000714,-0.617943830954
ACH-000718,-0.46544331587899995
ACH-000720,-0.717303153865
ACH-000721,-0.41139901866899997
ACH-000724,-0.817281657604
ACH-000725,-0.43880009535400005
ACH-000732,-0.7850234259309999
ACH-000734,-0.457227808605
ACH-000735,-0.489494550344
ACH-000736,-0.6912637279170001
ACH-000738,-0.5421977924970001
ACH-000746,-0.5248011478469999
ACH-000747,-0.718831971471
ACH-000748,-0.572453590322
ACH-000753,-0.7917696705930001
ACH-000756,-0.8239476620899999
ACH-000757,-0.529754576521
ACH-000758,-0.802823099109
ACH-000760,-0.390486151941
ACH-000763,-0.7091258770730001
ACH-000764,-0.399437736938
ACH-000765,-0.389945498896
ACH-000766,-0.387698898284
ACH-000767,-0.664076369345
ACH-000768,-0.475090902747
ACH-000769,-0.8554120025570001
ACH-000770,-0.517161795887
ACH-000771,-0.505684137175
ACH-000773,-0.409395914038
ACH-000776,-0.346060371506
ACH-000777,-0.327233899666
ACH-000778,-0.562743421408
ACH-000781,-0.727388038116
ACH-000782,-0.67341100992
ACH-000783,-0.25023121575
ACH-000784,-0.517084171064
ACH-000785,-0.34604844436
ACH-000787,-0.516358580898
ACH-000788,-0.751314735355
ACH-000791,-0.7188241975599999
ACH-000792,-0.47761742561399995
ACH-000794,-0.47654504873000003
ACH-000796,-0.580571026374
ACH-000799,-0.600149088252
ACH-000800,-1.19404893765
ACH-000802,-0.526326455449
ACH-000804,-0.42040803170100005
ACH-000805,-0.36654967061300003
ACH-000809,-0.49325917913
ACH-000810,-0.602945540484
ACH-000811,-0.730769599058
ACH-000817,-0.457809951202
ACH-000819,-0.567733427514
ACH-000820,-0.297721376834
ACH-000821,-0.656272758549
ACH-000822,-0.437339387515
ACH-000823,-0.385894658328
ACH-000824,-0.361981226487
ACH-000827,-0.6864262190360001
ACH-000829,-0.499503103437
ACH-000831,-0.463205981036
ACH-000832,-0.7106020801459999
ACH-000833,-0.819773540902
ACH-000834,-0.6998098218009999
ACH-000835,-0.714628374735
ACH-000836,-0.110735737215
ACH-000837,-0.629202933374
ACH-000838,-0.641773998
ACH-000839,-0.570651567104
ACH-000840,-0.145897097774
ACH-000841,-0.7897924481919999
ACH-000843,-0.7631151170530001
ACH-000846,-0.584098177918
ACH-000847,-0.9805603225409999
ACH-000848,-0.509589897213
ACH-000849,-0.41009223167400005
ACH-000851,-0.370290037323
ACH-000855,-0.38138627585999996
ACH-000856,-0.85752418083
ACH-000858,-0.492117136427
ACH-000859,-0.663408963592
ACH-000861,-0.527427279103
ACH-000862,-0.7031385727339999
ACH-000865,-0.384211002676
ACH-000866,-0.667584710329
ACH-000867,-0.560698710839
ACH-000869,-0.441853060431
ACH-000872,-0.9439109250059999
ACH-000873,-0.773766531433
ACH-000876,-0.573747337952
ACH-000878,-0.441770554171
ACH-000880,-0.43889025709
ACH-000881,-0.40737542704499996
ACH-000882,-0.433049349337
ACH-000884,-0.610489829791
ACH-000885,-0.550520178328
ACH-000887,-0.529362285217
ACH-000888,-0.47709900410899997
ACH-000889,-0.41664442017
ACH-000890,-0.608882947399
ACH-000896,-0.613821116748
ACH-000898,-0.694908553969
ACH-000900,-0.602444967946
ACH-000901,-0.301900949683
ACH-000905,-0.747257417545
ACH-000906,-0.471677325661
ACH-000907,-0.598499336229
ACH-000910,-0.461123893655
ACH-000911,-0.50040982079
ACH-000912,-0.87202158256
ACH-000913,-0.8025753363950001
ACH-000915,-0.605285246395
ACH-000916,-1.19314730394
ACH-000917,-0.558352754038
ACH-000921,-0.469475462007
ACH-000924,-0.498786159702
ACH-000926,-0.574612328377
ACH-000928,-0.8351329162379999
ACH-000929,-1.0935823910200002
ACH-000932,-0.7486524642199999
ACH-000935,-0.537717459132
ACH-000936,-0.616484813199
ACH-000937,-0.245431671848
ACH-000938,-0.41574952504600005
ACH-000939,-0.32775085084600003
ACH-000941,-0.44517917798900003
ACH-000943,-0.576865727753
ACH-000946,-0.43921388041000003
ACH-000947,-0.401424165357
ACH-000948,-0.392312906951
ACH-000950,-0.433802128311
ACH-000953,-0.24740229466
ACH-000957,-0.459847763543
ACH-000958,-0.8147720393279999
ACH-000960,-0.573346023807
ACH-000963,-0.757696062334
ACH-000968,-0.614701278004
ACH-000969,-0.357980316357
ACH-000973,-0.556153106612
ACH-000974,-0.922753969991
ACH-000975,-0.484045491341
ACH-000976,-0.591466981552
ACH-000978,-0.272967861945
ACH-000980,-0.482244084313
ACH-000984,-0.650019856066
ACH-000986,-0.43814051797700004
ACH-000988,-0.555123682198
ACH-000993,-0.654103319654
ACH-000994,-0.406527859845
ACH-000996,-0.6712859056999999
ACH-001001,-0.352193864198
ACH-001020,-0.17688330558499998
ACH-001028,-0.662847017488
ACH-001031,-0.941596985671
ACH-001038,-0.608918624845
ACH-001048,-0.5317945090380001
ACH-001050,-0.423957306975
ACH-001053,-0.529709678313
ACH-001054,-0.644885378647
ACH-001061,-0.2649977947
ACH-001067,-0.8137951561660001
ACH-001075,-0.843293988835
ACH-001096,-0.622635771053
ACH-001128,0.318004088244
ACH-001134,-0.413484645957
ACH-001151,-0.522843666569
ACH-001163,-0.5725711569690001
ACH-001164,-0.7541436683470001
ACH-001173,-0.548034229104
ACH-001183,-0.448571634164
ACH-001184,-0.732407421753
ACH-001190,-0.581909802514
ACH-001192,-0.584596440572
ACH-001193,-0.497525838384
ACH-001196,-0.6729014006199999
ACH-001197,-0.200005350381
ACH-001205,-0.9310323467820001
ACH-001211,-0.5058608421899999
ACH-001212,-0.626528350845
ACH-001228,-0.535663605287
ACH-001232,-0.959529226059
ACH-001239,-0.581789881219
ACH-001274,-0.421544760397
ACH-001275,-0.5523333384800001
ACH-001277,-0.407913660903
ACH-001278,-0.9048239405799999
ACH-001280,-0.140597123299
ACH-001283,-0.46003537973700004
ACH-001289,-0.604116878846
ACH-001295,-0.7243038957889999
ACH-001300,-0.45682311671400005
ACH-001301,-0.751320661006
ACH-001302,-0.501494674994
ACH-001303,-0.519104428374
ACH-001306,-0.531670175148
ACH-001318,-0.8324532674259999
ACH-001322,-0.575522342976
ACH-001328,-0.5278838758950001
ACH-001332,-0.18526508328400002
ACH-001333,-0.353680412648
ACH-001336,-0.618101660089
ACH-001340,-0.484209435334
ACH-001346,-0.630889239808
ACH-001353,-0.6929812838860001
ACH-001354,-0.146294185149
ACH-001367,-0.38853448582500005
ACH-001368,-0.594896727689
ACH-001374,-0.274341129007
ACH-001375,-0.5033415054129999
ACH-001377,-0.671780720496
ACH-001380,-0.64103179118
ACH-001391,-0.450279456221
ACH-001407,-0.8281841770749999
ACH-001408,-0.599247109903
ACH-001413,-0.960040773373
ACH-001430,-0.274290306528
ACH-001431,-0.596737745664
ACH-001450,-0.335588824894
ACH-001496,-0.382633299674
ACH-001500,-0.644568228622
ACH-001521,-0.37051074776299997
ACH-001523,-0.7290299452719999
ACH-001532,-0.7873305076739999
ACH-001536,-0.953981274116
ACH-001550,-0.40780448647699996
ACH-001552,-0.692502143324
ACH-001554,-0.602233886654
ACH-001645,-0.634637364367
ACH-001654,-0.509049523171
ACH-001715,-0.121505429464
ACH-001735,-0.508601530021
ACH-001736,-0.301678969438
ACH-001737,-0.31619342687
ACH-001740,-0.442186930538
ACH-001745,-0.257479705882
ACH-001750,-0.810459814527
ACH-001765,-0.366054437462
ACH-001956,-0.416940619766
ACH-001957,-0.5092845969740001
