,ADAR (103)
ACH-000243,-0.7512751761759999
ACH-000244,-0.446145440684
ACH-000246,-0.523720460323
ACH-000248,-0.145471981848
ACH-000250,-0.492417868471
ACH-000251,-0.387151767694
ACH-000253,-0.836120341962
ACH-000255,-0.291188232924
ACH-000256,-1.20981013487
ACH-000257,-0.103710267726
ACH-000258,-0.23773889191199998
ACH-000259,-0.140845881498
ACH-000260,-0.586761941157
ACH-000261,-0.0180936021651
ACH-000262,-0.27858707524500004
ACH-000263,-0.7628377299089999
ACH-000264,-0.509013140364
ACH-000265,-0.304365884104
ACH-000266,-0.7315121404359999
ACH-000272,-0.47937361158799996
ACH-000273,-1.07731758574
ACH-000274,-0.17216439634300001
ACH-000277,-0.33695612827
ACH-000278,-0.17384385879099998
ACH-000279,-0.166753730021
ACH-000280,-0.165285446073
ACH-000281,-0.212153951091
ACH-000288,-0.143931021306
ACH-000291,-0.620125059969
ACH-000293,-0.625400935005
ACH-000294,-0.671075559878
ACH-000295,-0.450402958417
ACH-000296,-0.0701037275534
ACH-000302,-0.2212182684
ACH-000304,-0.575363699446
ACH-000307,-0.34678317851400003
ACH-000308,-0.8993303382610001
ACH-000310,-0.20948801041600001
ACH-000311,-0.223583787744
ACH-000312,-0.31746628058299997
ACH-000315,-0.7088215255339999
ACH-000316,-0.374317053684
ACH-000317,-0.471761046135
ACH-000318,-0.595475619155
ACH-000319,-0.6817177580179999
ACH-000320,-0.371183202165
ACH-000322,-0.370804230207
ACH-000323,-0.328868142845
ACH-000324,-0.06953511202700001
ACH-000329,-0.568924182099
ACH-000330,-0.166850667007
ACH-000331,-0.507399208429
ACH-000332,-0.852466913547
ACH-000334,-0.20600621522999998
ACH-000335,-0.589949608219
ACH-000336,-0.49735007913699997
ACH-000337,-0.726867375649
ACH-000339,-0.24739957065
ACH-000341,-0.30528793679
ACH-000348,-0.288076341355
ACH-000350,0.0253770862593
ACH-000352,0.000272874944987
ACH-000356,-0.135084674438
ACH-000361,-0.446711031889
ACH-000362,-0.268104546382
ACH-000363,-0.281784251577
ACH-000364,-0.47972944491499997
ACH-000365,-0.0281948255779
ACH-000366,-0.018928333129200003
ACH-000368,-0.206913282328
ACH-000374,-0.421476345257
ACH-000375,-0.36593129431599997
ACH-000376,-0.7030650555769999
ACH-000381,-0.26229500043000004
ACH-000383,-1.17889148472
ACH-000387,-0.47357646509900003
ACH-000389,-0.333798327464
ACH-000390,-0.36665979469099996
ACH-000393,0.0165259355733
ACH-000395,-0.743693892991
ACH-000397,-0.7725179267100001
ACH-000401,-0.217539681967
ACH-000402,-0.33919099968099997
ACH-000403,-0.641178674248
ACH-000404,-0.379309474578
ACH-000406,-0.196894388704
ACH-000407,0.0609892473206
ACH-000408,-0.722467909211
ACH-000410,-0.611220999265
ACH-000411,-0.48033767544100003
ACH-000414,-0.07366449798550001
ACH-000415,-0.352979686396
ACH-000416,-0.131707477833
ACH-000420,-0.0911137560543
ACH-000421,-0.7320373336499999
ACH-000424,-0.320809445641
ACH-000425,-0.6177531290330001
ACH-000426,-0.27700703898
ACH-000427,-1.16505550924
ACH-000433,-0.22742748576299998
ACH-000436,-0.763591328927
ACH-000444,-0.332758396693
ACH-000445,-0.78850986143
ACH-000448,-0.135888111757
ACH-000450,-0.32291090575
ACH-000452,-0.508765297394
ACH-000454,-0.604818820681
ACH-000458,-0.8288364005779999
ACH-000459,-0.38080165164000007
ACH-000460,-0.43128847416999994
ACH-000461,-0.0293536343472
ACH-000463,-0.19771834059300003
ACH-000464,-0.203376703661
ACH-000466,-0.288844748706
ACH-000467,-0.243142014386
ACH-000468,-0.0800385497537
ACH-000469,-0.9033606355410001
ACH-000470,-0.648762576952
ACH-000471,-0.23657047353100003
ACH-000472,-0.509945538014
ACH-000473,-0.474771816868
ACH-000475,-0.019787352044400002
ACH-000476,-0.394968138721
ACH-000477,0.0146708006579
ACH-000480,-0.383250475979
ACH-000481,0.061657710429699995
ACH-000483,-0.397638004299
ACH-000484,-0.01270853398
ACH-000485,-0.09951305490000001
ACH-000486,-0.303193456787
ACH-000487,-0.811838949796
ACH-000488,-0.665639939455
ACH-000490,-0.77356003549
ACH-000491,0.0903274306869
ACH-000495,-0.732809218963
ACH-000496,-0.0420786009217
ACH-000499,-0.341802441061
ACH-000500,-0.8766463397759999
ACH-000502,-0.528392970509
ACH-000503,-0.652514619615
ACH-000505,0.011580917969200001
ACH-000507,0.0647397211846
ACH-000510,-0.584308497229
ACH-000511,-0.23038395594099997
ACH-000512,-0.55341975067
ACH-000516,-0.419584219764
ACH-000517,-0.795247371387
ACH-000518,-0.7337505584049999
ACH-000520,-0.647931077399
ACH-000521,-0.579298411773
ACH-000522,-0.0803861688231
ACH-000524,-0.648725282712
ACH-000527,-0.730512427293
ACH-000528,-0.835228137476
ACH-000537,-0.184758969223
ACH-000541,-0.7857494169239999
ACH-000542,-0.0673858797187
ACH-000544,-1.17986715264
ACH-000545,-0.191667191547
ACH-000547,-0.698591810455
ACH-000548,-1.1343890426
ACH-000549,-0.696855967481
ACH-000550,-0.302712241324
ACH-000552,-0.942234651668
ACH-000556,-0.6686523934709999
ACH-000557,0.19528063509100002
ACH-000570,-0.45669069378399996
ACH-000571,0.061081091670900006
ACH-000573,-0.841450862628
ACH-000576,-0.115756028091
ACH-000580,0.30403057950199996
ACH-000584,-0.530257655463
ACH-000585,-0.9248433402299999
ACH-000588,-0.274119098647
ACH-000589,-0.27527828158100004
ACH-000591,-0.556777247799
ACH-000593,-0.00452228688603
ACH-000600,-0.130757540056
ACH-000601,-0.605062142483
ACH-000604,-0.256673226892
ACH-000605,-0.574194369075
ACH-000606,-0.845331276833
ACH-000608,0.0134941685975
ACH-000614,0.115217619403
ACH-000616,-0.19494068665
ACH-000618,-0.689248662863
ACH-000619,-0.797988048999
ACH-000620,-0.00676948578389
ACH-000621,-1.11954825855
ACH-000622,-0.229028523467
ACH-000623,-0.36021256458800005
ACH-000624,-0.925669513624
ACH-000627,-0.18682166987399998
ACH-000630,-0.672889969461
ACH-000632,-0.28966711494
ACH-000633,-0.0331807765203
ACH-000637,-0.66338660499
ACH-000638,-0.651430667634
ACH-000646,-1.1816007442299998
ACH-000647,-0.521870139374
ACH-000648,-0.382152238762
ACH-000649,-0.421006795751
ACH-000651,-0.36609285018700005
ACH-000652,-0.284434876579
ACH-000653,-0.17311052242199998
ACH-000657,-0.6821502708920001
ACH-000658,-0.332368207204
ACH-000661,-0.000580048766951
ACH-000662,-0.7096900960160001
ACH-000663,-0.443688947226
ACH-000665,-0.214420193116
ACH-000671,-0.011799479184399999
ACH-000673,0.019847084925400004
ACH-000676,-0.378407141444
ACH-000677,-0.814643647492
ACH-000681,-0.298331733171
ACH-000682,-0.655682948027
ACH-000683,-0.43443807539800006
ACH-000684,-0.364130798802
ACH-000688,0.106898102612
ACH-000693,-0.782177675283
ACH-000694,-0.795771666445
ACH-000695,-0.609680643424
ACH-000696,-0.697467040567
ACH-000697,-0.50218798117
ACH-000699,-0.103457167647
ACH-000701,-0.250957274621
ACH-000706,-0.10596032984300001
ACH-000711,-0.353315636171
ACH-000713,-0.7495993487970001
ACH-000714,-0.135603410452
ACH-000718,0.00885271739658
ACH-000720,-0.41845413980499996
ACH-000721,-0.18674348619800002
ACH-000724,0.308061686081
ACH-000725,-1.4119836703600002
ACH-000732,-0.599953918824
ACH-000734,-0.165971860921
ACH-000735,-0.5546066897559999
ACH-000736,-0.460147311474
ACH-000738,-0.39256501732199994
ACH-000746,0.0728710421711
ACH-000747,-0.786300602078
ACH-000748,-0.37292343160400004
ACH-000753,-0.270598445882
ACH-000756,-0.155377263767
ACH-000757,-0.5547638250060001
ACH-000758,-0.551460909457
ACH-000760,-0.991881585099
ACH-000763,-0.298423967918
ACH-000764,-0.403365611176
ACH-000765,-0.08829067601960001
ACH-000766,-0.187620826271
ACH-000767,-0.83828591589
ACH-000768,-0.56827406471
ACH-000769,-0.206808754068
ACH-000770,-0.7497941397660001
ACH-000771,-0.301608231557
ACH-000773,-0.592783707172
ACH-000776,-0.86158509434
ACH-000777,-0.45267703117299996
ACH-000778,-0.403623833601
ACH-000781,-0.0500207556785
ACH-000782,-0.48888352518
ACH-000783,-0.36988005357000003
ACH-000784,-1.13571763732
ACH-000785,-0.356853094847
ACH-000787,-0.397384199071
ACH-000788,-0.08927108754689998
ACH-000791,-0.773666747911
ACH-000792,-0.361009730471
ACH-000794,-1.05281086537
ACH-000796,0.0781384890173
ACH-000799,-0.556311065488
ACH-000800,-0.15953517697300001
ACH-000802,-0.497673788297
ACH-000804,-0.139792853549
ACH-000805,-0.407538480062
ACH-000809,-0.6605240819520001
ACH-000810,-0.916045463197
ACH-000811,-0.14439599408
ACH-000817,-0.445295492711
ACH-000819,-0.813907956232
ACH-000820,-1.07369644204
ACH-000821,-0.0456720421635
ACH-000822,-0.290456700361
ACH-000823,-0.984024199117
ACH-000824,-0.35130471799400004
ACH-000827,-0.246450879989
ACH-000829,-0.521451302334
ACH-000831,0.0437125607696
ACH-000832,-0.652124281185
ACH-000833,-0.46545741313100003
ACH-000834,-0.234189105625
ACH-000835,-0.400352838245
ACH-000836,-0.811013131367
ACH-000837,-0.608526038487
ACH-000838,-0.32640921250300003
ACH-000839,-0.5252569480129999
ACH-000840,-1.5058902212600003
ACH-000841,-0.459246204292
ACH-000843,-0.839935949321
ACH-000846,-0.190732358741
ACH-000847,-0.663906555206
ACH-000848,-0.302154731514
ACH-000849,-0.6731926561120001
ACH-000851,-0.113010813357
ACH-000855,-0.0802244207049
ACH-000856,-0.136619869309
ACH-000858,-0.13675721552
ACH-000859,-0.22135564335799998
ACH-000861,-0.437714448612
ACH-000862,-0.32203152371599997
ACH-000865,-0.654365933704
ACH-000866,-0.09962666380419999
ACH-000867,-0.586352969295
ACH-000869,-0.7628718207269999
ACH-000872,-0.466996205956
ACH-000873,-0.9921763007459999
ACH-000876,-0.473026080472
ACH-000878,-0.20095376444000002
ACH-000880,-0.28932604066100004
ACH-000881,-0.433687680986
ACH-000882,-0.355058502557
ACH-000884,-0.257379516792
ACH-000885,-0.0494479055214
ACH-000887,-0.20442190461800003
ACH-000888,-0.24073891611499998
ACH-000889,-0.165463718201
ACH-000890,-0.605925936922
ACH-000896,-0.16650549929000003
ACH-000898,-0.49244982773999996
ACH-000900,-0.307703484194
ACH-000901,-0.0879621702274
ACH-000905,-0.7153412712430001
ACH-000906,-0.37464674511699997
ACH-000907,-0.194839347725
ACH-000910,-0.0969634789116
ACH-000911,-0.275726389621
ACH-000912,-0.451701587615
ACH-000913,-1.0821119152399998
ACH-000915,-0.31740273911999994
ACH-000916,-0.275126439906
ACH-000917,-0.396005425867
ACH-000921,-0.44727023328800003
ACH-000924,-0.568703728032
ACH-000926,-0.435422204701
ACH-000928,-0.41694893177500003
ACH-000929,-0.556549617854
ACH-000932,-0.286314678717
ACH-000935,-0.14755785947699998
ACH-000936,-0.8240734902050001
ACH-000937,-0.5603487221760001
ACH-000938,-0.172958671914
ACH-000939,-0.362688068028
ACH-000941,-0.0375723018717
ACH-000943,-0.280971014834
ACH-000946,-0.0889679956394
ACH-000947,-0.0859128022991
ACH-000948,-0.26001595912
ACH-000950,-0.33013875558600003
ACH-000953,-0.0781737477454
ACH-000957,-0.104756063279
ACH-000958,-0.14500264053200002
ACH-000960,-0.355407142772
ACH-000963,-0.5177044882999999
ACH-000968,-0.492227319411
ACH-000969,-0.124184002424
ACH-000973,-0.6425859618590001
ACH-000974,-0.129781561397
ACH-000975,-0.8194250773909999
ACH-000976,-0.770554017939
ACH-000978,0.0197861708063
ACH-000980,-0.297137259448
ACH-000984,-0.6757314080410001
ACH-000986,-0.7090214107170001
ACH-000988,-0.0172557576995
ACH-000993,-0.07233776305110001
ACH-000994,-0.45016903289
ACH-000996,-0.960680351083
ACH-001001,-0.5761166138530001
ACH-001020,-0.588432239076
ACH-001028,-0.0031917170431200004
ACH-001031,-0.279953744124
ACH-001038,0.141837544531
ACH-001048,-0.782566607407
ACH-001050,-0.365259371666
ACH-001053,-0.297168835016
ACH-001054,-0.10245487386
ACH-001061,-0.23668045593400003
ACH-001067,-0.354719250506
ACH-001075,-0.36467749845499997
ACH-001096,-0.18993259527800002
ACH-001128,-0.34423053780900004
ACH-001134,-0.291003457404
ACH-001151,-0.00640547690822
ACH-001163,-0.387778221599
ACH-001164,-0.5076931276910001
ACH-001173,-0.31640950833000003
ACH-001183,-0.632354108272
ACH-001184,-0.155692479624
ACH-001190,0.043032566978199994
ACH-001192,0.006726641124119999
ACH-001193,-0.12119448816600001
ACH-001196,-0.465449982945
ACH-001197,-0.652583636825
ACH-001205,-0.27219943683000003
ACH-001211,-0.682226965754
ACH-001212,-0.5928680706939999
ACH-001228,-0.472662375327
ACH-001232,-0.424431001608
ACH-001239,0.016449979465
ACH-001274,-0.44769532217
ACH-001275,-0.779225619983
ACH-001277,-0.7573205883769999
ACH-001278,-0.338365665009
ACH-001280,-0.511069544197
ACH-001283,-0.0313962411889
ACH-001289,-0.393788175713
ACH-001295,0.107036852521
ACH-001300,-0.159958657509
ACH-001301,-0.18605087653400001
ACH-001302,-0.8235747265360001
ACH-001303,-0.8572937798800001
ACH-001306,-0.134057881479
ACH-001318,-0.580721882541
ACH-001322,-0.539611468533
ACH-001328,-0.49701428459700003
ACH-001332,-0.474873102511
ACH-001333,-0.42057235300800005
ACH-001336,-0.945025699517
ACH-001340,-0.768655147219
ACH-001346,-0.756674603933
ACH-001353,-0.29479951145100003
ACH-001354,-0.383861909843
ACH-001367,-0.344062929155
ACH-001368,-0.0818396754559
ACH-001374,-0.161414200887
ACH-001375,-0.0852411418325
ACH-001377,-0.015287450952099999
ACH-001380,-0.0427089225529
ACH-001391,-0.18796406442400002
ACH-001407,-0.496059091705
ACH-001408,-0.136506293006
ACH-001413,-0.321207623967
ACH-001430,-0.235486541578
ACH-001431,-0.329294260742
ACH-001450,-0.11854276329600001
ACH-001496,-0.543835992259
ACH-001500,-0.578868609662
ACH-001521,0.232895073791
ACH-001523,-0.315610408979
ACH-001532,-0.402526845973
ACH-001536,-0.858387433629
ACH-001550,-0.883012770648
ACH-001552,-0.030484387187200004
ACH-001554,-0.32361659349800004
ACH-001645,-0.366995752952
ACH-001654,-0.821465102369
ACH-001715,-0.707226100484
ACH-001735,-0.5288630590869999
ACH-001736,-0.258505380013
ACH-001737,-0.62650535167
ACH-001740,-0.269092455042
ACH-001745,-0.36458655075
ACH-001750,-0.219206507947
ACH-001765,-0.0557359612638
ACH-001956,-0.8521685128129999
ACH-001957,-1.49651344972
