,FAM83H (286077)
ACH-000004,-0.168822292947
ACH-000007,0.0196912946536
ACH-000009,-0.0862750029376
ACH-000011,-0.195739540751
ACH-000012,-0.7864189060979999
ACH-000013,-0.22207892165800003
ACH-000014,-0.213542289322
ACH-000015,-0.0021264863407999997
ACH-000017,-0.274179396979
ACH-000018,-0.289556984571
ACH-000019,-0.145917828587
ACH-000021,-0.27684023719399997
ACH-000022,0.007195198516130001
ACH-000025,-0.0940832039617
ACH-000028,-0.23574530987300002
ACH-000030,-0.244544640379
ACH-000035,-0.035756529349000005
ACH-000036,-0.414153017327
ACH-000037,0.09766858183589999
ACH-000039,-0.170501813706
ACH-000040,-0.281451514114
ACH-000041,-0.22543950751400002
ACH-000042,-0.38319407674999995
ACH-000045,-0.231120174535
ACH-000047,-0.219632104557
ACH-000052,-0.105250929056
ACH-000053,-0.272754891341
ACH-000054,-0.45910350632299995
ACH-000055,-0.275543147462
ACH-000060,-0.499802055924
ACH-000067,-0.0988072048907
ACH-000070,-0.5185374238270001
ACH-000075,-0.06195963588430001
ACH-000078,-0.255279499925
ACH-000082,-0.22814039425299998
ACH-000085,-0.18656402610300002
ACH-000086,-0.371458618623
ACH-000087,-0.268653459238
ACH-000092,-0.185036675677
ACH-000095,-0.0595774568809
ACH-000097,-0.251752540127
ACH-000098,-0.261318021827
ACH-000099,-0.245174786796
ACH-000108,-0.45348673389300004
ACH-000113,-0.330394737642
ACH-000115,-0.474912927435
ACH-000116,-0.243022592311
ACH-000118,-0.330485117551
ACH-000120,-0.133257869966
ACH-000123,-0.18705647328400002
ACH-000127,-0.06636370400330001
ACH-000128,-0.0675503927362
ACH-000132,-0.18616962983
ACH-000133,-0.168221707894
ACH-000137,-0.291710789598
ACH-000138,-0.35468738594000004
ACH-000142,-0.476800271957
ACH-000143,-0.34688518167800003
ACH-000146,-0.00949077246395
ACH-000148,-0.263496265367
ACH-000150,-0.562747455376
ACH-000152,-0.263772934702
ACH-000153,-0.0480436580626
ACH-000159,-0.215450257921
ACH-000160,-0.180802086189
ACH-000163,-0.181491421807
ACH-000167,-0.30157158488499997
ACH-000168,-0.365338555213
ACH-000169,-0.09246045512489999
ACH-000178,-0.432999554066
ACH-000182,0.0664144349482
ACH-000183,-0.0637426273409
ACH-000188,-0.756707163629
ACH-000189,-0.346715043283
ACH-000190,0.073808779196
ACH-000198,0.0862433623862
ACH-000204,0.224523945232
ACH-000206,-0.17248484505999997
ACH-000207,-0.381467542984
ACH-000211,-0.31370829048
ACH-000215,-0.22146890612300002
ACH-000221,-0.17530014187800003
ACH-000222,-0.0346215998433
ACH-000223,-0.259529733948
ACH-000226,0.00907738649107
ACH-000227,-0.0174683633115
ACH-000228,-0.6425086098480001
ACH-000231,-0.13150934832699998
ACH-000232,-0.288532697595
ACH-000233,-0.144709800601
ACH-000234,-0.525066093595
ACH-000235,-0.344513449222
ACH-000237,-0.21441170676100002
ACH-000238,-0.33618871462300004
ACH-000243,-0.295069624446
ACH-000244,-0.37709483582099995
ACH-000246,-0.212811154686
ACH-000248,-0.38651632268299996
ACH-000250,-0.37355767159500003
ACH-000251,-0.48438980550300004
ACH-000253,-0.171672463325
ACH-000255,-0.0735307559626
ACH-000256,-0.24547327271699998
ACH-000257,-0.053957071157800005
ACH-000258,0.0329951151885
ACH-000259,-0.16077710547000001
ACH-000260,-0.267889844642
ACH-000261,-0.0857064340794
ACH-000262,-0.160054694324
ACH-000263,-0.000563048060386
ACH-000264,-0.33129589723
ACH-000265,0.0133233060442
ACH-000266,-0.189845230633
ACH-000272,-0.0525045787854
ACH-000273,-0.150855795393
ACH-000274,-0.161677774899
ACH-000277,-0.160364251656
ACH-000278,-0.260903196338
ACH-000279,-0.220705146871
ACH-000280,-0.366240404114
ACH-000281,-0.315057688097
ACH-000288,-0.00831400591726
ACH-000291,-0.18917624984099998
ACH-000293,-0.525413686411
ACH-000294,-0.12796492811899998
ACH-000295,-0.366754462238
ACH-000296,-0.168728881399
ACH-000302,0.00514276683996
ACH-000304,-0.199919066576
ACH-000307,-0.135921732046
ACH-000308,-0.113693387694
ACH-000310,-0.131484741622
ACH-000311,0.0186976704848
ACH-000312,0.0702658621386
ACH-000315,-0.259556809193
ACH-000316,-0.285063730818
ACH-000317,-0.09043128203610001
ACH-000318,-0.28598167215500003
ACH-000319,-0.179222674522
ACH-000320,0.0600917488392
ACH-000322,-0.14871187976199998
ACH-000323,-0.252715301751
ACH-000324,-0.190665891789
ACH-000329,-0.160011057743
ACH-000330,-0.318154754984
ACH-000331,-0.336333338565
ACH-000332,-0.307593953435
ACH-000334,-0.143911260356
ACH-000335,-0.47154276393999994
ACH-000336,-0.127699724304
ACH-000337,-0.23180853945799998
ACH-000339,-0.08141567550819999
ACH-000341,-0.46515411974299997
ACH-000348,-0.239164340711
ACH-000350,-0.042936774405399995
ACH-000352,-0.0782501153615
ACH-000356,-0.176218213383
ACH-000361,0.00770251774451
ACH-000362,-0.257100480225
ACH-000363,-0.18242501757100002
ACH-000364,-0.291287814881
ACH-000365,-0.28134238393100003
ACH-000366,-0.0898906660487
ACH-000368,-0.213587008452
ACH-000374,-0.244238713297
ACH-000375,-0.0886986874595
ACH-000376,-0.231055893609
ACH-000381,-0.193131196763
ACH-000383,-0.36186437085100004
ACH-000387,0.018514687466400004
ACH-000389,-0.286905579969
ACH-000390,-0.39350948523100004
ACH-000393,-0.191132232444
ACH-000395,-0.318765622968
ACH-000397,-0.220646017228
ACH-000401,-0.259570203772
ACH-000402,-0.254001778774
ACH-000403,-0.371979368286
ACH-000404,0.014554348429900001
ACH-000406,-0.13720899904
ACH-000407,-0.136544873342
ACH-000408,-0.0879016156345
ACH-000410,-0.101631915338
ACH-000411,-0.154002521397
ACH-000414,-0.37203531855599997
ACH-000415,-0.257937572234
ACH-000416,-0.32065618704
ACH-000420,-0.23630477000300001
ACH-000421,-0.274993577101
ACH-000424,-0.251167967615
ACH-000425,-0.0961247832385
ACH-000426,-0.26229902795000004
ACH-000427,-0.67329809053
ACH-000433,-0.198464526827
ACH-000436,-0.00126785796438
ACH-000444,-0.13552011546700002
ACH-000445,-0.144503333889
ACH-000448,-0.329107248686
ACH-000450,-0.0427466242624
ACH-000452,-0.547180427258
ACH-000454,-0.432950893654
ACH-000458,-0.290243480805
ACH-000459,-0.0493962335982
ACH-000460,-0.45750030660499996
ACH-000461,-0.7416379255300001
ACH-000463,-0.285333649301
ACH-000464,-0.340451880987
ACH-000466,-0.13796682643799998
ACH-000467,-0.252882149856
ACH-000468,-0.40854017302400003
ACH-000469,-0.17252566562600002
ACH-000470,-0.581417508695
ACH-000471,-0.278637604826
ACH-000472,-0.297442822564
ACH-000473,-0.363282676034
ACH-000475,-0.29477041711199997
ACH-000476,-0.253471847942
ACH-000477,-0.0456639213574
ACH-000480,-0.28481616065000004
ACH-000481,-0.184801692487
ACH-000483,-0.14759545415
ACH-000484,-0.21264766512699998
ACH-000485,-0.435252383469
ACH-000486,-0.23055943391800002
ACH-000487,-0.173861621096
ACH-000488,-0.6051514921410001
ACH-000490,-0.7154190621909999
ACH-000491,-0.11073237797800001
ACH-000495,-0.355010996445
ACH-000496,-0.0916613513961
ACH-000499,-0.0373046489995
ACH-000500,-0.76117069369
ACH-000502,-0.349399621874
ACH-000503,-0.722096762023
ACH-000505,-0.163593302881
ACH-000507,-0.283923276246
ACH-000510,-0.165200566271
ACH-000511,-0.250279410575
ACH-000512,-0.16090743072
ACH-000516,-0.23773624374400001
ACH-000517,-0.292187827392
ACH-000518,-0.545160532733
ACH-000520,-0.26325795399999996
ACH-000521,-0.07560090195510001
ACH-000522,-0.126030569643
ACH-000524,-0.28103263495499997
ACH-000527,-0.169738122489
ACH-000528,-0.188191490535
ACH-000537,-0.06872593859510001
ACH-000541,-0.0988800689878
ACH-000542,-0.161226562684
ACH-000544,-0.651324792898
ACH-000545,-0.13235429626700002
ACH-000547,-0.401574362139
ACH-000548,-0.424824301486
ACH-000549,-0.34014146823299996
ACH-000550,-0.250310154566
ACH-000552,-0.301956097456
ACH-000556,-0.20861956157900002
ACH-000557,-0.125828638693
ACH-000570,-0.203073887423
ACH-000571,-0.26560959333399997
ACH-000573,-0.23855313618299998
ACH-000576,-0.132304884225
ACH-000580,-0.059355896212
ACH-000584,-0.154588176398
ACH-000585,-0.276599758936
ACH-000588,-0.143631001506
ACH-000589,-0.130506296338
ACH-000591,-0.00617847836675
ACH-000593,-0.331677583314
ACH-000600,-0.274375675576
ACH-000601,-0.38106882693000005
ACH-000604,-0.476087385515
ACH-000605,-0.231799997001
ACH-000606,-0.39403187032399994
ACH-000608,-0.48629393945200006
ACH-000614,-0.11963728894400001
ACH-000616,-0.0260278998515
ACH-000618,-0.359938944118
ACH-000619,-0.424818450576
ACH-000620,-0.0320521475004
ACH-000621,-0.105382926901
ACH-000622,-0.184989929578
ACH-000623,-0.147305405596
ACH-000624,-0.0697279248092
ACH-000627,-0.08731491991979999
ACH-000630,-0.550065588131
ACH-000632,-0.266971663458
ACH-000633,-0.292940156303
ACH-000637,-0.549764684379
ACH-000638,-0.274941213167
ACH-000646,0.08883025632480002
ACH-000647,-0.5416196769899999
ACH-000648,-0.575317482222
ACH-000649,-0.18083415012600002
ACH-000651,-0.0482932791689
ACH-000652,-0.291402426745
ACH-000653,-0.12472758394200001
ACH-000657,-0.172407227494
ACH-000658,-0.33684937541999993
ACH-000661,-0.136308427558
ACH-000662,-0.0898972772493
ACH-000663,-0.22583491449999998
ACH-000665,-0.362203502319
ACH-000671,-0.0993882860629
ACH-000673,-0.152246581561
ACH-000676,-0.15855233674900002
ACH-000677,-0.411196490041
ACH-000681,-0.274733810319
ACH-000682,-0.24239271901
ACH-000683,-0.178876401631
ACH-000684,-0.136798363251
ACH-000688,-0.06087806044269999
ACH-000693,-0.231420847431
ACH-000694,-0.324942802227
ACH-000695,-0.481597504055
ACH-000696,-0.159219939214
ACH-000697,-0.41851553061999996
ACH-000699,-0.287761363418
ACH-000701,-0.0388776111661
ACH-000706,-0.402883843947
ACH-000711,-0.070248987145
ACH-000713,0.0322810105193
ACH-000714,-0.179795739432
ACH-000718,-0.27987713311900003
ACH-000720,-0.27998009153000003
ACH-000721,-0.233196456896
ACH-000724,-0.051723793547
ACH-000725,-0.18804476205499998
ACH-000732,-0.15170444764000002
ACH-000734,-0.36115930274499997
ACH-000735,-0.232239030044
ACH-000736,-0.273436708197
ACH-000738,-0.137462634054
ACH-000746,-0.163839222685
ACH-000747,-0.0217437102184
ACH-000748,-0.250711757832
ACH-000753,-0.23314930160300001
ACH-000756,0.054863836351
ACH-000757,0.060713470617800004
ACH-000758,-0.315114166618
ACH-000760,-0.159663864586
ACH-000763,-0.012633113364
ACH-000764,-0.229061377634
ACH-000765,-0.0600642726054
ACH-000766,-0.05203559905209999
ACH-000767,-0.279068090339
ACH-000768,-0.22760151566300002
ACH-000769,-0.155063966647
ACH-000770,-0.170816586129
ACH-000771,-0.48267332461900003
