,GGPS1 (9453)
ACH-000356,-1.9465106770299998
ACH-000361,-1.7773749866900004
ACH-000362,-1.23450460559
ACH-000363,-1.16799760271
ACH-000364,-1.12184785786
ACH-000365,-1.63052554509
ACH-000366,-1.66229452495
ACH-000368,-1.69012766338
ACH-000374,-1.38066243924
ACH-000375,-1.4356159007499998
ACH-000376,-1.33392107844
ACH-000381,-1.2504836280299998
ACH-000383,-1.95242896181
ACH-000387,-1.42935349069
ACH-000389,-1.2329100489
ACH-000390,-1.51144754769
ACH-000393,-1.59247537583
ACH-000395,-1.60486597
ACH-000397,-1.3859720136200002
ACH-000401,-1.19459111589
ACH-000402,-1.09200179368
ACH-000403,-1.5008589632
ACH-000404,-0.842985623889
ACH-000406,-1.20267399511
ACH-000407,-1.52149398149
ACH-000408,-1.5324157659399997
ACH-000410,-1.5090745544100002
ACH-000411,-1.1034755834
ACH-000414,-1.13575399168
ACH-000415,-1.45087681886
ACH-000416,-1.2566454410799999
ACH-000420,-1.28753834785
ACH-000421,-1.29337099411
ACH-000424,-1.69466562796
ACH-000425,-1.47516054435
ACH-000426,-0.804163956577
ACH-000427,-1.5706762655000002
ACH-000433,-1.3461335048899998
ACH-000436,-1.15946356157
ACH-000444,-1.5106943916
ACH-000445,-1.7155021247
ACH-000448,-1.3282059877799999
ACH-000450,-1.0047779223200002
ACH-000452,-1.55370952227
ACH-000454,-1.60498647525
ACH-000458,-1.29061260953
ACH-000459,-0.494766848478
ACH-000460,-1.29428817411
ACH-000461,-1.4530782572799998
ACH-000463,-1.18674358979
ACH-000464,-1.79502833912
ACH-000466,-1.3880020563
ACH-000467,-1.39794608009
ACH-000468,-1.90965373435
ACH-000469,-1.40453244797
ACH-000470,-1.64923794401
ACH-000471,-1.4710378123899999
ACH-000472,-1.7684967785299999
ACH-000473,-1.2347904078
ACH-000475,-1.3602146254499998
ACH-000476,-1.21536168352
ACH-000477,-1.21990267078
ACH-000480,-1.1039497762100001
ACH-000481,-0.9227202937890001
ACH-000483,-1.13792268235
ACH-000484,-0.522229372874
ACH-000485,-1.5634049948500002
ACH-000486,-1.17997714359
ACH-000487,-1.24279019587
ACH-000488,-1.0728251440799998
ACH-000490,-1.14125484341
ACH-000491,-1.21240176568
ACH-000495,-1.41381488089
ACH-000496,-1.2407081358399998
ACH-000499,-0.981674449674
ACH-000500,-1.8960268983900002
ACH-000502,-1.2153154749500001
ACH-000503,-1.15149225055
ACH-000505,-1.312322932
ACH-000507,-1.34374339788
ACH-000510,-1.48669524338
ACH-000511,-1.36531789766
ACH-000512,-1.33535255017
ACH-000516,-1.59075005032
ACH-000517,-1.4007150109200002
ACH-000518,-1.50265462227
ACH-000520,-1.5053077695800001
ACH-000521,-1.44671016105
ACH-000522,-1.63677475571
ACH-000524,-1.05461069128
ACH-000527,-1.21009595197
ACH-000528,-1.1371236356799999
ACH-000537,-0.976389881565
ACH-000541,-1.4221008407
ACH-000542,-1.56848734341
ACH-000544,-1.27234483285
ACH-000545,-1.3165318550299998
ACH-000547,-1.29043314803
ACH-000548,-1.4980318069799998
ACH-000549,-1.4546724722
ACH-000550,-1.8324791001499998
ACH-000552,-1.32202264636
ACH-000556,-1.47998529951
ACH-000557,-1.58417430161
ACH-000570,-1.3215960979999999
ACH-000571,-1.7548785227900001
ACH-000573,-1.39791577051
ACH-000576,-1.17173525391
ACH-000580,-1.1432600532200001
ACH-000584,-1.4328458876199999
ACH-000585,-1.19883114555
ACH-000588,-1.4464759933200002
ACH-000589,-0.980182976894
ACH-000591,-1.31598796823
ACH-000593,-1.39233231963
ACH-000600,-1.40983770808
ACH-000601,-1.21676038797
ACH-000604,-1.5176207059399998
ACH-000605,-1.08862215702
ACH-000606,-1.2104662974299998
ACH-000608,-1.11031045374
ACH-000614,-1.21330066037
ACH-000616,-1.60506762234
ACH-000618,-1.02816504093
ACH-000619,-1.34242332996
ACH-000620,-1.3869342062299999
ACH-000621,-0.979723212127
ACH-000622,-1.09736321255
ACH-000623,-1.41034547346
ACH-000624,-1.33975171844
ACH-000627,-1.711309121
ACH-000630,-1.3961594027700002
ACH-000632,-1.4831274917200001
ACH-000633,-1.32669475376
ACH-000637,-1.2523904452099999
ACH-000638,-1.3209679308600002
ACH-000646,-1.1482496691700002
ACH-000647,-1.3330296620200002
ACH-000648,-1.09308105705
ACH-000649,-1.3249612885600002
ACH-000651,-1.3289891614799998
ACH-000652,-1.7838116594799998
ACH-000653,-1.5591763388600002
ACH-000657,-1.3246646513
ACH-000658,-1.2799284619600002
ACH-000661,-1.06877654086
ACH-000662,-1.33178951067
ACH-000663,-0.9885207230700002
ACH-000665,-1.26294944389
ACH-000671,-1.3173676943200001
ACH-000673,-1.65632667366
ACH-000676,-1.4790172028
ACH-000677,-0.7700982422939999
ACH-000681,-1.43996264017
ACH-000682,-1.4863855893
ACH-000683,-1.4875000024899998
ACH-000684,-1.5329551831900001
ACH-000688,-1.6901404414899999
ACH-000693,-1.3366574242
ACH-000694,-1.14489252284
ACH-000695,-0.9588101872570001
ACH-000696,-1.14342587735
ACH-000697,-1.14048670111
ACH-000699,-0.867664283851
ACH-000701,-0.634490496062
ACH-000706,-1.13976478996
ACH-000711,-1.32253587707
ACH-000713,-1.5785147239700001
ACH-000714,-1.1208547098100001
ACH-000718,-1.50482710905
ACH-000720,-1.3294103045799999
ACH-000721,-1.4957852873500002
ACH-000724,-1.2680006789799998
ACH-000725,-0.485852640093
ACH-000732,-1.24351889186
ACH-000734,-1.39339166599
ACH-000735,-1.45995016354
ACH-000736,-1.1833214144600002
ACH-000738,-1.27511007695
ACH-000746,-1.6490005286700002
ACH-000747,-1.25377233121
ACH-000748,-1.47134866567
ACH-000753,-1.30207351154
ACH-000756,-1.25588827714
ACH-000757,-1.46375149765
ACH-000758,-1.11733990706
ACH-000760,-1.11943931055
ACH-000763,-0.6762885180500001
ACH-000764,-1.4614717796399999
ACH-000765,-1.51315305194
ACH-000766,-1.52177594849
ACH-000767,-1.45911608428
ACH-000768,-1.25862604675
ACH-000769,-1.34784041151
ACH-000770,-1.2336121786299998
ACH-000771,-1.0757108869
ACH-000773,-1.12592581485
ACH-000776,-1.1892858476500001
ACH-000777,-1.40064717651
ACH-000778,-1.48604641101
ACH-000781,-1.2108645443700001
ACH-000782,-1.29655591925
ACH-000783,-0.900535101144
ACH-000784,-1.3756223395500002
ACH-000785,-0.90816025576
ACH-000787,-1.2573591761299998
ACH-000788,-1.36831075039
ACH-000791,-1.0974086734100001
ACH-000792,-1.14155040398
ACH-000794,-1.28520905833
ACH-000796,-1.3867317159099999
ACH-000799,-0.927750290024
ACH-000800,-0.990750658531
ACH-000802,-1.0020890791600001
ACH-000804,-1.20460583073
ACH-000805,-1.33040130061
ACH-000809,-1.37328256654
ACH-000810,-1.33936792793
ACH-000811,-1.49542963773
ACH-000817,-1.4009475129299997
ACH-000819,-1.33244290484
ACH-000820,-1.45717504771
ACH-000821,-1.0726117254
ACH-000822,-2.07443831489
ACH-000823,-1.1819369569299998
ACH-000824,-1.4304706673199998
ACH-000827,-1.19605658751
ACH-000829,-1.3196669863500001
ACH-000831,-1.26673342033
ACH-000832,-1.3412328653299999
ACH-000833,-1.8624479401400003
ACH-000834,-1.34293051854
ACH-000835,-1.3064210214399998
ACH-000836,-1.68737457062
ACH-000837,-0.8354110179719999
ACH-000838,-1.2432150107200002
ACH-000839,-1.3933150002799999
ACH-000840,-1.5308177952200002
ACH-000841,-1.52451344329
ACH-000843,-1.1728494864899999
ACH-000846,-1.2171102978
ACH-000847,-1.47123357417
ACH-000848,-1.253929723
ACH-000849,-1.33396947887
ACH-000851,-1.32391877323
ACH-000855,-1.3648548412000001
ACH-000856,-1.10458697326
ACH-000858,-1.2306280968
ACH-000859,-1.5297827413299998
ACH-000861,-1.3776982247299998
ACH-000862,-1.40930201126
ACH-000865,-1.27439578301
ACH-000866,-1.0224913631399999
ACH-000867,-0.9032530802650001
ACH-000869,-1.5745066456799999
ACH-000872,-1.23449948869
ACH-000873,-1.7751750055400002
ACH-000876,-0.657453094316
ACH-000878,-1.71313388482
ACH-000880,-1.1532422067
ACH-000881,-1.31158113079
ACH-000882,-1.29051145787
ACH-000884,-1.33123538174
ACH-000885,-1.28489553006
ACH-000887,-1.26741014838
ACH-000888,-1.2567395572700002
ACH-000889,-1.3234495857
ACH-000890,-1.36533251524
ACH-000896,-1.2373601198
ACH-000898,-0.487491617289
ACH-000900,-1.2058764424700001
ACH-000901,-1.45187443232
ACH-000905,-1.3465325145200002
ACH-000906,-1.3549953870200002
ACH-000907,-1.0599094172799999
ACH-000910,-1.1085969851000002
ACH-000911,-1.17418851496
ACH-000912,-1.18580504422
ACH-000913,-1.4168971315399999
ACH-000915,-1.54850962451
ACH-000916,-0.872472250089
ACH-000917,-1.0745034804
ACH-000921,-1.22246185907
ACH-000924,-1.25427143315
ACH-000926,-1.5938074070200001
ACH-000928,-1.21807365408
ACH-000929,-1.19679529576
ACH-000932,-1.30803060381
ACH-000935,-1.25595212712
ACH-000936,-1.5087500773
ACH-000937,-1.45008536802
ACH-000938,-1.5682929391
ACH-000939,-1.34393932769
ACH-000941,-1.6231651520700001
ACH-000943,-1.23923437886
ACH-000946,-1.15315679887
ACH-000947,-1.2038427904
ACH-000948,-1.05509708332
ACH-000950,-1.2222158360700002
ACH-000953,-1.6466432526299999
ACH-000957,-1.3085990048799998
ACH-000958,-1.12188223575
ACH-000960,-1.2641387999299998
ACH-000963,-1.61995759201
ACH-000968,-1.2927285069499999
ACH-000969,-0.896775534864
ACH-000973,-1.3638060181799998
ACH-000974,-1.4649184709399998
ACH-000975,-1.4994287467700003
ACH-000976,-1.4166100551499998
ACH-000978,-1.28776580042
ACH-000980,-1.25723740171
ACH-000984,-1.2894317126200001
ACH-000986,-1.13714408653
ACH-000988,-1.17342006624
ACH-000993,-0.992090189246
ACH-000994,-1.14146229215
ACH-000996,-1.603995957
ACH-001001,-1.36526198107
ACH-001020,-1.51837110631
ACH-001028,-1.5060731917299999
ACH-001031,-1.24584396818
ACH-001038,-1.68212334349
ACH-001048,-1.27305260419
ACH-001050,-1.5331500836200003
ACH-001053,-1.75860914618
ACH-001054,-1.8433937840099999
ACH-001061,-1.11123162569
ACH-001067,-1.38170088061
ACH-001075,-1.24442015154
ACH-001096,-1.42288419671
ACH-001128,-1.11949601021
ACH-001134,-1.27305198947
ACH-001151,-1.5422805012600003
ACH-001163,-1.54873648891
ACH-001164,-1.2967545154
ACH-001173,-1.0919506132899999
ACH-001183,-1.5149542056999998
ACH-001184,-2.01953360004
ACH-001190,-1.35987002895
ACH-001192,-1.34016393152
ACH-001193,-1.71132943292
ACH-001196,-1.3718588990399998
ACH-001197,-1.1500734539200002
ACH-001205,-1.0975307174200002
ACH-001211,-1.22975316216
ACH-001212,-1.49496026151
ACH-001228,-1.34077655827
ACH-001232,-1.39210679447
ACH-001239,-1.3240836145200001
ACH-001274,-1.22928547831
ACH-001275,-1.15249469581
ACH-001277,-1.3027748251200002
ACH-001278,-1.27126189259
ACH-001280,-0.974185875265
ACH-001283,-1.4478172363
ACH-001289,-1.25813391352
ACH-001295,-1.5450773489899998
ACH-001300,-1.29613385162
ACH-001301,-1.47453376416
ACH-001302,-1.0125877321899999
ACH-001303,-1.42249543304
ACH-001306,-1.53509185556
ACH-001318,-1.0452321603799999
ACH-001322,-1.26738378381
ACH-001328,-1.35004198607
ACH-001332,-1.4502294746899997
ACH-001333,-1.32340584185
ACH-001336,-1.30886549713
ACH-001340,-1.08203864421
ACH-001346,-1.20017688278
ACH-001353,-1.57031145646
ACH-001354,-1.4579550789500002
ACH-001367,-1.49025293838
ACH-001368,-1.3328598654000001
ACH-001374,-2.10622015637
ACH-001375,-1.22288676031
ACH-001377,-1.2156709302500002
ACH-001380,-1.2588031422700001
ACH-001391,-1.6988560107700001
ACH-001407,-1.57205424565
ACH-001408,-1.13762662441
ACH-001413,-1.29821385238
ACH-001430,-1.69375022414
ACH-001431,-1.30635339181
ACH-001450,-1.47082757259
ACH-001496,-1.20410141923
ACH-001500,-1.42800016254
ACH-001521,-0.934231600692
ACH-001523,-1.1544979469
ACH-001532,-1.32613090143
ACH-001536,-1.40114217463
ACH-001550,-1.37505449623
ACH-001552,-1.25643309693
ACH-001554,-1.2603889074899999
ACH-001645,-1.56064235863
ACH-001654,-1.3841763880700002
ACH-001715,-1.3879664115099999
ACH-001735,-1.3933515019
ACH-001736,-1.3116859942499999
ACH-001737,-1.6065949377000002
ACH-001740,-1.5347137312099999
ACH-001745,-1.6020545386000002
ACH-001750,-1.38823738866
ACH-001765,-1.3971612812
ACH-001956,-1.2294150392
ACH-001957,-1.07510874903
