,GGPS1 (9453)
ACH-000004,-1.53831594529
ACH-000007,-1.23986556985
ACH-000009,-1.32447705279
ACH-000011,-1.2040239522
ACH-000012,-1.25598663764
ACH-000013,-1.13739772963
ACH-000014,-1.30234223987
ACH-000015,-1.31053202332
ACH-000017,-0.678914700878
ACH-000018,-1.5845635025799998
ACH-000019,-0.810656949716
ACH-000021,-1.54150807518
ACH-000022,-1.53244327207
ACH-000025,-1.5050603318200002
ACH-000028,-1.2239436972799997
ACH-000030,-1.26167140487
ACH-000035,-1.27227761954
ACH-000036,-1.1639158359200001
ACH-000037,-1.8669226828999999
ACH-000039,-1.5363397848
ACH-000040,-1.6390867919
ACH-000041,-1.55167404532
ACH-000042,-1.49363531216
ACH-000045,-1.4305381866999998
ACH-000047,-1.24663773445
ACH-000052,-1.61063663997
ACH-000053,-1.2439345996
ACH-000054,-1.49614549475
ACH-000055,-1.28584817309
ACH-000060,-1.37290508569
ACH-000067,-1.5950222321
ACH-000070,-1.39884020443
ACH-000075,-1.9531219299400002
ACH-000078,-1.5109364171000002
ACH-000082,-1.26694279434
ACH-000085,-1.23332179851
ACH-000086,-1.4695299634
ACH-000087,-1.3833358172699999
ACH-000092,-1.49007629852
ACH-000095,-1.4048300544699999
ACH-000097,-0.799441627165
ACH-000098,-1.6921680480899999
ACH-000099,-1.43795437033
ACH-000108,-1.4836756685499999
ACH-000113,-0.9871172104289999
ACH-000115,-1.5069171522100002
ACH-000116,-0.9284740546279999
ACH-000118,-1.14164328251
ACH-000120,-1.1108366406
ACH-000123,-1.17139785832
ACH-000127,-1.3867215615600001
ACH-000128,-1.49745064476
ACH-000132,-1.59762243529
ACH-000133,-1.39261396255
ACH-000137,-1.42896510959
ACH-000138,-1.23780295176
ACH-000142,-1.6918003743399999
ACH-000143,-1.5223158157700003
ACH-000146,-1.20673873702
ACH-000148,-1.30061219941
ACH-000150,-1.2917101978399999
ACH-000152,-1.4217710083200001
ACH-000153,-1.5075146912600002
ACH-000159,-1.3649869936899999
ACH-000160,-1.3793213230599999
ACH-000163,-1.10218054111
ACH-000167,-1.6894858927599998
ACH-000168,-1.7598737696900002
ACH-000169,-1.44813876675
ACH-000178,-1.12758793425
ACH-000182,-1.3087127615
ACH-000183,-1.32027381174
ACH-000188,-1.24346577716
ACH-000189,-1.38418439396
ACH-000190,-1.7933303834599998
ACH-000198,-1.32510473822
ACH-000204,-1.9020877647499999
ACH-000206,-1.0273451713500001
ACH-000207,-1.34864661936
ACH-000211,-1.24723805341
ACH-000215,-1.4850654605899998
ACH-000221,-1.39619726169
ACH-000222,-1.14921301222
ACH-000223,-1.0397733511799998
ACH-000226,-1.27614269876
ACH-000227,-1.3043397711
ACH-000228,-1.38824998251
ACH-000231,-1.3895497885699999
ACH-000232,-1.3617559632799998
ACH-000233,-1.05722972468
ACH-000234,-1.3284782137200002
ACH-000235,-1.3262886674299998
ACH-000237,-1.4020660407299999
ACH-000238,-1.18212583798
ACH-000243,-1.1582873138299998
ACH-000244,-1.64501674129
ACH-000246,-1.19963811287
ACH-000248,-1.2533038622100001
ACH-000250,-1.4412302077899999
ACH-000251,-1.56429643928
ACH-000253,-1.38883521885
ACH-000255,-1.10968426069
ACH-000256,-1.06526644208
ACH-000257,-1.5097910526700002
ACH-000258,-0.976770554839
ACH-000259,-1.1316961630700002
ACH-000260,-1.1937456883600002
ACH-000261,-1.5310464133700001
ACH-000262,-1.54249788553
ACH-000263,-1.60128445816
ACH-000264,-1.7796957401599998
ACH-000265,-1.2446202886700002
ACH-000266,-1.3136327538099999
ACH-000272,-1.38866487882
ACH-000273,-1.5252647297600002
ACH-000274,-1.11698841831
ACH-000277,-1.3108221832200002
ACH-000278,-1.0458620568700001
ACH-000279,-1.6061774809799998
ACH-000280,-1.26153711652
ACH-000281,-1.5287828403400001
ACH-000288,-1.50366084669
ACH-000291,-1.5088179469
ACH-000293,-0.982204868943
ACH-000294,-1.45444528486
ACH-000295,-1.92291078246
ACH-000296,-1.5626868983500002
ACH-000302,-0.9438299455429999
ACH-000304,-1.22404456733
ACH-000307,-1.29671648456
ACH-000308,-0.8354575276459999
ACH-000310,-1.1616746658900001
ACH-000311,-1.2315648539
ACH-000312,-1.3651495020200002
ACH-000315,-1.21930510159
ACH-000316,-1.0941918938500002
ACH-000317,-1.14785538372
ACH-000318,-1.4770049794600002
ACH-000319,-1.5378580622600002
ACH-000320,-1.2176541139200001
ACH-000322,-0.9415827956370001
ACH-000323,-1.2099001035899999
ACH-000324,-1.21873941531
ACH-000329,-1.52904316639
ACH-000330,-0.568117550457
ACH-000331,-1.0
ACH-000332,-1.24352642295
ACH-000334,-1.0178926394
ACH-000335,-1.37583424164
ACH-000336,-1.1255555724700002
ACH-000337,-1.1647899827600001
ACH-000339,-1.4274142904499998
ACH-000341,-1.7565441518599998
ACH-000348,-1.4468742842200002
ACH-000350,-0.8949820382350001
ACH-000352,-1.31801007855
