,RNF212B (100507650)
ACH-000004,-0.148953813979
ACH-000007,-0.103921151062
ACH-000009,-0.324987389582
ACH-000011,-0.08391305127240001
ACH-000012,-0.418504528834
ACH-000013,-0.22439263746500002
ACH-000014,-0.0917325016617
ACH-000015,-0.195030280819
ACH-000017,-0.269284328521
ACH-000018,-0.07914180381489999
ACH-000019,-0.227374260196
ACH-000021,-0.195706267447
ACH-000022,-0.097460418117
ACH-000025,-0.20114617640299998
ACH-000028,-0.228006990044
ACH-000030,-0.0636178901823
ACH-000035,-0.157682020009
ACH-000036,-0.17368534947900002
ACH-000037,0.0179621048251
ACH-000039,-0.309820977833
ACH-000040,-0.35198802814400004
ACH-000041,-0.208592246525
ACH-000042,-0.166888111737
ACH-000045,-0.155127111767
ACH-000047,-0.13204573338
ACH-000052,-0.314280923025
ACH-000053,-0.128418552149
ACH-000054,-0.050735976831499996
ACH-000055,-0.239768504537
ACH-000060,-0.231937781599
ACH-000067,-0.0439832406125
ACH-000070,0.105328111742
ACH-000075,-0.33545943529800004
ACH-000078,-0.243919577084
ACH-000082,-0.217796662775
ACH-000085,-0.208238129514
ACH-000086,-0.22855831070500002
ACH-000087,-0.501335550018
ACH-000092,-0.28995198119300003
ACH-000095,-0.05635940881299999
ACH-000097,-0.35196684133699996
ACH-000098,0.000750954038034
ACH-000099,-0.189427638406
ACH-000108,-0.013057694419100001
ACH-000113,-0.112799288608
ACH-000115,-0.125664836047
ACH-000116,-0.20495495204300002
ACH-000118,-0.33607528897
ACH-000120,-0.22341191304000002
ACH-000123,-0.12317504253799999
ACH-000127,-0.24158773795299998
ACH-000128,-0.393960666988
ACH-000132,-0.0583422298335
ACH-000133,-0.23848506765900002
ACH-000137,-0.0430645867462
ACH-000138,-0.281369488082
ACH-000142,-0.148150448316
ACH-000143,-0.0469368802419
ACH-000146,-0.36012602337099997
ACH-000148,-0.254076984497
ACH-000150,0.0841422489992
ACH-000152,-0.245455019036
ACH-000153,-0.445421033187
ACH-000159,-0.17835698047899998
ACH-000160,-0.487407299672
ACH-000163,-0.289104138799
ACH-000167,-0.321020580926
ACH-000168,-0.0811285565575
ACH-000169,-0.067510729705
ACH-000178,-0.185738318048
ACH-000182,-0.268796323412
ACH-000183,-0.121224777223
ACH-000188,-0.03693400577
ACH-000189,-0.0176582538654
ACH-000190,-0.28394221482099996
ACH-000198,-0.0356189650811
ACH-000204,-0.34024741667400005
ACH-000206,-0.173073382892
ACH-000207,0.0932347766221
ACH-000211,-0.11807466172499999
ACH-000215,-0.18013914168200001
ACH-000221,0.00602981437772
ACH-000222,-0.18521834131200002
ACH-000223,-0.20562260195700002
ACH-000226,-0.36724357155000004
ACH-000227,-0.036932780169800006
ACH-000228,-0.393721666673
ACH-000231,-0.182468422898
ACH-000232,-0.0991470254994
ACH-000233,0.034877846289199994
ACH-000234,-0.039582689803
ACH-000235,-0.160654414987
ACH-000237,0.0657286932364
ACH-000238,-0.014786838204099999
ACH-000243,-0.339481529516
ACH-000244,0.170313749181
ACH-000246,-0.278722214797
ACH-000248,-0.463974717718
ACH-000250,-0.173046008301
ACH-000251,-0.14843894947300001
ACH-000253,-0.201248416932
ACH-000255,-0.0539147627025
ACH-000256,-0.24814539383900003
ACH-000257,-0.512315388768
ACH-000258,0.0138367895218
ACH-000259,-0.17250899652499999
ACH-000260,-0.21468028393199998
ACH-000261,-0.158809989179
ACH-000262,-0.0271415406373
ACH-000263,-0.222476823758
ACH-000264,-0.34063712564099996
ACH-000265,-0.253989250942
ACH-000266,-0.237527834295
ACH-000272,-0.180412804324
ACH-000273,0.0356881949827
ACH-000274,-0.034004333402100004
ACH-000277,-0.0483673283196
ACH-000278,-0.277254106582
ACH-000279,-0.222025368149
ACH-000280,-0.19144528052999998
ACH-000281,-0.0646360475314
ACH-000288,-0.203966191881
ACH-000291,-0.21330379279599998
ACH-000293,-0.123856526642
ACH-000294,-0.24750880422
ACH-000295,-0.24861725759199998
ACH-000296,-0.375212020155
ACH-000302,-0.0371656778994
ACH-000304,-0.126902443213
ACH-000307,-0.25381390862500003
ACH-000308,-0.0835760591124
ACH-000310,-0.24472355984900002
ACH-000311,-0.45669526448299996
ACH-000312,-0.222469107491
ACH-000315,-0.0796344623774
ACH-000316,-0.125725677081
ACH-000317,-0.234483947132
ACH-000318,-0.34959035324
ACH-000319,-0.0440365143195
ACH-000320,-0.343421118457
ACH-000322,-0.191530827862
ACH-000323,-0.291827414392
ACH-000324,-0.173372078296
ACH-000329,-0.158924454268
ACH-000330,-0.122243892807
ACH-000331,-0.10756022895600001
ACH-000332,-0.24030320571
ACH-000334,-0.425618397827
ACH-000335,-0.371115375584
ACH-000336,-0.287712147106
ACH-000337,-0.252324218283
ACH-000339,-0.369110239503
ACH-000341,-0.635673533297
ACH-000348,-0.154563797096
ACH-000350,-0.17420128011500002
ACH-000352,-0.119220376395
ACH-000356,-0.317310109283
ACH-000361,-0.392338645973
ACH-000362,-0.18337124868299998
ACH-000363,-0.34092003096900003
ACH-000364,-0.121103010103
ACH-000365,-0.20680001413199997
ACH-000366,-0.285698857327
ACH-000368,-0.0171742526144
ACH-000374,-0.0561562740719
