,UVRAG (7405)
ACH-000237,-0.19539240196600002
ACH-000238,0.198598386214
ACH-000243,0.0054486916583100006
ACH-000244,-0.578306027486
ACH-000246,0.0330953783143
ACH-000248,-0.283221359555
ACH-000250,-0.152445315329
ACH-000251,-0.028092071868199998
ACH-000253,-0.267511582739
ACH-000255,-0.440323544776
ACH-000256,-0.39605387733400005
ACH-000257,-0.27274363083000003
ACH-000258,-0.155395207185
ACH-000259,-0.406846715028
ACH-000260,-0.466558134062
ACH-000261,-0.27578162788000005
ACH-000262,0.135603136635
ACH-000263,-0.0399053875241
ACH-000264,-0.218109727996
ACH-000265,-0.224227394183
ACH-000266,-0.35104197060099995
ACH-000272,-0.331391973648
ACH-000273,-0.318035749796
ACH-000274,-0.242199300735
ACH-000277,-0.519088532018
ACH-000278,-0.108615075896
ACH-000279,-0.179742705025
ACH-000280,-0.374404773802
ACH-000281,-0.09576175540489999
ACH-000288,-0.184298859203
ACH-000291,-0.158291195562
ACH-000293,-0.421849128359
ACH-000294,-0.133821027335
ACH-000295,-0.21053055545000002
ACH-000296,-0.513314712516
ACH-000302,-0.291620486877
ACH-000304,-0.206964435427
ACH-000307,-0.39301393486599995
ACH-000308,-0.290064956208
ACH-000310,-0.0527254769233
ACH-000311,-0.356693298915
ACH-000312,-0.257880144331
ACH-000315,0.10648355781600001
ACH-000316,-0.647034473028
ACH-000317,-0.205641634064
ACH-000318,-0.552117897046
ACH-000319,-0.322241126868
ACH-000320,-0.17572420196400002
ACH-000322,-0.234441174687
ACH-000323,-0.7732474384289999
ACH-000324,-0.369533861021
ACH-000329,-0.09447558923489999
ACH-000330,-0.347507361654
ACH-000331,-0.430912038571
ACH-000332,-0.0556685258708
ACH-000334,-0.100212518596
ACH-000335,-0.408248924211
ACH-000336,0.0596084001193
ACH-000337,-0.400316907456
ACH-000339,-0.44367868137500005
ACH-000341,-0.055526566660400005
ACH-000348,-0.106346414584
ACH-000350,-0.10361679341499999
ACH-000352,-0.377399209304
ACH-000356,-0.44289559442500004
ACH-000361,-0.340576285159
ACH-000362,-0.29329388298500003
ACH-000363,-0.264514565849
ACH-000364,-0.221707018116
ACH-000365,-0.27327928388399997
ACH-000366,-0.264167397896
ACH-000368,-0.334256726912
ACH-000374,-0.337074746069
ACH-000375,-0.466462910997
ACH-000376,-0.313818010457
ACH-000381,-0.0704784911503
ACH-000383,-0.09886644314480002
ACH-000387,-0.14619609774800002
ACH-000389,-0.0929898814215
ACH-000390,-0.23142293930799998
ACH-000393,-0.255624368631
ACH-000395,-0.308299743555
ACH-000397,-0.12983016806
ACH-000401,-0.274568299065
ACH-000402,-0.5116228044219999
ACH-000403,-0.016545196712100002
ACH-000404,-0.00428621890336
ACH-000406,-0.228971662012
ACH-000407,-0.11836677377699999
ACH-000408,-0.353843738942
ACH-000410,-0.218316614887
ACH-000411,-0.514553063939
ACH-000414,-0.42918587350299997
ACH-000415,-0.400902482904
ACH-000416,-0.350088449446
ACH-000420,-0.5395882246429999
ACH-000421,-0.26448922054699997
ACH-000424,-0.402578251686
ACH-000425,-0.35736444595399997
ACH-000426,-0.119328416429
ACH-000427,-0.34023032839699996
ACH-000433,-0.358217897425
ACH-000436,-0.12413948478499999
ACH-000444,-0.096138008954
ACH-000445,-0.183939200767
ACH-000448,-0.5404902361330001
ACH-000450,-0.455293076721
ACH-000452,-0.427836763479
ACH-000454,-0.301568667674
ACH-000458,-0.388009551475
ACH-000459,-0.0753556135331
ACH-000460,-0.381121023186
ACH-000461,-0.0079029026018
ACH-000463,-0.267655239485
ACH-000464,-0.23771857720400003
ACH-000466,-0.326725343911
ACH-000467,-0.302464360342
ACH-000468,-0.24522007654300002
ACH-000469,-0.422699361958
ACH-000470,-0.274812115924
ACH-000471,-0.37846710653399995
ACH-000472,-0.188522359364
ACH-000473,-0.248271162724
ACH-000475,-0.285649517126
ACH-000476,-0.41089099468400003
ACH-000477,-0.411918891107
ACH-000480,-0.26482594163199996
ACH-000481,-0.212828815735
ACH-000483,-0.322275544115
ACH-000484,-0.12792157679500002
ACH-000485,-0.419382768417
ACH-000486,-0.42981052137500003
ACH-000487,-0.0162282027492
ACH-000488,-0.264384737885
ACH-000490,-0.315682651112
ACH-000491,-0.450106319549
ACH-000495,-0.17003651784
ACH-000496,-0.3957471135
ACH-000499,0.0353933071521
ACH-000500,-0.030096977714499998
ACH-000502,-0.232503365103
ACH-000503,-0.22498538205200003
ACH-000505,-0.121885378831
ACH-000507,-0.34528713594599997
ACH-000510,-0.141990846625
ACH-000511,-0.33975419590800005
ACH-000512,0.106537682201
ACH-000516,-0.662974813403
ACH-000517,-0.348421148248
ACH-000518,-0.166844465243
ACH-000520,-0.32703232737300003
ACH-000521,-0.9437035643080001
ACH-000522,-0.133976001943
ACH-000524,-0.224796911807
ACH-000527,-0.47887669864200005
ACH-000528,-0.49316595764
ACH-000537,-0.642181785239
ACH-000541,-0.30322116002
ACH-000542,-0.271138589436
ACH-000544,-0.38056564803599996
ACH-000545,-0.167017415087
ACH-000547,-0.0541894326382
ACH-000548,-0.404915915355
ACH-000549,-0.17579555628899998
ACH-000550,-0.010019537824299998
ACH-000552,-0.210823130354
ACH-000556,-0.320732854535
ACH-000557,-0.06713028717130001
ACH-000570,-0.19733622640999998
ACH-000571,-0.158464000759
ACH-000573,-0.324432006473
ACH-000576,-0.192138593953
ACH-000580,-0.14776624516200002
ACH-000584,-0.014335540533
ACH-000585,-0.15791098702099998
ACH-000588,-0.223434464633
ACH-000589,-0.183778636181
ACH-000591,-0.287837963917
ACH-000593,-0.268195121573
ACH-000600,-0.6727237280399999
ACH-000601,-0.420713919745
ACH-000604,-0.185709828663
ACH-000605,-0.43268071259999996
ACH-000606,-0.417600407909
ACH-000608,-0.0650214513393
ACH-000614,-0.0569812171957
ACH-000616,-0.17188740698600002
ACH-000618,-0.33785724573799997
ACH-000619,-0.262933855893
ACH-000620,-0.515156794143
ACH-000621,-0.328497044945
ACH-000622,-0.0476797604051
ACH-000623,-0.126129857987
ACH-000624,-0.040840705394900007
ACH-000627,-0.130897011841
ACH-000630,-0.5602344760469999
ACH-000632,-0.17845859145999998
ACH-000633,-0.25913663465500003
ACH-000637,-0.279546872013
ACH-000638,-0.266469985417
ACH-000646,-0.7040858533650001
ACH-000647,-0.133736088452
ACH-000648,-0.261554756996
ACH-000649,-0.323460113831
ACH-000651,-0.0792320669225
ACH-000652,-0.164277555674
ACH-000653,-0.25548078446
ACH-000657,-0.32793833681699996
ACH-000658,-0.112504799905
ACH-000661,-0.18470649453899998
ACH-000662,0.180262194279
ACH-000663,-0.16184598316600002
ACH-000665,-0.265731111768
ACH-000671,-0.45113606878999996
ACH-000673,-0.563466563748
ACH-000676,-0.021307387475900004
ACH-000677,-0.176088335256
ACH-000681,-0.397878193357
ACH-000682,-0.318074533757
ACH-000683,-0.741858766424
ACH-000684,-0.219988233563
ACH-000688,-0.404787141985
ACH-000693,-0.454558696907
ACH-000694,-0.269714071123
ACH-000695,-0.015579662734700002
ACH-000696,-0.306583383443
ACH-000697,-0.20006414009399998
ACH-000699,-0.360107625434
ACH-000701,-0.013719964969600002
ACH-000706,-0.093709003087
ACH-000711,-0.126795303553
ACH-000713,-0.0841873472902
ACH-000714,-0.0511383623241
ACH-000718,-0.5792034318289999
ACH-000720,-0.28021092851999996
ACH-000721,-0.202541829086
ACH-000724,-0.34226255445799997
ACH-000725,-0.617304620846
ACH-000732,-0.583861574062
ACH-000734,-0.196952286695
ACH-000735,-0.156515686814
ACH-000736,-0.012088416492099999
ACH-000738,-0.16213480291500001
ACH-000746,-0.0424360978811
ACH-000747,-0.18397285294
ACH-000748,-0.30001564686099996
ACH-000753,-0.230264591515
ACH-000756,-0.11921423974199999
ACH-000757,-0.39699729817900004
ACH-000758,-0.387485372881
ACH-000760,-0.23896854369000003
ACH-000763,-0.10278340098300001
ACH-000764,-0.44918515882200005
ACH-000765,-0.270039629907
ACH-000766,-0.068326339532
ACH-000767,-0.278644144948
ACH-000768,-0.383158723198
ACH-000769,-0.349889006699
ACH-000770,-0.37942603288599996
ACH-000771,-0.42603512916
ACH-000773,-0.0177648931265
ACH-000776,-0.165973752147
ACH-000777,-0.320969945066
ACH-000778,-0.389903343764
ACH-000781,-0.40575820566799997
ACH-000782,-0.28304939034800003
ACH-000783,-0.670568188581
ACH-000784,-0.135699426585
ACH-000785,-0.528633385828
ACH-000787,-0.225103928033
ACH-000788,-0.21540645803800001
ACH-000791,-0.276120114076
ACH-000792,-0.258128402231
ACH-000794,-0.270313085789
ACH-000796,-0.308050033554
ACH-000799,-0.327416968209
ACH-000800,-0.269474212599
ACH-000802,-0.441215733038
ACH-000804,-0.12156294555500001
ACH-000805,-0.242754262737
ACH-000809,-0.0173818973559
ACH-000810,-0.10036447246300001
ACH-000811,-0.18766259551699999
ACH-000817,-0.20773419186900002
ACH-000819,-0.0802537074328
ACH-000820,-0.294353168824
ACH-000821,-0.056062732454900004
ACH-000822,-0.366104161354
ACH-000823,-0.148835368184
ACH-000824,-0.45834759181100004
ACH-000827,-0.16167464889799998
ACH-000829,-0.248265389237
ACH-000831,-0.19995350100499998
ACH-000832,-0.22644820866999998
ACH-000833,-0.154026439796
ACH-000834,-0.09342374427439999
ACH-000835,-0.11197346868899999
ACH-000836,-0.3415037198
ACH-000837,-0.38334770537
ACH-000838,-0.318829853339
ACH-000839,-0.317400042396
ACH-000840,-0.140859871852
ACH-000841,-0.42088678850199995
ACH-000843,-0.324938297805
ACH-000846,-0.222994420597
ACH-000847,-0.508045019195
ACH-000848,-0.23009320638099998
ACH-000849,-0.0618975517363
ACH-000851,-0.19828594363
ACH-000855,0.0796614656517
ACH-000856,-0.33017763798
ACH-000858,-0.139474501871
ACH-000859,-0.062090217569399996
ACH-000861,-0.278555720485
ACH-000862,-0.294079798361
ACH-000865,-0.155091565966
ACH-000866,-0.376558975413
ACH-000867,-0.16895418316
ACH-000869,-0.202899849286
ACH-000872,-0.631442368944
ACH-000873,-0.436083493613
ACH-000876,-0.656092709012
ACH-000878,-0.372493167992
ACH-000880,-0.570259325169
ACH-000881,-0.221285934316
ACH-000882,-0.296816415594
ACH-000884,-0.261142221181
ACH-000885,-0.517669239006
ACH-000887,-0.43263324905
ACH-000888,-0.298316258814
ACH-000889,-0.200408223374
ACH-000890,-0.348849991742
ACH-000896,-0.240949247412
ACH-000898,-0.483159845132
ACH-000900,-0.184759755768
ACH-000901,-0.328667788572
ACH-000905,-0.00860931242897
ACH-000906,-0.299238158154
ACH-000907,-0.35290832015600004
ACH-000910,-0.130534895369
ACH-000911,-0.244568330796
ACH-000912,-0.16408013909900002
ACH-000913,-0.327763232216
ACH-000915,-0.15362941547599998
ACH-000916,-0.44833241793000006
ACH-000917,-0.45519626154
ACH-000921,-0.545413589698
ACH-000924,-0.373996644063
ACH-000926,-0.412108973359
ACH-000928,-0.302010159402
ACH-000929,-0.532458141214
ACH-000932,-0.41725885165
ACH-000935,-0.576297388083
ACH-000936,-0.39814401104900005
ACH-000937,-0.309752442374
ACH-000938,-0.220200243348
ACH-000939,-0.271207992656
ACH-000941,-0.38665536243299997
ACH-000943,-0.712622715603
ACH-000946,-0.26786010130800003
ACH-000947,-0.442327095308
ACH-000948,-0.634804851731
ACH-000950,-0.460779373683
ACH-000953,-0.060592298721000006
ACH-000957,-0.371588621149
ACH-000958,-0.299938972767
ACH-000960,-0.240686663508
ACH-000963,-0.6886800235160001
ACH-000968,-0.08675501976399999
ACH-000969,-0.36759986803499994
ACH-000973,-0.252472992618
ACH-000974,-0.279223779112
ACH-000975,-0.272592470804
ACH-000976,-0.14742615561699998
ACH-000978,-0.102272149395
ACH-000980,-0.209527950242
ACH-000984,-0.269269471825
ACH-000986,-0.24005372031
ACH-000988,-0.237281408343
ACH-000993,-0.0323944983294
ACH-000994,-0.291237867214
ACH-000996,0.00259365886028
ACH-001001,-0.273733847138
ACH-001020,-0.188326174039
ACH-001028,-0.19368792644000002
ACH-001031,-0.271679511708
ACH-001038,-0.222685027938
ACH-001048,-0.057149938734200004
ACH-001050,-0.29716964167599996
ACH-001053,0.008056372086560001
ACH-001054,-0.213436849521
ACH-001061,-0.35914337107600003
ACH-001067,-0.18032448051
ACH-001075,-0.309587994302
ACH-001096,-0.367524709741
ACH-001128,-0.48856537342399997
ACH-001134,-0.125880845271
ACH-001151,-0.20745300973499997
ACH-001163,-0.278172288649
ACH-001164,-0.095096347191
ACH-001173,-0.111594669233
ACH-001183,-0.225864599659
ACH-001184,-0.125488811333
ACH-001190,-0.5762909555160001
ACH-001192,-0.21534616121599998
ACH-001193,-0.614235617763
ACH-001196,-0.136165658559
ACH-001197,-0.370931105053
ACH-001205,-0.33507641220199996
ACH-001211,-0.47036662661000006
ACH-001212,-0.228356946758
ACH-001228,0.0331498838498
ACH-001232,-0.218495874185
ACH-001239,-0.08941171678570001
ACH-001274,-0.45144507626
ACH-001275,-0.09932011054030002
ACH-001277,-0.151093559815
ACH-001278,-0.269778935066
ACH-001280,-0.0195696858932
ACH-001283,-0.285176032685
ACH-001289,-0.34541170529
ACH-001295,-0.231130190889
ACH-001300,-0.192542774835
ACH-001301,0.061552768719
ACH-001302,0.0707954639665
ACH-001303,-0.26714432275100003
ACH-001306,-0.425526773578
ACH-001318,-0.168219227441
ACH-001322,-0.305206993445
ACH-001328,-0.422795295395
ACH-001332,-0.113855734224
ACH-001333,-0.411647564952
ACH-001336,-0.20713348326099998
ACH-001340,-0.265756526736
ACH-001346,0.0050954837952299995
ACH-001353,-0.0598733307691
ACH-001354,-0.11116116594799999
ACH-001367,-0.452154939712
ACH-001368,-0.296284761957
ACH-001374,-0.148332254872
ACH-001375,-0.20820455027600002
ACH-001377,-0.31462238074099996
ACH-001380,-0.276735009185
ACH-001391,-0.476541117273
ACH-001407,-0.183456861545
ACH-001408,-0.34289728512400003
ACH-001413,-0.342660661838
ACH-001430,-0.300093148141
ACH-001431,-0.6288378960050001
ACH-001450,-0.21300249601799998
ACH-001496,-0.346465451056
ACH-001500,-0.216220102751
ACH-001521,-0.592767124637
ACH-001523,-0.19138794223000002
ACH-001532,-0.290790431041
ACH-001536,-0.545206602568
ACH-001550,-0.301567747662
ACH-001552,-0.32519566447299997
ACH-001554,-0.28254820227099997
ACH-001645,-0.0697476694959
ACH-001654,-0.296220791046
ACH-001715,-0.345094290956
ACH-001735,-0.35200166700499996
ACH-001736,-0.14116596539100001
ACH-001737,-0.493346671412
ACH-001740,-0.20910853732700002
ACH-001745,-0.25386311186099997
ACH-001750,-0.33153342866700003
ACH-001765,-0.11451612887
ACH-001956,-0.294452950449
ACH-001957,-0.16898989419799998
