,SUPT20H (55578)
ACH-000004,-0.18355841273499998
ACH-000007,-0.27714819324
ACH-000009,-0.026068005762800002
ACH-000011,0.09634008070450001
ACH-000012,-0.386803871162
ACH-000013,-0.558606420761
ACH-000014,-0.6620865437510001
ACH-000015,-0.581731786566
ACH-000017,-0.793198896696
ACH-000018,-0.713551228985
ACH-000019,-0.0006802265517899999
ACH-000021,-0.434588031124
ACH-000022,-0.329785155805
ACH-000025,0.36277093445200004
ACH-000028,-0.320160021142
ACH-000030,-0.40743512027400003
ACH-000035,-0.520059323136
ACH-000036,-0.125987517953
ACH-000037,0.0405073167109
ACH-000039,0.308574915829
ACH-000040,-0.608322622366
ACH-000041,-0.6493402606700001
ACH-000042,-0.8730913693089999
ACH-000045,-0.0177042639563
ACH-000047,-0.35516737227
ACH-000052,-0.333810075695
ACH-000053,-0.928742256262
ACH-000054,0.5709390165079999
ACH-000055,-0.626726621271
ACH-000060,0.391391157746
ACH-000067,0.0651881863092
ACH-000070,-0.5491014880749999
ACH-000075,-0.33222093586199997
ACH-000078,-0.556836350756
ACH-000082,-0.712969106061
ACH-000085,-0.5765950673219999
ACH-000086,-0.397318839973
ACH-000087,-0.468735884622
ACH-000092,-0.375613261584
ACH-000095,-0.778596675756
ACH-000097,-0.494778421614
ACH-000098,-0.740721750396
ACH-000099,-0.24691461148000002
ACH-000108,-0.45513712744499996
ACH-000113,-0.55858050873
ACH-000115,-1.0748072897
ACH-000116,-0.298230577978
ACH-000118,-0.705945165422
ACH-000120,-0.41405389726899994
ACH-000123,-0.519521073682
ACH-000127,-0.655613636725
ACH-000128,-0.641707145471
ACH-000132,-0.18373865221400001
ACH-000133,-0.0152108542172
ACH-000137,-0.191468962871
ACH-000138,0.0725605527419
ACH-000142,-0.260319975009
ACH-000143,-0.693441705064
ACH-000146,-0.50766094508
ACH-000148,-0.638046255496
ACH-000150,0.374533719871
ACH-000152,-0.243893125007
ACH-000153,-0.957671090279
ACH-000159,-0.116928417291
ACH-000160,-0.151160775355
ACH-000163,-1.24535383016
ACH-000167,0.028490161516900002
ACH-000168,-0.56417992102
ACH-000169,-0.5808212286559999
ACH-000178,-0.536992705305
ACH-000182,0.131575758158
ACH-000183,-0.596838202682
ACH-000188,-0.17415760359299998
ACH-000189,1.0376622961700002
ACH-000190,-0.0727751898221
ACH-000198,-0.666279235161
ACH-000204,-0.598540048129
ACH-000206,-0.0297622525152
ACH-000207,-0.621658606854
ACH-000211,0.217887811725
ACH-000215,0.14804000794000002
ACH-000221,-0.451658223483
ACH-000222,-0.533761223272
ACH-000223,-0.585199962192
ACH-000226,-0.363112166577
ACH-000227,-0.827794101991
ACH-000228,-0.569838357888
ACH-000231,0.154300070411
ACH-000232,-0.427959302162
ACH-000233,-0.594051391764
ACH-000234,0.269923333221
ACH-000235,-0.48654623975199995
ACH-000237,0.200406658765
ACH-000238,-0.434924930575
ACH-000243,-0.760716096451
ACH-000244,2.69288486509
ACH-000246,0.5992028031800001
ACH-000248,-0.647575732658
ACH-000250,-0.0438961582101
ACH-000251,-0.403870253909
ACH-000253,-0.6280941999399999
ACH-000255,-0.263237325952
ACH-000256,-0.08089433181030001
ACH-000257,-0.137942629494
ACH-000258,-0.6818964632500001
ACH-000259,-0.617959835602
ACH-000260,-0.444613127648
ACH-000261,-0.14987672593
ACH-000262,0.177171147602
ACH-000263,-0.197756848745
