,DCST2 (127579)
ACH-000004,-0.11852375699500001
ACH-000007,-0.282432346238
ACH-000009,-0.419889323001
ACH-000011,-0.0686037262235
ACH-000012,-0.18748461674800002
ACH-000013,-0.045306635873
ACH-000014,-0.11667856042300001
ACH-000015,-0.213281612417
ACH-000017,0.0277962425643
ACH-000018,-0.0894141803964
ACH-000019,-0.07315758228889999
ACH-000021,-0.205991881186
ACH-000022,-0.034387364264099995
ACH-000025,-0.230625621082
ACH-000028,-0.138406413501
ACH-000030,-0.147588089069
ACH-000035,-0.22375749389000002
ACH-000036,-0.151899045545
ACH-000037,-0.147022346888
ACH-000039,-0.34665609083099996
ACH-000040,-0.188308356829
ACH-000041,-0.144898715613
ACH-000042,-0.155899255041
ACH-000045,-0.21631647490699998
ACH-000047,-0.154686259335
ACH-000052,0.0343940092272
ACH-000053,-0.151710399091
ACH-000054,-0.059036253360099995
ACH-000055,-0.36377005633299997
ACH-000060,-0.0169287291016
ACH-000067,-0.0105366953963
ACH-000070,-0.214498488412
ACH-000075,-0.0934885737436
ACH-000078,-0.33707278089000003
ACH-000082,-0.12524042368
ACH-000085,-0.08853189062820001
ACH-000086,-0.34168349947099996
ACH-000087,-0.1124706841
ACH-000092,-0.263155097761
ACH-000095,-0.146025928388
ACH-000097,-0.247723350204
ACH-000098,-0.25817781073199997
ACH-000099,-0.152446692159
ACH-000108,-0.25220287210299996
ACH-000113,-0.16393392086
ACH-000115,-0.12048781061200001
ACH-000116,-0.0954505859027
ACH-000118,-0.10086038772099999
ACH-000120,-0.334754763932
ACH-000123,-0.19543261155699998
ACH-000127,-0.310931413416
ACH-000128,-0.0848126272642
ACH-000132,-0.262525336622
ACH-000133,0.0170364789925
ACH-000137,-0.018272062139599997
ACH-000138,-0.217173512321
ACH-000142,-0.322349205079
ACH-000143,-0.0646145778898
ACH-000146,-0.23992690470400002
ACH-000148,-0.159198008969
ACH-000150,-0.11680886159399999
ACH-000152,-0.135749436107
ACH-000153,-0.580321360688
ACH-000159,-0.250401365359
ACH-000160,-0.062012134087300004
ACH-000163,-0.238037743739
ACH-000167,-0.134197847561
ACH-000168,-0.078602824942
ACH-000169,-0.283120397645
ACH-000178,-0.0594432468059
ACH-000182,-0.162291859299
ACH-000183,-0.333137888413
ACH-000188,-0.020552977357999998
ACH-000189,-0.0887950035183
ACH-000190,-0.319546511558
ACH-000198,-0.118881337228
ACH-000204,-0.448986190978
ACH-000206,-0.155875965054
ACH-000207,-0.09673292709310001
ACH-000211,-0.121022856791
ACH-000215,-0.255030464512
ACH-000221,-0.188300419091
ACH-000222,-0.110604372192
ACH-000223,-0.0933709410943
ACH-000226,-0.149989835584
