,RALBP1 (10928)
ACH-000004,0.07867123107160001
ACH-000007,0.06728792645840001
ACH-000009,0.06361464756900001
ACH-000011,-0.09565780024939999
ACH-000012,0.0434230453797
ACH-000013,-0.00402524497423
ACH-000014,0.130256805227
ACH-000015,0.052359563727
ACH-000017,-0.00679103085831
ACH-000018,-0.138614668395
ACH-000019,-0.314059819676
ACH-000021,-0.0289755639023
ACH-000022,-0.0028444445047399996
ACH-000025,-0.238317426882
ACH-000028,-0.0389954118126
ACH-000030,0.019250797634199998
ACH-000035,-0.07893831799260001
ACH-000036,-0.307057022916
ACH-000037,-0.312499360658
ACH-000039,-0.032969761345
ACH-000040,-0.10145839897
ACH-000041,-0.149002942591
ACH-000042,-0.0107330539221
ACH-000045,0.156088610032
ACH-000047,0.019920156456400002
ACH-000052,-0.243060395214
ACH-000053,0.0912993362699
ACH-000054,-0.193256532814
ACH-000055,-0.152900256572
ACH-000060,-0.0703543000837
ACH-000067,-0.07116926331689999
ACH-000070,0.147779371229
ACH-000075,0.205909797606
ACH-000078,-0.223360232218
ACH-000082,0.0335315013639
ACH-000085,-0.104983413293
ACH-000086,-0.036199998550199994
ACH-000087,-0.20151627805300001
ACH-000092,-0.125404408915
ACH-000095,-0.025967550051199998
ACH-000097,0.0616683488535
ACH-000098,0.0798461327273
ACH-000099,-0.028879582711400002
ACH-000108,0.004216070937769999
ACH-000113,-0.123641376106
ACH-000115,0.0135013288917
ACH-000116,0.0396854525313
ACH-000118,-0.145638549231
ACH-000120,-0.375399931291
ACH-000123,-0.10809242279100001
ACH-000127,-0.0051744313254099995
ACH-000128,0.0042041079318
ACH-000132,-0.0439061738683
ACH-000133,0.031049236705299996
ACH-000137,-0.130898382062
ACH-000138,-0.036671590608599994
ACH-000142,-0.08695946822069998
ACH-000143,-0.012051637903400001
ACH-000146,0.0426337646138
ACH-000148,0.07892149496419999
ACH-000150,-0.00237165252818
ACH-000152,0.151988175245
ACH-000153,-0.13868135049799998
ACH-000159,0.11732205795999998
ACH-000160,-0.0854463830617
ACH-000163,0.0391177737156
ACH-000167,-0.017946409466
ACH-000168,-0.09453886769410001
ACH-000169,0.0643496379634
ACH-000178,0.0478450634451
ACH-000182,-0.0735356251046
ACH-000183,-0.161329869967
ACH-000188,0.0144846832031
ACH-000189,0.026746673467900002
ACH-000190,0.0630890520709
ACH-000198,0.0712800753773
ACH-000204,-0.14670875466299999
ACH-000206,-0.201612598914
ACH-000207,-0.23265297482299999
ACH-000211,-0.0572064988654
ACH-000215,-0.008405863407479999
ACH-000221,-0.071789400304
ACH-000222,-0.19362365624699998
ACH-000223,0.040814691384099995
ACH-000226,-0.057718772127
ACH-000227,-0.0531761363192
