,RBP5 (83758)
ACH-000004,-0.145313443518
ACH-000007,0.117950003381
ACH-000009,0.143254380766
ACH-000011,-0.11697435996
ACH-000012,-0.0500317168083
ACH-000013,0.0979438285362
ACH-000014,0.032291296277799995
ACH-000015,-0.033869182736900004
ACH-000017,0.0963223062091
ACH-000018,-0.12585657590500002
ACH-000019,0.0610369323034
ACH-000021,-0.0596078460024
ACH-000022,0.06935740224439998
ACH-000025,0.163514820953
ACH-000028,-0.0334693804602
ACH-000030,0.0444831322526
ACH-000035,-0.04718138544290001
ACH-000036,0.06768879127119999
ACH-000037,0.04726333309380001
ACH-000039,0.140511362578
ACH-000040,-0.107222833682
ACH-000041,-0.0572095168995
ACH-000042,-0.00997532473731
ACH-000045,0.106785300777
ACH-000047,-0.057530756600199996
ACH-000052,-0.0144485397523
ACH-000053,-0.0267245382647
ACH-000054,0.100465544781
ACH-000055,-0.133370691362
ACH-000060,0.081722252154
ACH-000067,0.058540328003699994
ACH-000070,-0.0743668918703
ACH-000075,0.22561029402899999
ACH-000078,-0.057074809911599994
ACH-000082,0.12212288450099999
ACH-000085,0.231350298091
ACH-000086,0.0023512906503000003
ACH-000087,0.236265735032
ACH-000092,0.024332849889000002
ACH-000095,0.0763619049328
ACH-000097,0.015199637155799998
ACH-000098,0.015815257537200002
ACH-000099,0.044196947919100005
ACH-000108,0.029453320583099997
ACH-000113,-0.0713522660981
ACH-000115,-0.155186455807
ACH-000116,0.19541705969
ACH-000118,0.036218951013599995
ACH-000120,0.0417803424647
ACH-000123,0.0820472365498
ACH-000127,0.0268273417392
ACH-000128,0.167022000745
ACH-000132,0.0420003528335
ACH-000133,0.177432736438
ACH-000137,0.144400005256
ACH-000138,-0.0405359754861
ACH-000142,0.0187815291252
ACH-000143,-0.114956335067
ACH-000146,-0.10341788550799999
ACH-000148,0.0422277629185
ACH-000150,0.047998715538999995
ACH-000152,0.0542599732181
ACH-000153,-0.068134383671
ACH-000159,0.0224250470432
ACH-000160,-0.132376377627
ACH-000163,0.0808185453163
ACH-000167,0.0333420802502
ACH-000168,0.231869182095
ACH-000169,0.03587257874869999
ACH-000178,-0.10675883735899999
ACH-000182,0.11649828270899999
ACH-000183,0.156343297384
ACH-000188,0.0775961415151
ACH-000189,-0.104335346839
ACH-000190,-0.102767434933
ACH-000198,0.0200040596674
ACH-000204,0.252741505647
ACH-000206,-0.12064482213300001
ACH-000207,0.251554001356
ACH-000211,0.0993913779837
ACH-000215,-0.028781372714400004
ACH-000221,-0.0767575323634
ACH-000222,-0.290700811851
ACH-000223,0.019981753403
ACH-000226,-0.07805580815110001
ACH-000227,0.19612553305
ACH-000228,-0.309813072046
ACH-000231,0.0210693969575
ACH-000232,0.00404254428822
ACH-000233,0.0568703842896
ACH-000234,-0.0525943179567
ACH-000235,-0.06307269183669999
ACH-000237,0.0171289789349
ACH-000238,-0.028472144658400002
ACH-000243,-0.0013395529306199998
ACH-000244,0.08546301979210001
ACH-000246,-0.053979309429099995
ACH-000248,0.10312766621899999
ACH-000250,0.0758727490525
ACH-000251,0.04813538771919999
ACH-000253,0.157377794381
ACH-000255,0.127070134798
ACH-000256,0.006726824920239999
ACH-000257,0.0839294393331
ACH-000258,-0.06700506073059999
ACH-000259,-0.0591800280248
ACH-000260,0.153763266835
ACH-000261,0.0139079790499
ACH-000262,0.0291854789673
ACH-000263,0.0645983720288
ACH-000264,-0.139385443498
ACH-000265,0.09667965316310001
ACH-000266,-0.000808236256352
ACH-000272,0.053889568468699994
ACH-000273,-0.0681427328967
ACH-000274,-0.136381519795
ACH-000277,-0.08391746555410001
ACH-000278,0.11327770285599999
ACH-000279,-0.030675611115
ACH-000280,-0.0112639014883
ACH-000281,-0.34938117170500005
ACH-000288,-0.0805309900616
ACH-000291,-0.0728660550516
ACH-000293,0.39638044506
ACH-000294,-0.0167266514223
ACH-000295,-0.145438563162
ACH-000296,-0.126904642118
ACH-000302,0.07840415640930001
ACH-000304,0.2770991977
ACH-000307,-0.140437609289
ACH-000308,0.0132220941368
ACH-000310,-0.128186411551
ACH-000311,0.0133653699363
ACH-000312,-0.0792315061616
ACH-000315,0.130942619992
ACH-000316,-0.193189008946
ACH-000317,0.08401817764979999
ACH-000318,0.0721413740454
ACH-000319,0.026837672744299997
ACH-000320,-0.00350992764591
ACH-000322,0.22158737204300002
ACH-000323,-0.18884945833900002
ACH-000324,0.0234438233227
ACH-000329,0.10954352342399999
ACH-000330,0.110428635757
ACH-000331,0.010065657705100001
ACH-000332,-0.0672663903041
ACH-000334,0.025486185669700002
ACH-000335,-0.140697701776
ACH-000336,0.09055929193189999
ACH-000337,0.076676754193
ACH-000339,-0.131319711038
ACH-000341,0.157470759886
ACH-000348,-0.0217745877716
ACH-000350,-0.18770847798
ACH-000352,-0.030419505589
ACH-000356,-0.022255686571400004
ACH-000361,-0.00147767928766
ACH-000362,-0.0200377572702
ACH-000363,-0.0792618734078
ACH-000364,-0.0317311122449
ACH-000365,-0.203386985206
ACH-000366,-0.0928666184083
ACH-000368,0.15210287588
ACH-000374,0.0699224510161
ACH-000375,-0.09953383960550001
ACH-000376,-0.0788778159816
ACH-000381,-0.180562171525
ACH-000383,0.0469893980031
ACH-000387,-0.0124597547193
ACH-000389,0.566095986582
ACH-000390,0.0782393978909
ACH-000393,0.0608790345325
ACH-000395,0.0167290710671
ACH-000397,0.11768386847100001
ACH-000401,0.166726567411
ACH-000402,-0.0212907629174
ACH-000403,-0.0341424831953
ACH-000404,0.22450860528299998
ACH-000406,-0.08142180987210001
ACH-000407,0.0698742306999
ACH-000408,-0.09105042205710001
ACH-000410,0.0933331319307
ACH-000411,0.04751878737509999
ACH-000414,-0.0699183494288
ACH-000415,0.22848197485
ACH-000416,0.0403485074771
ACH-000420,0.076906848909
ACH-000421,0.140900262164
ACH-000424,-0.102046785585
ACH-000425,-0.016500131153700002
ACH-000426,-0.256991312649
ACH-000427,0.092925074639
ACH-000433,0.09271596090780002
ACH-000436,0.297583364178
ACH-000444,0.0250831047929
ACH-000445,0.359021450823
ACH-000448,-0.0008650971204760002
ACH-000450,0.107899186833
ACH-000452,0.0015351954856
ACH-000454,-0.021799755422900004
ACH-000458,0.0124258044914
ACH-000459,0.177023457823
ACH-000460,-0.0258482050776
ACH-000461,-0.08608676421669999
ACH-000463,0.00399890929563
ACH-000464,-0.23122092297200003
ACH-000466,0.268787440348
ACH-000467,-0.263415699012
ACH-000468,-0.28919214605
ACH-000469,0.0763239480932
ACH-000470,-0.170620840231
ACH-000471,-0.058381455649600004
ACH-000472,-0.022010707711
ACH-000473,-0.085645139428
ACH-000475,0.0439709983703
ACH-000476,0.11707387840700001
ACH-000477,0.30758487507
ACH-000480,-0.05781618845869999
ACH-000481,0.05370655772440001
ACH-000483,0.138239203008
ACH-000484,0.0981718560166
ACH-000485,0.06723936236980001
ACH-000486,0.179665662045
ACH-000487,-0.00681476369323
ACH-000488,0.0437790092198
ACH-000490,0.163404642456
ACH-000491,0.0638320607702
ACH-000495,0.0474322835468
ACH-000496,-0.12192357591399999
ACH-000499,0.226380533163
ACH-000500,0.169620772407
ACH-000502,-0.00361068087279
ACH-000503,-0.190606341227
ACH-000505,0.0974917194768
ACH-000507,0.0566582083354
ACH-000510,0.0329689589004
ACH-000511,-0.0849297193245
ACH-000512,-0.08564052281510001
ACH-000516,-0.0241830869315
ACH-000517,0.0481183114932
ACH-000518,0.0508766679216
ACH-000520,0.114146477661
ACH-000521,-0.13934111104
ACH-000522,0.0544652927112
ACH-000524,-0.030454654967999997
ACH-000527,0.058841000656500005
ACH-000528,0.0074116311878500004
ACH-000537,0.0593143671229
ACH-000541,0.0329667929439
ACH-000542,-0.0492260071078
ACH-000544,0.17509950985800002
ACH-000545,-0.0544071033785
ACH-000547,0.19798251138
ACH-000548,0.0926961813469
ACH-000549,-0.020327993191400003
ACH-000550,-0.034519771948300006
ACH-000552,0.0268152587665
ACH-000556,0.058988273187800006
ACH-000557,-0.150157079315
ACH-000570,0.127564938353
ACH-000571,-0.050915742430699996
ACH-000573,0.0465159390757
ACH-000576,0.012489438069200002
ACH-000580,-0.0665355728486
ACH-000584,0.0906086647455
ACH-000585,-0.031747008056900006
ACH-000588,-0.11018849886399999
ACH-000589,0.07595329996719999
ACH-000591,-0.109736885656
ACH-000593,-0.049788345524199994
ACH-000600,0.0524990324849
ACH-000601,0.010656378094899999
ACH-000604,0.25094007691799997
ACH-000605,0.0672789583966
ACH-000606,0.048153512572
ACH-000608,-0.052731238528800004
ACH-000614,0.054199457550999995
ACH-000616,0.0930217038916
ACH-000618,0.0946640923841
ACH-000619,0.23740490227299998
ACH-000620,0.11746471469900001
ACH-000621,-0.203209114789
ACH-000622,0.259323206065
ACH-000623,0.0821195805765
ACH-000624,0.0551675153024
ACH-000627,0.0282262656891
ACH-000630,-0.15536490604
ACH-000632,0.0950498176819
ACH-000633,0.114956081973
ACH-000637,0.0718356265178
ACH-000638,0.0212882649495
ACH-000646,0.22450114782299999
ACH-000647,-0.046397799597500004
ACH-000648,-0.0312936874184
ACH-000649,-0.0400463194831
ACH-000651,-0.0752408595781
ACH-000652,0.0176135224405
ACH-000653,0.189461755678
ACH-000657,0.0243978818507
ACH-000658,0.264705032046
ACH-000661,-0.015760728135899998
ACH-000662,0.396563286324
ACH-000663,0.0521087778911
ACH-000665,-0.0144370560904
ACH-000671,0.0194002389145
ACH-000673,-0.106525545977
ACH-000676,-0.14573729914300002
ACH-000677,0.03960534026280001
