,CITED2 (10370)
ACH-000004,-0.09600139817569998
ACH-000007,-0.16478452457999998
ACH-000009,0.08472245136600001
ACH-000011,-0.172651203779
ACH-000012,-0.0526507400909
ACH-000013,-0.32158210401299997
ACH-000014,-0.049112636311999996
ACH-000015,0.00783792953752
ACH-000017,-0.365171671295
ACH-000018,-0.384554092843
ACH-000019,-0.725936371081
ACH-000021,-0.041715134728300005
ACH-000022,0.0226779044881
ACH-000025,-0.214406724776
ACH-000028,-0.122147403364
ACH-000030,-0.05149608246330001
ACH-000035,-0.00477543803639
ACH-000036,-0.29452802107500003
ACH-000037,-0.387179851114
ACH-000039,-0.191702912701
ACH-000040,-0.0753548424282
ACH-000041,-0.526820660526
ACH-000042,-0.147270181902
ACH-000045,-0.660090100795
ACH-000047,-0.042567252840800006
ACH-000052,-0.508623462937
ACH-000053,-0.494072476766
ACH-000054,-0.021981625145
ACH-000055,-0.160487379463
ACH-000060,-0.169106562297
ACH-000067,0.158743127636
ACH-000070,-0.000866138884778
ACH-000075,-0.529492382495
ACH-000078,-0.151730015612
ACH-000082,-0.06822598751430001
ACH-000085,-0.174190709404
ACH-000086,-0.288721677032
ACH-000087,-0.31121633908
ACH-000092,-0.37419225411300006
ACH-000095,-0.0729398565467
ACH-000097,-0.294778580058
ACH-000098,0.18830873769200002
ACH-000099,-0.16079368043700001
ACH-000108,0.108592323585
ACH-000113,-0.5030519312389999
ACH-000115,-0.604264061587
ACH-000116,-0.546640302072
ACH-000118,-0.04466612423219999
ACH-000120,-0.35370856516099997
ACH-000123,-0.052753757886899996
ACH-000127,-0.227916026745
ACH-000128,-0.141212825039
ACH-000132,-0.171531066307
ACH-000133,-0.185108360345
ACH-000137,-0.10727854047900001
ACH-000138,0.038660938866800006
ACH-000142,-0.0646847945182
ACH-000143,-0.143073324152
ACH-000146,-0.230652187348
ACH-000148,0.153830428315
ACH-000150,0.00282932740161
ACH-000152,-0.06862069180250001
ACH-000153,-0.0573567772805
ACH-000159,-0.20172772181200002
ACH-000160,0.45252740123499996
ACH-000163,0.0105830671205
ACH-000167,1.2993091798
ACH-000168,0.0291215179874
ACH-000169,-0.0933083757694
ACH-000178,-0.17290631905499998
ACH-000182,-0.033637984232400005
ACH-000183,-0.291610238554
ACH-000188,0.00205189017049
ACH-000189,-0.188609770539
ACH-000190,0.4456579893
ACH-000198,-0.869880471963
ACH-000204,-0.04537913391580001
ACH-000206,-0.178611131703
ACH-000207,-0.044773183597099996
ACH-000211,-0.16066763662
ACH-000215,-0.106395163405
ACH-000221,-0.053366414201300005
ACH-000222,-0.012036973783
ACH-000223,-0.16986685001600002
ACH-000226,-0.131863047631
ACH-000227,-0.062453315866900005
ACH-000228,0.0925966584547
ACH-000231,-0.314944254855
ACH-000232,-0.00917174452034
ACH-000233,-0.133503105816
ACH-000234,-0.55238432122
ACH-000235,-0.0965255182245
ACH-000237,-0.26995181353799996
ACH-000238,-0.0783097142929
ACH-000243,0.0512831177145
ACH-000244,0.156411673144
ACH-000246,-0.139118868831
ACH-000248,-0.0190921450951
ACH-000250,-0.282697774899
ACH-000251,0.132639853126
ACH-000253,-0.159890141854
ACH-000255,0.04001917363080001
ACH-000256,-0.310618400454
ACH-000257,-0.0680364318364
ACH-000258,0.003984765827369999
ACH-000259,-0.0169303578094
ACH-000260,-0.194875726351
ACH-000261,-0.280933956921
ACH-000262,-0.420521174574
ACH-000263,0.00180682984186
ACH-000264,-0.213601292588
ACH-000265,0.0618438211638
ACH-000266,-0.136347476075
ACH-000272,-0.347904066398
ACH-000273,-0.269986482512
ACH-000274,-0.152910072221
