,IGFLR1 (79713)
ACH-000004,-0.051773385230900006
ACH-000007,-0.153294912326
ACH-000009,-0.40253837061700004
ACH-000011,-0.14810457137900002
ACH-000012,-0.32239264162
ACH-000013,-0.598799778081
ACH-000014,-0.270752047261
ACH-000015,-0.253714583017
ACH-000017,-0.25223008678500003
ACH-000018,-0.51329099567
ACH-000019,-0.342426643449
ACH-000021,-0.43034073062399997
ACH-000022,-0.243279407243
ACH-000025,-0.189367930027
ACH-000028,-0.348450043149
ACH-000030,-0.35190125913900006
ACH-000035,-0.44450041763400006
ACH-000036,-0.294227721825
ACH-000037,-0.324084164295
ACH-000039,-0.159445607756
ACH-000040,0.0649223639965
ACH-000041,-0.329645156775
ACH-000042,-0.299969102795
ACH-000045,-0.393811706696
ACH-000047,-0.0021699795208200002
ACH-000052,-0.282045930121
ACH-000053,-0.392155246758
ACH-000054,-0.346875550282
ACH-000055,-0.146618718292
ACH-000060,-0.157787962157
ACH-000067,-0.166144767977
ACH-000070,0.101246246629
ACH-000075,-0.361062052935
ACH-000078,-0.200668759535
ACH-000082,-0.339563629827
ACH-000085,0.0102589070899
ACH-000086,-0.320681690234
ACH-000087,-0.0577383820498
ACH-000092,-0.393604709028
ACH-000095,-0.244516232929
ACH-000097,-0.38834235663500005
ACH-000098,-0.37152371869199996
ACH-000099,-0.222160489023
ACH-000108,-0.301222162549
ACH-000113,-0.20547244996800001
ACH-000115,-0.059285209048800004
ACH-000116,-0.10232529887700001
ACH-000118,-0.269050352524
ACH-000120,-0.268570701687
ACH-000123,-0.11491811126599999
ACH-000127,-0.238073762068
ACH-000128,-0.09783223261510002
ACH-000132,-0.123401487891
ACH-000133,-0.251709153809
ACH-000137,-0.463724714037
ACH-000138,-0.414093542606
ACH-000142,-0.302482879416
ACH-000143,-0.273877859014
ACH-000146,-0.4582034389
ACH-000148,-0.125044733552
ACH-000150,-0.32680658393
ACH-000152,-0.242960043609
ACH-000153,-0.111081766145
ACH-000159,-0.24921120219300003
ACH-000160,-0.34289785627400005
ACH-000163,-0.10413062111400001
ACH-000167,-0.2436231132
ACH-000168,-0.253065471167
ACH-000169,-0.135804442577
ACH-000178,-0.171470665282
ACH-000182,-0.056481081416699996
ACH-000183,-0.426796967639
ACH-000188,-0.266680334019
ACH-000189,-0.5123573897339999
ACH-000190,-0.380598435068
ACH-000198,-0.057518118272
ACH-000204,-0.13060520696
ACH-000206,-0.0570029969629
ACH-000207,0.11220826944599999
ACH-000211,-0.214859480797
ACH-000215,-0.203238740557
ACH-000221,-0.23468717660799998
ACH-000222,-0.307387531351
ACH-000223,-0.109932011921
ACH-000226,-0.165300203124
ACH-000227,-0.212198724936
ACH-000228,-0.224773349466
ACH-000231,-0.09862798794739999
ACH-000232,-0.338105772404
ACH-000233,-0.343602983728
ACH-000234,-0.46119392054700004
ACH-000235,-0.273559339844
ACH-000237,-0.149105883356
ACH-000238,-0.0903546896367
ACH-000243,-0.220449753667
ACH-000244,-0.11517188439099998
ACH-000246,-0.260229796911
ACH-000248,-0.358749602806
ACH-000250,-0.234586999309
ACH-000251,-0.64721573378
ACH-000253,-0.21438323436700002
ACH-000255,-0.264971404699
ACH-000256,-0.26630621625399997
ACH-000257,-0.054122220294000004
ACH-000258,-0.0555169990988
ACH-000259,-0.240980013126
ACH-000260,-0.13861404016599999
ACH-000261,-0.240489418144
ACH-000262,-0.328171232617
ACH-000263,0.129622828305
ACH-000264,-0.166275350308
ACH-000265,-0.27198912058499997
ACH-000266,-0.290447553335
ACH-000272,-0.21098556691700002
ACH-000273,-0.139586365768
ACH-000274,-0.165674258136
ACH-000277,-0.25467256315299996
ACH-000278,-0.39744144182499996
ACH-000279,-0.0144159322284
ACH-000280,-0.483868537811
ACH-000281,0.0540546037864
ACH-000288,-0.208812763503
ACH-000291,-0.42486397614699994
ACH-000293,-1.10074264539
ACH-000294,-0.106861475371
ACH-000295,0.228578182599
ACH-000296,-0.423248652743
ACH-000302,-0.590385957255
ACH-000304,-0.4440564369100001
ACH-000307,-0.08790441057369999
ACH-000308,-0.356194414019
ACH-000310,-0.38955457200599997
ACH-000311,-0.26706897382100003
ACH-000312,-0.195695057689
ACH-000315,-0.297321163864
ACH-000316,0.00375472474762
ACH-000317,0.0728379397567
ACH-000318,-0.324149424925
ACH-000319,-0.37604715809600003
ACH-000320,-0.176374750036
ACH-000322,-0.08137739785569999
ACH-000323,-0.30172208801600003
ACH-000324,-0.305220349414
ACH-000329,-0.298275597748
ACH-000330,-0.274456206019
ACH-000331,-0.0643406609733
ACH-000332,-0.22860026664799998
ACH-000334,-0.4284242115
ACH-000335,-0.354352610002
ACH-000336,-0.317873272245
ACH-000337,-0.1604942103
ACH-000339,-0.31171355388300004
ACH-000341,-0.173222849548
ACH-000348,-0.115171725009
ACH-000350,-0.286463381904
ACH-000352,-0.219856694518
ACH-000356,-0.32258271331099997
ACH-000361,0.117047333159
ACH-000362,-0.21764329101100002
ACH-000363,-0.168370965496
ACH-000364,-0.18237200108100002
ACH-000365,-0.227012251372
ACH-000366,-0.311340828327
ACH-000368,-0.197596405192
ACH-000374,0.00608144857893
ACH-000375,-0.291716990231
ACH-000376,-0.0771699139034
ACH-000381,0.0893167140943
ACH-000383,-0.24407163501999996
ACH-000387,-0.572496753473
ACH-000389,-0.40898631088799997
ACH-000390,-0.300213176768
ACH-000393,-0.0502469934461
ACH-000395,-0.6062330388600001
ACH-000397,-0.26116895548700003
ACH-000401,-0.243338235504
ACH-000402,-0.392712169382
ACH-000403,-0.269466025778
ACH-000404,0.04958989495109999
ACH-000406,-0.222726632267
ACH-000407,-0.11066166491599999
ACH-000408,-0.319892676626
ACH-000410,-0.055159757754800004
ACH-000411,-0.131037443204
ACH-000414,-0.352507601968
ACH-000415,-0.27626338307799997
ACH-000416,-0.2736292689
ACH-000420,-0.144818240233
ACH-000421,-0.101802349845
ACH-000424,0.017826867913599997
ACH-000425,-0.110276433925
ACH-000426,0.0287582397196
ACH-000427,-0.288425415566
ACH-000433,-0.26112329041099996
ACH-000436,-0.120207778972
ACH-000444,-0.155289858152
ACH-000445,-0.41424836142300003
ACH-000448,-0.28460912529300003
ACH-000450,-0.228222450504
ACH-000452,-0.166167436319
ACH-000454,-0.389271784571
ACH-000458,-0.11964415575500001
ACH-000459,-0.102060141582
ACH-000460,-0.17303251625500002
ACH-000461,-0.12794161106899998
ACH-000463,-0.23849861677700002
ACH-000464,-0.13877630060499999
ACH-000466,-0.242961434434
ACH-000467,-0.26037730018000005
ACH-000468,-0.41439565503200004
ACH-000469,-0.11750728338300001
ACH-000470,-0.347589719928
ACH-000471,-0.32832016448199997
ACH-000472,-0.38100678190700005
ACH-000473,-0.195484535015
ACH-000475,-0.341524932682
ACH-000476,-0.22749237091699998
ACH-000477,-0.0366301208408
ACH-000480,-0.130009086074
ACH-000481,-0.276376733516
ACH-000483,-0.34062813152099997
ACH-000484,-0.517781197675
ACH-000485,-0.0102032328487
ACH-000486,-0.406890949539
ACH-000487,-0.190635624762
ACH-000488,-0.114612919556
ACH-000490,-0.298339668979
ACH-000491,-0.282037605004
ACH-000495,-0.162898029932
ACH-000496,-0.292125909708
ACH-000499,-0.884859262383
ACH-000500,0.384377392554
ACH-000502,-0.42388182477799996
ACH-000503,-0.484619532668
ACH-000505,-0.31644319965900003
ACH-000507,-0.117689960173
ACH-000510,-0.527296818184
ACH-000511,-0.282881675243
ACH-000512,-0.322304244272
ACH-000516,-0.250917793682
ACH-000517,-0.326395450466
ACH-000518,-0.152678379739
ACH-000520,-0.24392986431299998
ACH-000521,-0.193805487434
ACH-000522,-0.17170791231199997
ACH-000524,-0.337378270576
ACH-000527,-0.257833165156
ACH-000528,-0.0795856184691
ACH-000537,-0.08887097804710001
ACH-000541,-0.550081357987
ACH-000542,-0.157621816468
ACH-000544,-0.266046715796
ACH-000545,-0.24936774373000004
ACH-000547,-0.19634385922800002
ACH-000548,-0.214199162028
ACH-000549,-0.297331860675
ACH-000550,-0.23357810843000001
ACH-000552,-0.287405107065
ACH-000556,-0.329565706484
ACH-000557,-0.193229593472
ACH-000570,-0.17709927397300002
ACH-000571,-0.308321548886
ACH-000573,-0.17207197173099997
ACH-000576,-0.267921021984
ACH-000580,-0.149859022086
ACH-000584,-0.223005296896
ACH-000585,-0.322148726894
ACH-000588,-0.346119997335
ACH-000589,-0.179277251574
ACH-000591,-0.201480576858
ACH-000593,-0.203866478657
ACH-000600,-0.111354111669
ACH-000601,-0.24282165582600002
ACH-000604,0.0773100572937
ACH-000605,-0.140551880119
ACH-000606,-0.382842497354
ACH-000608,-0.24809661551800002
ACH-000614,-0.268964676831
ACH-000616,-0.0996714845308
ACH-000618,-0.187651398046
ACH-000619,0.0398274880771
ACH-000620,-0.241403538007
ACH-000621,-0.431089282037
ACH-000622,-0.053265325682100004
ACH-000623,-0.120894291697
ACH-000624,-0.274976896217
ACH-000627,-0.282420680717
ACH-000630,-0.209211723967
ACH-000632,-0.171753722836
ACH-000633,-0.0958609924367
ACH-000637,-0.34296230693499996
ACH-000638,-0.34110350420100005
ACH-000646,-0.326554921327
ACH-000647,-0.127633086275
ACH-000648,-0.311506594709
ACH-000649,-0.23479915067200002
ACH-000651,-0.18337345832899998
ACH-000652,0.040372080105800005
ACH-000653,-0.233791256283
ACH-000657,-0.163350367415
