,RINT1 (60561)
ACH-000706,-0.706742567768
ACH-000711,-1.0
ACH-000713,-0.560806669768
ACH-000714,-0.494112245687
ACH-000718,-0.35615544951300004
ACH-000720,-0.889307108733
ACH-000721,-0.479195159601
ACH-000724,-0.9023344759020001
ACH-000725,-0.687128582238
ACH-000732,-0.7696172791920001
ACH-000734,-0.6302647015730001
ACH-000735,-0.553325530937
ACH-000736,-0.7782755572840001
ACH-000738,-0.437476390224
ACH-000746,-0.8401283060410001
ACH-000747,-0.587062090145
ACH-000748,-0.725259375132
ACH-000753,-0.987913921868
ACH-000756,-0.36539729425899997
ACH-000757,-0.478942921759
ACH-000758,-0.557912067408
ACH-000760,-0.7805657996340001
ACH-000763,-1.21926482236
ACH-000764,-0.597138998575
ACH-000765,-0.8102682968129999
ACH-000766,-0.547839541773
ACH-000767,-0.49441547768399996
ACH-000768,-0.7979144981999999
ACH-000769,-0.6965850819949999
ACH-000770,-0.495555567091
ACH-000771,-0.882115482086
ACH-000773,-0.37464257350999997
ACH-000776,-0.723443637901
ACH-000777,-0.7076075771439999
ACH-000778,-0.532734092903
ACH-000781,-0.657622252715
ACH-000782,-0.609551181947
ACH-000783,-0.36062643057300003
ACH-000784,-0.590785850052
ACH-000785,-0.38729708780199995
ACH-000787,-0.641183982176
ACH-000788,-0.6253629588499999
ACH-000791,-0.422265384835
ACH-000792,-0.686301562895
ACH-000794,-0.829604987414
ACH-000796,-0.5509144416130001
ACH-000799,-0.5632667069730001
ACH-000800,-0.8210423275290001
ACH-000802,-0.443262264536
ACH-000804,-0.548361805448
ACH-000805,-0.231188908258
ACH-000809,-0.429426053508
ACH-000810,-0.525840981462
ACH-000811,-0.914069809271
ACH-000817,-0.62976037468
ACH-000819,-0.8407427722390001
ACH-000820,-0.6814239772490001
ACH-000821,-0.636337946673
ACH-000822,-0.496547979388
ACH-000823,-0.66613984729
ACH-000824,-0.671784349208
ACH-000827,-0.6458366993169999
ACH-000829,-0.6484464122079999
ACH-000831,-0.695442709403
ACH-000832,-0.6827096562389999
ACH-000833,-0.50587698923
ACH-000834,-0.814683773223
ACH-000835,-0.77384037515
ACH-000836,-0.7695522535539999
ACH-000837,-0.85664851927
ACH-000838,-0.648927657895
ACH-000839,-0.518141003637
ACH-000840,-0.798138574322
ACH-000841,-0.638244345392
ACH-000843,-0.7470947066150001
ACH-000846,-0.49753730457900003
ACH-000847,-0.572083938904
ACH-000848,-0.385131161674
ACH-000849,-0.795704988845
ACH-000851,-0.8194522945810001
ACH-000855,-0.5339485344229999
ACH-000856,-0.60634601132
ACH-000858,-0.556555481737
ACH-000859,-0.7602937484010001
ACH-000861,-0.38865710936
ACH-000862,-0.750411590493
ACH-000865,-0.388982754973
ACH-000866,-0.708272863826
ACH-000867,-0.514324212825
ACH-000869,-0.607430104772
ACH-000872,-0.33401102329300003
ACH-000873,-0.826158700809
ACH-000876,-0.775769137374
ACH-000878,-0.7238513808600001
ACH-000880,-0.48153483084200005
ACH-000881,-0.61495313
ACH-000882,-0.45081723368999993
ACH-000884,-0.662649730798
ACH-000885,-0.44326917708499997
ACH-000887,-0.730215006047
ACH-000888,-0.849035124077
ACH-000889,-0.47341029821999997
ACH-000890,-0.560348880963
ACH-000896,-0.88133874726
ACH-000898,-0.710651276667
ACH-000900,-0.406682446172
ACH-000901,-0.537708070444
ACH-000905,-0.704588489343
ACH-000906,-0.679216495196
ACH-000907,-0.54464932669
ACH-000910,-0.6291754788270001
ACH-000911,-0.660412955941
ACH-000912,-0.506150197752
ACH-000913,-0.511240373864
ACH-000915,-0.36550213601899995
ACH-000916,-0.7138434165530001
ACH-000917,-0.895461150028
ACH-000921,-0.750178908262
ACH-000924,-0.306257122842
ACH-000926,-0.525623436665
ACH-000928,-0.513983179692
ACH-000929,-0.6939341427600001
ACH-000932,-0.7520883232410001
ACH-000935,-0.798740975577
ACH-000936,-0.37332195027599996
ACH-000937,-0.634566089667
ACH-000938,-0.500761594815
ACH-000939,-0.8444915865970001
ACH-000941,-0.6023620885750001
ACH-000943,-0.596430541172
ACH-000946,-0.697799465257
ACH-000947,-0.790923907067
ACH-000948,-0.971287261835
ACH-000950,-0.664617254191
ACH-000953,-0.398897076395
ACH-000957,-0.694523364198
ACH-000958,-0.29666538628
ACH-000960,-0.6580800025770001
ACH-000963,-0.309275444904
ACH-000968,-0.406389735272
ACH-000969,-0.7724229664419999
ACH-000973,-0.376439780901
ACH-000974,-0.614679947671
ACH-000975,-0.332469624727
ACH-000976,-0.909801198651
ACH-000978,-0.454097897879
ACH-000980,-0.583615907776
ACH-000984,-0.438895054937
ACH-000986,-0.618245180473
ACH-000988,-0.7746635771770001
ACH-000993,-0.7606158984100001
ACH-000994,-0.6649605301120001
ACH-000996,-0.447663629622
ACH-001001,-0.666033243502
ACH-001020,-0.703919032104
ACH-001028,-0.28854544137
ACH-001031,-0.745538449411
ACH-001038,-0.549935324602
ACH-001048,-0.982565585449
ACH-001050,-0.715011682462
ACH-001053,-0.692480022953
ACH-001054,-0.682241703067
ACH-001061,-0.713523624034
ACH-001067,-0.46660917788500006
ACH-001075,-0.8364863886149999
ACH-001096,-0.6036579468419999
ACH-001128,-0.39817135259400005
ACH-001134,-0.828094311259
ACH-001151,-0.7972316773929999
ACH-001163,-0.562145100894
ACH-001164,-0.7178626222840001
ACH-001173,-0.516232717314
ACH-001183,-1.04817352026
ACH-001184,-0.662040298802
ACH-001190,-0.48958233438500004
ACH-001192,-0.5712425187219999
ACH-001193,-0.344495217654
ACH-001196,-0.44586094185099995
ACH-001197,-0.684012044247
ACH-001205,-0.707540992736
ACH-001211,-0.49684380830200003
ACH-001212,-0.460262972025
ACH-001228,-0.580302480596
ACH-001232,-0.915684966581
ACH-001239,-0.4563676008
ACH-001274,-0.9698048269239999
ACH-001275,-0.622689119881
ACH-001277,-0.200610137477
ACH-001278,-0.9279776931360001
ACH-001280,-0.266258070929
ACH-001283,-0.8200942456460001
ACH-001289,-0.693806735648
ACH-001295,-0.859591170141
ACH-001300,-0.584368595876
ACH-001301,-0.9374612837799999
ACH-001302,-0.603871310959
ACH-001303,-0.45542299236100003
ACH-001306,-0.9219912805320001
ACH-001318,-0.513900718759
ACH-001322,-0.733348613188
ACH-001328,-0.739594180776
ACH-001332,-0.636649665155
ACH-001333,-0.412253557873
ACH-001336,-0.450010282517
ACH-001340,-0.829113690777
ACH-001346,-0.8437468155140001
ACH-001353,-0.61263789398
ACH-001354,-0.724955273703
ACH-001367,-0.78636911379
ACH-001368,-0.61909961057
ACH-001374,-0.517050635569
ACH-001375,-0.841502974704
ACH-001377,-0.665904090777
ACH-001380,-0.9264495912880001
ACH-001391,-0.939552430374
ACH-001407,-0.47609243951700003
ACH-001408,-0.999917266455
ACH-001413,-0.657679857931
ACH-001430,-0.603199800537
ACH-001431,-0.442540792049
ACH-001450,-0.781166430085
ACH-001496,-0.558743192782
ACH-001500,-0.746141402903
ACH-001521,-0.869432229662
ACH-001523,-0.650645105137
ACH-001532,-0.809164553646
ACH-001536,-0.569675380431
ACH-001550,-0.717102342495
ACH-001552,-0.7618930206029999
ACH-001554,-0.708123340412
ACH-001645,-0.997476295787
ACH-001654,-0.334925418316
ACH-001715,-0.690490983818
ACH-001735,-0.769032202096
ACH-001736,-0.56086199403
ACH-001737,-0.751104767295
ACH-001740,-0.410407706246
ACH-001745,-0.614943407017
ACH-001750,-0.790226374033
ACH-001765,-0.42199873231
ACH-001956,-0.386953103604
ACH-001957,-0.606864362989
