,SCYL2 (55681)
ACH-000004,0.026109260994500002
ACH-000007,0.402012430661
ACH-000009,0.0995846056021
ACH-000011,0.23494857809099998
ACH-000012,0.129503189146
ACH-000013,0.19133717583299997
ACH-000014,0.346118665524
ACH-000015,0.0687332930682
ACH-000017,0.037393799654
ACH-000018,0.032342968883
ACH-000019,0.18997870766
ACH-000021,0.0397507019319
ACH-000022,0.15997757988199998
ACH-000025,0.07574264235389999
ACH-000028,0.180265337963
ACH-000030,-0.00985719472998
ACH-000035,0.0422459446148
ACH-000036,0.165333348039
ACH-000037,-0.158929826169
ACH-000039,0.07752480072580001
ACH-000040,0.08473658038760001
ACH-000041,0.0999241880834
ACH-000042,0.16900263641600002
ACH-000045,0.0375242113475
ACH-000047,0.174279518463
ACH-000052,0.22170604207199998
ACH-000053,0.109327453955
ACH-000054,0.105400633332
ACH-000055,0.211282704516
ACH-000060,0.341799728209
ACH-000067,-0.0825951239946
ACH-000070,0.0653958097894
ACH-000075,0.0655033488923
ACH-000078,0.216607319729
ACH-000082,0.0351269507916
ACH-000085,0.399830154195
ACH-000086,-0.022775084369799997
ACH-000087,-0.037875755744
ACH-000092,0.062304318018500005
ACH-000095,0.140644050121
ACH-000097,0.288866478629
ACH-000098,-0.13556036366
ACH-000099,0.291624854249
ACH-000108,0.190315894126
ACH-000113,0.030947349076400003
ACH-000115,0.2677691716
ACH-000116,0.029816241629499998
ACH-000118,0.0557084471936
ACH-000120,0.16839397072299997
ACH-000123,0.0241514672551
ACH-000127,-0.0100853105123
ACH-000128,0.18647058456
ACH-000132,0.297874754824
ACH-000133,0.12907212297700002
ACH-000137,0.132346971857
ACH-000138,0.193060031042
ACH-000142,0.243092098891
ACH-000143,0.27048165496599996
ACH-000146,0.08687082092939999
ACH-000148,0.0064739075186199995
ACH-000150,0.0324202169693
ACH-000152,-0.352874105815
ACH-000153,0.622326129746
ACH-000159,0.0514183814877
ACH-000160,0.12993209546099999
ACH-000163,0.110309735514
ACH-000167,-0.21053823780900002
ACH-000168,-0.16638652996300002
ACH-000169,0.140100611513
ACH-000178,0.0403968345953
ACH-000182,0.08632167776789999
ACH-000183,0.164859173134
ACH-000188,0.1039536763
ACH-000189,0.0173808715862
ACH-000190,0.09144054042580001
ACH-000198,0.188266668224
ACH-000204,0.17832906640700003
ACH-000206,0.00913429397214
ACH-000207,0.37726260290700003
ACH-000211,0.0604188724027
ACH-000215,0.13455893922700002
ACH-000221,0.137197474595
ACH-000222,0.131045455482
ACH-000223,0.042732579747599996
ACH-000226,-0.0134057921927
ACH-000227,-0.0406742538968
ACH-000228,0.27978631887600003
ACH-000231,0.111172929541
ACH-000232,0.102580036075
ACH-000233,0.075639793223
ACH-000234,-0.103673685264
ACH-000235,0.143864568902
ACH-000237,0.226242895423
ACH-000238,0.0829449723785
ACH-000243,0.216860825411
ACH-000244,0.221817563938
ACH-000246,0.211768828208
ACH-000248,0.0726032174592
ACH-000250,0.102361077539
ACH-000251,0.302710980629
ACH-000253,0.22977876592500002
ACH-000255,-0.020863830778299997
ACH-000256,0.130347338442
ACH-000257,0.254341309153
ACH-000258,0.0726267240048
ACH-000259,0.260399315592
ACH-000260,0.178070920954
ACH-000261,-0.0030109170353299994
ACH-000262,-0.0366662045242
ACH-000263,-0.167431772699
ACH-000264,0.0623572490142
ACH-000265,0.0489103777432
ACH-000266,0.109734695005
ACH-000272,0.08832061971449999
ACH-000273,0.21521441330200003
ACH-000274,0.112819704661
ACH-000277,0.080596073929
ACH-000278,-0.0271278930095
ACH-000279,0.0679895969127
ACH-000280,0.406538075145
ACH-000281,0.130404981113
ACH-000288,0.0700326822414
ACH-000291,0.138061005472
ACH-000293,0.20170615635699998
ACH-000294,0.028785129129599997
ACH-000295,-0.04415213666130001
ACH-000296,0.243989136571
ACH-000302,0.169154603896
ACH-000304,-0.157874240276
ACH-000307,0.0810105252939
ACH-000308,0.14025575730999998
ACH-000310,0.0175783824768
ACH-000311,0.21106217898600002
ACH-000312,0.210944049272
ACH-000315,-0.176273383629
ACH-000316,0.15943238217
ACH-000317,-0.09795756787599999
ACH-000318,-0.044060767265900004
ACH-000319,0.32211839793499997
ACH-000320,0.17411344881299998
ACH-000322,0.0780761625688
ACH-000323,0.192476685454
ACH-000324,0.157959154619
ACH-000329,0.031888367491
ACH-000330,0.00723599759798
ACH-000331,0.207956612982
ACH-000332,0.0912821491555
ACH-000334,0.12489000487400001
ACH-000335,-0.165870194155
ACH-000336,0.128696398533
ACH-000337,0.171683215095
ACH-000339,0.0651984054378
ACH-000341,0.0868511468517
