,CHMP4B (128866)
ACH-000004,-1.2098609645799998
ACH-000007,-0.904501844313
ACH-000009,-0.21881249266199998
ACH-000011,-1.3776646988299999
ACH-000012,-0.787306722694
ACH-000013,-1.2862776491799999
ACH-000014,-1.25426049639
ACH-000015,-1.276327415
ACH-000017,-0.303446035905
ACH-000018,-0.8066033353059999
ACH-000019,-0.501148703455
ACH-000021,-0.464708261275
ACH-000022,-0.806442516291
ACH-000025,-1.1974096484299999
ACH-000028,-0.623081338131
ACH-000030,-0.854344594567
ACH-000035,-0.814128373838
ACH-000036,-1.0954490834200001
ACH-000037,-0.44840293406599996
ACH-000039,-1.23785975677
ACH-000040,-1.19448141099
ACH-000041,-1.74634472031
ACH-000042,-0.948642606654
ACH-000045,-1.11893397965
ACH-000047,-0.901096828477
ACH-000052,-1.24945173068
ACH-000053,-1.19985627267
ACH-000054,-1.5207320004700002
ACH-000055,-1.2210256768799999
ACH-000060,-1.01442915621
ACH-000067,-1.4918973869
ACH-000070,-1.11760904587
ACH-000075,-1.32744475104
ACH-000078,-1.42774039681
ACH-000082,-1.8229443541900003
ACH-000085,-0.8040379795899999
ACH-000086,-1.21955604781
ACH-000087,-1.22039959274
ACH-000092,-1.4137311358200002
ACH-000095,-1.4698956405599999
ACH-000097,-1.3540365681600002
ACH-000098,-0.8375355510510001
ACH-000099,-1.49134835192
ACH-000108,-1.23211822118
ACH-000113,-1.18964006192
ACH-000115,-0.6926982640070001
ACH-000116,-0.428309421444
ACH-000118,-0.701974760834
ACH-000120,-1.23613800373
ACH-000123,-1.05993114581
ACH-000127,-1.2532386022600002
ACH-000128,-0.8787678284010001
ACH-000132,-1.4281729306600002
ACH-000133,-1.04355263135
ACH-000137,-1.3066811418000002
ACH-000138,-0.8204084119380001
ACH-000142,-0.719086182985
ACH-000143,-1.2405205553299998
ACH-000146,-1.55472011913
ACH-000148,-1.1200409999299998
ACH-000150,-1.3876381312700001
ACH-000152,-1.4040644546399998
ACH-000153,-1.6252587307
ACH-000159,-0.9244853876479999
ACH-000160,-0.640372569354
ACH-000163,-1.29951853957
ACH-000167,-0.737057937885
ACH-000168,-1.49025319137
ACH-000169,-1.4072936140799999
ACH-000178,-1.00928325917
ACH-000182,-1.16520159412
ACH-000183,-1.2754892426200002
ACH-000188,-1.29661093032
ACH-000189,-0.8355998840019999
ACH-000190,-1.00981295403
ACH-000198,-1.1628582888299999
ACH-000204,-1.10684636276
ACH-000206,-0.6035267096670001
ACH-000207,-0.895231567865
ACH-000211,-1.2440052148799998
ACH-000215,-1.37354353674
ACH-000221,-1.1616545443600002
ACH-000222,-0.26341109771
ACH-000223,-0.64257300608
ACH-000226,-1.00090100541
ACH-000227,-2.44344927317
ACH-000228,-0.617089735735
ACH-000231,-1.2100535830399999
ACH-000232,-1.51904745143
ACH-000233,-0.569049687849
ACH-000234,-0.839082252903
ACH-000235,-0.64062504068
ACH-000237,-0.823187955156
ACH-000238,-1.0011817896700002
ACH-000243,-0.9432406137010001
ACH-000244,-1.5723640706200002
ACH-000246,-1.2230677275200001
ACH-000248,-0.365436928908
ACH-000250,-1.0227514143799998
