,MET (4233)
ACH-000004,0.15992642660599998
ACH-000007,0.132532625948
ACH-000009,0.11981458396
ACH-000011,0.15507570891699998
ACH-000012,0.136862669953
ACH-000013,0.19923862496199998
ACH-000014,0.165377031066
ACH-000015,0.0696989779533
ACH-000017,0.283609098453
ACH-000018,0.23693114746399999
ACH-000019,0.367024794045
ACH-000021,-0.0306043765619
ACH-000022,0.22029718632
ACH-000025,0.326385987027
ACH-000028,0.194467699339
ACH-000030,0.17641809757
ACH-000035,0.12125707908500001
ACH-000036,-0.70684908903
ACH-000037,0.0833214103304
ACH-000039,-0.0747578846469
ACH-000040,-0.18099420081700002
ACH-000041,0.07697262567470001
ACH-000042,0.111468437644
ACH-000045,0.0854015604181
ACH-000047,0.156122463456
ACH-000052,-0.0470975757021
ACH-000053,0.195414376517
ACH-000054,0.131413057861
ACH-000055,0.12023089378599999
ACH-000060,0.0011967308188199999
ACH-000067,-0.707042916817
ACH-000070,0.294006635644
ACH-000075,-0.29089731136700003
ACH-000078,0.136776258378
ACH-000082,0.041850029298999995
ACH-000085,0.247632634659
ACH-000086,0.260751130005
ACH-000087,0.0417472711784
ACH-000092,0.146711572786
ACH-000095,0.120941046589
ACH-000097,0.157590000717
ACH-000098,-0.587731802969
ACH-000099,0.19763687432500002
ACH-000108,0.17344874373
ACH-000113,0.22731039881700002
ACH-000115,0.18295435353199999
ACH-000116,0.242506816296
ACH-000118,0.111278560282
ACH-000120,0.0900347841403
ACH-000123,0.09478213404710001
ACH-000127,0.11220296894500001
ACH-000128,0.141543785362
ACH-000132,0.193698501983
ACH-000133,0.12099377734099999
ACH-000137,0.152269636199
ACH-000138,0.150011971499
ACH-000142,0.185732230538
ACH-000143,0.0611454639345
ACH-000146,0.0461254235111
ACH-000148,0.0591198357504
ACH-000150,0.2846430097
ACH-000152,0.103210693219
ACH-000153,-0.09491652442389999
ACH-000159,-0.046419648623299996
ACH-000160,0.153540294054
ACH-000163,0.35803475235200005
ACH-000167,0.12021622257799999
ACH-000168,0.0948820751967
ACH-000169,0.152442547781
ACH-000178,0.138611190259
ACH-000182,0.119594383007
ACH-000183,0.032112569944799996
ACH-000188,0.15800366942299998
ACH-000189,-0.10935594323100001
ACH-000190,-0.0251055289622
ACH-000198,0.124697924314
ACH-000204,0.13458496480999999
ACH-000206,0.32202284093199995
ACH-000207,0.107758656378
ACH-000211,0.169308524314
ACH-000215,-0.060508561557200004
ACH-000221,0.139368312849
ACH-000222,-0.0176962376281
ACH-000223,0.134342170116
ACH-000226,0.23941445778499998
ACH-000227,-0.036694154281300004
ACH-000228,0.136480647408
ACH-000231,0.00336305711654
ACH-000232,0.098190297085
ACH-000233,0.270259181316
ACH-000234,0.131779123395
ACH-000235,0.152100307097
ACH-000237,0.11737910879100001
ACH-000238,0.11765974404200001
ACH-000243,0.0669882125854
ACH-000244,-0.739246341839
ACH-000246,0.00913140916488
ACH-000248,0.22254108759799998
ACH-000250,0.010470072325499999
ACH-000251,0.14254087651900002
ACH-000253,0.259710353396
ACH-000255,0.09261092727800001
ACH-000256,0.23455940500300002
ACH-000257,0.13808714097000002
ACH-000258,0.0150875152505
ACH-000259,0.19194558340999998
ACH-000260,0.144745126949
ACH-000261,0.13635325920299998
ACH-000262,0.119238401413
ACH-000263,0.318447524164
ACH-000264,0.0856881291728
ACH-000265,-0.363221966035
ACH-000266,0.0996968923754
ACH-000272,0.0369361340336
ACH-000273,0.176202450165
ACH-000274,0.137112305646
ACH-000277,0.20280644407
ACH-000278,0.030762715981200003
ACH-000279,0.116489700453
ACH-000280,0.10085445813300001
ACH-000281,0.288435454745
ACH-000288,0.144624109289
ACH-000291,0.24775215867699998
ACH-000293,0.138476184415
ACH-000294,0.0711060594603
ACH-000295,-0.00640514116913
ACH-000296,0.0474456404623
ACH-000302,0.0569010671431
ACH-000304,0.0754939022012
ACH-000307,0.0632649913325
ACH-000308,0.203805895583
ACH-000310,0.187832458406
ACH-000311,0.167937855696
ACH-000312,0.140725560241
ACH-000315,0.33719874619
ACH-000316,-0.0126788845282
ACH-000317,-0.0248153344471
ACH-000318,0.154716019771
ACH-000319,0.171344241207
ACH-000320,0.35256038218900004
ACH-000322,0.134558075663
ACH-000323,0.11065727477600001
ACH-000324,0.165388468704
ACH-000329,0.268867772864
ACH-000330,0.0490533365264
ACH-000331,0.17170851174600002
ACH-000332,0.10837644888299999
ACH-000334,0.236227206623
ACH-000335,0.11720258725199999
ACH-000336,0.171281809368
ACH-000337,0.175404818933
ACH-000339,0.102748485537
ACH-000341,-0.0135006587871
ACH-000348,0.136536497637
ACH-000350,0.35077384434000003
ACH-000352,0.144274780467
ACH-000356,-0.730783924933
ACH-000361,0.335199120503
ACH-000362,0.175956295108
ACH-000363,0.193378507435
ACH-000364,0.0713158559759
ACH-000365,0.130640962232
ACH-000366,0.17821823882100002
ACH-000368,-0.277362454145
ACH-000374,0.0480816613368
ACH-000375,0.224872870946
ACH-000376,-0.401220205908
ACH-000381,0.09954618492070001
