,HNRNPM (4670)
ACH-000004,-1.1416153094700001
ACH-000007,-1.1452446795
ACH-000009,-1.02871364929
ACH-000011,-0.928229197433
ACH-000012,-1.1863411066399998
ACH-000013,-1.23369079752
ACH-000014,-1.08183445285
ACH-000015,-1.13350999099
ACH-000017,-1.32452687479
ACH-000018,-0.9199390497900001
ACH-000019,-0.968905238837
ACH-000021,-1.33572307784
ACH-000022,-1.21061499973
ACH-000025,-1.14795306729
ACH-000028,-1.2161134479200002
ACH-000030,-1.1975136441
ACH-000035,-1.1864393977
ACH-000036,-1.05759883151
ACH-000037,-1.2983948809799999
ACH-000039,-1.72530601412
ACH-000040,-0.658158221426
ACH-000041,-1.17797781797
ACH-000042,-1.12477526113
ACH-000045,-1.1594704527
ACH-000047,-1.20162857855
ACH-000052,-1.26773249358
ACH-000053,-1.18259220031
ACH-000054,-0.902886670706
ACH-000055,-1.19149914762
ACH-000060,-1.2357229311
ACH-000067,-0.845886314945
ACH-000070,-1.3419450370700001
ACH-000075,-1.0773627355500002
ACH-000078,-1.22256834123
ACH-000082,-0.9284524176160001
ACH-000085,-1.39156378905
ACH-000086,-0.9942710237279999
ACH-000087,-1.17411185972
ACH-000092,-1.05585414199
ACH-000095,-1.08272494736
ACH-000097,-1.0359351372399999
ACH-000098,-1.14922415174
ACH-000099,-0.781420280436
ACH-000108,-1.45641314903
ACH-000113,-1.13971213304
ACH-000115,-1.01492560076
ACH-000116,-1.2348034111700001
ACH-000118,-1.22146370316
ACH-000120,-1.2688087341399998
ACH-000123,-0.976644568819
ACH-000127,-1.1926586377200001
ACH-000128,-1.5057330026299998
ACH-000132,-0.8152521379459999
ACH-000133,-1.1589579286299998
ACH-000137,-0.966103070306
ACH-000138,-0.946714565153
ACH-000142,-1.16026201453
ACH-000143,-1.15743466514
ACH-000146,-1.4246947887299999
ACH-000148,-1.12642423022
ACH-000150,-0.8916695441120001
ACH-000152,-0.9028043530500001
ACH-000153,-1.0897626815
ACH-000159,-0.9961831784649999
ACH-000160,-1.4672069670899999
ACH-000163,-1.07353536607
ACH-000167,0.154666034803
ACH-000168,-1.1520244301
ACH-000169,-1.11793001692
ACH-000178,-1.2476602698600001
ACH-000182,-1.01001453665
ACH-000183,-1.127613758
ACH-000188,-1.55165310706
ACH-000189,-0.530197677997
ACH-000190,-0.972961509101
ACH-000198,-0.985706441227
ACH-000204,-1.5029046696500001
ACH-000206,-1.1173395095899998
ACH-000207,-1.39324753684
ACH-000211,-1.3475501638499998
ACH-000215,-1.01306330787
ACH-000221,-1.09146865081
ACH-000222,-1.2196503678200001
ACH-000223,-1.03596597665
ACH-000226,-1.04611345484
ACH-000227,-0.49639663077299995
ACH-000228,-1.27405666545
ACH-000231,-1.1810073353
ACH-000232,-0.7533464950480001
ACH-000233,-1.37797457997
ACH-000234,-0.944055594483
ACH-000235,-1.04007720526
ACH-000237,-1.23454931988
ACH-000238,-1.25523597661
ACH-000243,-1.16759473677
ACH-000244,-0.9450591154979999
ACH-000246,-1.0385683387
ACH-000248,-1.2197056309899998
ACH-000250,-0.849786143762
ACH-000251,-1.6234536016
ACH-000253,-0.867992901857
ACH-000255,-1.14797096971
ACH-000256,-1.2759694242200001
ACH-000257,-1.0378044123
ACH-000258,-0.9581318857690001
ACH-000259,-1.03486591305
ACH-000260,-1.3467326052500002
ACH-000261,-1.01097167256
ACH-000262,-0.879751213043
ACH-000263,-1.46886736942
ACH-000264,-0.8835906167919999
ACH-000265,-1.14082154332
ACH-000266,-0.880088485799
ACH-000272,-0.6056554917679999
ACH-000273,-1.3789382936
ACH-000274,-0.558921476465
ACH-000277,-0.650259858479
ACH-000278,-1.20785126582
ACH-000279,-1.15708581905
ACH-000280,-1.33533210073
ACH-000281,-0.860132283548
ACH-000288,-1.14961891127
ACH-000291,-1.33538072842
ACH-000293,-1.2763053152
ACH-000294,-0.851188184029
ACH-000295,-1.23522830498
ACH-000296,-1.32687868726
ACH-000302,-1.2216563477200002
ACH-000304,-1.0266676522
ACH-000307,-1.32865976125
ACH-000308,-1.2303145222299998
ACH-000310,-1.2132008344399998
ACH-000311,-1.33855170027
ACH-000312,-0.7717840864309999
ACH-000315,-1.1818769322
ACH-000316,-0.938055458179
ACH-000317,-1.16506216657
ACH-000318,-1.2687645491500001
ACH-000319,-1.2499788137
ACH-000320,-1.34524975445
ACH-000322,-0.8992827651
ACH-000323,-1.0119800728200001
ACH-000324,-1.4095621899500002
ACH-000329,-0.8323421703980001
ACH-000330,-1.42451631551
ACH-000331,-1.11814555976
ACH-000332,-0.9546564985100001
ACH-000334,-1.04538407431
ACH-000335,-1.20674680038
ACH-000336,-1.16980697331
ACH-000337,-1.1766675677
ACH-000339,-1.26562402657
ACH-000341,-0.860610419584
ACH-000348,-0.945167308932
ACH-000350,-1.22998405605
ACH-000352,-1.2839572212700001
ACH-000356,-1.13301019339
ACH-000361,-1.3116553616600002
ACH-000362,-0.998162897212
ACH-000363,-0.9952554080700001
ACH-000364,-1.0239089176
ACH-000365,-1.29615904217
ACH-000366,-0.719250031007
ACH-000368,-1.0586157302299999
ACH-000374,-1.29057752851
ACH-000375,-1.30096912902
ACH-000376,-0.965358402697
ACH-000381,-0.871475698072
ACH-000383,-1.06009179501
ACH-000387,-1.32294526886
ACH-000389,-0.949429340536
ACH-000390,-1.47310686857
ACH-000393,-1.13668955801
ACH-000395,-1.23158579089
ACH-000397,-1.19769832836
ACH-000401,-1.26115092841
ACH-000402,-1.14964004591
ACH-000403,-1.22070086027
ACH-000404,-0.9674563039299999
ACH-000406,-1.3580473298700002
ACH-000407,-1.07294259597
ACH-000408,-1.52313287939
ACH-000410,-1.2471692133399999
ACH-000411,-0.9975164120200001
ACH-000414,-1.69285899352
ACH-000415,-1.41272995772
ACH-000416,-1.07990687014
ACH-000420,-0.962754403974
ACH-000421,-1.16870501156
ACH-000424,-1.10696613044
ACH-000425,-1.13108344943
ACH-000426,-0.870011215626
ACH-000427,-0.931943194208
ACH-000433,-0.8673167378100001
ACH-000436,-1.13409454261
ACH-000444,-1.36959358123
ACH-000445,-1.20118518799
ACH-000448,-1.38533945972
ACH-000450,-1.03387727169
ACH-000452,-1.06938515057
ACH-000454,-1.14020449141
ACH-000458,-1.44145496147
ACH-000459,-2.07893852008
ACH-000460,-1.19066434423
ACH-000461,-1.24990867028
ACH-000463,-1.27219736361
ACH-000464,-1.1767830148
ACH-000466,-1.48274991933
ACH-000467,-1.06708648124
ACH-000468,-1.0711123042200001
ACH-000469,-1.28978825588
ACH-000470,-0.9686682719700002
ACH-000471,-0.861146249727
ACH-000472,-1.3647952495700002
ACH-000473,-1.30310695257
ACH-000475,-1.1341471436900001
ACH-000476,-1.19759188348
ACH-000477,-1.3901456979499998
ACH-000480,-1.22333018165
ACH-000481,-1.1268523715899998
ACH-000483,-1.3892258232700003
ACH-000484,-1.0163215518100002
ACH-000485,-1.32162977112
ACH-000486,-1.00938883529
ACH-000487,-1.1725582685200002
ACH-000488,-1.2782711820100001
ACH-000490,-1.1814293586799998
ACH-000491,-1.4480476233500001
ACH-000495,-0.5713169190690001
ACH-000496,-1.11760860875
ACH-000499,-1.3661369290099998
ACH-000500,-0.523873651297
ACH-000502,-0.940469082298
ACH-000503,-1.283284731
ACH-000505,-1.24112494386
ACH-000507,-1.38293565905
ACH-000510,-1.07055172343
ACH-000511,-0.8425987456630001
ACH-000512,-0.843974391764
ACH-000516,-0.9473218349200001
ACH-000517,-0.605699882362
ACH-000518,-1.28865968275
ACH-000520,-1.0038790635100001
ACH-000521,-0.549100502925
ACH-000522,-1.13390781733
ACH-000524,-0.898952831437
ACH-000527,-0.790822612866
ACH-000528,-1.44806597489
ACH-000537,-1.11266626114
ACH-000541,-1.1811748628
ACH-000542,-1.25651237777
ACH-000544,-1.25759890226
ACH-000545,-1.16963462933
ACH-000547,-0.8459138632240001
ACH-000548,-1.3262088660200002
ACH-000549,-1.16129308431
ACH-000550,-0.520176758887
ACH-000552,-1.18659147036
ACH-000556,-1.06346826521
ACH-000557,-1.56858459411
ACH-000570,-1.2195307126100001
ACH-000571,-1.0310077361399999
ACH-000573,-1.0321637770899998
ACH-000576,-1.0272364329600001
ACH-000580,-1.03313246428
ACH-000584,-1.33280655965
ACH-000585,-1.2401926372
ACH-000588,-1.31418771334
ACH-000589,-1.1629552924200002
ACH-000591,-1.13375132297
ACH-000593,-0.994534292565
ACH-000600,-0.641188579306
ACH-000601,-1.14281208317
ACH-000604,-1.15224230641
ACH-000605,-1.30743791174
ACH-000606,-1.33804843612
ACH-000608,-1.02741804015
ACH-000614,-1.40708795909
ACH-000616,-1.02300541976
ACH-000618,-1.27252010297
ACH-000619,-1.24139034361
ACH-000620,-1.3462699548
ACH-000621,-1.4448563390399998
ACH-000622,-0.8526610126809999
ACH-000623,-0.892191527899
ACH-000624,-1.05798941862
ACH-000627,-1.07191972134
ACH-000630,-1.0112758126799999
ACH-000632,-1.08385280592
ACH-000633,-1.5918029588799998
ACH-000637,-0.960308542764
ACH-000638,-1.31653733131
ACH-000646,-0.925257739174
ACH-000647,-0.893900573257
ACH-000648,-0.602995780531
ACH-000649,-0.970512079945
ACH-000651,-1.15696710274
ACH-000652,-1.0653562725
ACH-000653,-1.2478768470000001
ACH-000657,-1.2908538270299998
ACH-000658,-1.16007964121
ACH-000661,-1.25952580453
ACH-000662,-1.31850563728
ACH-000663,-1.3371423821200001
ACH-000665,-1.26525628441
ACH-000671,-1.3857609122799999
ACH-000673,-1.1242742366399998
ACH-000676,-1.0592747102700002
ACH-000677,-0.827623589306
ACH-000681,-1.32950376003
ACH-000682,-1.2837401909000001
ACH-000683,-1.6581979315000002
ACH-000684,-0.529834315129
ACH-000688,-0.626261651183
ACH-000693,-1.1667513133
ACH-000694,-1.30989573795
ACH-000695,-0.650695923282
ACH-000696,-1.15237237896
ACH-000697,-1.0870300605399998
ACH-000699,-1.2184232049
ACH-000701,-1.26052991708
ACH-000706,-1.16967268793
ACH-000711,-1.15326319414
ACH-000713,-1.4346189538299998
ACH-000714,-1.0897189892499999
ACH-000718,-0.939006432395
ACH-000720,-1.24377186235
ACH-000721,-1.18150845088
ACH-000724,-1.5907328440900002
ACH-000725,-0.815155512643
ACH-000732,-1.26817088738
ACH-000734,-1.31337678805
ACH-000735,-1.30500536312
ACH-000736,-1.11506789589
ACH-000738,-1.21486538329
ACH-000746,-0.7298139425319999
ACH-000747,-1.14595761888
ACH-000748,-0.7288909447
ACH-000753,-1.2505592143000002
ACH-000756,-1.25466042865
ACH-000757,-1.33143575745
ACH-000758,-1.11860526256
