,DNAJA1 (3301)
ACH-000004,-0.8933578712200001
ACH-000007,-0.6006282763490001
ACH-000009,-0.879214943222
ACH-000011,-0.490512095281
ACH-000012,-0.355354089076
ACH-000013,-0.576180950361
ACH-000014,-0.753322173125
ACH-000015,-0.6843016342560001
ACH-000017,-1.07805162574
ACH-000018,-0.0953174475076
ACH-000019,-0.483980565846
ACH-000021,-0.639686553944
ACH-000022,-0.586623006637
ACH-000025,-0.6045139278989999
ACH-000028,-0.8145783510160001
ACH-000030,-0.625673385263
ACH-000035,-0.509600082135
ACH-000036,-0.527946210272
ACH-000037,-0.816747577859
ACH-000039,-0.548934311136
ACH-000040,-0.36722581611
ACH-000041,-0.537559799419
ACH-000042,-0.5833478321
ACH-000045,-0.249197052951
ACH-000047,-0.495010533842
ACH-000052,-0.7040564880769999
ACH-000053,-0.643582594641
ACH-000054,-0.650404622888
ACH-000055,-0.785544157917
ACH-000060,-0.355297582913
ACH-000067,-0.40630598602799994
ACH-000070,-0.7553498393179999
ACH-000075,-0.678072666379
ACH-000078,-0.534985417745
ACH-000082,-0.472513438507
ACH-000085,-0.7104665175329999
ACH-000086,-0.433740673974
ACH-000087,-0.165816807033
ACH-000092,-0.49653647685
ACH-000095,-0.644993761316
ACH-000097,-0.679205360387
ACH-000098,-0.614559429143
ACH-000099,-0.41621003199
ACH-000108,-0.40669839113399997
ACH-000113,-0.72087774231
ACH-000115,-0.617912083978
ACH-000116,-0.68763095494
ACH-000118,-0.525294352224
ACH-000120,-0.48845294571099995
ACH-000123,-0.898083105892
ACH-000127,-0.36994322993
ACH-000128,0.0921910987931
ACH-000132,-0.6096474519039999
ACH-000133,-0.7551381795209999
ACH-000137,-0.16896603415300002
ACH-000138,-0.46893440057499997
ACH-000142,-0.549082165534
ACH-000143,-0.30011573161
ACH-000146,-0.44259319913999995
ACH-000148,-0.5333579233910001
ACH-000150,-0.5958059449840001
ACH-000152,-0.182650524934
ACH-000153,-0.7601587723600001
ACH-000159,-0.424176469744
ACH-000160,-0.651801702375
ACH-000163,-0.544676590988
ACH-000167,-0.34528716496100004
ACH-000168,-0.29277955505
ACH-000169,-0.525117954484
ACH-000178,-0.611448585375
ACH-000182,-0.541563100363
ACH-000183,-0.7651410339749999
ACH-000188,-0.559117034158
ACH-000189,-0.741820849795
ACH-000190,-0.529256949978
ACH-000198,-0.42225027233499995
ACH-000204,-0.7180789091240001
ACH-000206,-0.917332392877
ACH-000207,-0.31636334928599996
ACH-000211,-0.45516263021700004
ACH-000215,-0.41186088329000003
ACH-000221,-0.620463495206
ACH-000222,-0.6759825069959999
ACH-000223,-0.49710960481000005
ACH-000226,-0.6361763186420001
ACH-000227,-0.42686823734499996
ACH-000228,-0.560100315799
