,CLEC18C (283971)
ACH-000004,-0.111700381844
ACH-000007,-0.381010252751
ACH-000009,-0.079084289682
ACH-000011,-0.294942610647
ACH-000012,-0.0620312005239
ACH-000013,-0.198260975761
ACH-000014,-0.160722341943
ACH-000015,-0.0668573222828
ACH-000017,-0.069544916986
ACH-000018,-0.110021536767
ACH-000019,-0.020009435206
ACH-000021,-0.14976920729499998
ACH-000022,0.05971320115130001
ACH-000025,-0.285991736633
ACH-000028,-0.155045941938
ACH-000030,-0.0817959073043
ACH-000035,-0.140850799467
ACH-000036,-0.0913795661582
ACH-000037,-0.164416360702
ACH-000039,-0.0900313961053
ACH-000040,-0.0402145962709
ACH-000041,-0.06947290685589999
ACH-000042,-0.141067969478
ACH-000045,0.042296884307300005
ACH-000047,-0.0909295333753
ACH-000052,-0.16066480978199998
ACH-000053,-0.116890358914
ACH-000054,-0.0674877592215
ACH-000055,-0.0950287698064
ACH-000060,-0.0629224541121
ACH-000067,-0.0800861885729
ACH-000070,-0.123033495187
ACH-000075,-0.12570438968
ACH-000078,-0.0395648170228
ACH-000082,-0.06980079583039998
ACH-000085,0.0612866285584
ACH-000086,-0.255183742181
ACH-000087,0.00794752150983
ACH-000092,-0.11842891629300001
ACH-000095,-0.07888027209250001
ACH-000097,-0.09506016711069999
ACH-000098,-0.119731651141
ACH-000099,-0.0628442016977
ACH-000108,-0.118719910803
ACH-000113,-0.071943377643
ACH-000115,-0.18082880938
ACH-000116,-0.149536045491
ACH-000118,-0.118823243323
ACH-000120,-0.119115709015
ACH-000123,0.016496522301499998
ACH-000127,-0.12994960906199998
ACH-000128,-0.255312592218
ACH-000132,-0.384407713371
ACH-000133,-0.0841226822088
ACH-000137,0.07941455172989999
ACH-000138,0.00588347856846
ACH-000142,-0.150240949631
ACH-000143,-0.134579852699
ACH-000146,-0.094893873215
ACH-000148,-0.0381956352424
ACH-000150,-0.13561594100299998
ACH-000152,-0.174325101183
ACH-000153,0.0160868839558
ACH-000159,-0.049976903598
ACH-000160,0.0778558118921
ACH-000163,-0.161282163538
ACH-000167,-0.056249519579
ACH-000168,0.14573947916899999
ACH-000169,-0.0512261665729
ACH-000178,-0.21786419459399997
ACH-000182,-0.184103920471
ACH-000183,-0.198431469716
ACH-000188,-0.120578673566
ACH-000189,-0.372528387737
ACH-000190,-0.136770546981
ACH-000198,0.009947395820870002
ACH-000204,-0.11213573275000001
ACH-000206,-0.0309976172659
ACH-000207,0.119346026045
ACH-000211,-0.20055845914099998
ACH-000215,-0.19492456524799998
ACH-000221,-0.2376415256
ACH-000222,-0.225965200392
ACH-000223,0.020067643578299998
ACH-000226,-0.062247735160600004
ACH-000227,-0.194654887959
ACH-000228,-0.257492116345
ACH-000231,-0.03124093959
ACH-000232,-0.025192475529
ACH-000233,-0.163855722574
ACH-000234,0.14095981427999998
ACH-000235,-0.0813647100568
ACH-000237,-0.188197973576
ACH-000238,-0.16063546760800002
ACH-000243,-0.047555667023800006
ACH-000244,-0.138917276623
ACH-000246,0.0822797828214
ACH-000248,-0.154726921958
ACH-000250,-0.0400906585785
ACH-000251,-0.405994205188
ACH-000253,-0.0874906186741
ACH-000255,-0.0537759030567
ACH-000256,-0.21915008720100002
ACH-000257,-0.137651287022
ACH-000258,-0.140710003643
ACH-000259,-0.040771119596300004
ACH-000260,-0.140129874825
ACH-000261,-0.0542378651886
ACH-000262,0.290214964059
ACH-000263,0.023369422266
ACH-000264,-0.043978347372500004
ACH-000265,-0.0643814912947
ACH-000266,-0.130283354694
ACH-000272,-0.146826941414
ACH-000273,-0.140777451098
ACH-000274,-0.09318243334339998
ACH-000277,-0.16532824458599998
ACH-000278,-0.0930708669599
ACH-000279,-0.014266502561000002
ACH-000280,-0.125680693383
ACH-000281,-0.299110004553
ACH-000288,-0.324321106173
ACH-000291,0.007959440478930001
ACH-000293,-0.253081411699
ACH-000294,-0.13269856049
ACH-000295,0.030134134692899998
ACH-000296,0.08595143261539999
ACH-000302,-0.0352080999743
ACH-000304,-0.0652994144864
ACH-000307,0.0386059697802
ACH-000308,-0.106622091671
ACH-000310,-0.0823152227331
ACH-000311,-0.236922548904
ACH-000312,-0.136857937022
ACH-000315,-0.0416569334799
ACH-000316,-0.102579859932
ACH-000317,-0.0184979797742
ACH-000318,-0.0245010233672
ACH-000319,-0.229185829141
ACH-000320,0.0512096660166
ACH-000322,-0.275272350418
ACH-000323,0.027560145032099997
ACH-000324,0.0115021647297
ACH-000329,0.025823352798700003
ACH-000330,0.13485033137
ACH-000331,-0.13245747087999998
ACH-000332,-0.0499184987141
ACH-000334,0.232736600583
ACH-000335,-0.448004564259
ACH-000336,-0.315699271996
ACH-000337,-0.164521773635
ACH-000339,-0.144355437649
ACH-000341,-0.164680888523
ACH-000348,0.005026028699220001
ACH-000350,-0.296660304869
ACH-000352,-0.18905414027800002
ACH-000356,-0.120222800102
ACH-000361,0.0787686963487
ACH-000362,0.0283592317368
ACH-000363,-0.0541483628063
ACH-000364,0.0036450014800700004
ACH-000365,0.040017439234599994
ACH-000366,-0.0318722695824
ACH-000368,-0.123606440723
ACH-000374,-0.000919629309374
ACH-000375,-0.11021206122999999
ACH-000376,-0.06966763940239999
ACH-000381,-0.0853417425362
ACH-000383,-0.173968355183
ACH-000387,-0.0153470270889
ACH-000389,-0.18925049629299998
ACH-000390,-0.14703890377599999
ACH-000393,0.0802724288144
ACH-000395,-0.004054585847800001
ACH-000397,-0.177645079348
ACH-000401,-0.16036484351
ACH-000402,0.210636317315
ACH-000403,-0.152737608704
ACH-000404,-0.133839262122
ACH-000406,-0.0030317088737800003
ACH-000407,-0.10607363544500001
ACH-000408,-0.09717830388430002
ACH-000410,-0.173466689582
ACH-000411,-0.274629283035
ACH-000414,-0.13083621422800001
ACH-000415,0.0375274407255
ACH-000416,0.0287064688722
ACH-000420,-0.18580349180199998
ACH-000421,-0.0988526514054
ACH-000424,-0.150915753293
ACH-000425,-0.236700075539
ACH-000426,0.0226818230509
ACH-000427,-0.18117374448600002
ACH-000433,-0.25706369821999997
ACH-000436,-0.137120646328
ACH-000444,-0.0316360186088
ACH-000445,-0.10969923474099999
ACH-000448,-0.143539481152
ACH-000450,-0.30899137766999996
ACH-000452,0.014866825430100001
ACH-000454,-0.17147861728
ACH-000458,-0.00785541613283
ACH-000459,-0.148417547498
ACH-000460,-0.0952434833419
ACH-000461,-0.09364615042989999
ACH-000463,-0.154473081224
ACH-000464,-0.09854120790549999
ACH-000466,-0.035565494427300004
ACH-000467,-0.13892201250999997
ACH-000468,-0.103181967494
ACH-000469,-0.149578737017
ACH-000470,-0.019926619150099998
ACH-000471,-0.100775500733
ACH-000472,0.0058272874423700004
ACH-000473,0.0493300473271
ACH-000475,-0.210681081746
ACH-000476,-0.114972168254
ACH-000477,-0.192782157528
ACH-000480,-0.112212903561
ACH-000481,-0.04376733563159999
ACH-000483,-0.189754364346
ACH-000484,0.0859900704476
ACH-000485,-0.192894623088
ACH-000486,-0.134093195213
ACH-000487,-0.175265182416
ACH-000488,-0.175309855067
ACH-000490,-0.0352814494085
ACH-000491,-0.165658310227
ACH-000495,-0.000151759696729
ACH-000496,-0.143332801164
ACH-000499,-0.301440434523
ACH-000500,0.0138657334138
ACH-000502,-0.103370092418
ACH-000503,-0.133477446447
ACH-000505,-0.22782505881700002
ACH-000507,-0.154637261733
ACH-000510,-0.0426483681597
ACH-000511,-0.127214989747
ACH-000512,-0.0401440392841
ACH-000516,-0.220910561215
ACH-000517,-0.103912606105
ACH-000518,-0.192607481193
ACH-000520,-0.021212388161400003
ACH-000521,-0.171375295403
ACH-000522,-0.233527668926
ACH-000524,-0.07535266986889999
ACH-000527,-0.158471626485
ACH-000528,-0.07635916403210001
ACH-000537,-0.0666118476671
ACH-000541,-0.38025698494000004
ACH-000542,-0.08770951882339999
ACH-000544,-0.0238309795988
ACH-000545,-0.157667217448
ACH-000547,-0.189326365036
ACH-000548,-0.238099068253
ACH-000549,-0.034833533427400004
ACH-000550,-0.11679505837500001
ACH-000552,-0.0860179959628
ACH-000556,-0.09493989407989999
ACH-000557,0.020313567216900003
ACH-000570,0.0891264790803
ACH-000571,-0.00415785857697
ACH-000573,-0.0710006748004
ACH-000576,-0.0359952480229
ACH-000580,-0.0169897481168
ACH-000584,-0.210211196963
ACH-000585,-0.108987510163
ACH-000588,-0.011562479498199999
ACH-000589,-0.000639451355217
ACH-000591,-0.135708977888
ACH-000593,-0.010098518906200001
ACH-000600,-0.023105817874099998
ACH-000601,-0.150362021095
ACH-000604,-0.130679554905
ACH-000605,-0.00709808646275
ACH-000606,-0.0571296089278
ACH-000608,-0.08957789649299999
ACH-000614,0.006679037083180001
ACH-000616,-0.17290165316199999
ACH-000618,-0.19891871247600001
ACH-000619,0.026918203967200002
ACH-000620,-0.164121323066
ACH-000621,-0.07357430185160001
ACH-000622,-0.292431914636
ACH-000623,-0.0710686469016
ACH-000624,-0.0583408101119
ACH-000627,-0.19177159812800001
ACH-000630,-0.019052329707099996
ACH-000632,-0.0867198946332
