,COASY (80347)
ACH-000004,-0.5330543939360001
ACH-000007,-1.26648963971
ACH-000009,-0.470183008709
ACH-000011,-0.988503619282
ACH-000012,-0.897087475132
ACH-000013,-0.6887046914830001
ACH-000014,-1.09210862958
ACH-000015,-0.842013504925
ACH-000017,-1.2035777005700001
ACH-000018,-1.38292756377
ACH-000019,-0.990726756594
ACH-000021,-1.25111280645
ACH-000022,-0.7297898381929999
ACH-000025,-1.03472562236
ACH-000028,-0.9957395912260001
ACH-000030,-0.9829398240180001
ACH-000035,-0.9178855486030001
ACH-000036,-0.671425477992
ACH-000037,-0.632575673059
ACH-000039,-0.648443562834
ACH-000040,-0.501665295117
ACH-000041,-0.567999558667
ACH-000042,-0.966466083605
ACH-000045,-0.923197595494
ACH-000047,-0.9496381626549999
ACH-000052,-0.5833969917140001
ACH-000053,-0.5357528185980001
ACH-000054,-0.8768478713950001
ACH-000055,-0.779061914396
ACH-000060,-0.654669091436
ACH-000067,-0.9367621477220001
ACH-000070,-1.10789147533
ACH-000075,-0.553325748025
ACH-000078,-0.468610356392
ACH-000082,-0.53282780086
ACH-000085,-0.9622891108
ACH-000086,-0.44822952288999995
ACH-000087,-0.640114643537
ACH-000092,-0.565024764944
ACH-000095,-0.396897309847
ACH-000097,-0.8471952880399999
ACH-000098,-0.474571074117
ACH-000099,-0.836388964331
ACH-000108,-0.903517921816
ACH-000113,-0.9929147774089999
ACH-000115,-1.73935526857
ACH-000116,-0.6500888487049999
ACH-000118,-0.9961180150910001
ACH-000120,-0.401630905458
ACH-000123,-0.781969463364
ACH-000127,-0.795034530685
ACH-000128,-0.645201530187
ACH-000132,-0.638666238753
ACH-000133,-0.565883082107
ACH-000137,-0.7829310695039999
ACH-000138,-0.948550489277
ACH-000142,-1.20191275311
ACH-000143,-0.8356479412379999
ACH-000146,-0.36280938334799995
ACH-000148,-0.6777282872370001
ACH-000150,-0.608113718169
ACH-000152,-0.70273425133
ACH-000153,-0.601417958455
ACH-000159,-0.721802964928
ACH-000160,-0.517055236115
ACH-000163,-0.7127328093690001
ACH-000167,-0.570277205989
ACH-000168,-0.9654507017739999
ACH-000169,-0.693574555872
ACH-000178,-0.917643720042
ACH-000182,-0.8119888764409999
ACH-000183,-1.0078809747
ACH-000188,-0.9411828337929999
ACH-000189,-1.24927560291
ACH-000190,-1.00440209373
ACH-000198,-0.8192638315270001
ACH-000204,-0.93506172358
ACH-000206,-0.871709518069
ACH-000207,-0.9300423225810001
ACH-000211,-0.74611291593
ACH-000215,-0.583737737691
ACH-000221,-0.520880254808
ACH-000222,-1.1128991407
ACH-000223,-0.85546128948
ACH-000226,-0.9766591758
ACH-000227,-0.519109224067
ACH-000228,-0.703078034042
ACH-000231,-0.996499869101
ACH-000232,-0.591212415458
ACH-000233,-1.0551474406999999
ACH-000234,-0.9062669648010001
ACH-000235,-0.895751517769
ACH-000237,-0.46243945996200003
ACH-000238,-0.723491162822
ACH-000243,-1.01855133178
ACH-000244,-0.625424558838
ACH-000246,-0.618831101343
ACH-000248,-1.5176777621000002
ACH-000250,-0.8012109668490001
ACH-000251,-1.21652638702
ACH-000253,-0.7750035710780001
ACH-000255,-0.841188350564
ACH-000256,-0.7187740651569999
ACH-000257,-0.9508651272499999
ACH-000258,-1.2148190443
ACH-000259,-0.8821392691850001
ACH-000260,-0.350994558539
ACH-000261,-1.06098506297
ACH-000262,-0.717814712102
ACH-000263,-0.6801362914679999
ACH-000264,-1.16694925384
ACH-000265,-0.7518059421430001
ACH-000266,-0.7159353309919999
ACH-000272,-1.14318593037
ACH-000273,-1.11107810996
ACH-000274,-0.779947343718
ACH-000277,-1.4634932030599999
ACH-000278,-0.776217026718
ACH-000279,-0.87081596636
ACH-000280,-0.694330207761
ACH-000281,-0.719530178592
ACH-000288,-0.915121145913
ACH-000291,-0.61935970046
ACH-000293,-0.8141680340649999
ACH-000294,-1.3452374449000002
ACH-000295,-0.8774238260510001
ACH-000296,-0.971975657617
ACH-000302,-0.330086913819
ACH-000304,-1.25317975919
ACH-000307,-0.986328992121
ACH-000308,-0.767764900714
ACH-000310,-0.777366926885
ACH-000311,-0.9795009096259999
ACH-000312,-0.832513518102
ACH-000315,-0.774365202576
ACH-000316,-0.936853435373
ACH-000317,-1.23661037471
ACH-000318,-0.922534709533
ACH-000319,-0.808981549764
ACH-000320,-0.8961081687729999
ACH-000322,-1.07359115235
ACH-000323,-0.672873596764
ACH-000324,-0.9119687144249999
ACH-000329,-0.437291238168
ACH-000330,-1.0262554447399999
ACH-000331,-0.630387839804
ACH-000332,-0.901849937013
ACH-000334,-0.524941667879
ACH-000335,-0.6931072368860001
ACH-000336,-0.805822333935
ACH-000337,-1.5698612398899998
ACH-000339,-0.987763205853
ACH-000341,-0.7876752939499999
ACH-000348,-0.961830479844
ACH-000350,-0.413339497595
ACH-000352,-0.942665417765
ACH-000356,-1.0864842204
ACH-000361,-0.9994980042730001
ACH-000362,-0.85622650962
ACH-000363,-0.660962006707
ACH-000364,-0.655981508101
ACH-000365,-0.966978580944
ACH-000366,-0.932569582909
ACH-000368,-0.522866498155
ACH-000374,-1.14942640575
ACH-000375,-0.7040991628859999
ACH-000376,-0.555238507832
ACH-000381,-1.20241445547
ACH-000383,-0.611081606163
ACH-000387,-1.14693332414
ACH-000389,-0.866743194351
ACH-000390,-0.6984239069220001
ACH-000393,-0.329177109283
ACH-000395,-0.98951006794
ACH-000397,-0.9416669500239999
ACH-000401,-1.04948341575
ACH-000402,-0.669446593767
ACH-000403,-0.455816909019
ACH-000404,-1.24315187434
ACH-000406,-1.1758661005600002
ACH-000407,-0.569312796876
ACH-000408,-1.0
ACH-000410,-0.834742340199
ACH-000411,-0.8010477341760001
ACH-000414,-0.814120518104
ACH-000415,-0.739882376426
ACH-000416,-0.664964981106
ACH-000420,-0.6782991548080001
ACH-000421,-0.9452557595119999
ACH-000424,-0.808583331522
ACH-000425,-1.091885568
ACH-000426,-0.629470377626
ACH-000427,-0.989569399168
ACH-000433,-0.813081361779
ACH-000436,-1.1372767602299998
ACH-000444,-1.05277105264
ACH-000445,-0.907729723851
ACH-000448,-0.67842497657
ACH-000450,-1.1281737752
ACH-000452,-1.25078235086
ACH-000454,-0.7850240676219999
ACH-000458,-1.08325796346
ACH-000459,-1.34050155559
ACH-000460,-1.04126897087
ACH-000461,-0.8379735661929999
ACH-000463,-0.834526445047
ACH-000464,-0.576680104731
ACH-000466,-0.58437387733
ACH-000467,-0.631002117436
ACH-000468,-0.8999867545219999
ACH-000469,-0.429014643253
ACH-000470,-1.10965594125
ACH-000471,-0.951489467886
ACH-000472,-0.601794641498
ACH-000473,-0.566067484872
ACH-000475,-0.894963677841
ACH-000476,-0.550209225177
ACH-000477,-1.13738261008
ACH-000480,-0.558605485964
ACH-000481,-0.6467623695310001
ACH-000483,-0.671346016432
ACH-000484,-0.7857429616689999
ACH-000485,-0.765609502973
ACH-000486,-1.07449381313
ACH-000487,-0.788845417799
ACH-000488,-1.03855970547
ACH-000490,-0.9016986981659999
ACH-000491,-0.7441701249320001
ACH-000495,-0.829300360371
ACH-000496,-1.19370496941
ACH-000499,-0.587965872242
ACH-000500,-0.551212689477
ACH-000502,-0.919649148848
ACH-000503,-1.11838168162
ACH-000505,-0.716148369175
ACH-000507,-0.6577525059520001
ACH-000510,-0.79666340984
ACH-000511,-0.75725442708
ACH-000512,-0.966106660518
ACH-000516,-0.731783910104
ACH-000517,-0.689249711821
ACH-000518,-0.893270578549
ACH-000520,-0.741367040696
ACH-000521,-0.8490953828710001
ACH-000522,-1.1002413159200002
ACH-000524,-0.43008454141099994
ACH-000527,-0.647904147988
ACH-000528,-0.725548152732
ACH-000537,-1.07103121446
ACH-000541,-0.7923289313899999
ACH-000542,-0.751720001542
ACH-000544,-1.09434160374
ACH-000545,-0.822849657887
ACH-000547,-0.44889155709899997
ACH-000548,-0.7648439721070001
ACH-000549,-0.739649070285
ACH-000550,-0.9038399927390001
ACH-000552,-0.869132921443
ACH-000556,-1.0335268835299998
ACH-000557,-0.576728033586
