,ZFPL1 (7542)
ACH-000004,-0.192220736563
ACH-000007,-0.0667564507864
ACH-000009,0.10047830156899999
ACH-000011,0.0513602634296
ACH-000012,-0.185115441386
ACH-000013,-0.0743452017474
ACH-000014,0.19373987855799998
ACH-000015,-0.07116766255689999
ACH-000017,-0.09968654622789999
ACH-000018,0.145276099848
ACH-000019,-0.198342278924
ACH-000021,-0.131488472125
ACH-000022,-0.103121399411
ACH-000025,0.0150439067179
ACH-000028,-0.150219268273
ACH-000030,-0.0673663844302
ACH-000035,-0.061290742276999995
ACH-000036,-0.25237536289900003
ACH-000037,-0.193745928835
ACH-000039,-0.0314153350616
ACH-000040,0.0920055554758
ACH-000041,-0.12380002934499999
ACH-000042,-0.168002449114
ACH-000045,-0.317894794351
ACH-000047,0.140734605115
ACH-000052,0.014852809459299999
ACH-000053,-0.08483886111950001
ACH-000054,-0.10131567521
ACH-000055,-0.380623898808
ACH-000060,-0.049304134598199996
ACH-000067,0.119450402985
ACH-000070,-0.0479114794491
ACH-000075,0.0370180164362
ACH-000078,0.0013138533789300003
ACH-000082,-0.125280906336
ACH-000085,-0.174096006096
ACH-000086,-0.34111055133199997
ACH-000087,0.0650900617453
ACH-000092,-0.0889662612627
ACH-000095,-0.05949680541130001
ACH-000097,-0.06677997624780001
ACH-000098,-0.106899275198
ACH-000099,-0.012582807613299999
ACH-000108,-0.14597355203600001
ACH-000113,-0.13612223296599998
ACH-000115,-0.264562589366
ACH-000116,-0.252265175816
ACH-000118,-0.154903139203
ACH-000120,-0.0148726443283
ACH-000123,-0.14165178870200001
ACH-000127,-0.145419214006
ACH-000128,0.118401232587
ACH-000132,-0.032131270803
ACH-000133,-0.159930302125
ACH-000137,0.083120224205
ACH-000138,-0.170759099077
ACH-000142,-0.19138225473200002
ACH-000143,0.008999013841149999
ACH-000146,-0.0415939512426
ACH-000148,-0.20020246899799998
ACH-000150,-0.169303023031
ACH-000152,-0.197730515469
ACH-000153,-0.38545428597
ACH-000159,0.0662872874643
ACH-000160,-0.0341549972461
ACH-000163,-0.0765949733847
ACH-000167,-0.105436171742
ACH-000168,0.0850204022872
ACH-000169,-0.18707740268800002
ACH-000178,-0.00916320251933
ACH-000182,0.06389916909530001
ACH-000183,-0.13111111220799998
ACH-000188,-0.247858594297
ACH-000189,-0.259134815409
ACH-000190,-0.037372088321
ACH-000198,-0.014067633325700001
ACH-000204,-0.044075586811300006
ACH-000206,-0.042655752360899996
ACH-000207,-0.39171317329000005
ACH-000211,-0.193859495015
ACH-000215,-0.0242628434369
ACH-000221,-0.175024154822
ACH-000222,-0.287907141241
ACH-000223,-0.038086396367900004
ACH-000226,-0.0674028394588
ACH-000227,-0.072124471967
ACH-000228,-0.435790070237
ACH-000231,-0.00570901266907
ACH-000232,0.0142542314273
ACH-000233,-0.0381798674155
ACH-000234,-0.112696961981
ACH-000235,-0.08613483444530001
ACH-000237,-0.12726498725299998
ACH-000238,-0.020785528199599997
ACH-000243,-0.007312366035020001
ACH-000244,-0.329082774203
ACH-000246,-0.11543864029
ACH-000248,-0.0643313605407
ACH-000250,-0.227091862331
ACH-000251,0.184782266961
ACH-000253,-0.11731461346699999
ACH-000255,-0.142711092811
ACH-000256,-0.132264427081
ACH-000257,-0.0174705330191
ACH-000258,-0.0421825098123
ACH-000259,-0.033350289038
ACH-000260,-0.130984167473
ACH-000261,-0.1992575379
ACH-000262,0.0606191263677
ACH-000263,-0.5053368827470001
ACH-000264,-0.156603191748
ACH-000265,-0.011358647286000001
ACH-000266,-0.07550775964510001
ACH-000272,0.0608452530389
ACH-000273,-0.0772195277796
ACH-000274,-0.0023839583339099997
ACH-000277,0.05433875068
ACH-000278,-0.14597498430199998
ACH-000279,0.0512100226944
ACH-000280,-0.013463324914200001
ACH-000281,-0.166280749772
ACH-000288,-0.006303985333939999
ACH-000291,-0.112529777567
ACH-000293,-0.020048982124599997
ACH-000294,-0.0804904454539
ACH-000295,0.034986199553
ACH-000296,-0.0844257103627
ACH-000302,-0.21195834749200002
ACH-000304,0.31210264005800004
ACH-000307,-0.108514327018
ACH-000308,-0.17211833833299997
ACH-000310,-0.00341337391594
ACH-000311,0.139536463414
ACH-000312,-0.143394537605
ACH-000315,-0.0121011039778
ACH-000316,-0.14506873929199998
ACH-000317,-0.09131887494069998
ACH-000318,-0.614167698107
ACH-000319,-0.06802399971300001
ACH-000320,-0.07119334631730001
ACH-000322,-0.045657510315399996
ACH-000323,-0.0836632579312
ACH-000324,-0.0158072421977
ACH-000329,0.17371951658
ACH-000330,-0.251221054167
ACH-000331,-0.14292457519
ACH-000332,-0.13284697632099998
