,S100A11 (6282)
ACH-000004,-0.45170788886200003
ACH-000007,-0.24228256780000001
ACH-000009,-0.497450214205
ACH-000011,-0.6713708994040001
ACH-000012,-0.23720570706500002
ACH-000013,-0.23134569880999997
ACH-000014,-0.5175721310570001
ACH-000015,-0.25720234906399997
ACH-000017,-0.245235245707
ACH-000018,-0.149714406986
ACH-000019,-0.681961862613
ACH-000021,-0.259104683882
ACH-000022,-0.301528927786
ACH-000025,-0.348921858347
ACH-000028,-0.536630558068
ACH-000030,-0.28079407513099996
ACH-000035,-0.45925609009400004
ACH-000036,-0.329305608014
ACH-000037,-0.278275388174
ACH-000039,-0.443991823754
ACH-000040,-0.30553102420600003
ACH-000041,-0.621535723249
ACH-000042,-0.187615166631
ACH-000045,-0.23750156974300002
ACH-000047,-0.32213541443599997
ACH-000052,-0.349210107275
ACH-000053,-0.36085576670900005
ACH-000054,-0.362621385717
ACH-000055,-0.278558010976
ACH-000060,-0.40500815866499995
ACH-000067,-0.503156135762
ACH-000070,-0.45379213815499997
ACH-000075,-0.122016195666
ACH-000078,-0.37618793168799997
ACH-000082,-0.567869996163
ACH-000085,-0.5395946380650001
ACH-000086,-0.496537083467
ACH-000087,-0.334974356664
ACH-000092,-0.44352071233999996
ACH-000095,-0.291429285599
ACH-000097,-0.38586537922700004
ACH-000098,-0.39175556611
ACH-000099,-0.164621342621
ACH-000108,-0.27856869205400003
ACH-000113,-0.340061919529
ACH-000115,-0.206031814733
ACH-000116,-0.455587793882
ACH-000118,-0.30738080886
ACH-000120,-0.291084004709
ACH-000123,-0.413152899419
ACH-000127,-0.348726305484
ACH-000128,-0.24228716761900002
ACH-000132,-0.224845494591
ACH-000133,-0.428449388101
ACH-000137,-0.34776307253
ACH-000138,-0.20665105274099999
ACH-000142,-0.529919192715
ACH-000143,0.293568612068
ACH-000146,-0.288048822426
ACH-000148,-0.353857538486
ACH-000150,-0.387712015578
ACH-000152,-0.15638395046700002
ACH-000153,-0.354149267785
ACH-000159,-0.426003723266
ACH-000160,-0.25577013455
ACH-000163,-0.296276255174
ACH-000167,-0.156536741791
ACH-000168,-0.436387281077
ACH-000169,-0.29875226818100004
ACH-000178,-0.22796147503000003
ACH-000182,-0.29443443009500003
ACH-000183,-0.362685038994
ACH-000188,-0.46437476527099997
ACH-000189,-0.21496994382399998
ACH-000190,-0.226738662965
ACH-000198,-0.33893436868199994
ACH-000204,-0.433691843505
ACH-000206,-0.0830165170808
ACH-000207,-0.26257208539
ACH-000211,-0.35583131764700004
ACH-000215,-0.270095811079
ACH-000221,-0.238671183322
ACH-000222,-0.30060821082600003
ACH-000223,-0.269422008482
ACH-000226,-0.402121313327
ACH-000227,-0.363918708342
ACH-000228,-0.466948376331
ACH-000231,-0.414776861647
ACH-000232,-0.327073226075
ACH-000233,-0.17932559049400001
ACH-000234,-0.34636750698700003
ACH-000235,-0.286390095847
ACH-000237,-0.351960968806
ACH-000238,-0.0219563883498
ACH-000243,-0.18738521944800002
ACH-000244,-0.448913403953
ACH-000246,-0.252191989832
ACH-000248,-0.09910841213860001
ACH-000250,-0.298450328409
ACH-000251,-0.039752675957900004
ACH-000253,-0.318804214484
ACH-000255,-0.245803080871
ACH-000256,-0.46663643503799995
ACH-000257,-0.415438810352
ACH-000258,-0.532205122573
ACH-000259,-0.328011355821
ACH-000260,-0.30651605075
ACH-000261,-0.1626060617
ACH-000262,-0.188945422282
ACH-000263,-0.733695469988
ACH-000264,-0.451735197139
ACH-000265,-0.197222748102
ACH-000266,-0.243220262073
ACH-000272,-0.6120393821769999
ACH-000273,-0.5692780145090001
ACH-000274,-0.23188996245000001
ACH-000277,-0.37804448171899996
ACH-000278,-0.5934787822049999
ACH-000279,-0.29749252821100003
ACH-000280,-0.0949680360589
ACH-000281,-0.182956305038
ACH-000288,-0.404067142122
ACH-000291,-0.279341861212
ACH-000293,-0.281513758643
ACH-000294,-0.296352942309
ACH-000295,-0.25143275777699997
ACH-000296,-0.00986514099194
ACH-000302,-0.135998391666
ACH-000304,-0.608940323859
ACH-000307,-0.215137766413
ACH-000308,-0.37694009536399997
ACH-000310,-0.178367793066
ACH-000311,-0.275582913371
ACH-000312,-0.22029433737
ACH-000315,-0.308845753582
ACH-000316,-0.340836077388
ACH-000317,-0.31108329335900003
ACH-000318,-0.461401239616
ACH-000319,-0.0738708911603
ACH-000320,-0.0582497020082
ACH-000322,-0.489689732218
ACH-000323,-0.516611399328
ACH-000324,-0.316602237319
ACH-000329,-0.30519974398899996
ACH-000330,-0.286827683183
ACH-000331,-0.24278248031599997
ACH-000332,-0.343827943431
ACH-000334,-0.462379620842
ACH-000335,-0.18977722558200003
ACH-000336,-0.40752034830399997
ACH-000337,-0.300821354249
ACH-000339,-0.206375281141
ACH-000341,-0.264553747963
ACH-000348,-0.39734682637100005
ACH-000350,-0.29246058664700003
ACH-000352,-0.297198716963
ACH-000356,-0.367740403019
ACH-000361,-0.318555889934
ACH-000362,-0.43943968575000003
ACH-000363,-0.177268210937
ACH-000364,-0.423120374624
ACH-000365,-0.276973437164
ACH-000366,-0.23857671993500001
ACH-000368,-0.18815690193300003
ACH-000374,-0.50353239409
ACH-000375,-0.17551723193500002
ACH-000376,-0.340380918138
ACH-000381,-0.419374586351
ACH-000383,-0.45803113422799996
ACH-000387,-0.124640004362
ACH-000389,-0.17543357289900002
ACH-000390,-0.471385948467
ACH-000393,-0.22254845811299998
ACH-000395,-0.309988343312
ACH-000397,-0.187908643483
ACH-000401,-0.325371543177
ACH-000402,0.141380093815
ACH-000403,-0.25556672946
ACH-000404,-0.228979368486
ACH-000406,-0.181737849001
ACH-000407,-0.375334087117
ACH-000408,-0.11850911617799999
ACH-000410,-0.48853312176299996
ACH-000411,-0.566969184555
