,ANTXRL (195977)
ACH-000588,-0.129342039641
ACH-000589,-0.0732605811081
ACH-000591,-0.34899325353
ACH-000593,-0.18130562500599998
ACH-000600,-0.337878231561
ACH-000601,-0.165344529153
ACH-000604,-0.218231674891
ACH-000605,-0.363622267901
ACH-000606,-0.22532141236900002
ACH-000608,-0.160773714589
ACH-000614,-0.287486367236
ACH-000616,-0.211722192491
ACH-000618,-0.259456352514
ACH-000619,-0.308420400381
ACH-000620,-0.159716151788
ACH-000621,-0.286553059247
ACH-000622,-0.280993621006
ACH-000623,-0.37585275567500004
ACH-000624,-0.23176045710999998
ACH-000627,-0.443747319696
ACH-000630,-0.28505391639000005
ACH-000632,-0.277644962244
ACH-000633,-0.28122321281
ACH-000637,-0.230476275585
ACH-000638,-0.38184937863300006
ACH-000646,-0.291855823215
ACH-000647,-0.253451533194
ACH-000648,-0.230156601164
ACH-000649,-0.285607663707
ACH-000651,-0.443752978948
ACH-000652,-0.07085390787830001
ACH-000653,-0.261942664722
ACH-000657,-0.418583960321
ACH-000658,-0.47763953180600005
ACH-000661,-0.257505006001
ACH-000662,-0.00416156469917
ACH-000663,-0.280823366895
ACH-000665,-0.399036566801
ACH-000671,-0.35886282014700005
ACH-000673,-0.308067099337
ACH-000676,-0.265632087836
ACH-000677,-0.457799828755
ACH-000681,-0.229772492482
ACH-000682,-0.292249400343
ACH-000683,-0.306389821504
ACH-000684,-0.530416556623
ACH-000688,-0.43713650925499997
ACH-000693,-0.196941113735
ACH-000694,-0.319106356372
ACH-000695,-0.39598145720600003
ACH-000696,-0.34287938495700004
ACH-000697,-0.49116484701700003
ACH-000699,-0.317287509749
ACH-000701,-0.165316606157
ACH-000706,-0.25944475814
ACH-000711,-0.394957740528
ACH-000713,-0.132121892555
ACH-000714,-0.463369986895
ACH-000718,-0.371789742226
ACH-000720,-0.339194426088
ACH-000721,-0.32937096238200003
ACH-000724,-0.22095339728500002
ACH-000725,-0.19580703131700003
ACH-000732,-0.29621166676
ACH-000734,-0.21861975185
ACH-000735,-0.307654162582
ACH-000736,-0.27240430625900003
ACH-000738,-0.42569044043300003
ACH-000746,-0.018847733171700003
ACH-000747,-0.38279938982600004
ACH-000748,-0.27675765995900004
ACH-000753,-0.260194551856
ACH-000756,-0.268820274279
ACH-000757,-0.11507333925999999
ACH-000758,-0.12043109557399999
ACH-000760,-0.36717268699600003
ACH-000763,-0.396630478241
ACH-000764,-0.388728316286
ACH-000765,-0.102239763424
ACH-000766,-0.387117945435
ACH-000767,-0.426634528037
ACH-000768,-0.286465030083
ACH-000769,-0.372409645281
ACH-000770,-0.45582201569499997
ACH-000771,-0.315536122556
ACH-000773,-0.38779002262100004
ACH-000776,-0.320488739571
ACH-000777,-0.33618470541900003
ACH-000778,-0.393869205073
ACH-000781,-0.266491617101
ACH-000782,-0.0301206254
ACH-000783,-0.227278447297
ACH-000784,-0.206428436968
ACH-000785,-0.207848285365
ACH-000787,-0.120525187443
ACH-000788,-0.36241579946400004
ACH-000791,-0.380586667547
ACH-000792,-0.24100662143399998
ACH-000794,-0.215927156226
ACH-000796,-0.49795151625399997
ACH-000799,-0.285734652453
ACH-000800,-0.107625815501
ACH-000802,-0.226563393277
ACH-000804,-0.34593203919200005
ACH-000805,-0.2548662463
ACH-000809,-0.363462159073
ACH-000810,-0.38604805468500003
ACH-000811,-0.31491997774999997
ACH-000817,-0.403071622729
ACH-000819,-0.415883639356
ACH-000820,-0.188560701619
ACH-000821,-0.11668042715999997
ACH-000822,-0.365202262332
ACH-000823,-0.206322982274
ACH-000824,-0.295492320511
ACH-000827,-0.275719709262
ACH-000829,-0.235432183834
ACH-000831,-0.463724291363
ACH-000832,-0.237899273437
ACH-000833,-0.222225308319
ACH-000834,-0.367636404933
ACH-000835,-0.10185020298
ACH-000836,-0.40086891277900005
ACH-000837,-0.357929228288
ACH-000838,-0.33327377408799996
ACH-000839,-0.257110502619
ACH-000840,-0.0514664436735
ACH-000841,-0.358307593802
ACH-000843,-0.283968067598
ACH-000846,-0.261754976155
ACH-000847,-0.532656662738
ACH-000848,-0.10276354917000001
ACH-000849,-0.1817882424
ACH-000851,-0.372412652076
ACH-000855,-0.517131476479
ACH-000856,-0.284860450702
ACH-000858,-0.265317203936
ACH-000859,-0.295893831143
ACH-000861,-0.321135303902
ACH-000862,-0.402463488675
ACH-000865,-0.273800796966
ACH-000866,-0.29591369783000004
ACH-000867,-0.390267165405
ACH-000869,-0.25100979843000004
ACH-000872,-0.169260740988
ACH-000873,-0.47687095049199996
ACH-000876,-0.5483105013699999
ACH-000878,-0.22848110724399998
ACH-000880,-0.2875364342
ACH-000881,-0.145756948012
ACH-000882,-0.25634953298
ACH-000884,-0.328070400464
ACH-000885,-0.45837689523999997
ACH-000887,-0.239922050196
ACH-000888,-0.321833935379
ACH-000889,-0.56984471094
ACH-000890,-0.305614073127
ACH-000896,-0.377938695652
ACH-000898,-0.342810737785
ACH-000900,-0.29620092159
ACH-000901,-0.287534301813
ACH-000905,-0.291298023186
ACH-000906,-0.232085020294
ACH-000907,-0.270381710353
ACH-000910,-0.261835006285
ACH-000911,-0.263589114749
ACH-000912,-0.207167717996
ACH-000913,-0.45576493241899996
ACH-000915,-0.19960470719999998
ACH-000916,-0.549205408748
ACH-000917,-0.169069330817
ACH-000921,-0.233580791186
ACH-000924,-0.58634906423
ACH-000926,-0.45839653511100004
ACH-000928,-0.079673066514
ACH-000929,-0.455542945431
ACH-000932,-0.26026205996199997
ACH-000935,-0.175450271621
ACH-000936,-0.568712335279
ACH-000937,-0.369689451645
ACH-000938,-0.462766257171
ACH-000939,-0.025292292183599997
ACH-000941,-0.173398498473
ACH-000943,-0.361835290504
ACH-000946,-0.534412325588
ACH-000947,-0.403636520048
ACH-000948,-0.423447986551
ACH-000950,-0.25521141195999997
ACH-000953,-0.460232799221
ACH-000957,-0.235215293849
ACH-000958,-0.411183739729
ACH-000960,-0.51155040773
ACH-000963,-0.365258299406
ACH-000968,-0.25380328635899996
ACH-000969,-0.373020961451
ACH-000973,-0.400947909433
ACH-000974,-0.381099492756
ACH-000975,-0.200191521191
ACH-000976,-0.281337248136
ACH-000978,-0.44765004414399995
ACH-000980,-0.227577347899
ACH-000984,-0.44801477336999995
ACH-000986,-0.23460316195099998
ACH-000988,-0.50639091339
ACH-000993,-0.427062397181
ACH-000994,-0.320974473566
ACH-000996,-0.009730638991329999
ACH-001001,-0.41542314962099997
ACH-001020,0.0812933564364
ACH-001028,-0.349659686303
ACH-001031,-0.138361009842
ACH-001038,-0.359656083239
ACH-001048,-0.32969941714400003
ACH-001050,-0.23658247388
ACH-001053,-0.10233089941199999
ACH-001054,-0.0978975143425
ACH-001061,-0.44221580130000004
ACH-001067,-0.225371567949
ACH-001075,-0.319789290698
ACH-001096,-0.203514444227
ACH-001128,-0.284450967784
ACH-001134,-0.26148294799800004
ACH-001151,-0.30279926793699996
ACH-001163,-0.272506658037
ACH-001164,-0.249021526324
ACH-001173,-0.28235342945
ACH-001183,-0.280620274562
ACH-001184,-0.03676326493630001
ACH-001190,-0.467474302509
ACH-001192,-0.241850710035
ACH-001193,-0.106630872832
ACH-001196,-0.189733639067
ACH-001197,-0.08054989489299999
ACH-001205,-0.24872208690499997
ACH-001211,-0.33178021119199996
ACH-001212,0.0412020664304
ACH-001228,-0.417425432173
ACH-001232,-0.26621622289999997
ACH-001239,-0.33733246567100006
ACH-001274,-0.302110986299
ACH-001275,-0.186449432366
ACH-001277,-0.172047719401
ACH-001278,-0.0762184004614
ACH-001280,-0.240605598852
ACH-001283,-0.240016035436
ACH-001289,-0.198621269548
ACH-001295,-0.311211316635
ACH-001300,-0.425069930703
ACH-001301,-0.202925688929
ACH-001302,-0.370048717276
ACH-001303,-0.724779999057
ACH-001306,-0.339334848001
ACH-001318,-0.395495455977
ACH-001322,-0.183169765962
ACH-001328,-0.09834253041230001
ACH-001332,-0.217798816325
ACH-001333,-0.198965457425
ACH-001336,-0.275534976015
ACH-001340,-0.235132697768
ACH-001346,-0.354395036536
ACH-001353,-0.305961697011
ACH-001354,0.057102712577599996
ACH-001367,-0.0538718651186
ACH-001368,-0.266725946845
ACH-001374,-0.428759114953
ACH-001375,-0.287776712775
ACH-001377,-0.342997137503
ACH-001380,-0.199866686276
ACH-001391,-0.259041597854
ACH-001407,-0.344448119783
ACH-001408,-0.12317154899499999
ACH-001413,-0.105253725969
ACH-001430,-0.16951135923500002
ACH-001431,-0.193657396856
ACH-001450,-0.159977539867
ACH-001496,-0.316787706958
ACH-001500,-0.162178137456
ACH-001521,-0.113706551719
ACH-001523,-0.305650442676
ACH-001532,-0.33474148106699997
ACH-001536,-0.23243696485800003
ACH-001550,-0.333086121252
ACH-001552,-0.208304704698
ACH-001554,-0.328926943554
ACH-001645,-0.156247161921
ACH-001654,-0.323135677956
ACH-001715,-0.38665951457
ACH-001735,-0.37136145614
ACH-001736,-0.308149205593
ACH-001737,-0.443447742841
ACH-001740,-0.356692936209
ACH-001745,-0.149766980382
ACH-001750,-0.338964021555
ACH-001765,-0.39785671719300003
ACH-001956,-0.501227555997
ACH-001957,-0.43265854806500004
