,PTX4 (390667)
ACH-000004,-0.40250203204999996
ACH-000007,-0.136981869606
ACH-000009,0.0125591569772
ACH-000011,0.0622277381702
ACH-000012,-0.131038410943
ACH-000013,-0.111525820198
ACH-000014,-0.23400358273699998
ACH-000015,-0.23537188077100002
ACH-000017,-0.0790005917198
ACH-000018,-0.17563298000799998
ACH-000019,0.059469442653
ACH-000021,-0.160246076871
ACH-000022,-0.0131760999499
ACH-000025,-0.216947851888
ACH-000028,-0.08237742714339999
ACH-000030,0.048634052264400006
ACH-000035,-0.11888229253100001
ACH-000036,-0.0439489675686
ACH-000037,-0.179894918972
ACH-000039,-0.190256946947
ACH-000040,0.08736928128730001
ACH-000041,-0.188584793595
ACH-000042,0.034577420834400005
ACH-000045,-0.26976528336100003
ACH-000047,-0.17991949353599998
ACH-000052,-0.117633246288
ACH-000053,-0.13882814872000002
ACH-000054,-0.012464415436200001
ACH-000055,-0.008269831740479999
ACH-000060,-0.0822815615731
ACH-000067,-0.153692345862
ACH-000070,0.00196121775561
ACH-000075,-0.21718548377900002
ACH-000078,0.0129257519169
ACH-000082,-0.149640575075
ACH-000085,0.05569368356869999
ACH-000086,-0.155307563786
ACH-000087,-0.20129782496399998
ACH-000092,-0.0546585923057
ACH-000095,-0.206843786043
ACH-000097,-0.09434787555230001
ACH-000098,-0.0274010600151
ACH-000099,-0.09983174721640001
ACH-000108,-0.249295110234
ACH-000113,0.015474196499799999
ACH-000115,-0.09304417582239999
ACH-000116,-0.277147142469
ACH-000118,-0.161041552337
ACH-000120,-0.178625476012
ACH-000123,-0.0819677700313
ACH-000127,-0.0396842513015
ACH-000128,0.0966448249036
ACH-000132,-0.259138428373
ACH-000133,-0.324293130764
ACH-000137,0.036630790674
ACH-000138,-0.128696992075
ACH-000142,-0.268865578146
ACH-000143,-0.159648304032
ACH-000146,0.00473082830847
ACH-000148,-0.25015751797200003
ACH-000150,0.174995279818
ACH-000152,-0.115603735176
ACH-000153,0.0929839457199
ACH-000159,-0.0748050057978
ACH-000160,-0.0076042873912100005
ACH-000163,-0.205878703843
ACH-000167,0.101882541837
ACH-000168,-0.258160787654
ACH-000169,-0.23196857098200002
ACH-000178,-0.289509670184
ACH-000182,-0.0623938223283
ACH-000183,-0.206779812234
ACH-000188,-0.104408394169
ACH-000189,-0.0826579008408
ACH-000190,-0.0732046162455
ACH-000198,-0.18571554739100002
ACH-000204,-0.149675194091
ACH-000206,0.18848394117400002
ACH-000207,-0.427019903353
