,OR2A1 (346528)
ACH-000004,-0.217921791237
ACH-000007,-0.215857386803
ACH-000009,-0.592692875005
ACH-000011,-0.638756796624
ACH-000012,-0.260720384701
ACH-000013,-0.522786623477
ACH-000014,-0.781809367691
ACH-000015,-0.47584545377099996
ACH-000017,-0.7783510484280001
ACH-000018,-0.343918548705
ACH-000019,-0.44962627709299996
ACH-000021,-0.423607954598
ACH-000022,-0.342784382605
ACH-000025,-0.166553553056
ACH-000028,-0.414857861571
ACH-000030,-0.528009537904
ACH-000035,-0.325601272113
ACH-000036,-0.425190409058
ACH-000037,-0.6935396354369999
ACH-000039,-0.595915329847
ACH-000040,-0.45148445851
ACH-000041,-0.7678753833759999
ACH-000042,-0.749899037679
ACH-000045,-0.565879632119
ACH-000047,-0.755989335424
ACH-000052,-0.342538395062
ACH-000053,-0.5761332313699999
ACH-000054,-0.452178759326
ACH-000055,-0.316333556736
ACH-000060,-0.486240446047
ACH-000067,-0.21637913809
ACH-000070,-0.40536372434199996
ACH-000075,-0.374810055167
ACH-000078,-0.505713851987
ACH-000082,-0.686268947023
ACH-000085,-0.6851687044320001
ACH-000086,-0.316205385045
ACH-000087,-0.45456963375
ACH-000092,-0.453392296682
ACH-000095,-0.488573102558
ACH-000097,-0.501492410765
ACH-000098,-0.382920225771
ACH-000099,-0.461432668115
ACH-000108,-0.690899350157
ACH-000113,-0.428509812699
ACH-000115,-0.5848966203429999
ACH-000116,-0.6728713469159999
ACH-000118,-0.47128570181900004
ACH-000120,-0.224202313085
ACH-000123,-0.37593857481299997
ACH-000127,-0.532297885872
ACH-000128,-0.705572398578
ACH-000132,-0.552683740842
ACH-000133,-0.5458437043550001
ACH-000137,-0.33969834080300004
ACH-000138,-0.391096456084
ACH-000142,-0.35178479592100004
ACH-000143,-0.34750129275200003
ACH-000146,-1.11734968517
ACH-000148,-0.558688453564
ACH-000150,-0.20381206857
ACH-000152,-0.162233556862
ACH-000153,-0.105277088762
ACH-000159,-0.523224079315
ACH-000160,-0.28820819016800003
ACH-000163,-0.393061260616
ACH-000167,-0.810216919518
ACH-000168,-0.710957057801
ACH-000169,-0.524906404447
ACH-000178,-0.47043549865400003
ACH-000182,-0.49356705502899995
ACH-000183,-0.592865692958
ACH-000188,-0.589616402085
ACH-000189,-0.652102055802
ACH-000190,-0.37259740966300003
ACH-000198,-0.480304568486
ACH-000204,-0.325227228395
ACH-000206,-0.650306255187
ACH-000207,-0.45845639908200003
ACH-000211,-0.418500757723
ACH-000215,-0.49189349001500005
ACH-000221,-0.46750377971100004
ACH-000222,-0.661494793785
ACH-000223,-0.660193281571
ACH-000226,-0.384744252883
ACH-000227,-0.586311259688
ACH-000228,-0.660870862909
ACH-000231,-0.425826949781
ACH-000232,-0.582268014172
ACH-000233,-0.571994832431
ACH-000234,-0.7436450109080001
ACH-000235,-0.516056059145
ACH-000237,-0.559056062765
ACH-000238,-0.334050800649
ACH-000243,-0.439531555159
ACH-000244,-0.37670695923
ACH-000246,-0.395437626682
ACH-000248,-0.273054048394
ACH-000250,-0.658830817324
ACH-000251,-0.20369893759500002
ACH-000253,-0.34853960682499996
ACH-000255,-0.284342826341
ACH-000256,-0.404252244554
ACH-000257,-0.450925046571
ACH-000258,-0.393053760395
ACH-000259,-0.6053927421190001
ACH-000260,-0.571077072298
ACH-000261,-0.555344919058
ACH-000262,-0.3422008437
ACH-000263,-0.7490506600210001
ACH-000264,-0.596977853523
ACH-000265,-0.439353439252
ACH-000266,-0.49315393313
ACH-000272,-0.318938453543
ACH-000273,-0.550095082187
ACH-000274,-0.7333132478319999
ACH-000277,-0.358894440523
ACH-000278,-0.571032843173
ACH-000279,-0.838809458367
ACH-000280,-0.7243278705230001
ACH-000281,-0.5176916371060001
ACH-000288,-0.5909342365910001
ACH-000291,-0.76412423044
ACH-000293,-0.629739138025
ACH-000294,-0.48711264038
ACH-000295,-0.165137092467
ACH-000296,-0.629296078887
ACH-000302,-0.7032643263189999
ACH-000304,-0.900262041506
ACH-000307,-0.38510832469800005
ACH-000308,-0.792510142521
ACH-000310,-0.476757581097
ACH-000311,-0.732221099365
ACH-000312,-0.422482609932
ACH-000315,-0.353119091206
ACH-000316,-0.358791880074
ACH-000317,-0.585775348064
ACH-000318,-0.41658585821599997
ACH-000319,-0.21446554943399998
ACH-000320,-0.5941660969179999
ACH-000322,-0.17949583457199997
ACH-000323,-0.31030299746999995
ACH-000324,-0.533017232559
ACH-000329,-0.47878191142
ACH-000330,-0.326572361328
ACH-000331,-0.514142548832
ACH-000332,-0.687440316855
ACH-000334,-0.478397189812
ACH-000335,-0.383607537831
ACH-000336,-0.241649963354
ACH-000337,-0.67124280057
ACH-000339,-0.623575091632
ACH-000341,-0.446234569766
ACH-000348,-0.554081794
ACH-000350,-0.9029879464689999
ACH-000352,-0.490295553961
ACH-000356,-0.524097708693
ACH-000361,-0.296257764887
ACH-000362,-0.65245077503
ACH-000363,-0.558354190307
ACH-000364,-0.401251282737
ACH-000365,-0.511260762403
ACH-000366,-0.38585498157
ACH-000368,-0.241959513721
ACH-000374,-0.5834055627579999
ACH-000375,-0.487404505089
ACH-000376,-0.310776892962
ACH-000381,-0.563958391332
ACH-000383,-0.531999193492
ACH-000387,-0.714882055316
ACH-000389,-0.362662714503
ACH-000390,-0.5829980410760001
ACH-000393,-0.613775330263
ACH-000395,-0.649287942854
ACH-000397,-0.729598223828
ACH-000401,-0.5159560922240001
ACH-000402,-0.37162426749899996
ACH-000403,-0.6046860370880001
ACH-000404,-0.748326921237
ACH-000406,-0.834096113271
ACH-000407,-0.36890398918799994
ACH-000408,-0.39287637935599995
ACH-000410,-0.11809453998299999
ACH-000411,-0.696596284932
ACH-000414,-0.8260422330949999
ACH-000415,-0.312702745846
ACH-000416,-0.42094718137500003
ACH-000420,-0.46558978001999995
ACH-000421,-0.406981688174
ACH-000424,-0.586475451003
ACH-000425,-0.306648232812
ACH-000426,-0.9048341436570001
ACH-000427,-0.481764479027
ACH-000433,-0.33871797396700004
ACH-000436,-0.581032190791
ACH-000444,-0.387651086008
ACH-000445,-0.549388843628
ACH-000448,-0.476361429071
ACH-000450,-0.551149391863
ACH-000452,-0.489056940589
ACH-000454,-0.313612058868
ACH-000458,-0.43689181316799997
ACH-000459,-0.459778289897
ACH-000460,-0.5165200096270001
ACH-000461,-0.423083580253
ACH-000463,-0.547383648855
ACH-000464,-0.276173510671
ACH-000466,-0.8826328717730001
ACH-000467,-0.722590708202
ACH-000468,-0.490688242134
ACH-000469,-0.437832900905
ACH-000470,-0.576463860755
ACH-000471,-0.57910324546
ACH-000472,-0.38260232362700003
ACH-000473,-0.548241112739
ACH-000475,-0.591704571159
ACH-000476,-0.576643894168
ACH-000477,-0.9595276016240001
ACH-000480,-0.33135082574200003
ACH-000481,-0.513174299565
ACH-000483,-0.46317064851499995
ACH-000484,-0.574617931665
ACH-000485,-0.600809971975
ACH-000486,-0.48064207532700004
ACH-000487,-0.64137562327
ACH-000488,-0.62323140667
ACH-000490,-0.352499950763
ACH-000491,-0.60048368101
ACH-000495,-0.33228056735
ACH-000496,-0.33064077625
ACH-000499,-0.379506274543
ACH-000500,-0.576125352113
ACH-000502,-0.666215734974
ACH-000503,-0.21809272974100002
