,PTH2R (5746)
ACH-000337,-0.309369139088
ACH-000339,-0.289217020355
ACH-000341,-0.174438856365
ACH-000348,-0.223116092264
ACH-000350,-0.196398518488
ACH-000352,-0.1253271583
ACH-000356,-0.164097391379
ACH-000361,-0.145020821146
ACH-000362,-0.238231375774
ACH-000363,-0.28522660001
ACH-000364,-0.16602995164999998
ACH-000365,-0.209105630099
ACH-000366,-0.153400981097
ACH-000368,-0.16895434677700003
ACH-000374,-0.163082921727
ACH-000375,-0.37108158545599995
ACH-000376,-0.22222602109900003
ACH-000381,-0.131579531635
ACH-000383,-0.172636930515
ACH-000387,-0.312097850308
ACH-000389,-0.130671548474
ACH-000390,-0.216325137616
ACH-000393,-0.15327776317199998
ACH-000395,-0.26178828605
ACH-000397,-0.292264072613
ACH-000401,0.0012771858944000002
ACH-000402,0.11362428806199999
ACH-000403,-0.158382985359
ACH-000404,-0.08977784413010001
ACH-000406,-0.171092626904
ACH-000407,-0.15087440985300002
ACH-000408,-0.146375079997
ACH-000410,-0.20829444795200003
ACH-000411,-0.114941614853
ACH-000414,-0.187729426113
ACH-000415,-0.262030211368
ACH-000416,-0.254262666252
ACH-000420,-0.307908780908
ACH-000421,-0.21376503826499998
ACH-000424,-0.17971876987799998
ACH-000425,-0.13695277823899998
ACH-000426,-0.0976875764353
ACH-000427,-0.387515512795
ACH-000433,-0.036931481198100004
ACH-000436,-0.12165960845000001
ACH-000444,-0.22760861028
ACH-000445,-0.272287419456
ACH-000448,-0.267473083905
ACH-000450,-0.303509846388
ACH-000452,-0.228121298134
ACH-000454,-0.042030624651499995
ACH-000458,-0.0474979266598
ACH-000459,-0.18810236503199998
ACH-000460,-0.288707435161
ACH-000461,-0.10966116229
ACH-000463,-0.307257583963
ACH-000464,-0.10848504493899999
ACH-000466,-0.0538288339123
ACH-000467,-0.151691322382
ACH-000468,-0.0656282234996
ACH-000469,-0.259713372387
ACH-000470,0.006631278217399999
ACH-000471,-0.141709593767
ACH-000472,-0.24206296850900003
ACH-000473,-0.132778486622
ACH-000475,-0.230216180603
ACH-000476,-0.11385064798000001
ACH-000477,-0.1394780314
ACH-000480,-0.250085981937
ACH-000481,-0.08543582417680001
ACH-000483,-0.146324508129
ACH-000484,-0.10380656007099999
ACH-000485,-0.0092324524452
ACH-000486,-0.10456101268300001
ACH-000487,-0.150687654198
ACH-000488,-0.262524497469
ACH-000490,-0.271232984777
ACH-000491,-0.10727509630899999
ACH-000495,-0.250869157117
ACH-000496,-0.193381291506
ACH-000499,-0.154176544633
ACH-000500,-0.0144976980701
ACH-000502,-0.133579169432
ACH-000503,0.1571633832
ACH-000505,-0.127611516643
ACH-000507,-0.35711003975999994
ACH-000510,-0.13572209289999998
ACH-000511,-0.181692002651
ACH-000512,-0.426867608751
ACH-000516,-0.286259917369
ACH-000517,-0.131426220273
ACH-000518,-0.0614647461179
ACH-000520,-0.21932585392499998
ACH-000521,-0.364980716092
ACH-000522,-0.27185985294799997
ACH-000524,-0.183356312239
ACH-000527,-0.183570607483
ACH-000528,-0.242465214206
ACH-000537,-0.19630239782699999
ACH-000541,-0.0011054227558900001
ACH-000542,-0.12383071767100001
ACH-000544,-0.204612383601
ACH-000545,-0.105813015877
ACH-000547,-0.32378595051
ACH-000548,-0.190900428231
ACH-000549,-0.197007982317
ACH-000550,-0.124012954518
ACH-000552,-0.206225501859
ACH-000556,-0.20414577283500002
ACH-000557,-0.212201814518
ACH-000570,-0.11169573490399999
ACH-000571,-0.20586414772300002
ACH-000573,-0.23065379418600002
ACH-000576,-0.243637985896
ACH-000580,-0.011271804841
ACH-000584,-0.16298287742
ACH-000585,-0.22904535215500002
ACH-000588,-0.0999005638607
ACH-000589,-0.157077992054
ACH-000591,-0.167620927798
ACH-000593,-0.145337553384
ACH-000600,-0.194221483798
ACH-000601,-0.138682052908
ACH-000604,-0.363503587724
ACH-000605,-0.117426215897
ACH-000606,-0.230108574943
ACH-000608,-0.158348601987
ACH-000614,-0.21950328004
ACH-000616,-0.225925833848
ACH-000618,-0.30578415993
ACH-000619,-0.192857299274
ACH-000620,-0.07351172313280001
ACH-000621,-0.22317305443799998
ACH-000622,-0.17023242206300002
ACH-000623,-0.28342412105500003
ACH-000624,-0.246884025262
ACH-000627,-0.35533716217
ACH-000630,-0.313389606066
ACH-000632,-0.139012534918
ACH-000633,-0.178959994568
ACH-000637,-0.206772967404
ACH-000638,-0.0287432333346
ACH-000646,-0.16315154782
ACH-000647,-0.237835941356
ACH-000648,-0.245774420413
ACH-000649,-0.148998360386
ACH-000651,-0.135918034654
ACH-000652,-0.0325294250832
ACH-000653,-0.237565952879
ACH-000657,-0.151471137251
ACH-000658,-0.08440530174000001
ACH-000661,0.059083850093599996
ACH-000662,-0.183418115365
ACH-000663,-0.0397862829651
ACH-000665,-0.330988542234
ACH-000671,-0.120276711905
ACH-000673,-0.200578212388
ACH-000676,-0.243890546492
ACH-000677,-0.133551823265
ACH-000681,-0.09569912815680001
ACH-000682,-0.225437434188
ACH-000683,-0.13118980980699999
ACH-000684,0.0542557668867
ACH-000688,-0.07415557366860001
ACH-000693,-0.200688289163
ACH-000694,-0.304137646494
ACH-000695,-0.567308986723
ACH-000696,-0.274888227303
ACH-000697,-0.253047659258
ACH-000699,-0.24372973956900001
ACH-000701,-0.425705209479
ACH-000706,-0.155844845668
ACH-000711,-0.23791448650699998
ACH-000713,-0.0774330898173
ACH-000714,-0.0917374069621
ACH-000718,-0.0416094521546
ACH-000720,-0.119857035954
ACH-000721,-0.193019020105
ACH-000724,-0.0278579798379
ACH-000725,-0.24411363763500002
ACH-000732,-0.202465461434
ACH-000734,-0.146041888433
ACH-000735,-0.198259388347
ACH-000736,-0.0653795188127
ACH-000738,-0.154887715798
ACH-000746,-0.193314575079
ACH-000747,-0.38983670253200003
ACH-000748,-0.143851792689
ACH-000753,-0.0853263646367
ACH-000756,-0.19584989516100001
ACH-000757,-0.044936429989099996
ACH-000758,-0.129250093147
ACH-000760,-0.181430039922
ACH-000763,-0.22932046257
ACH-000764,-0.131165660273
ACH-000765,-0.15919264924499998
ACH-000766,-0.12649319846100002
ACH-000767,-0.0198260461873
ACH-000768,-0.180864465052
ACH-000769,-0.39461006139700006
ACH-000770,-0.15810061686
ACH-000771,-0.20772183919599999
ACH-000773,-0.157182621766
ACH-000776,-0.204593278232
ACH-000777,-0.119886752183
ACH-000778,-0.171271726803
ACH-000781,-0.119777230264
ACH-000782,-0.0302750744852
ACH-000783,-0.279588228079
ACH-000784,-0.10431136769200001
ACH-000785,-0.0922261003579
ACH-000787,-0.16977132555
ACH-000788,-0.12210781544600001
ACH-000791,-0.132911114143
ACH-000792,-0.22952601561500002
ACH-000794,-0.152877839695
ACH-000796,-0.30699213329999997
ACH-000799,-0.5052932331459999
ACH-000800,-0.07327427433730001
ACH-000802,-0.159370611303
ACH-000804,-0.046347784420300006
ACH-000805,-0.254765875574
ACH-000809,-0.247334962879
ACH-000810,-0.10752215094
ACH-000811,-0.12246644808399999
ACH-000817,-0.179936689533
ACH-000819,-0.160625713606
ACH-000820,-0.237270365846
ACH-000821,-0.13342979565500002
ACH-000822,-0.101283118817
ACH-000823,-0.165028031064
ACH-000824,-0.0967336069847
ACH-000827,-0.20145747068300002
ACH-000829,-0.326651712847
ACH-000831,-0.250898724593
ACH-000832,-0.138214197723
ACH-000833,-0.108599455372
ACH-000834,-0.233550972012
ACH-000835,-0.179313320902
ACH-000836,-0.355902216677
ACH-000837,-0.116836347555
ACH-000838,-0.137623162552
ACH-000839,-0.266171448861
ACH-000840,-0.368637809663
ACH-000841,-0.251687993804
ACH-000843,-0.213922711606
ACH-000846,-0.102272970238
ACH-000847,-0.280359604905
ACH-000848,-0.274541048968
ACH-000849,-0.330376541244
ACH-000851,-0.221850694919
ACH-000855,-0.0185789428835
ACH-000856,-0.186234182005
ACH-000858,-0.273631562189
ACH-000859,-0.13663222838300002
ACH-000861,-0.107015220914
ACH-000862,-0.201380453726
ACH-000865,-0.156757709615
ACH-000866,-0.147875681097
ACH-000867,-0.250938662333
ACH-000869,-0.152156454861
ACH-000872,-0.18752538543299999
ACH-000873,-0.09363840915300001
ACH-000876,-0.010728162054299998
ACH-000878,-0.135265405992
ACH-000880,-0.06856353264449999
ACH-000881,-0.198395599811
ACH-000882,-0.177099218776
ACH-000884,-0.0916415759323
ACH-000885,-0.36526288467600004
ACH-000887,-0.182421619667
ACH-000888,-0.15998593782099998
ACH-000889,-0.181045578437
ACH-000890,-0.171106547398
ACH-000896,-0.124031290119
ACH-000898,-0.22771723996399998
ACH-000900,-0.315247341888
ACH-000901,-0.204857440984
ACH-000905,-0.18895222718
ACH-000906,-0.191767232196
ACH-000907,-0.0511025850256
ACH-000910,-0.363645760243
ACH-000911,-0.0825874354309
ACH-000912,-0.19035455401
ACH-000913,-0.0260910192999
ACH-000915,-0.168483799489
ACH-000916,-0.168548319363
ACH-000917,-0.0351632710181
ACH-000921,-0.139662956726
ACH-000924,-0.21053402032000001
ACH-000926,-0.39708132037199995
ACH-000928,-0.262907388828
ACH-000929,-0.241386350091
ACH-000932,-0.040856464492099995
ACH-000935,-0.295848121051
ACH-000936,-0.086991123862
ACH-000937,-0.12359986352
ACH-000938,-0.22888351474500002
ACH-000939,-0.087142264908
ACH-000941,-0.19022567252099998
ACH-000943,-0.194987867527
ACH-000946,-0.360308872791
ACH-000947,-0.195196057326
ACH-000948,-0.22966827760699998
ACH-000950,-0.278735656585
ACH-000953,-0.253810862907
ACH-000957,-7.600827929110001e-06
ACH-000958,0.111832255619
ACH-000960,-0.205089446679
ACH-000963,-0.44337049316200006
ACH-000968,-0.010137463583200002
ACH-000969,-0.130799004604
ACH-000973,-0.132125326543
ACH-000974,-0.189464144992
ACH-000975,-0.304073511655
ACH-000976,-0.16961014919
ACH-000978,-0.169706466575
ACH-000980,-0.184826373614
ACH-000984,-0.22781231443100003
ACH-000986,-0.16869688605799998
ACH-000988,-0.261035834509
ACH-000993,-0.00880011630899
ACH-000994,-0.11016460478
ACH-000996,-0.288336759322
ACH-001001,-0.228379630581
ACH-001020,-0.24146321253699998
ACH-001028,-0.19459450330800002
ACH-001031,-0.145406871652
ACH-001038,-0.243723787303
ACH-001048,-0.0564045347276
ACH-001050,-0.127699923297
ACH-001053,-0.358348116586
ACH-001054,-0.258100872727
ACH-001061,-0.09917991483130001
ACH-001067,-0.12165536542199999
ACH-001075,-0.2690855555
ACH-001096,-0.0603560611002
ACH-001128,-0.284269566863
ACH-001134,0.00950151700039
ACH-001151,-0.216490964536
ACH-001163,-0.19108164937600003
ACH-001164,-0.373058870141
ACH-001173,-0.33633829434699997
ACH-001183,-0.245592462577
ACH-001184,-0.526281804182
ACH-001190,-0.154893377444
ACH-001192,-0.20863627715
ACH-001193,-0.17931266214000002
ACH-001196,-0.279854352719
ACH-001197,-0.137889366043
ACH-001205,-0.193274113217
ACH-001211,-0.024348978555099998
ACH-001212,-0.213231397847
ACH-001228,-0.0854237418179
ACH-001232,-0.17393352878600002
ACH-001239,-0.267678760286
ACH-001274,-0.182144883281
ACH-001275,-0.0893537072268
ACH-001277,-0.011077237571199999
ACH-001278,-0.188139374387
ACH-001280,-0.297937934044
ACH-001283,-0.124828865825
ACH-001289,-0.301923588096
ACH-001295,-0.171598484212
ACH-001300,-0.150587787186
ACH-001301,-0.201047599283
ACH-001302,-0.13444842872999999
ACH-001303,-0.453033869513
ACH-001306,-0.09809710929530001
ACH-001318,-0.260131117356
ACH-001322,-0.074688412983
ACH-001328,-0.225704109238
ACH-001332,-0.358090368327
ACH-001333,-0.324615212554
ACH-001336,-0.140545744503
ACH-001340,-0.139193245301
ACH-001346,-0.11401891056600001
ACH-001353,-0.10843416098099999
ACH-001354,-0.261179470705
ACH-001367,-0.364173233601
ACH-001368,-0.270971384802
ACH-001374,-0.0264527778401
ACH-001375,-0.20642691567000002
ACH-001377,-0.332268164195
ACH-001380,-0.165906882564
ACH-001391,-0.25614140543
ACH-001407,-0.237018607124
ACH-001408,-0.084058383994
ACH-001413,-0.28927966524
ACH-001430,-0.36798166212399996
ACH-001431,0.14008509937799998
ACH-001450,-0.0743361168057
ACH-001496,-0.20696781836800002
ACH-001500,-0.113719170654
ACH-001521,-0.17110993707699998
ACH-001523,-0.103975579964
ACH-001532,-0.251568910007
ACH-001536,-0.124448605512
ACH-001550,-0.352585728583
ACH-001552,-0.380206536531
ACH-001554,-0.299547455469
ACH-001645,-0.125927579917
ACH-001654,-0.127072478554
ACH-001715,-0.293723998565
ACH-001735,-0.143305861793
ACH-001736,-0.244652737467
ACH-001737,0.329759717191
ACH-001740,-0.298777607219
ACH-001745,-0.24218629422899998
ACH-001750,-0.20915710733600001
ACH-001765,-0.128061060485
ACH-001956,-0.206160226945
ACH-001957,-0.126985681879
