,SARS (6301)
ACH-000244,-2.28606872648
ACH-000246,-2.00045181153
ACH-000248,-1.6796777644799998
ACH-000250,-2.0853298435
ACH-000251,-1.6755706312600003
ACH-000253,-2.04864320448
ACH-000255,-1.6511339827399998
ACH-000256,-1.7480769858099996
ACH-000257,-2.12717994446
ACH-000258,-2.0479166117900003
ACH-000259,-2.04300501163
ACH-000260,-2.0444472021599998
ACH-000261,-2.05049169865
ACH-000262,-1.88561414068
ACH-000263,-2.1448010136099995
ACH-000264,-2.11793381581
ACH-000265,-1.86245412526
ACH-000266,-2.00592242716
ACH-000272,-1.8584477910599997
ACH-000273,-1.7629973117400002
ACH-000274,-2.20154106793
ACH-000277,-2.04785553602
ACH-000278,-1.65995543734
ACH-000279,-2.1236373605
ACH-000280,-2.16213428595
ACH-000281,-1.65748485412
ACH-000288,-1.8935322321999999
ACH-000291,-1.9054705029199999
ACH-000293,-1.9513637844799998
ACH-000294,-2.32994237502
ACH-000295,-2.02324767378
ACH-000296,-1.74491230255
ACH-000302,-2.48138533934
ACH-000304,-1.61304363315
ACH-000307,-2.00750500891
ACH-000308,-2.04671639751
ACH-000310,-2.3079677045800002
ACH-000311,-2.27546353713
ACH-000312,-1.8629608451299997
ACH-000315,-1.989259725
ACH-000316,-2.07566926438
ACH-000317,-2.14538848217
ACH-000318,-1.8536128633200002
ACH-000319,-1.69378231113
ACH-000320,-2.02816398122
ACH-000322,-2.07904475896
ACH-000323,-1.7712856042700003
ACH-000324,-1.9419498358099998
ACH-000329,-2.19077056623
ACH-000330,-2.01111495198
ACH-000331,-1.63208373521
ACH-000332,-2.08397173747
ACH-000334,-1.85097726773
ACH-000335,-1.6949182615399998
ACH-000336,-2.3378598308000003
ACH-000337,-1.35357970745
ACH-000339,-1.83732616164
ACH-000341,-2.1260058701299998
ACH-000348,-2.3077197897
ACH-000350,-2.50550761628
ACH-000352,-1.8588994397299998
ACH-000356,-1.6773953300100002
ACH-000361,-1.8240038033700001
ACH-000362,-2.16974128828
ACH-000363,-2.0238800882700003
ACH-000364,-2.0217764094099997
ACH-000365,-2.03967767926
ACH-000366,-1.9358390319299998
ACH-000368,-1.7710958682099998
ACH-000374,-1.92179125449
ACH-000375,-2.19070620256
ACH-000376,-1.87108268542
ACH-000381,-1.93775777182
ACH-000383,-2.07631956572
ACH-000387,-2.4714792524
ACH-000389,-1.62410669504
ACH-000390,-2.15069410146
ACH-000393,-2.0817017070599997
ACH-000395,-1.94591013214
ACH-000397,-2.29321355715
ACH-000401,-2.0162994321900003
ACH-000402,-1.9266000319599998
ACH-000403,-2.29882248477
ACH-000404,-2.0345243396200003
ACH-000406,-2.17151623675
ACH-000407,-1.5740427863600002
ACH-000408,-1.7675986914700001
ACH-000410,-1.6947802462000001
ACH-000411,-1.6816321199700002
ACH-000414,-2.44223557442
ACH-000415,-1.8831649836900002
ACH-000416,-1.6065699623299998
ACH-000420,-2.01506165325
ACH-000421,-1.8350208234799998
ACH-000424,-2.06710282155
ACH-000425,-2.04532796176
ACH-000426,-1.7979908011
ACH-000427,-2.03762273313
ACH-000433,-2.01274821929
ACH-000436,-1.77071463162
ACH-000444,-1.65910342081
ACH-000445,-1.3924447466999998
ACH-000448,-1.9651786439200003
ACH-000450,-2.0177924300599996
ACH-000452,-2.07039312108
ACH-000454,-1.5161479157299997
ACH-000458,-1.9808505014400002
ACH-000459,-1.9043128319299998
ACH-000460,-2.03401535414
ACH-000461,-1.97976096688
ACH-000463,-1.9018228066299998
ACH-000464,-2.0130546100999998
ACH-000466,-2.33607657775
ACH-000467,-1.9091425937
ACH-000468,-2.3913098336900003
ACH-000469,-2.14870240904
ACH-000470,-1.9248671298
ACH-000471,-1.92608126036
ACH-000472,-2.4458407031
ACH-000473,-2.1418456152200003
ACH-000475,-1.99979886539
ACH-000476,-1.98679761228
ACH-000477,-2.53862705349
ACH-000480,-1.85896590345
ACH-000481,-1.9796723885299998
ACH-000483,-2.3817162024700003
ACH-000484,-1.99759919113
ACH-000485,-2.20412944483
ACH-000486,-1.76382743722
ACH-000487,-2.2109161329799996
ACH-000488,-1.86960259618
ACH-000490,-1.93831895374
ACH-000491,-2.4617841929599997
ACH-000495,-1.75169477227
ACH-000496,-1.87434216468
ACH-000499,-1.79260939032
ACH-000500,-2.1988115875400003
ACH-000502,-1.9017282637700001
ACH-000503,-1.2202488597399999
ACH-000505,-2.00446802357
ACH-000507,-1.8049467911500001
ACH-000510,-2.15594976527
ACH-000511,-1.7803195457299998
ACH-000512,-1.97372307515
ACH-000516,-1.8349144395599997
ACH-000517,-2.10848977192
ACH-000518,-1.7539314027400001
ACH-000520,-1.86605150053
ACH-000521,-1.7454150939500002
ACH-000522,-2.1199236357799998
ACH-000524,-2.65339911821
ACH-000527,-2.05637840989
ACH-000528,-1.9602893575
ACH-000537,-2.2874218173700003
ACH-000541,-2.01709297426
ACH-000542,-1.9898118579099997
ACH-000544,-1.70301805771
ACH-000545,-1.62545563995
ACH-000547,-1.8987037447
ACH-000548,-1.9449181476800002
ACH-000549,-1.8610093666799998
ACH-000550,-1.91699310163
ACH-000552,-1.81592510687
ACH-000556,-2.16041207184
ACH-000557,-2.64472909781
ACH-000570,-1.8474406363299998
ACH-000571,-2.8744419629799998
ACH-000573,-2.26517874259
ACH-000576,-1.77961990253
ACH-000580,-1.9582970914
ACH-000584,-2.0721716932599996
ACH-000585,-2.0105699635799996
ACH-000588,-1.7331638721400002
ACH-000589,-2.06287180105
ACH-000591,-1.6778564528600002
ACH-000593,-2.13163582085
ACH-000600,-2.02597982433
ACH-000601,-2.00023039215
ACH-000604,-2.14894536398
ACH-000605,-1.9849845204099998
ACH-000606,-1.68614711747
ACH-000608,-2.27489887813
ACH-000614,-2.26862911054
ACH-000616,-1.7582393074200002
ACH-000618,-1.84735585947
ACH-000619,-1.90754081037
ACH-000620,-2.21575247053
ACH-000621,-2.0511557762
ACH-000622,-2.41119282875
ACH-000623,-1.9948205427799999
ACH-000624,-2.02548011495
ACH-000627,-1.8987717709999998
ACH-000630,-1.8129868133400002
ACH-000632,-2.1225507972299997
ACH-000633,-2.09617577359
ACH-000637,-1.9796063469799998
ACH-000638,-2.09783779935
ACH-000646,-2.31328895257
ACH-000647,-1.7594794451499998
ACH-000648,-1.7097750291100002
ACH-000649,-2.0072956084499998
ACH-000651,-2.0412292862599997
ACH-000652,-2.27771422069
ACH-000653,-1.9107291195099998
ACH-000657,-2.2213051495099996
ACH-000658,-2.17140386005
ACH-000661,-2.1753786659
ACH-000662,-2.24781635007
ACH-000663,-1.85474769427
ACH-000665,-1.7584713146400002
ACH-000671,-1.9451230536700002
ACH-000673,-1.96551358384
ACH-000676,-1.56862350726
ACH-000677,-2.01972067563
ACH-000681,-2.43568517413
ACH-000682,-1.86672426902
ACH-000683,-2.2599901645099996
ACH-000684,-1.8530798117400002
ACH-000688,-1.7459244127200002
ACH-000693,-2.08122665005
ACH-000694,-1.96932079604
ACH-000695,-1.92275184438
ACH-000696,-1.7768021862099999
ACH-000697,-1.7760389646799999
ACH-000699,-2.26977489811
ACH-000701,-2.03631758707
ACH-000706,-1.8907597764200001
ACH-000711,-2.0313408390400003
ACH-000713,-1.6865900611000002
ACH-000714,-1.52307587764
ACH-000718,-2.19330125229
ACH-000720,-1.95225754763
ACH-000721,-2.35999304013
ACH-000724,-2.6601720783
ACH-000725,-1.98707943778
ACH-000732,-1.8222435640599999
ACH-000734,-2.10664776937
ACH-000735,-1.93735456575
ACH-000736,-2.0909702695299996
ACH-000738,-1.87597291991
ACH-000746,-2.29183337113
ACH-000747,-1.92665902934
ACH-000748,-1.85998456879
ACH-000753,-2.0115346945200003
ACH-000756,-1.8591283973400003
ACH-000757,-2.04496743985
ACH-000758,-1.82210778157
ACH-000760,-1.8492672533
ACH-000763,-2.0976025836
ACH-000764,-2.0152502574
ACH-000765,-1.82630072997
ACH-000766,-2.10400670393
ACH-000767,-2.09843269693
ACH-000768,-1.7862075752700002
ACH-000769,-2.0481955298099996
ACH-000770,-2.22404183098
ACH-000771,-1.64348831916
ACH-000773,-2.0489082152
ACH-000776,-1.7471729604400004
ACH-000777,-2.19431944468
ACH-000778,-3.12569694055
ACH-000781,-2.0547204645900004
ACH-000782,-1.9763364192500001
ACH-000783,-2.17054971717
ACH-000784,-2.19066784757
ACH-000785,-2.16397610896
ACH-000787,-2.04202809143
ACH-000788,-1.9895201289500002
ACH-000791,-1.86539763063
ACH-000792,-2.0207186149400003
ACH-000794,-1.8616109951599997
ACH-000796,-2.08268463188
ACH-000799,-1.7004704087399998
ACH-000800,-1.90348891463
ACH-000802,-1.8419293682299998
ACH-000804,-2.1398338673299997
ACH-000805,-2.1608255707099997
ACH-000809,-1.97882420759
ACH-000810,-2.0761695383200003
ACH-000811,-1.99367433563
ACH-000817,-1.80601406555
ACH-000819,-1.7383582692200001
ACH-000820,-2.0133874798
ACH-000821,-1.5613001226499998
ACH-000822,-2.18422325177
ACH-000823,-2.06902474326
ACH-000824,-2.37492002427
ACH-000827,-1.9057019929900003
ACH-000829,-2.27282421561
ACH-000831,-1.9875539133099998
ACH-000832,-1.95420793569
ACH-000833,-2.22741303155
ACH-000834,-1.96960747152
ACH-000835,-1.88995716893
ACH-000836,-2.04805884458
ACH-000837,-1.79547308133
ACH-000838,-2.0215608686099995
ACH-000839,-1.61163038567
ACH-000840,-1.7715519287700001
ACH-000841,-1.9355942402700002
ACH-000843,-1.8476129308700002
ACH-000846,-1.8147184876700002
ACH-000847,-1.94448440999
ACH-000848,-1.87896985187
ACH-000849,-1.7553062811099998
ACH-000851,-1.8840918784099998
ACH-000855,-2.05496187472
ACH-000856,-2.02189943971
ACH-000858,-1.9330813415599999
ACH-000859,-1.99606179115
ACH-000861,-2.0873866049700003
ACH-000862,-1.97841454061
ACH-000865,-2.1629899569299997
ACH-000866,-2.0221075836
ACH-000867,-2.06071847537
ACH-000869,-2.22790435159
ACH-000872,-1.70465391072
ACH-000873,-1.8158740897599999
ACH-000876,-2.6983897173799996
ACH-000878,-1.5909985180200001
ACH-000880,-1.9508851964099998
ACH-000881,-2.07677514579
ACH-000882,-1.8028405146900002
ACH-000884,-1.97435696397
ACH-000885,-2.14108832816
ACH-000887,-1.8499330606400002
ACH-000888,-1.9882979594499999
ACH-000889,-2.22563989381
ACH-000890,-1.776731584
ACH-000896,-1.8854725976700002
ACH-000898,-1.9298434230700001
ACH-000900,-1.7367128287
ACH-000901,-2.04299695963
ACH-000905,-1.8722669182299998
ACH-000906,-2.0685293108200002
ACH-000907,-1.43770529704
ACH-000910,-1.9791172870700002
ACH-000911,-1.94207997259
ACH-000912,-1.89449056885
ACH-000913,-1.78373678931
ACH-000915,-1.72941812305
ACH-000916,-2.1720317321700002
ACH-000917,-2.14883685774
ACH-000921,-1.7989124208200002
ACH-000924,-1.53498483113
ACH-000926,-2.0582479539
ACH-000928,-1.85670847104
ACH-000929,-2.0957402481200003
ACH-000932,-1.7504799631299999
ACH-000935,-2.21035072818
ACH-000936,-1.80526719942
ACH-000937,-2.39306049168
ACH-000938,-2.33128874185
ACH-000939,-2.15962816086
ACH-000941,-2.2844263095099997
ACH-000943,-1.9298920279599998
ACH-000946,-1.84391599629
ACH-000947,-2.1250666755700003
ACH-000948,-1.81578570705
ACH-000950,-1.9432311007599998
ACH-000953,-2.23691816167
ACH-000957,-1.77187593649
ACH-000958,-1.8933547084400002
ACH-000960,-2.5673991220900003
ACH-000963,-2.28702304192
ACH-000968,-1.88894795175
ACH-000969,-1.9651738497599998
ACH-000973,-2.0403771597400002
ACH-000974,-2.13196433295
ACH-000975,-2.1271774110900004
ACH-000976,-1.8129163551400003
ACH-000978,-2.4002333132199998
ACH-000980,-1.9777030420099997
ACH-000984,-1.78803716278
ACH-000986,-1.71162028389
ACH-000988,-1.8180001151099998
ACH-000993,-1.62172027568
ACH-000994,-2.2388964904099997
ACH-000996,-1.7250230221
ACH-001001,-1.8601199981
ACH-001020,-2.10488918691
ACH-001028,-2.1370799204599997
ACH-001031,-2.22772228822
ACH-001038,-2.1895269163699997
ACH-001048,-1.87771577482
ACH-001050,-2.0238231198400003
ACH-001053,-1.90978547771
ACH-001054,-2.04032481315
ACH-001061,-1.92473569787
ACH-001067,-2.21871287679
ACH-001075,-1.8496037036099997
ACH-001096,-1.88766672324
ACH-001128,-2.22824328026
ACH-001134,-1.96297276753
ACH-001151,-2.00411543505
ACH-001163,-1.8327184458
ACH-001164,-1.84093533074
ACH-001173,-1.9581257243099999
ACH-001183,-2.00292368312
ACH-001184,-2.03479988847
ACH-001190,-1.8092438634599999
ACH-001192,-2.28184610494
ACH-001193,-2.37118630721
ACH-001196,-1.87663575226
ACH-001197,-1.97721694879
ACH-001205,-2.0266778699400003
ACH-001211,-1.97751044532
ACH-001212,-1.9980816062200002
ACH-001228,-2.2102688773700003
ACH-001232,-1.62733858909
ACH-001239,-1.9782561020700002
ACH-001274,-1.9207003982099997
ACH-001275,-2.0581890567900003
ACH-001277,-2.04337939288
ACH-001278,-2.14687254241
ACH-001280,-2.41487242321
ACH-001283,-1.9816737141099998
ACH-001289,-2.30647132499
ACH-001295,-2.16202565012
ACH-001300,-2.2950522573599996
ACH-001301,-1.69105754521
ACH-001302,-1.6350518007700001
ACH-001303,-2.10029276975
ACH-001306,-1.80429408385
ACH-001318,-1.92984673624
ACH-001322,-1.8507085105400003
ACH-001328,-1.68809341931
ACH-001332,-1.7562388690400002
ACH-001333,-2.19139923704
ACH-001336,-1.67249177845
ACH-001340,-1.7569877244999998
ACH-001346,-1.84867069616
ACH-001353,-1.8208238054299999
ACH-001354,-1.63028152908
ACH-001367,-1.74403487637
ACH-001368,-2.06210435588
ACH-001374,-1.9621487495099998
ACH-001375,-1.6622306205000001
ACH-001377,-2.33230060942
ACH-001380,-2.05766432825
ACH-001391,-2.18589919425
ACH-001407,-2.10586510004
ACH-001408,-1.99449515596
ACH-001413,-1.82282010248
ACH-001430,-2.4955755745099997
ACH-001431,-2.09599941282
ACH-001450,-1.99722179845
ACH-001496,-2.11300038138
ACH-001500,-1.9418398341099998
ACH-001521,-2.08523297668
ACH-001523,-1.8271998969299998
ACH-001532,-2.1754127785799997
ACH-001536,-1.9581887152700002
ACH-001550,-2.0273548085599997
ACH-001552,-1.88098851575
ACH-001554,-1.99848038324
ACH-001645,-2.13930621999
ACH-001654,-2.01677876927
ACH-001715,-1.7984631530400002
ACH-001735,-2.17032796538
ACH-001736,-2.37205457662
ACH-001737,-1.37349329915
ACH-001740,-1.8278380236000003
ACH-001745,-1.9166780432900004
ACH-001750,-1.7782566564200002
ACH-001765,-1.77050578893
ACH-001956,-2.00830376405
ACH-001957,-1.8737526869699999
