,GAR1 (54433)
ACH-000237,-0.640987677113
ACH-000238,-0.7438841019600001
ACH-000243,-0.77022043908
ACH-000244,-0.753081846364
ACH-000246,-0.600862029437
ACH-000248,-0.6323697167819999
ACH-000250,-0.7270547410959999
ACH-000251,-0.7154465809010001
ACH-000253,-0.631189847538
ACH-000255,-0.8359515814540001
ACH-000256,-0.46420690071000004
ACH-000257,-0.646745132317
ACH-000258,-0.9772167670990001
ACH-000259,-0.637603218416
ACH-000260,-0.49312363716799995
ACH-000261,-0.577996847484
ACH-000262,-0.6967770987209999
ACH-000263,-0.523096353112
ACH-000264,-0.522309446079
ACH-000265,-0.707135619173
ACH-000266,-0.6611717247519999
ACH-000272,-0.494107578442
ACH-000273,-0.601703827006
ACH-000274,-0.6896535562899999
ACH-000277,-0.45716512528700004
ACH-000278,-1.00336382895
ACH-000279,-0.6571151136010001
ACH-000280,-0.8089722141060001
ACH-000281,-0.550976008989
ACH-000288,-0.49012711376999996
ACH-000291,-0.586713532511
ACH-000293,-0.8548956684119999
ACH-000294,-0.276809781568
ACH-000295,-0.559410223121
ACH-000296,-0.5112135208899999
ACH-000302,-0.8934829835950001
ACH-000304,-0.421735447103
ACH-000307,-0.8355899308429999
ACH-000308,-0.6974044519
ACH-000310,-0.753685205035
ACH-000311,-0.68890978066
ACH-000312,-0.655597630717
ACH-000315,-0.489590558134
ACH-000316,-0.926886519913
ACH-000317,-0.7245922597600001
ACH-000318,-0.8887045154000001
ACH-000319,-0.866252354377
ACH-000320,-0.45354995168300005
ACH-000322,-0.667062497456
ACH-000323,-0.7377776201459999
ACH-000324,-0.573682490932
ACH-000329,-0.5076788051519999
ACH-000330,-0.388363401367
ACH-000331,-0.7551085190189999
ACH-000332,-0.693524032167
ACH-000334,-0.5664344902189999
ACH-000335,-0.313751005381
ACH-000336,-0.931522569659
ACH-000337,-0.947108110645
ACH-000339,-0.706783697427
ACH-000341,-0.538678293312
ACH-000348,-0.5841908249459999
ACH-000350,-0.866371931567
ACH-000352,-0.714686509836
ACH-000356,-0.5015113928670001
ACH-000361,-0.572996815833
ACH-000362,-0.616706900304
ACH-000363,-0.543782022026
ACH-000364,-0.631892939944
ACH-000365,-0.456127557661
ACH-000366,-0.46898982915700005
ACH-000368,-0.552163310791
ACH-000374,-0.639711390446
ACH-000375,-0.683795278505
ACH-000376,-0.849051559733
ACH-000381,-0.6296641952600001
ACH-000383,-0.438574424402
ACH-000387,-0.661795335255
ACH-000389,-0.6534100008899999
ACH-000390,-0.6321129035149999
ACH-000393,-0.49708156592299996
ACH-000395,-0.226349213059
ACH-000397,-0.562803435707
ACH-000401,-0.817783513566
ACH-000402,-0.7999446154530001
ACH-000403,-0.630694196751
ACH-000404,-0.7905752941069999
ACH-000406,-0.5825713633380001
ACH-000407,-0.484358448798
ACH-000408,-0.8091539509450001
ACH-000410,-0.601649759686
ACH-000411,-0.670851181082
ACH-000414,-0.571941464385
ACH-000415,-0.898386761126
ACH-000416,-0.6772651176369999
ACH-000420,-0.8775535345409999
ACH-000421,-0.789025337386
ACH-000424,-0.804895307615
ACH-000425,-0.8852040359190001
ACH-000426,-1.31437024786
ACH-000427,-0.270191486801
ACH-000433,-0.6852577578810001
ACH-000436,-0.478180044324
ACH-000444,-0.569884246817
ACH-000445,-0.660380397919
ACH-000448,-0.800675994877
ACH-000450,-0.7489092421279999
ACH-000452,-0.603335286842
ACH-000454,-0.789780583388
ACH-000458,-0.7642212593340001
ACH-000459,-0.600874863986
ACH-000460,-0.781662529928
ACH-000461,-0.34511242962300004
ACH-000463,-0.728065291194
ACH-000464,-0.744443832912
ACH-000466,-0.559153575976
ACH-000467,-0.834150495439
ACH-000468,-0.593104343368
ACH-000469,-0.566983294186
ACH-000470,-0.706250578874
ACH-000471,-0.580129414076
ACH-000472,-0.644732800871
ACH-000473,-1.28847967067
ACH-000475,-0.871561545701
ACH-000476,-0.534618740569
ACH-000477,-0.679095701908
ACH-000480,-1.04345509946
ACH-000481,-0.627527509627
ACH-000483,-1.05698671299
ACH-000484,-0.5776234563539999
ACH-000485,-0.7686141218629999
ACH-000486,-0.7159727251989999
ACH-000487,-0.504375517755
ACH-000488,-0.603311207205
ACH-000490,-0.53659758836
ACH-000491,-0.510535588426
ACH-000495,-0.621035767922
ACH-000496,-0.456219197321
ACH-000499,-0.121571354365
ACH-000500,-0.528696447672
ACH-000502,-0.563156518421
ACH-000503,-1.06093653164
ACH-000505,-0.639890637144
ACH-000507,-0.735885766809
ACH-000510,-0.552428170478
ACH-000511,-0.8080492692710001
ACH-000512,-0.6957462789040001
ACH-000516,-0.546644444303
ACH-000517,-0.637885225371
ACH-000518,-0.696276414948
ACH-000520,-0.39097684432700003
ACH-000521,-0.55170531599
ACH-000522,-0.5828608229360001
ACH-000524,-0.833301523302
ACH-000527,-0.898212189949
ACH-000528,-0.6999239607800001
ACH-000537,-0.7819141971760001
ACH-000541,-0.48494994507100003
ACH-000542,-0.640050934663
ACH-000544,-0.7252148930329999
ACH-000545,-0.6575315056600001
ACH-000547,-0.9385068780329999
ACH-000548,-0.710725345854
ACH-000549,-0.7924768524770001
ACH-000550,-0.901180559039
ACH-000552,-0.842311872048
ACH-000556,-0.77018863124
ACH-000557,-0.500331356445
ACH-000570,-1.1118992463500001
ACH-000571,-0.353966398068
ACH-000573,-0.657728362637
ACH-000576,-0.782805469675
ACH-000580,-0.680606354208
ACH-000584,-0.8112652507170001
ACH-000585,-0.84631313927
ACH-000588,-0.504156998405
ACH-000589,-0.765650603258
ACH-000591,-0.781780745574
ACH-000593,-0.8385278595819999
ACH-000600,-0.947228258084
ACH-000601,-0.6980130401719999
ACH-000604,-0.61053214266
ACH-000605,-0.5916228440160001
ACH-000606,-0.990169795278
ACH-000608,-0.7451191994320001
ACH-000614,-0.240998891928
ACH-000616,-0.805855084321
ACH-000618,-0.6567422828689999
ACH-000619,-0.5724904239399999
ACH-000620,-0.642972285809
ACH-000621,-0.47573222260799997
ACH-000622,-0.511877295771
ACH-000623,-0.733781457457
ACH-000624,-0.7026101641399999
ACH-000627,-0.49987421748599997
ACH-000630,-0.39831684704899994
ACH-000632,-0.406548615604
ACH-000633,-0.651348960189
ACH-000637,-0.940019586048
ACH-000638,-0.401030124833
ACH-000646,-0.6246638072290001
ACH-000647,-0.707667709445
ACH-000648,-0.9529754774979999
ACH-000649,-0.60602671353
ACH-000651,-0.909481029793
ACH-000652,-0.521988419673
ACH-000653,-0.620287377689
ACH-000657,-0.513435001714
ACH-000658,-0.318652761945
ACH-000661,-1.0964217131899998
ACH-000662,-0.48136510765100005
ACH-000663,-1.1031217480600002
ACH-000665,-0.5943766584369999
ACH-000671,-0.7946782040929999
ACH-000673,-0.593230189927
ACH-000676,-0.690306701574
ACH-000677,-0.9259621500040001
ACH-000681,-0.777210689545
ACH-000682,-0.5794412625240001
ACH-000683,-0.600082518203
ACH-000684,-0.7291365964040001
ACH-000688,-0.640920514709
ACH-000693,-0.653572660823
ACH-000694,-0.551067138922
ACH-000695,-0.626302480447
ACH-000696,-0.656951175924
ACH-000697,-0.581820395753
ACH-000699,-0.341328733098
ACH-000701,-0.722170199648
ACH-000706,-0.472568410272
ACH-000711,-0.535825877297
ACH-000713,-0.585176713921
ACH-000714,-0.542051017312
ACH-000718,-0.481619268023
ACH-000720,-0.7405758477490001
ACH-000721,-0.47434873698700003
ACH-000724,-0.793229926331
ACH-000725,-0.447795146888
ACH-000732,-0.7186959504170001
ACH-000734,-0.610498991625
ACH-000735,-0.630651365875
ACH-000736,-0.8720335815000001
ACH-000738,-0.875322383009
ACH-000746,-0.626554882803
ACH-000747,-0.645892050637
ACH-000748,-0.561467117465
ACH-000753,-0.33946388544100004
ACH-000756,-0.476045303686
ACH-000757,-0.40707735838799997
ACH-000758,-0.7470062091680001
ACH-000760,-0.732604184365
ACH-000763,-0.819905916937
ACH-000764,-0.7772802441140001
ACH-000765,-0.6750875853530001
ACH-000766,-0.640253517908
ACH-000767,-0.692744811565
ACH-000768,-0.646083905093
ACH-000769,-0.512714954782
ACH-000770,-0.57769209946
ACH-000771,-0.76942225382
ACH-000773,-0.609377795587
ACH-000776,-1.02505220206
ACH-000777,-0.877278543069
ACH-000778,-0.5873375231629999
ACH-000781,-0.729166044086
ACH-000782,-0.911697978899
ACH-000783,-0.326199260326
ACH-000784,-0.728168769401
ACH-000785,-0.463198290465
ACH-000787,-0.6561631283129999
ACH-000788,-0.541210476623
ACH-000791,-0.585211962065
ACH-000792,-0.719982712404
ACH-000794,-0.789818761543
ACH-000796,-0.41264260134099995
ACH-000799,-0.667157031526
ACH-000800,-0.631634193317
ACH-000802,-0.676812432461
ACH-000804,-0.935397984625
ACH-000805,-0.578368685455
ACH-000809,-0.537841165774
ACH-000810,-0.884120706759
ACH-000811,-0.648081245439
ACH-000817,-0.8653041593440001
ACH-000819,-1.0540316736
ACH-000820,-0.627148220454
ACH-000821,-0.555381600295
ACH-000822,-0.41775008438199995
ACH-000823,-0.7898421434999999
ACH-000824,-0.702794903697
ACH-000827,-0.779864278979
ACH-000829,-0.44695385301000007
ACH-000831,-0.748777907983
ACH-000832,-0.909767999236
ACH-000833,-0.656414686218
ACH-000834,-0.807561295863
ACH-000835,-0.676273507051
ACH-000836,-0.729206834158
ACH-000837,-0.666854746105
ACH-000838,-0.26742649291
ACH-000839,-0.762273039883
ACH-000840,-0.6848856897110001
ACH-000841,-0.485656186004
ACH-000843,-0.686742972613
ACH-000846,-0.777841105842
ACH-000847,-0.574487181746
ACH-000848,-0.974105259182
ACH-000849,-0.613006235014
ACH-000851,-0.471934354013
ACH-000855,-0.9777020472519999
ACH-000856,-0.631950743767
ACH-000858,-0.692512800276
ACH-000859,-0.598535042395
ACH-000861,-0.643202410383
ACH-000862,-0.8281713605709999
ACH-000865,-1.0
ACH-000866,-0.7537744312960001
ACH-000867,-0.620429489225
ACH-000869,-0.573467675203
ACH-000872,-0.724304816099
ACH-000873,-0.934815947458
ACH-000876,-0.713052801118
ACH-000878,-0.854239083978
ACH-000880,-0.691777274161
ACH-000881,-0.591103184253
ACH-000882,-0.633579987726
ACH-000884,-0.636523068488
ACH-000885,-0.652709070411
ACH-000887,-0.58024913461
ACH-000888,-0.53994126003
ACH-000889,-0.453639353166
ACH-000890,-0.713894788535
ACH-000896,-0.7276608820029999
ACH-000898,-0.447876891161
ACH-000900,-0.5510385578410001
ACH-000901,-0.5575206449
ACH-000905,-0.537767813348
ACH-000906,-0.6827193448090001
ACH-000907,-0.696634211831
ACH-000910,-0.723715450077
ACH-000911,-0.624753898653
ACH-000912,-0.507355569893
ACH-000913,-0.443217501917
ACH-000915,-0.50813605137
ACH-000916,-0.226367544914
ACH-000917,-0.7562029616079999
ACH-000921,-0.479106288627
ACH-000924,-0.662046970916
ACH-000926,-0.476896039825
ACH-000928,-0.37257267908799996
ACH-000929,-0.804391082004
ACH-000932,-0.534819506862
ACH-000935,-0.7270125617800001
ACH-000936,-0.6278970635719999
ACH-000937,-0.702253351909
ACH-000938,-0.7526627423450001
ACH-000939,-0.366713967194
ACH-000941,-0.724562678006
ACH-000943,-0.540288057202
ACH-000946,-0.636789873825
ACH-000947,-0.7062917395630001
ACH-000948,-0.654301312988
ACH-000950,-0.44554405443499995
ACH-000953,-0.452962593394
ACH-000957,-0.8114210786660001
ACH-000958,-0.801573279697
ACH-000960,-0.8611376703229999
ACH-000963,-0.595082427906
ACH-000968,-0.7666868335320001
ACH-000969,-0.5924276841380001
ACH-000973,-0.575117014464
ACH-000974,-0.568718388507
ACH-000975,-0.458162726462
ACH-000976,-0.605466869765
ACH-000978,-0.573935595523
ACH-000980,-0.812669951431
ACH-000984,-0.7594495335079999
ACH-000986,-0.8253540620029999
ACH-000988,-0.646132841652
ACH-000993,-1.16793692782
ACH-000994,-0.6828452280539999
ACH-000996,-0.734101335936
ACH-001001,-0.36834210669100004
ACH-001020,-0.733017747664
ACH-001028,-0.46319359124
ACH-001031,-0.482089044093
ACH-001038,-0.616866449212
ACH-001048,-0.7318419628499999
ACH-001050,-0.914019404085
ACH-001053,-0.533473465277
ACH-001054,-0.461955279389
ACH-001061,-0.605815921657
ACH-001067,-0.52772381195
ACH-001075,-0.6953702631309999
ACH-001096,-0.6528321589
ACH-001128,-0.812157658067
ACH-001134,-0.5589454182379999
ACH-001151,-0.539799486102
ACH-001163,-0.422704532967
ACH-001164,-1.28347585031
ACH-001173,-0.810880760696
ACH-001183,-0.812890702071
ACH-001184,-0.852238661223
ACH-001190,-0.533986300563
ACH-001192,-0.5047285816579999
ACH-001193,-0.686597963602
ACH-001196,-0.9784983121259999
ACH-001197,-0.614031448281
ACH-001205,-0.712908389993
ACH-001211,-0.8237632787729999
ACH-001212,-0.6862265169499999
ACH-001228,-0.589231010572
ACH-001232,-0.7368807591040001
ACH-001239,-0.628631215343
ACH-001274,-0.949597941828
ACH-001275,-0.519905688816
ACH-001277,-0.641415908882
ACH-001278,-0.850869183535
ACH-001280,-0.36529353822599997
ACH-001283,-0.581504865788
ACH-001289,-0.7523213216500001
ACH-001295,-0.411445472998
ACH-001300,-0.7595477442399999
ACH-001301,-0.7451639824349999
ACH-001302,-0.660982713548
ACH-001303,-0.416528622498
ACH-001306,-0.756699690318
ACH-001318,-0.610485350647
ACH-001322,-0.6707543401389999
ACH-001328,-0.587276808237
ACH-001332,-0.745979698361
ACH-001333,-0.606910514845
ACH-001336,-0.8789599165549999
ACH-001340,-0.7639006275319999
ACH-001346,-0.849679649533
ACH-001353,-0.69833399684
ACH-001354,-0.719368517573
ACH-001367,-0.37459858694700005
ACH-001368,-0.46136613295900003
ACH-001374,-1.0537109986700002
ACH-001375,-0.5589487682240001
ACH-001377,-0.696505782677
ACH-001380,-0.585670980093
ACH-001391,-0.409548880194
ACH-001407,-0.810073522738
ACH-001408,-0.7139402964530001
ACH-001413,-0.734399610467
ACH-001430,-0.746571045807
ACH-001431,-0.781658557923
ACH-001450,-0.706989611803
ACH-001496,-0.36273669407399994
ACH-001500,-0.6446940998399999
ACH-001521,-0.640304972493
ACH-001523,-0.938963431375
ACH-001532,-0.640971898535
ACH-001536,-0.410546232781
ACH-001550,-0.571347767301
ACH-001552,-0.616457956092
ACH-001554,-0.5966294468810001
ACH-001645,-0.882608052261
ACH-001654,-0.8038807553020001
ACH-001715,-1.0060226617
ACH-001735,-0.585958190382
ACH-001736,-0.731218384777
ACH-001737,-0.49684565504699996
ACH-001740,-0.356955735564
ACH-001745,-0.398545676066
ACH-001750,-0.833338088696
ACH-001765,-0.548336727695
ACH-001956,-0.68991216919
ACH-001957,-0.548908474309
